name,occurrences_new
Filago gallica,3232
Filago minima,19248
Filipendula denudata,906
Filipendula hexapetala,806
Filipendula kamtschatica,102
Filipendula lobata,1
Filipendula rubra,380
Filipendula ulmaria,641709
Filipendula ulmaria ssp. denudata,889
Filipendula ulmaria ssp. ulmaria,7991
Filipendula ulmaria var. denudata,889
Filipendula vulgaris,78826
Fimbristylis bisumbellata,535
Flemingia lineata,404
Flemingia macrophylla,604
Flemingia strobilifera,700
Fragaria vesca,388534
Fragaria viridis,5311
Frangula alnus,170207
Frankenia laevis,1999
Fraxinus uhdei,860
Freesia alba,27
Freesia laxa,250
Freesia sparrmannii var. alba,10
Fuchsia coccinea,18
Fumaria agraria,497
Fumaria bastardii,7259
Fumaria densiflora,3523
Fumaria kralikii,309
Fumaria martinii,10
Fumaria parviflora,5473
Fumaria petteri,147
Fumaria reuteri,1032
Fumaria schleicheri,1075
Fumaria sepium,1326
Gagea granulosa,189
Gahnia aspera subsp. globosa,4
Galactites tomentosa,10033
Galanthus alpinus,15
Galanthus plicatus,502
Galanthus reginae-olgae,6
Galanthus woronowii,984
Galatella dracunculoides,45
Galega officinalis,12088
Galega orientalis,2679
Galeobdolon argentatum,1756
Galeopsis speciosa,46698
Galeopsis tetrahit,267075
Galeopsis versicolor,16
Galinsoga aristulata,12
Galinsoga caracasana,15
Galinsoga ciliata,11250
Galinsoga eligulata,1
Galinsoga hispida,4
Galinsoga parviflora,29797
Galinsoga parviflora var. hispida,6
Galinsoga quadriradiata,51565
Galinsoga quadriraditata var. hispida,4
Galinsoga urticifolia,24
Galium album,107545
Galium palustre,418247
Galium saxatile,162843
Galium uliginosum,140216
Galium verticillatum,1031
Gamochaeta americana,1971
Gamochaeta antillana,285
Gamochaeta filaginea,111
Gamochaeta pennsylvanica,1854
Gamochaeta pensylvanica,1854
Gamochaeta purpurea,5464
Gamochaeta spicata,82
Gamochaeta subfalcata,1371
Garcia nutans,93
Gardenia angusta,19
Gardenia augusta,106
Gardenia florida,6
Gardenia jasminoides,1458
Garnotia stricta,64
Gasoul crystallinum,1
Gastridium australe,1
Gastridium lendigerum,6
Gastridium scabrum,86
Gastridium ventricosum,6630
Gaultheria shallon,5693
Gaura lindheimeri,185
Genista hispanica,8153
Genista januensis,195
Genista monosperma,66
Genista monspessulana,12459
Genista numidica,21
Genista stenopetala,165
Gentiana clusii,11210
Geoffroea decorticans,271
Geranium glabratum,2
Geranium himalayense,306
Geranium homeanum,4005
Geranium lucidium,1
Geranium lucidum,34312
Geranium maderense,361
Geranium nepalense,1118
Geranium nepalense var. thunbergii,80
Geranium pratense,54753
Geranium psilostemon,95
Geranium robertianum,481375
Geranium rubescens,31
Geranium striatum,6
Geranium submolle,1
Geranium sylvaticum,171882
Geranium thunbergii,1702
Geranium versicolor,1106
Geum aleppicum,4876
Geum aleppicum ssp. strictum,218
Geum aleppicum var. strictum,218
Geum decurrens,2
Geum humifusum,7567
Geum strictum,61
Geum strictum var. decurrens,2
Geum urbanum,459327
Geum verrucosum,7567
Gilia hallii,1
Gilia pungens,14
Gilia pungens var. hookeri,1
Gladiolus blandus,2
Gladiolus caffensis,1
Gladiolus corneus,1
Gladiolus dalenii,551
Gladiolus newii,2
Gladiolus palustris,8514
Gladiolus platyphyllus,1
Gladiolus primulinus,1
Gladiolus psittacinus,72
Gladiolus quartinianus,6
Glandularia aristigera,1263
Glandularia peruviana,332
Glandularia tenuisecta,10
Glebionis coronaria,2743
Globularia punctata,2566
Glossostigma cleistanthum,214
Glossostigma elatinoides,642
Glyceria aquatica,52
Glyceria canadensis,1655
Glyceria cookei,1
Glyceria declinata,28440
Glyceria fluitans,318759
Glyceria fluitans ssp. declinata,14
Glyceria fluitans var. declinata,14
Glyceria maxima,211027
Glyceria notata ssp. declinata,250
Glyceria plicata ssp. declinata,5
Glyceria plicata var. declinata,5
Glyceria spectabilis,14
Glycine caribaea,1
Glycine javanica,484
Glycine wightii,117
Glycine wightii var. mearnsii,1
Glycosmis citrifolia,180
Glycosmis parviflora,175
Glycosmis pentaphylla,114
Gmelina arborea,1163
Gmelina arborea var. canescens,1
Gmelina arborea var. glaucescens,1
Gnaphalium americanum,427
Gnaphalium antillanum,72
Gnaphalium arvense,1
Gnaphalium calviceps,238
Gnaphalium gaudichaudianum,81
Gnaphalium luteoalbum,16621
Gnaphalium luteoalbum var. normale,16621
Gnaphalium pensylvanicum,1496
Gnaphalium peregrinum,1
Gnaphalium purpureum,640
Gnaphalium purpureum var. americanum,2
Gnaphalium purpureum var. spathulatum,1
Gnaphalium rosaceum,6
Gnaphalium spathulatum,5
Gnaphalium sphaericum,6
Gnaphalium spicatum,442
Gnaphalium stagnale,13
Gnaphalium subfalcatum,1207
Gnaphalium supinum,8214
Gnaphalium undulatum,57
Goldbachia laevigata,241
Gomphocarpus physocarpus,1756
Goniolimon tataricum,1026
Goodyera repens,57956
Goodyera repens ssp. ophioides,185
Goodyera repens var. ophioides,185
Gourliea decorticans,1
Gracilaria salicornia,378
Grammica campestris,2
Graptopetalum paraguayense,135
Grateloupia turuturu,752
Gratiola officinalis,9854
Grindelia acutifolia,36
Grindelia arenicola,3
Grindelia camporum,646
Grindelia camporum var. bracteosa,57
Grindelia camporum var. camporum,49
Grindelia columbiana,1
Grindelia fastigiata,31
Grindelia hallii,114
Grindelia hirsutula ssp. hirsutula,17
Grindelia hirsutula ssp. rubricaulis,7
Grindelia hirsutula var. davyi,126
Grindelia hirsutula var. hallii,14
Grindelia hirsutula var. hirsutula,17
Grindelia hirsutula var. maritima,11
Grindelia humilis,3
Grindelia inornata,61
Grindelia inornata var. inornata,1
Grindelia integrifolia var. macrophylla,12
Grindelia latifolia,10
Grindelia maritima,3
Grindelia nana,121
Grindelia nana var. discoidea,17
Grindelia nana var. integrifolia,3
Grindelia nana var. nana,88
Grindelia paludosa,9
Grindelia perennis,22
Grindelia procera,1
Grindelia revoluta,23
Grindelia robusta,42
Grindelia robusta var. bracteosa,1
Grindelia squarrosa var. quasiperennis,82
Grindelia stricta,414
Grindelia stricta ssp. venulosa,4
Grindelia stricta var. angustifolia,99
Grindelia stricta var. platyphylla,182
Grindelia stricta var. stricta,218
Gunnera chilensis,3
Gunnera tinctoria,2709
Gymnocoronis spilanthoides,455
Gymnostyles anthemidifolia,1
Gymnostyles anthemifolia,6
Gymnostyles nasturtiifolia,1
Gymnostyles stolonifera,35
Gynandropsis gynandra,235
Gynandropsis pentaphylla,6
Gynerium argenteum,6
Gypsophila muralis,9441
Gypsophila tubulosa,796
Hablizia thamnoides,352
Hackelia americana,17
Hackelia deflexa ssp. americana,133
Haematoxylum campechianum,1355
Hakea drupacea,251
Hakea gibbosa,814
Hakea sericea,5579
Halerpestes cymbalaria,866
Halerpestes cymbalaria ssp. saximontana,88
Halimione portulacoides,6227
Halophila stipulacea,219
Haplophyllum buxbaumii,81
Haplophyllum villosum,11
Hebe barkeri,9
Hedychium flavescens,394
Hedychium flavum,57
Hedychium gardnerianum,6418
Hedypnois cretica,6119
Hedysarum alpinum,940
Hedysarum sericeum,3
Helanthium bolivianum,57
Helenium mexicanum,484
Helenium quadridentatum,303
Heleochloa schoenoides,13
Helianthemum syriacum,8886
Helianthus,1417
Helianthus annuus,48436
Helianthus annuus forma fallax,1
Helianthus annuus forma lenticularis,114
Helianthus annuus forma silvester,2
Helianthus annuus ssp. jaegeri,15
Helianthus annuus ssp. lenticularis,114
Helianthus annuus ssp. texanus,3
Helianthus annuus subsp. jaegeri,15
Helianthus annuus subsp. lenticularis,114
Helianthus annuus subsp. texanus,3
Helianthus annuus var. aridus,1
Helianthus annuus var. chloranthus,48436
Helianthus annuus var. haageanus,48436
Helianthus annuus var. lenticularis,114
Helianthus annuus var. macrophyllus,48436
Helianthus annuus var. plenus,48436
Helianthus annuus var. praecox,48436
Helianthus annuus var. pumilus,1
Helianthus annuus var. simplex,48436
Helianthus annuus var. striatiflorus,48436
Helianthus annuus var. sulfureus,48436
Helianthus annuus var. texanus,3
Helianthus annuus var. vulgaris,48436
Helianthus aridus,3
Helianthus besseyi,7
Helianthus ciliaris,554
Helianthus giganteus,848
Helianthus giganteus ssp. alienus,4
Helianthus grandiflorus,1
Helianthus nuttallii var. subtuberosus,5
Helianthus subcanescens,23
Helianthus tuberosus,22313
Helianthus tuberosus var. lutescens,22313
Helianthus tuberosus var. oblongifolius,22313
Helianthus tuberosus var. ruber,22313
Helianthus tuberosus var. subcanescens,19
Helichrysum arenarium,10267
Helichrysum bellidioides,14
Helichrysum bracteatum,185
Helichrysum orbiculare,7
Helichrysum orientale,158
Heliconia bihai,643
Heliconia elongata,2
Heliconia humilis,6
Heliconia wagneriana,385
Helictotrichon neesii,2
Helictotrichon pratense,31550
Heliocarpus americanus,1345
Heliocarpus donnellsmithii,22
Heliocarpus popayanensis,388
Heliotropium dolosum,133
Helipterum strictum,2
Helminthotheca echioides,57191
Hemarthria compressa,177
Hemerocallis yezoensis,7
Hemianthus callitrichoides,7
Hemianthus micranthemoides,3
Hemigraphis alternata,163
Hemigraphis colorata,9
Hemigraphis exotica,215
Heracleum persicum,278
Heteranthera bettzinckiana,185
Heteranthera limosa,1235
Heteranthera rotundifolia,783
Heteranthera zosterifolia,76
Heteropogon allionii,23
Heteropogon allionii var. typicus,23
Heteropogon contortus,11291
Heteropogon contortus subvar. hispidissimus,7
Heteropogon contortus subvar. roxburghii,11291
Heteropogon contortus subvar. secundus,11291
Heteropogon contortus subvar. typicus,11291
Heteropogon contortus var. hispidissimus,7
Heteropogon secundus,2
Heterotheca chrysopsidis,26
Heterotheca grandiflora,2496
Heterotheca lamarckii,2
Heterotheca latifolia,67
Heterotheca latifolia var. macgregoris,1
Heterotheca psammophila,49
Heterotheca subaxillaris,2645
Heterotheca subaxillaris subsp. latifolia,61
Heterotheca subaxillaris var. latifolia,61
Heterotheca subaxillaris var. petiolaris,1
Heterotheca subaxillaris var. procumbens,4
Heterotheca subaxillaris var. psammophila,1
Heterotis rotundifolia,265
Heuchera americana,629
Hevea brasiliensis,1221
Hibiscus abelmoschus,37
Hibiscus tiliaceus,3055
Hieracium amplexicaule,8184
Hieracium brachiatum,193
Hieracium flagellare,199
Hieracium flagellare ssp. cernuiforme,23
Hieracium flagellare ssp. glatzense,1
Hieracium florentinum,10
Hieracium grandidens,411
Hieracium hyparcticum,7
Hieracium lanatum,9
Hieracium lividorubens,3
Hieracium murorum,75662
Hieracium oblongum,72
Hieracium pachyodon,125
Hieracium pannosum,70
Hieracium piloselloides,409
Hieracium praealtum,58
Hieracium praealtum var. decipiens,4
Hieracium praealtum var. praealtum,44
Hieracium pulmonarioides,403
Hieracium scotostictum,165
Hieracium speluncarum,62
Hieracium X duplex,1
Hieracium X flagellare,199
Hieracium X flagellare var. cernuiforme,23
Hieracium X flagellare var. flagellare,8
Hieracium X flagellare var. glatzense,1
Hieracium X flagellare var. pilosius,4
Hieracium X macrostolonum,14
Hierochloe borealis,14
Hierochloe odorata,11352
Hierochloe odorata f. eamesii,1
Hippeastrum equestre,7
Hippeastrum puniceum,109
Hippuris vulgaris,42417
Holcus mollis,227494
Holcus sorghumsubsp. drummondii,1970
Holosteum umbelatum,12380
Holosteum umbellatum,12380
Honorius nutans,704
Hordeum glaucum,7166
Hordeum pubiflorum,98
Hordeum stebbinsii,13
Hordeum turkestanicum,2
Hosackia americana,1
Hottonia inflata,146
Hovenia dulcis,1006
Howea belmoreana,427
Howeia belmoreana,1
Hura crepitans,2427
Hyacinthella rumelica,1
Hydrocharis morsus-ranae,68372
Hydrocleys commersonii,2
Hydrocleys nymphoides,517
Hydrocotyle bonariensis,3976
Hydrocotyle leucocephala,703
Hydrocotyle novae-zelandiae,1244
Hydrocotyle ramiflora,1036
Hydrocotyle umbellata var. texana,1434
Hydrocotyle variegata,4844
Hydrocotyle yucatanensis,1
Hydromystria laevigata,84
Hydromystria stolonifera,3
Hydrotriche hottoniiflora,20
Hygrophila brasiliensis,51
Hygrophila conferta,7
Hygrophila costata,861
Hygrophila guianensis,123
Hygrophila lacustris,54
Hygrophila longifolia,3
Hygrophila portoricensis,4
Hygrophila pubescens,38
Hygrophila rosae-australis,386
Hygrophila siamensis,389
Hygrophila verticillata,9
Hylomecon vernalis,398
Hylotelephium telephium ssp. fabaria,10
Hylotelephium telephium ssp. telephium,1749
Hymenophysa pubescens,4
Hyoscyamus niger,16573
Hyoscyamus pusillus,117
Hypericum androsaemum,35307
Hypericum forrestii,140
Hypericum gentianoides,1429
Hypericum gymnanthum,145
Hypericum mutilum,1723
Hypericum mutilum var. parviflorum,18
Hypericum nummularium,2992
Hypericum parviflorum,2
Hypericum perfoliatum,1712
Hypericum perforatum,447767
Hypericum sarothra,3
Hypericum xylosteifolium,67
Hyptis alata,549
Hyptis americana,31
Hyptis brevipes,925
Hyptis brevipes var. glabrior,4
Hyptis lophantha,10
Hyptis radiata,15
Hyptis spicigera,1179
Hyptis suaveolens,4404
Iberis semperflorens,42
Illecebrum verticillatum,15344
Ilysanthes attenuata,2
Ilysanthes dubia,5
Ilysanthes gratioloides,2
Ilysanthes gratioloides var. depressa,2
Impatiens glandulifera,271761
Impatiens parviflora,68790
Impatiens roylei,19
Imperata brasiliensis,415
Imperatoria ostruthia,11503
Inula britannica,3367
Inula brittanica,3367
Inula conyzae,22294
Inula dysenterica,1
Inula ensifolia,664
Inula germanica,348
Inula hirta,4044
Inula spiraeifolia,13
Ionopsidium acaule,26
Ionopsidium albiflorum,3
Ipheion uniflorum,729
Ipomoea acetosifolia,1
Ipomoea acuminata,181
Ipomoea acuminata forma albiflora,1
Ipomoea acuminata var. burckii,6556
Ipomoea cairica,5228
Ipomoea cairica var. uniflora,1
Ipomoea carnea,1291
Ipomoea carnosa,1
Ipomoea cathartica,10
Ipomoea congesta,48
Ipomoea curtisii,1
Ipomoea gracilipes,1
Ipomoea halierca,2
Ipomoea heptaphylla,52
Ipomoea hildebrandtii,247
Ipomoea hirta,6
Ipomoea imperati,1660
Ipomoea indica,7866
Ipomoea indica var. acuminata,47
Ipomoea jamaicensis forma integrifolia,6
Ipomoea learii,2
Ipomoea littoralis,315
Ipomoea mexicana,5
Ipomoea mutabilis,24
Ipomoea obscura,2234
Ipomoea ochracea,171
Ipomoea ochracea var. curtisii,2
Ipomoea ochracea var. ochracea,6
Ipomoea ochroleuca,3
Ipomoea palmata,11
Ipomoea pentaphylla,4
Ipomoea pulchella,24
Ipomoea pulchella var. lineariloba,3
Ipomoea quamoclit,2647
Ipomoea quamoclit var. pectinata,2647
Ipomoea senegalensis,4
Ipomoea sinuata,9
Ipomoea spiralis,3
Ipomoea stolonifera,291
Ipomoea tuberculata,4
Ipomoea villosa,4
Ipomoea wrightii,121
Iris chrysographes,82
Iris foetida,1
Iris foetidissima,30273
Iris japonica,932
Iris pseudoacorus,374083
Iris sibirica,9372
Iris spuria,1244
Iris versicolor,3789
Isatis tinctoria,17393
Ischaemum rugosum,576
Ischaemum timorense,383
Isoetes japonica,256
Isoetes velata,649
Iva xanthifolia,801
Iva xanthiifolia,801
Ixia campanulata,83
Ixia dubia,211
Ixora finlaysoniana,185
Ixora thwaitesii,4
Jacobaea erratica,1977
Jarava plumosa,127
Jasione montana,113644
Jasminum beesianum,96
Jasminum bukobense,1
Jasminum dichotomum,376
Jasminum ternifolium,1207
Jonopsidium acaule,262
Julocroton argenteus,86
Julocroton elaeagnoides,1
Julocroton montevidensis,11
Juncoides campestre,2
Juncus acuminatus,2033
Juncus acuminatus var. legitimus,6
Juncus acutus,9229
Juncus ambiguus,2834
Juncus articulatus,307556
Juncus articulatus var. obtusatus,19
Juncus bufonius,201425
Juncus bufonius var. bufonius,5249
Juncus bufonius var. congestus,245
Juncus bufonius var. halophilus,44
Juncus bufonius var. occidentalis,205
Juncus bufonius var. ranarius,11
Juncus canadensis,572
Juncus canadensis forma apertus,2
Juncus canadensis forma conglobatus,6
Juncus canadensis var. canadensis,54
Juncus canadensis var. sparsiflorus,16
Juncus compressus,36410
Juncus dregeanus,94
Juncus dudleyi,2161
Juncus ensifolius,2041
Juncus ensifolius var. ensifolius,28
Juncus glaucus,2
Juncus hybridus,1100
Juncus kelloggii,70
Juncus longicaudatus,3
Juncus pallescens,111
Juncus paradoxus,2
Juncus planifolius,4418
Juncus pygmaeus,821
Juncus radula,1555
Juncus ranarius,4164
Juncus repens,333
Juncus sphaerocarpus,548
Juncus striatus,549
Juncus subulatus,1199
Juncus sylvaticus,36
Juncus tenuis var. dudleyi,25
Juncus tenuis var. uniflorus,5
Juncus xiphioides,1185
Juncus xiphioides var. triandrus,9
Jussiaea brachycarpa,4
Kalanchoe beharensis,104
Kalanchoe fedtschenkoi,172
Kalanchoe longiflora,21
Kalanchoe prolifera,28
Kalmia angustifolia,3087
Kappaphycus,21
Kickxia cirrhosa,1014
Kickxia commutata,1740
Kikuyuochloa clandestina,1
Kleinia neriifolia,903
Knautia macedonica,279
Kochia hyssopifolia,5
Kochia indica,7
Kochia prostrata var. villosissima,18
Koeleria grandis,15
Kundmannia sicula,280
Kunzea ericoides,8788
Kunzea peduncularis,45
Kyllinga brevifolia,3548
Kyllinga brevifolia forma pumila,3
Kyllinga brevifolia var. stellulata,2
Kyllinga brevifolioides,6
Kyllinga elongata,1
Kyllinga gracillima,46
Kyllinga intermedia,2
Kyllinga monocephala,51
Kyllinga polyphylla,76
Lablab niger,36
Lablab purpureus,1142
Lablab vulgaris,7
Lachnagrostis filiformis,19132
Lactuca cyanea,2
Lactuca muralis,70808
Lactuca palmata,51
Lactuca perennis,27761
Lactuca scariola,484
Lactuca scariola var. integrata,23
Lactuca scariola var. integrifolia,10
Lactuca serriola,180898
Lactuca serriola forma integrifolia,490
Lactuca sylvestris,1
Lagarosiphon major,971
Lagenandra ovata,14
Lagenandra thwaitesii,1
Lamiastrum galeobdolon,32593
Lamium confertum,5086
Lamium dissectum,16
Lamium galeobdolon,104703
Lamium hybridum,34165
Lamium moluccellifolium,5
Lamium purpureum var. moluccellifolium,6
Lampranthus deltoides,159
Lampranthus multiradiatus,300
Lantana x strigocamara,244
Lapeirousia cruenta,1
Lappula barbata,420
Lappula deflexa,324
Laserpitium archangelica,41
Laserpitium siler,17040
Lathyrus japonicus,7421
Lathyrus palustris,20919
Lathyrus palustris ssp. pilosus,297
Lathyrus palustris var. linearifolius,51
Lathyrus palustris var. macranthus,4
Lathyrus palustris var. myrtifolius,51
Lathyrus palustris var. pilosus,297
Lathyrus palustris var. retusus,5
Lathyrus setifolius,4107
Laurencia brongniartii,439
Laurencia okamurae,47
Lavandula viridis,419
Lawrencia glomerata,1161
Lawsonia alba,27
Lawsonia inermis,709
Ledum decumbens,80
Ledum palustre,5809
Ledum palustre ssp. decumbens,470
Ledum palustre var. decumbens,470
Leersia japonica,226
Legousia scabra,652
Leontice leontopetalum,110
Leontodon erythrospermus,2
Leontodon glaucescens,1
Leontodon officinalis,1
Leontodon taraxacoides,135
Leontodon taraxacum,1
Leontodon taraxacum subsp. officinalis,1
Leontodon taraxacum var. arenarius,1
Leontodon taraxacum var. genuinus,1
Leontodon taraxacum var. palustris,2
Leonurus sibiricus,991
Lepidium appelianum,203
Lepidium densiflorum,9038
Lepidium densiflorum var. densiflorum,448
Lepidium densiflorum var. elongatum,63
Lepidium densiflorum var. macrocarpum,89
Lepidium densiflorum var. pubecarpum,20
Lepidium densiflorum var. pubicarpum,63
Lepidium densiflorum var. ramosum,61
Lepidium densiflorum var. typicum,3
Lepidium didymum,30983
Lepidium draba,35467
Lepidium draba ssp. draba,1319
Lepidium graminifolium,5067
Lepidium heterophyllum,12956
Lepidium latifolium,13176
Lepidium neglectum,859
Lepidium perfoliatum,2781
Lepidium pinnatifidum,293
Lepidium pubecarpum,1
Lepidium pubicarpum,1
Lepidium ramosum,1
Lepidium schinzii,29
Lepidium smithii,5
Lepidium spinosum,68
Lepidotheca suaveolens,7060
Leptilon canadense,3
Leptinella squalida,539
Leptochloa,421
Leptochloa acuminata,2
Leptochloa divaricatissima,10
Leptochloa fascicularis,326
Leptochloa fascicularis var. acuminata,3
Leptochloa fusca,491
Leptochloa fusca subsp. fascicularis,709
Leptochloa malabarica,28
Leptodactylon lilacinum,1
Leptodactylon pungens,540
Leptodactylon pungens ssp. eupungens,8
Leptodactylon pungens ssp. hallii,12
Leptodactylon pungens ssp. hazeliae,1
Leptodactylon pungens ssp. hookeri,9
Leptodactylon pungens ssp. pulchriflorum,21
Leptodactylon pungens var. hallii,12
Leptodactylon pungens var. hookeri,9
Leptodactylon pungens var. pungens,8
Leptospermum ericoides,4
Leptospermum scopaarium,9367
Leptospermum scoparium,9367
Leptospermum scoparium var. nichollsii,2
Lespedeza cuneata,4524
Lespedeza juncea subsp. sericea,1215
Lespedeza juncea var. sericea,1215
Lespedeza sericea,5
Leucaena diversifolia,557
Leucanthemum adustum,12467
Leucanthemum cuneifolium,10
Leucanthemum delarbrei,1
Leucanthemum glaucophyllum,1
Leucanthemum heterophyllum,162
Leucanthemum ircutianum,15225
Leucanthemum laciniatum,34
Leucanthemum lacustre,15
Leucanthemum leucolepis,1
Leucanthemum margaritae,26
Leucanthemum maximum,826
Leucanthemum meridionale,1
Leucanthemum pallens,3222
Leucanthemum pluriflorum,17
Leucanthemum praecox,126
Leucanthemum subalpinum,1
Leucanthemum subglaucum,341
Leucanthemum sylvaticum,503
Leucanthemum vulgare,407954
Leucanthemum vulgare ssp. ircutianum,15
Leucanthemum vulgare subsp. alpicola,1
Leucanthemum vulgare subsp. crassifolium,3
Leucanthemum vulgare subsp. maximum,4
Leucanthemum vulgare var. baumgartnerianum,407954
Leucanthemum vulgare var. pinnatifidum,3
Leucanthemum vulgare var. sublyratum,407954
Leymus canadensis,188
Libertia chilensis,48
Libertia formosa,162
Libertia sessiliflora,23
Ligularia tussilaginea,12
Ligusticum scoticum,8105
Ligustrum henryi,469
Ligustrum obtusifolium,3178
Ligustrum robustum subsp. walkeri,12
Ligustrum vulgare,297240
Lilaeopsis attenuata,2
Lilaeopsis brasiliensis,19
Lilaeopsis carolinensis,62
Lilaeopsis mauritiana,4
Lilaeopsis minor,4
Lilium monadelphum,96
Lilium pyrenaicum,2476
Limnobium laevigatum,389
Limnobium spongia ssp. laevigatum,10
Limnobium stoloniferum,13
Limnophila 'Gigantea',287
Limnophila aquatica,6
Limnophila chinensis,265
Limnophila gratioloides,1
Limnophila gratioloides var. elongata,1
Limnophila gratioloides var. myriophylloides,1
Limnophila indica,95
Limnophila stipitata,12
Limonium hyblaeum,137
Limonium meyeri,290
Limonium platyphyllum,115
Limosella aquatica,14056
Linanthus pungens,1054
Linaria arenaria,794
Linaria arvensis,2922
Linaria caesia,59
Linaria canadensis,756
Linaria chalepensis,224
Linaria dalmatica,2282
Linaria genistifolia,1480
Linaria hirta,718
Linaria pelisseriana,3766
Linaria purpurea,14161
Linaria reflexa,176
Linaria spartea,2106
Linaria supina,9380
Linaria triornithophora,1973
Lindernia anagallidea,139
Lindernia anagallis,247
Lindernia antipoda,134
Lindernia attenuata,2
Lindernia ciliata,106
Lindernia dubia,7913
Lindernia dubia subsp. major,514
Lindernia dubia var. anagallidea,1
Lindernia dubia var. dubia,497
Lindernia dubia var. inundata,16
Lindernia dubia var. major,514
Lindernia dubia var. riparia,7
Lindernia grandiflora,228
Lindernia palustris,608
Lindernia procumbens,3560
Lindernia pyxidaria,5
Lindernia rotundifolia,178
Lindernia serrata,2
Linum virginianum,374
Liriope muscari,895
Liriope muscari var. communis,6
Liriope spicata,1009
Liriope spicata var. densiflora,1
Liriope spicatum,1009
Lisaea heterocarpa,6
Lithospermum arvense,5467
Lithospermum arvense subsp. gasparrinii,1
Lithospermum gasparrinii,10
Lithospermum incrassatum,60
Lithospermum permixtum,13
Lithospermum sibthorpianum,3
Lobelia pedunculata,2389
Lobelia siphilitica,4546
Lobelia urens,8118
Lolium boucheanum,553
Lolium gaudinii,2
Lolium gaudinii var. aristatum,2
Lolium gaudinii var. breviaristatum,2
Lolium gaudinii var. longiaristatum,2
Lolium gaudinii var. muticum,2
Lolium gaudinii var. pumilum,2
Lolium italicum,15
Lolium italicum forma pedunculatum,15
Lolium italicum var. submuticum,15
Lolium multiflorum,68389
Lolium multiflorum forma anatherum,68389
Lolium multiflorum forma brachyatherum,68389
Lolium multiflorum forma compositum,17
Lolium multiflorum forma cristatum,68389
Lolium multiflorum forma distachyum,68389
Lolium multiflorum forma longiaristatum,74
Lolium multiflorum forma macratherum,68389
Lolium multiflorum forma microstachyum,24
Lolium multiflorum forma muticum,14
Lolium multiflorum forma paleaceum,68389
Lolium multiflorum forma ramosum,33
Lolium multiflorum forma rubescens,68389
Lolium multiflorum forma submuticum,23
Lolium multiflorum subsp. Gaudinii,68389
Lolium multiflorum subsp. italicum,11
Lolium multiflorum subsp. westerwoldicum,68389
Lolium multiflorum subvar. cristatum,68389
Lolium multiflorum subvar. gaudinii,8
Lolium multiflorum subvar. macrostachyum,24
Lolium multiflorum subvar. microstachyum,24
Lolium multiflorum subvar. muticum,14
Lolium multiflorum subvar. typicum,1
Lolium multiflorum var. brachypodiatum,2
Lolium multiflorum var. compositum,17
Lolium multiflorum var. crassispicum,2
Lolium multiflorum var. diminutum,7
Lolium multiflorum var. gaudinii,8
Lolium multiflorum var. italicum,11
Lolium multiflorum var. longearistatum,74
Lolium multiflorum var. longiaristatum,74
Lolium multiflorum var. muticum,14
Lolium multiflorum var. perennans,68389
Lolium multiflorum var. pumilum,68389
Lolium multiflorum var. ramosum,33
Lolium multiflorum var. submuticum,23
Lolium multiflorum var. typicum,1
Lolium multiflorum var. westerwoldicum,68389
Lolium perenne,593875
Lolium perenne forma compactum,593875
Lolium perenne forma compositum,74
Lolium perenne forma cristatum,99
Lolium perenne forma longiglume,1
Lolium perenne forma orgiale,2
Lolium perenne forma pauciflorum,9
Lolium perenne forma prostratum,593875
Lolium perenne forma ramosum,5
Lolium perenne forma typicum,593875
Lolium perenne forma viviparum,5
Lolium perenne ssp. rigidum,121
Lolium perenne subsp. italicum,3
Lolium perenne subsp. multiflorum,260
Lolium perenne subvar. aristatum,28
Lolium perenne subvar. cristatum,99
Lolium perenne subvar. polyanthum,8
Lolium perenne subvar. ramosum,5
Lolium perenne subvar. tenue,5
Lolium perenne var. aristatum,28
Lolium perenne var. compactum,593875
Lolium perenne var. compositum,74
Lolium perenne var. cristatum,99
Lolium perenne var. furcatum,6
Lolium perenne var. gaudinii,593875
Lolium perenne var. geminatum,593875
Lolium perenne var. glomeratum,593875
Lolium perenne var. italicum,3
Lolium perenne var. laxiusculum,593875
Lolium perenne var. longiglume,1
Lolium perenne var. multiflorum,260
Lolium perenne var. obtusiflorum,593875
Lolium perenne var. orgiale,2
Lolium perenne var. pauciflorum,9
Lolium perenne var. planellae,593875
Lolium perenne var. polyanthum,8
Lolium perenne var. racemosum,593880
Lolium perenne var. ramosum,5
Lolium perenne var. reptans,593875
Lolium perenne var. speirostachyum,593875
Lolium perenne var. sphaerostachyum,9
Lolium perenne var. subsecundum,593875
Lolium perenne var. tenue,5
Lolium perenne var. typicum,593875
Lolium perenne var. viviparum,5
Lolium pratense,1156
Lolium rieffelianum,9
Lolium rigidum,23142
Lolium siculum,9
Lolium siculum forma aristatum,9
Lolium siculum var. cristatum,9
Lolium siculum var. ramosum,9
Lolium strictum,10
Lolium temulentum forma glaberrimum,1
Lolium temulentum var. ramosum,1
Lolium tenue,1
Lolium Xhybridum,8387
Lonchocarpus cyanescens,445
Lonchocarpus sericeus,2609
Lonicera alpigena,17448
Lonicera confusa,77
Lonicera insularis,23
Lonicera maackii,5182
Lonicera maackii f. podocarpa,2
Lonicera morrowii,1496
Lonicera standishii,32
Lopezia coronata,14
Lopezia racemosa,1592
Lotus americanus,23
Lotus biflorus,22
