name,occurrences_new
Lotus cytisoides,3524
Lotus drepanocarpus,12
Lotus hispidus,2562
Lotus purshianus,574
Lotus purshianus var. glaber,4
Lotus sericeus,1
Lotus unifoliolatus,147
Lotus unifoliolatus var. unifoliolatus,112
Ludwigia alternifolia,1278
Ludwigia alternifolia var. linearifolia,36
Ludwigia alternifolia var. pubescens,4
Ludwigia alternifolia var. typica,2
Ludwigia arcuata,85
Ludwigia brevipes,3
Ludwigia cylindrica,1
Ludwigia glandulosa,172
Ludwigia helminthorrhiza,592
Ludwigia hyssopifolia,2383
Ludwigia inclinata,268
Ludwigia ovalis,208
Ludwigia perennis,1195
Ludwigia salicifolia,1
Ludwigiantha brevipes,1
Luffa acutangula,118
Lupinus glabratus,3
Lupinus nuttallii,11
Lupinus perennis,1665
Lupinus perennis forma albiracemus,3
Lupinus perennis forma bicolor,2
Lupinus perennis forma roseus,2
Lupinus perennis subsp. gracilis,7
Lupinus perennis var. gracilis,7
Lupinus perennis var. occidentalis,26
Lupinus plattensis,137
Lupinus polyphyllus,134835
Luziola brasiliana,28
Luziola divergens,4
Luziola doelliana,6
Luziola peruviana,211
Luziola subintegra,199
Luzula campestris,297806
Luzula campestris var. campestris,4749
Luzula campestris var. pallescens,2
Luzula multiflora,171208
Luzula pallescens,12072
Luzula pallidula,513
Lychnis alba,213
Lychnis arvensis,4
Lychnis divaricata,5
Lychnis macrocarpa,9
Lychnis vespertina,45
Lychnis Xloveae,726
Lycium ferocissimum,108975
Lycium ferrocissimum,108975
Lycopus exaltatus,594
Lysichiton americanus,6975
Lysichiton camtschatcensis,692
Lysichitum americanum,52
Lysimachia arvensis,89924
Lysimachia arvensis var. caerulea,162
Lysimachia atropurpurea,184
Lysimachia ciliata,4037
Lythrum adsurgens,4
Lythrum borysthenicum,1048
Lythrum hyssopifolium,11
Lythrum junceum,3851
Lythrum maritimum,84
Lythrum portula,34735
Lythrum virgatum,826
Lythrum volgense,21
Macaranga tanarius,2801
Machaeranthera riparia,37
Machaeranthera sonorae,1
Macrobriza maxima,550
Maianthemum bifolium,151012
Maianthemum stellatum,7313
Malachium aquaticum,138
Malcolmia chia,223
Malcolmia crenulata,3
Malcolmia orsiniana,9
Malope malacoides,162
Malva ambigua,4
Malva erecta,19
Malva mauritiana,31
Malva moschata,81626
Malva pusilla,5989
Malva rotundifolia,165
Malva sinensis,74
Malva sylvestris,156525
Malva sylvestris ssp. mauritiana,195
Malva sylvestris var. mauritiana,195
Malvella leprosa,1394
Malvella sherardiana,37
Mangifera sylvatica,25
Mariscus meyenianus,2
Mariscus sphaerocephalus,1
Marrubium vulgare,41563
Marsilea hirsuta,1552
Marsilea minuta,196
Martynia annua,1586
Matricaria aurea,131
Matricaria chamomilla,85751
Matricaria chamomilla var. coronata,22
Matricaria courrantiana,4
Matricaria inodora,571
Matricaria maritima ssp. inodora,36
Matricaria maritima var. agrestis,27
Matricaria matricarioides,3432
Matricaria parthenium,1
Matricaria perforata,11602
Matricaria recutita,41491
Matricaria suaveolens,108
Matteuccia struthiopteris,30913
Matthiola bicornis,28
Matthiola longipetala,376
Matthiola longipetala ssp. bicornis,159
Matthiola lunata,250
Mayaca sellowiana,284
Medicago caerulea,15
Medicago cancellata,27
Medicago coronata,1338
Medicago fischeriana,4
Medicago italica,399
Medicago monspeliaca,4354
Medicago murex,550
Medicago obscura,2
Medicago orthoceras,18
Medicago rigidula,8945
Medicago tornata,220
Medicago tornata var. rugulosa,5
Melandrium album,1549
Melandrium boissieri,8
Melandrium latifolium,1
Melandrium macrocarpum,12
Melandrium pratense,8
Melandrium vespertinum,2
Melastoma affine,576
Melastoma borneense,1
Melastoma caesium,2
Melastoma candidum,1948
Melastoma congestum,1
Melastoma denticulatum,36
Melastoma fuscum,1
Melastoma homostegium,1
Melastoma houtteanum,3
Melastoma intermedium,33
Melastoma malabathricum,1617
Melastoma malabathricum subsp. normale,13
Melastoma malabathricum var. mariannum,29
Melastoma malabathricum var. normale,13
Melastoma malabathricum var. obvolutum,1617
Melastoma mariannum,25
Melastoma normale,132
Melastoma paleaceum,4
Melastoma pinatubense,1
Melastoma polyanthum,28
Melastoma polyanthum var. linearifolium,28
Melastoma polyanthum var. mollissimum,28
Melastoma roemeri,4
Melastoma septemnervium,62
Melastoma stenophyllum,3
Melastoma sylvaticum,1
Melastoma sylvaticum var. permultiflorum,1
Melastoma trachyphyllum,2
Melastoma trachyphyllum var. ochraceum,2
Melica decumbens,27
Melochia umbellata,328
Mentha aquatica,320039
Mentha cardiaca,158
Mentha cervina,2349
Mentha citrata,143
Mentha gentilis,472
Mentha piperita ssp. citrata,142
Mentha pulegium,23825
Mentha X muelleriana,2
Mentha X piperi var. citrata,1
Mentha X piperita var. citrata,142
Mercurialis ovata,608
Merremia bracteata,2
Merremia pacifica,14
Merremia peltata,259
Mesembryanthemum crystallinum,6770
Meum athamanticum,17617
Mibora minima,8125
Mibora verna,13
Miconia calvescens,94624
Micrampelis lobata,2
Micranthemum callitrichoides,9
Micranthemum orbiculatum,3
Micranthemum umbros,355
Microlaena stipoides,17285
Micropus supinus,205
Microsorum latifolius,887
Microthlaspi perfoliatum,22084
Mikania cordata,517
Mimosa arenosa,564
Mimosa asperata var. scandens,2
Mimosa casta,50
Mimosa ceratonia,67
Mimosa diplotricha,268
Mimosa invisa,304
Mimosa pellita,169
Mimosa pigra,27740
Mimosa pigra var. pigra,715
Mimulus moschatus,1928
Minuartia glomerata,197
Minuartia hamata,388
Minuartia viscosa,686
Misopates orontium,24425
Moenchia mantica,333
Moghania strobilifera,13
Moluccella spinosa,204
Montanoa hibiscifolia,51
Montia dipetala,2
Montia fontana,42096
Montia fontana ssp. amporitana,1083
Montia fontana ssp. chondrosperma,2167
Montia fontana ssp. fontana,3790
Montia fontana ssp. variabilis,745
Montia fontana var. lamprosperma,2
Montia fontana var. tenerrima,21
Montia fontana var. variabilis,745
Montia hallii,108
Montia heterophylla,1
Montia lamprosperma,74
Montia minor,3677
Montia parvifolia ssp. flagellaris,18
Montia parvifolia ssp. parvifolia,84
Montia parvifolia var. flagellaris,18
Montia rivularis,85
Montia sibirica,62
Montia sibirica var. heterophylla,2
Montia verna,16
Moorochloa eruciformis,102
Moraea,648
Moraea collina,150
Moraea flaccida,2180
Moraea miniata,580
Morus nigra,1483
Mosla dianthera,2477
Muehlenbeckia axillaris,411
Muehlenbeckia complexa,3633
Muhlenbergia frondosa,849
Muscari atlanticum,421
Muscari azureum,133
Muscari grandifolium,1
Muscari leucostomum,1
Muscari mordoanum,3
Muscari neglectum,36834
Muscari nivale,1
Muscari pulchellum,44
Muscari racemosum,1840
Myagrum perfoliatum,2264
Mycelis muralis,74005
Mygalurus caudatus,9
Myoporum tetrandrum,133
Myosotis arvensis,222191
Myosotis latifolia,1160
Myosotis palustris,4086
Myosotis ramosissima,53378
Myosotis secunda,17879
Myosoton aquaticum,53763
Myrica aethiopica,1
Myroxylon balsamum,458
Najas gracillima,241
Najas orientalis,3
Narcissus asturiensis,313
Narcissus calcicola,201
Narcissus cyclamineus,233
Narcissus minor,264
Nassella filiculmis,74
Nassella formicarum,3
Nassella neesiana,5908
Nassella poeppigiana,32
Nasturtium austriacum,4
Nasturtium microphyllum,23399
Nasturtium occidentale,1
Nasturtium officinale var. microphyllum,3
Nectaroscordum siculum,121
Neobeckia aquatica,59
Neomarica caerulea,55
Neonotonia wightii,668
Neonotonia wightii var. longicauda,88
Neonotonia wightii var. wightii,20
Neosiphonia paniculata,38
Neosiphonia tongatensis,51
Neotorularia torulosa,109
Nepeta amoena,4
Nepeta faassenii,808
Nepeta mussinii,83
Nepeta racemosa,1668
Nepeta sibirica,337
Nephrolepis hirsutula,922
Nesaea crassicaulis,56
Nesaea myrtifolia,16
Neslia paniculata,5391
Neslia paniculata subsp. thracica,1535
Nicandra physalodes,14200
Nicolaia elatior,5
Nicotiana wigandioides,48
Nigella hispanica,42
Nigella segetalis,14
Noaea mucronata,328
Nolina recurvata,5
Nonea echioides,288
Nonea erecta,316
Nonea pulla,1349
Nopalea cochenillifera,114
Nopalea dejecta,120
Notholcus mollis,1
Nothoscordum bivalve,3941
Nothoscordum striatum,12
Nothoscordum texanum,52
Nothoscordum x borbonicum,1007
Notodanthonia biannularis,5
Nuphar japonica,150
Nuphar lutea ssp. pumila,42
Nuphar luteum var. pumilum,5
Nuphar pumila,4843
Nuttallanthus canadensis,1657
Nymphaea pubescens,168
Nymphaea rubra,61
Nymphaea tetragona,2352
Nypa fruticans,276
Oberna commutata,3
Ochna atropurpurea,46
Ochna mossambicensis,95
Ocimum sanctum,85
Ocimum tenuiflorum,354
Odontites glutinosus,45
Odontites serotina,510
Odontites serotinus,4
Odontites verna,62207
Odontites vernus ssp. serotinus,17283
Odontites vulgaris,19122
Oenanthe silaifolia,7019
Oenothera acutifolia,4
Oenothera adriatica,1
Oenothera biennis,40667
Oenothera biennis forma muricata,1
Oenothera biennis subsp. caeciarum,6
Oenothera biennis subsp. centralis,1
Oenothera biennis subsp. grandiflora,2
Oenothera biennis var. leptomeres,20
Oenothera biennis var. muricata,1
Oenothera cambrica,1028
Oenothera carinthiaca,2
Oenothera chicaginensis,50
Oenothera chicaginensis var. bartlettii,1
Oenothera compacta,3
Oenothera cruciata,2
Oenothera cruciata var. sabulonensis,1
Oenothera ersteinensis,220
Oenothera fallacoides,12
Oenothera fallax,1327
Oenothera flaemingina,2
Oenothera flava,317
Oenothera flava ssp. flava,58
Oenothera flava ssp. taraxacoides,47
Oenothera hoelscheri,29
Oenothera humifusa,191
Oenothera issleri,50
Oenothera jueterbogensis,4
Oenothera lindheimeri,829
Oenothera macrosperma,1
Oenothera muricata,3311
Oenothera niveifolia,2
Oenothera nuda,19
Oenothera obscurifolia,1
Oenothera paradoxa,25
Oenothera parviflora,1998
Oenothera pedemontana,8
Oenothera punctulata,21
Oenothera pycnocarpa,411
Oenothera rosea,5941
Oenothera royfraseri,17
Oenothera rubiella,12956
Oenothera rubricaulis,942
Oenothera sinuata var. humifusa,2
Oenothera stucchii,50
Oenothera suaveolens,360
Oenothera taraxacoides,23
Oenothera victorinii,76
Oenothera x drawertii,19
Oglifa arvensis,3
Oglifa gallica,2
Oldenlandia capensis,98
Olea europaea subsp. cuspidata,3479
Olea europaea subsp. europaea,3235
Olearia macrodonta,432
Onagra biennis,3
Onagra vulgaris,6
Oncosiphon suffruticosum,652
Onoclea struthiopteris,1789
Ononis diffusa,248
Ononis natrix,22318
Ononis subspicata,6
Onopordum acaulon,1673
Onopordum bracteatum,11
Onopordum illyricum,1780
Onopordum macracanthum,169
Onopordum nervosum,350
Ophrys insectifera,51061
Oplismenus hirtellus subsp. undulatifolius,11
Opuntia abjecta,20
Opuntia ammophila,68
Opuntia aurantiaca,1496
Opuntia austrina,269
Opuntia bensonii,15
Opuntia calcicola,1
Opuntia cantabrigiensis,332
Opuntia cespitosa,408
Opuntia cochenillifera,241
Opuntia compressa var. ammophila,2
Opuntia compressa var. macrorhiza,7
Opuntia crassa,3
Opuntia crystalenia,2
Opuntia cumulicola,1
Opuntia deamii,19
Opuntia dejecta,123
Opuntia eichlamii,10
Opuntia elatior,121
Opuntia elizondoana,16
Opuntia engelmannii,2404
Opuntia engelmannii var. aciculata,3
Opuntia feroacantha,10
Opuntia fulgida,33
Opuntia fuscoatra,8
Opuntia grandiflora,1
Opuntia guatemalensis,150
Opuntia guilanchi,87
Opuntia hitchcockii,7
Opuntia howeyi,3
Opuntia humifusa,2085
Opuntia humifusa var. austrina,1
Opuntia impedata,1
Opuntia jaliscana,45
Opuntia karwinskiana,208
Opuntia lata,24
Opuntia leptocarpa,5
Opuntia lindheimeri,425
Opuntia lindheimeri var. lehmannii,4
Opuntia lindheimeri var. tricolor,2
Opuntia mackensenii,26
Opuntia macrorhiza,1062
Opuntia macrorhiza var. macrorhiza,107
Opuntia mesacantha,166
Opuntia mesacantha subsp. lata,99
Opuntia microdasys,2923
Opuntia nemoralis,18
Opuntia orbiculata,96
Opuntia pallida,1
Opuntia pollardii,2
Opuntia polycarpa,3
Opuntia rafinesquei,2
Opuntia rafinesquei var. parva,2
Opuntia rastrera,348
Opuntia rileyi,26
Opuntia rosea,245
Opuntia spinulifera,81
Opuntia spraguei,30
Opuntia subarmata,3
Opuntia tapona,153
Opuntia tardospina,11
Opuntia tomentosa,1369
Opuntia tricolor,1
Opuntia turbinata,2
Opuntia turgida,2
Opuntia vulgaris var. media,10
Opuntia X subarmata,3
Opuntia xanthoglochia,5
Orchis laxiflora,524
Origanum onites,205
Orlaya daucorlaya,194
Orlaya grandiflora,5473
Orlaya maritima,8
Ornithogalum divergens,1366
Ornithogalum narbonense,1471
Ornithogalum pyrenaicum,8895
Ornithopus compressus,11781
Orobanche,5036
Orobanche amethystea,6091
Orobanche cernua,572
Orobanche crenata,1019
Orobanche cumana,141
Orobanche gracilis,14556
Orobanche hederae,13202
Orobanche lavandulacea,50
Orobanche lucorum,195
Orobanche pubescens,439
Orobanche ramosa,2166
Orobanche sanguinea,293
Orontium aquaticum,746
Orthodon dianthera,2
Orthopogon crus-galli,1
Oryza barthii,2562
Oryza breviligulata,20
Oryza glaberrima,3527
Oryza longistaminata,1639
Oryza punctata,206
Oryzopsis cuspidata,1
Oryzopsis hymenoides,339
Osteospermum jucundum,296
Otanthus maritimus,913
Ottelia ulvifolia,285
Ottochloa malabarica,2
Ottochloa nodosa,307
Oxalis acetosella,287575
Oxalis albicans,169
Oxalis albicans subsp. californica,50
Oxalis albicans subsp. pilosa,45
Oxalis amamiana,5
Oxalis ambigua,60
Oxalis bushii,1
Oxalis californica,451
Oxalis californica var. subglabra,1
Oxalis cernua,60
Oxalis coloradensis,2
Oxalis corniculata,67554
Oxalis corniculata forma erecta,25
Oxalis corniculata forma purpurea,2
Oxalis corniculata forma tropaeoloides,67554
Oxalis corniculata forma uniflora,67554
Oxalis corniculata forma variegata,67554
Oxalis corniculata subsp. albicans,77
Oxalis corniculata subsp. pilosa,117
Oxalis corniculata subsp. repens,125
Oxalis corniculata subvar. piletocarpa,67554
Oxalis corniculata var. adscendens,67554
Oxalis corniculata var. atropurpurea,858
Oxalis corniculata var. corcovadensis,1
Oxalis corniculata var. diffusa,67554
Oxalis corniculata var. frigida,67554
Oxalis corniculata var. genuina,67554
Oxalis corniculata var. langloisii,1
Oxalis corniculata var. longepedunculata,67554
Oxalis corniculata var. minima,67554
Oxalis corniculata var. purpurea,2
Oxalis corniculata var. pusilla,67554
Oxalis corniculata var. repens,125
Oxalis corniculata var. rubra,67554
Oxalis corniculata var. rubrifolia,67554
Oxalis corniculata var. sericea,3
Oxalis corniculata var. stricta,2
Oxalis corniculata var. subglabra,1
Oxalis corniculata var. taiwanensis,5
Oxalis corniculata var. trichocaulon,66
Oxalis corniculata var. tropaeoloides,67554
Oxalis corniculata var. typica,67554
Oxalis corniculata var. variegata,67554
Oxalis corniculata var. viscidula,1
Oxalis corymbosa,1566
Oxalis cymosa,3
Oxalis debilis,3361
Oxalis debilis subsp. corymbosa,567
Oxalis debilis var. corymbosa,567
Oxalis decaphylla,477
Oxalis dillenii,6613
Oxalis dillenii subsp. filipes,59
Oxalis dillenii var. radicans,2
Oxalis dillenii var. recurva,4
Oxalis divergens,18
Oxalis eggersii,2
Oxalis europaea,981
Oxalis europaea forma cymosa,1
Oxalis europaea forma subglabrata,2
Oxalis europaea var. bushii,3
Oxalis exilis,8785
Oxalis filipes,11
Oxalis florida,73
Oxalis florida var. recurva,1
Oxalis fontana,24975
Oxalis fontana forma cymosa,24975
Oxalis fontana forma pallidiflora,24975
Oxalis fontana forma pilosella,24975
Oxalis fontana forma stricta,24975
Oxalis fontana forma subglabrata,24975
Oxalis fontana forma vestita,24975
Oxalis fontana var. bushii,4
Oxalis furcata,1
Oxalis grayi,5
Oxalis incarnata,1515
Oxalis langloisii,1
Oxalis lasiandra,18
Oxalis latifolia,3409
Oxalis lejeunei,6
Oxalis lyonii,15
Oxalis martiana,68
Oxalis microphylla,1
Oxalis navieri,3
Oxalis palustris,2
Oxalis papilionacea,1
Oxalis perennans,35982
Oxalis pes-caprae,33923
Oxalis pilosa,59
Oxalis procumbens,14
Oxalis pubescens,46
Oxalis pusilla,32
Oxalis recurva,1
Oxalis regnellii,32
Oxalis repens,608
Oxalis repens forma speciosa,1
Oxalis rosea,135
Oxalis rubens,490
Oxalis rupestris,22
Oxalis stricta,27605
Oxalis stricta forma condensata,27605
Oxalis stricta var. europaea,20
Oxalis stricta var. fontana,27605
Oxalis stricta var. lanulosa,27605
Oxalis stricta var. micrantha,27605
Oxalis stricta var. navieri,27605
Oxalis stricta var. pseudocorniculata,27605
Oxalis stricta var. rufa,164
Oxalis taimoni,5
Oxalis taiwanensis,1
Oxalis triangularis,430
Oxalis triangularis subsp. papilionacea,19
Oxalis trinidadensis,1
Oxalis variabilis,4
Oxalis verticillata,2
Oxalis wrightii,6
Oxybasis glauca,8335
Oxyspora paniculata,272
Paederia cruddasiana,19
Paeonia cambessedesii,47
Paeonia corallina,25
Paeonia mascula,679
Paepalanthus fluviatilis,6
Pandanus odoratissimus,14
Pandanus tectorius,609
Pandanus tectorius var. oahuensis,2
Pandanus tomilensis,1
Pandanus veitchii,1
Panicularia brachyphylla,4
Panicum acuminatum,254
Panicum acuminatum var. acuminatum,422
Panicum affine,1
Panicum angustifolium,2
Panicum annulum,1
Panicum barbulatum,9
Panicum brizaeforme,1
Panicum caerulescens,4
Panicum chloroticum,43
Panicum clutei,1
Panicum crus-galli,33
Panicum decompositum,4745
Panicum dichotomiflorum,10821
Panicum dichotomiflorum ssp. puritanorum,9
Panicum dichotomiflorum var. dichotomiflorum,189
Panicum dichotomiflorum var. geniculatum,158
Panicum dichotomiflorum var. puritanorum,9
Panicum dichotomum,254
Panicum dichotomum var. mattamuskeetense,1
Panicum dichotomum var. nitidum,1
Panicum dichotomum var. ramulosum,23
Panicum dilatatum,1
Panicum gattingeri,51
Panicum geminatum,1
Panicum lithophilum,1
Panicum lucidum,8
Panicum maculatum,1
Panicum mattamuskeetense,10
Panicum microcarpon,23
Panicum miliaceum,10767
Panicum multiflorum,1
Panicum multirameum,3
Panicum nitidum,11
Panicum nitidum var. ramulosum,14
Panicum obtusum,806
Panicum paludivagum,3
Panicum paspaloides,4
Panicum philadelphicum,60
Panicum philadelphicum ssp. gattingeri,50
Panicum philadelphicum var. philadelphicum,20
Panicum philadelphicum var. tuckermanii,19
Panicum philadephicum,3
Panicum proliferum,13
Panicum pruriens,2
Panicum pungens,1
Panicum pyramidale,1
Panicum ramosum,1
Panicum roanokense,5
Panicum scindens,2
Panicum spectabile var. guadeloupense,1
Panicum sphagnicola,1
Panicum texanum,21
Panicum tuckermanii,101
Panicum yadkinense,6
Papaver apulum,289
Papaver apulum var. micranthum,1
Papaver dubium,61080
Papaver hortense,5
Papaver hybridum,6837
Papaver mexicanum,1
Papaver nigrum,1
Papaver officinale,1
Papaver pavoninum,95
Papaver pinnatifidum,1037
Papaver pseudo-orientale,37
Papaver pseudoorientale,39
Papaver radicatum,292
Papaver setigerum var. hortense,230
Papaver somniferum,33049
Papaver somniferum forma dinocarpum,33049
Papaver somniferum var. album,1
Papaver somniferum var. apodocarpum,33049
Papaver somniferum var. caesium,33049
Papaver somniferum var. glabrum,33049
Papaver somniferum var. griseum,33049
Papaver somniferum var. haageanum,33049
Papaver somniferum var. hussenotii,33049
Papaver somniferum var. luteum,33049
Papaver somniferum var. nigrum,104
Papaver somniferum var. paeoniflorum,33049
Papaver somniferum var. quassandrum,33049
Papaver somniferum var. roseum,33049
Papaver somniferum var. setigerum,980
Papaver somniferum var. stipitatum,33049
Papaver soporiferum,5186
Parapholis strigosa,7335
Paraserianthes falcataria,99
Parentucellia viscosa,2530
Parietaria debilis,4293
Parietaria diffusa,148
Parietaria diffusa var. genuina,5535
Parietaria floridana,338
Parietaria judaica,52870
Parietaria judaica var. typica,52870
Parietaria lusitanica,2770
Parietaria nummularia,1
Parietaria officinalis subsp. judaica,31
Parietaria officinalis var. ramiflora,1
Parietaria ramiflora,6
Parkia africana,31
Parkia biglobosa,3983
Parkia clappertoniana,77
Parodiochloa flabellata,1
Paronychia arabica,142
Paronychia kapela,1632
Parsonsia petiolata,1
Parthenocissus vitacea,1318
Paspalidium geminatum,659
Paspalidium geminatum var. geminatum,16
Paspalidium geminatum var. paludivagum,16
Paspalidium paludivagum,51
Paspalum boscianum,139
Paspalum commersonii,71
Paspalum commutatum,16
Paspalum consanguineum,1
Paspalum densum,144
Paspalum millegrana,107
Paspalum notatum var. saurae,125
Paspalum saurae,54
Paspalum scrobiculatum,5816
Paspalum virgatum,1150
Passerina annua,15
Passiflora antioquiensis,92
Passiflora bicornis,348
Passiflora biflora,1625
Passiflora brighamii,6
Passiflora lunata,2
Passiflora maliformis,240
Passiflora mollissima,456
Passiflora morifolia,378
Passiflora pulchella,72
Passiflora subpeltata,1713
Passiflora tarminiana,638
Passiflora transversa,2
Passiflora tripartita var. mollissima,376
Pastinaca sativa,98289
Pastinaca sativa ssp. sylvestris,24
Pastinaca sativa var. pratensis,1312
Pastinaca sativa var. sativa,31669
Pastinaca umbrosa,1
Pavonia hastata,1091
Pavonia hastata forma longifolia,2
Pedicellaria pentaphylla,4
Pedicellaria pentaphylla var. hirsutissima,4
Pelargonium cordifolium,211
Pelargonium inquinans,117
Pelargonium odoratissimum,121
Pelargonium peltatum,444
Pelargonium zonale,362
Pennisetum clandestinum,1259
Pennisetum inclusum,1
Pennisetum longistylum,8
Pennisetum macrourum,352
Pentaglottis sempervirens,28878
Pentaphylloides floribunda,354
Pentaphylloides fruticosa,207
Peplis diandra,2
Peplis portula,1894
Peramium ophioides,1
Pereskia aculeata,723
Pereskia aculeata var. godseffiana,1
Pereskia pereskia,4
Pericallis hybrida,274
Perizoma rhomboidea,6
Persicaria bioritsuensis,1
Persicaria bistorta,2705
Persicaria caespitosa,70
Persicaria capitata,4815
Persicaria chinensis,677
Persicaria incarnata,1
Persicaria lapathifolia,38501
Persicaria lapathifolia subsp. genuina,38501
Persicaria lapathifolia var. tomentosa,95
Persicaria nodosa,2
Persicaria perfoliata,2003
Persicaria tomentosa,4
Persicaria wallichii,1751
Petasites fragrans,12002
Petrorhagia prolifera,33260
Petrosedum reflexum,76
Peucedanum ostruthium,554
Peucedanum verticillare,22
Phacelia ciliata,366
Phacelia tanacetifolia,30909
Phacelia tanacetifolia subvar. tenuisecta,30909
Phalacroloma annuum,443
Phalacroloma septentrionale,43
Phalaris aquatica,34860
Phalaris arundinacea,435353
Phalaris arundinacea f. coarctata,1
Phalaris arundinacea f. minor,3
Phalaris arundinacea f. pallens,3
Phalaris arundinacea f. pallida,3
Phalaris arundinacea f. ramifera,1
Phalaris arundinacea var. colorata,8
Phalaris arundinacea var. minor,3
Phalaris capensis,2
Phalaris mauritii,2
Phalaris minor,7194
Phalaris minor forma subcylindrica,4
Phalaris minor var. comulosa,7194
Phalaris minor var. genuina,2
Phalaris minor var. integra,2
Phalaris platensis,1
Phalaroides arundinacea,16469
Pharbitis indica,2
Pharbitis learii,1
Phedimus aizoon,1534
Philadelphus intectus,5
Philadelphus latifolius,3
Philadelphus pubescens,430
Philadelphus pubescens var. intectus,2
Philadelphus pubescens var. pubescens,17
Philadelphus pubescens var. verrucosus,6
Philotria angustifolia,1
Philotria nuttallii,1
Phleum cornutum,1
Phleum exaratum,235
Phleum graecum,10
Phormium colensoi,23
Phormium tenax,4100
Photinia beauverdiana,757
Photinia floribunda,90
Photinia japonica,2
Photinia serratifolia,652
Photinia serrulata,667
Phragmites altissimus,39
Phragmites australis,648415
Phragmites australis subsp. altissimus,1506
Phragmites australis subsp. maximus,1
Phragmites communis,2125
Phragmites communis forma flavescens,10
Phragmites communis forma isiacus,1
Phragmites communis subsp. isiacus,1
Phragmites communis var. flavescens,10
Phragmites communis var. humilis,3
Phragmites communis var. isiacus,1
Phragmites flavescens,3
Phragmites humilis,1
Phragmites isiacus,2
Phragmites karka,432
Phragmites mauritianus,367
Phragmites vulgaris,3
Phragmites vulgaris var. flavescens,3
Phragmites vulgaris var. isiacus,1
Phragmites vulgaris var. typicus,3
Phyllanthus fluitans,70
Phyllanthus lathyroides,55
Phyllanthus niruri,2074
Phyllanthus niruri ssp. lathyroides,26
Phyllanthus niruri ssp. niruri,26
Phyllostachys aureosulcata,60
Phyllostachys bambusoides,998
Phyllostachys bambusoides f. castillonis,1
Phyllostachys flexuosa,12
Phyllostachys nigra,223
Phyllostachys nigra f. boryana,2
Phyllostachys puberula,7
Phymatosorus diversifolius,108
Physalis fuscomaculata,6
Physalis ixocarpa,488
Physalis longifolia,578
Physalis longifolia var. subglabrata,380
Physalis macrophysa,4
Physalis peruviana,9178
Physalis polyphylla,2
Physalis pumila var. sonorae,1
Physalis rigida,3
Physalis subglabrata,52
Physalis virginiana var. polyphylla,1
Physalis virginiana var. sonorae,5
Physalis virginiana var. subglabrata,3
Physalodes peruviana,1
Phyteuma scheuchzeri,873
Phytolacca americana,89398
Phytolacca americana var. rigida,104
Phytolacca decandra,27
Phytolacca rigida,4
Picris echioides,36131
Picris pauciflora,986
Picris sprengerana,1
Pilea hyalina,437
Pilea microphylla,4491
Pilea microphylla var. longifolia,2
Pilea muscosa,1
Pilea peperomioides,198
Pilea serpyllacea,77
Pilea trianthemoides,3
Pilea trianthemoides var. microphylla,9
Pilosella caespitosa,2681
Pilosella officinarum,50735
Pimenta dioica,890
Pimenta officinalis,17
Pimenta pimenta,1
Pimpinella cretica,597
Pimpinella lutea,29
Pimpinella peregrina,1514
Pimpinella saxifraga,220910
Pimpinella villosa,1098
Pinardia coronaria,19
Pinguicula crystallina,9
Pinguicula grandiflora,2346
Pinus caribaea,233
Pinus contorta,12677
Pinus halepensis,56177
Pinus insignis,5
Pinus oocarpa,1450
Pinus patula,4299
Pinus pinaster,293510
Pinus radiata,23551
Pinus radiata var. binata,12928
Piper sarmentosum,285
Pittosporum undulatum,23373
Plantago alpina,24703
Plantago bellardii,3617
Plantago coronopus,94113
Plantago coronopus ssp. commutata,497
Plantago holosteum,3824
Plantago patagonica,2796
Plantago patagonica var. breviscapa,4
Plantago patagonica var. gnaphalioides,42
Plantago patagonica var. oblonga,3
Plantago patagonica var. spinulosa,20
Plantago purshii,109
Plantago purshii var. breviscapa,1
Plantago purshii var. oblonga,40
Plantago purshii var. picta,18
Plantago purshii var. spinulosa,8
Plantago serpentina,1167
Plantago spinulosa,2
Platyopuntia,1
Pleconax conoidea,1
Plectranthus blumei,2
Plectranthus fruticosus,412
Plectranthus ingratus,1
Plectranthus monostachyus,158
Plectranthus scutellarioides,258
Pleioblastus argenteo-striatus,24
Pleuraphis jamesii,508
Pluchea indica,494
Poa angustifolia,30930
Poa annua ssp. supina,19
Poa annua ssp. varia,3
Poa annua var. supina,19
Poa aquatica,2
Poa caespitosa,25
Poa callida,31
Poa canadensis,1
Poa compressa,73997
Poa flabellata,56
Poa fluitans,1
Poa jubata,22
Poa lepida,3
Poa nemoralis,219308
Poa nuttalliana,2
Poa pratensis ssp. angustifolia,16236
Poa pratensis ssp. strigosa,11
Poa pratensis var. angustifolia,16236
Poa pratensis var. strigosa,11
Poa prolifera,17
Poa stolonifera,1
Poa supina,12017
Poa supina f. exigua,15
Poa trachyphylla,4
Poa trivialis,604156
Poa variegata,1052
Poa viridula,70
Pocilla biloba,22
Podranea ricasoliana,798
Pogostemon helferi,2
Pogostemon stellatus,461
Polycarpon tetraphyllum subsp. diphyllum,323
Polygala curtissii,289
Polygonatum hirtum,22
Polygonatum multiflorum,172106
Polygonum aequale,16
Polygonum agrestinum,1
Polygonum alatum,20
Polygonum alpinum,345
Polygonum arenarium,502
Polygonum arenastrum,21645
Polygonum aviculare,350900
