name,occurrences
Leontodon latilobus,0
Leontodon mexicanus,0
Leontodon officinalis,1
Leontodon palustris,0
Leontodon taraxacoides,260
Leontodon taraxacum,1
Leontodon taraxacum subsp. laevigatus,0
Leontodon taraxacum subsp. officinalis,0
Leontodon taraxacum var. arenarius,0
Leontodon taraxacum var. genuinus,0
Leontodon taraxacum var. intermedius,0
Leontodon taraxacum var. laevigatus,0
Leontodon taraxacum var. palustris,0
Leontodon taraxacum var. vulgare,0
Leontodon vulgaris,0
Lepidium densiflorum var. elongatum,66
Lepidium densiflorum var. macrocarpum,84
Lepidium densiflorum var. pubicarpum,54
Lepidium densiflorum var. ramosum,45
Lepidium densiflorum var. typicum,3
Lepidium elongatum,0
Lepidium neglectum,859
Lepidium pubicarpum,1
Lepidium ramosum,0
Lepidonevron hirsutulum,0
Lepigonum caninum var. leiospermum,0
Lepigonum leiospermum,0
Lepigonum marinum,0
Lepigonum neglectum,0
Lepigonum salinum,0
Leptanthus ovalis,0
Leptilon bonariense,0
Leptilon canadense,3
Leptilon canadense var. pusillum,0
Leptilon linifolium,0
Leptilon pusillum,0
Leptochloa acuminata,1
Leptochloa fascicularis,0
Leptochloa fascicularis var. acuminata,0
Leptochloa fascicularis var. maritima,0
Leptochloa fusca subsp. fascicularis,549
Leptochloa maritima,0
Leptochloa polystachya,0
Leptochloa tracyi,0
Lespedeza argyraea,0
Lespedeza juncea subsp. sericea,1266
Lespedeza juncea var. sericea,993
Lespedeza sericea,0
Leucanthemum adustum,9487
Leucanthemum atratum subsp. pallens,0
Leucanthemum cuneifolium,16
Leucanthemum delarbrei,31
Leucanthemum glaucophyllum,1
Leucanthemum heterophyllum,127
Leucanthemum ircutianum,16031
Leucanthemum ircutianum var. amplifolium,0
Leucanthemum ircutianum var. laticeps,0
Leucanthemum ircutianum var. pinnatifidum,0
Leucanthemum ircutianum var. sylvestre,0
Leucanthemum laciniatum,17
Leucanthemum lacustre,14
Leucanthemum lanceolatum,0
Leucanthemum leucanthemum,0
Leucanthemum leucolepis,0
Leucanthemum margaritae,7
Leucanthemum maximum,1237
Leucanthemum meridionale,0
Leucanthemum pallens,3018
Leucanthemum pluriflorum,203
Leucanthemum praecox,12
Leucanthemum praecox var. alpicola,0
Leucanthemum praecox var. autumnale,0
Leucanthemum praecox var. rhodopaeum,0
Leucanthemum raciborskii,0
Leucanthemum rohlenae,0
Leucanthemum subalpinum,1
Leucanthemum subglaucum,347
Leucanthemum sylvaticum,0
Leucanthemum vulgare subsp. alpicola,1
Leucanthemum vulgare subsp. crassifolium,5
Leucanthemum vulgare subsp. glaucophyllum,0
Leucanthemum vulgare subsp. heterophyllum,0
Leucanthemum vulgare subsp. leucolepis,0
Leucanthemum vulgare subsp. margaritae,0
Leucanthemum vulgare subsp. maximum,0
Leucanthemum vulgare subsp. meridionale,0
Leucanthemum vulgare subsp. rohlenae,0
Leucanthemum vulgare subsp. subalpinum,0
Leucanthemum vulgare subsp. triviale,0
Leucanthemum vulgare var. baumgartnerianum,0
Leucanthemum vulgare var. laticeps,0
Leucanthemum vulgare var. pinnatifidum,3
Leucanthemum vulgare var. subalpinum,0
Leucanthemum vulgare var. sublyratum,0
Leucanthemum vulgare var. sylvestre,0
Leucas globulifera,0
Leucas poggeana,0
Leucocoryne uniflora,0
Limnetis juncea,0
Limnetis juncea var. monogyna,0
Limnocharis humboldtii,0
Limnophila chamaedrifolia,0
Limnophila gratioloides,1
Limnophila gratioloides var. elongata,0
Limnophila gratioloides var. myriophylloides,0
Limnophila gratioloides var. nana,0
Limnophila myriophylloides,0
Limnophila pinnatifida,0
Limnophila stipitata,11
Limnophila trifida,0
Limonia citrifolia,0
Limonia parviflora,0
Linaria canadensis forma cleistogama,0
Lindernia anagallidea,118
Lindernia attenuata,0
Lindernia ciliata,16
Lindernia dilatata,0
Lindernia dubia subsp. major,130
Lindernia dubia subsp. typica,0
Lindernia dubia var. anagallidea,158
Lindernia dubia var. inundata,14
Lindernia dubia var. riparia,7
Lindernia pyxidaria,0
Lindernia pyxidaria var. major,0
Lindernia serrata,0
Lippia cylindrica,0
Liriope exiliflora,0
Liriope graminifolia var. densiflora,0
Liriope muscari forma exiliflora,0
Liriope muscari var. communis,7
Liriope muscari var. exiliflora,0
Liriope spicata var. densiflora,1
Liriope spicata var. humilis,0
Liriope spicata var. prolifera,0
Liriope yingdeensis,0
Lithospermum arvense,0
Lithospermum arvense subsp. gasparrinii,1
Lithospermum arvense var. caerulescens,0
Lithospermum arvense var. incrassatum,0
Lithospermum calycinum,0
Lithospermum gasparrinii,6
Lithospermum incrassatum,79
Lithospermum permixtum,13
Lithospermum sibthorpianum,2
Litobrochia marginata,0
Litobrochia tripartita,0
Lolium aristatum,5
Lolium boucheanum,1567
Lolium brasilianum,0
Lolium brasilianum forma aristatum,0
Lolium brasilianum forma muticum,0
Lolium compositum,0
Lolium felix,0
Lolium gaudinii,2
Lolium gaudinii var. aristatum,0
Lolium gaudinii var. breviaristatum,0
Lolium gaudinii var. longiaristatum,0
Lolium gaudinii var. muticum,0
Lolium gaudinii var. pumilum,0
Lolium grossum,0
Lolium halleri,0
Lolium italicum,14
Lolium italicum forma pedunculatum,0
Lolium italicum var. aristatum,0
Lolium italicum var. brachypodiatum,0
Lolium italicum var. muticum,0
Lolium italicum var. submuticum,0
Lolium marschallii,0
Lolium multiflorum,66690
Lolium multiflorum forma anatherum,0
Lolium multiflorum forma brachyatherum,0
Lolium multiflorum forma compositum,0
Lolium multiflorum forma cristatum,0
Lolium multiflorum forma distachyum,0
Lolium multiflorum forma longiaristatum,0
Lolium multiflorum forma macratherum,0
Lolium multiflorum forma microstachyum,0
Lolium multiflorum forma muticum,0
Lolium multiflorum forma paleaceum,0
Lolium multiflorum forma ramosum,0
Lolium multiflorum forma rubescens,0
Lolium multiflorum forma submuticum,5
Lolium multiflorum subsp. Gaudinii,0
Lolium multiflorum subsp. italicum,2
Lolium multiflorum subsp. westerwoldicum,0
Lolium multiflorum subvar. cristatum,0
Lolium multiflorum subvar. gaudinii,0
Lolium multiflorum subvar. macrostachyum,0
Lolium multiflorum subvar. microstachyum,0
Lolium multiflorum subvar. muticum,0
Lolium multiflorum subvar. typicum,0
Lolium multiflorum var. aristatum,0
Lolium multiflorum var. boucheanum,0
Lolium multiflorum var. brachypodiatum,0
Lolium multiflorum var. complanatum,0
Lolium multiflorum var. compositum,0
Lolium multiflorum var. crassispicum,0
Lolium multiflorum var. decompositum,0
Lolium multiflorum var. diminutum,7
Lolium multiflorum var. excelsum,0
Lolium multiflorum var. gaudinii,0
Lolium multiflorum var. italicum,4
Lolium multiflorum var. laeviculme,0
Lolium multiflorum var. latifolium,0
Lolium multiflorum var. longearistatum,0
Lolium multiflorum var. longiaristatum,0
Lolium multiflorum var. muticum,0
Lolium multiflorum var. perennans,0
Lolium multiflorum var. pumilum,0
Lolium multiflorum var. ramosum,0
Lolium multiflorum var. scabrum,0
Lolium multiflorum var. siculum,0
Lolium multiflorum var. subaristatum,0
Lolium multiflorum var. submuticum,0
Lolium multiflorum var. typicum,0
Lolium multiflorum var. westerwoldicum,0
Lolium perenne forma anomala,0
Lolium perenne forma aristulatum,0
Lolium perenne forma compactum,0
Lolium perenne forma compositum,0
Lolium perenne forma cristatum,14
Lolium perenne forma longiglume,1
Lolium perenne forma orgiale,0
Lolium perenne forma paleaceum,0
Lolium perenne forma pauciflorum,0
Lolium perenne forma prostratum,0
Lolium perenne forma ramosum,0
Lolium perenne forma siculum,0
Lolium perenne forma typicum,0
Lolium perenne forma viviparum,1
Lolium perenne subsp. boucheanum,0
Lolium perenne subsp. italicum,0
Lolium perenne subsp. multiflorum,146
Lolium perenne subsp. stoloniferum,0
Lolium perenne subvar. aristatum,0
Lolium perenne subvar. compressum,0
Lolium perenne subvar. cristatum,14
Lolium perenne subvar. polyanthum,0
Lolium perenne subvar. ramosum,0
Lolium perenne subvar. tenue,4
Lolium perenne var. angustifolium,0
Lolium perenne var. aristatum,0
Lolium perenne var. aristulatum,0
Lolium perenne var. auriculatum,0
Lolium perenne var. brasilianum,0
Lolium perenne var. commune,0
Lolium perenne var. compactum,0
Lolium perenne var. compositum,0
Lolium perenne var. compressum,0
Lolium perenne var. condensatum,0
Lolium perenne var. confertum,0
Lolium perenne var. cristatum,14
Lolium perenne var. festuciforme,0
Lolium perenne var. furcatum,0
Lolium perenne var. gaudinii,0
Lolium perenne var. geminatum,0
Lolium perenne var. geniculatum,0
Lolium perenne var. glomeratum,0
Lolium perenne var. humile,0
Lolium perenne var. italicum,0
Lolium perenne var. laxiusculum,0
Lolium perenne var. longiglume,0
Lolium perenne var. marschallii,0
Lolium perenne var. monstrosum,0
Lolium perenne var. multiflorum,0
Lolium perenne var. obtusiflorum,0
Lolium perenne var. orgiale,0
Lolium perenne var. paleaceum,0
Lolium perenne var. paniculatum,0
Lolium perenne var. pauciflorum,0
Lolium perenne var. planellae,0
Lolium perenne var. polyanthum,0
Lolium perenne var. purpurascens,0
Lolium perenne var. racemosum,0
Lolium perenne var. ramosum,0
Lolium perenne var. reptans,0
Lolium perenne var. russellianum,0
Lolium perenne var. scabriculme,0
Lolium perenne var. secundum,0
Lolium perenne var. siculum,0
Lolium perenne var. speirostachyum,0
Lolium perenne var. sphaerostachyum,0
Lolium perenne var. spicatum,0
Lolium perenne var. stoloniferum,0
Lolium perenne var. submuticum,0
Lolium perenne var. subsecundum,0
Lolium perenne var. tenue,4
Lolium perenne var. typicum,0
Lolium perenne var. viviparum,0
Lolium perenne var. vulgare,0
Lolium perenne var. whitworthiensis,0
Lolium ramosum,0
Lolium rieffelianum,0
Lolium rigidum var. compressum,0
Lolium rigidum var. corsicum,0
Lolium rigidum var. perenne,0
Lolium scabrum,0
Lolium siculum,3
Lolium siculum forma aristatum,0
Lolium siculum var. cristatum,0
Lolium siculum var. ramosum,0
Lolium strictum var. compressum,0
Lolium temulentum forma glaberrimum,1
Lolium temulentum var. multiflorum,0
Lolium temulentum var. ramosum,0
Lolium tenue,1
Lolium trabutii,0
Lolium Xhybridum,0
Lucaea gracilis,0
Lucaea langsdorffii,0
Lucaea major,0
Lucaea plumbea,0
Lucaea violacea,0
Lucaea vriesii,0
Ludwigia alternifolia var. linearifolia,16
Ludwigia alternifolia var. pubescens,2
Ludwigia alternifolia var. typica,2
Ludwigia angustifolia var. ramosissima,0
Ludwigia aurantiaca,0
Ludwigia cylindrica,0
Ludwigia glandulosa var. typica,0
Ludwigia heterophylla,0
Ludwigia macrocarpa,0
Ludwigia pedunculosa,0
Ludwigia ramosissima,0
Ludwigia salicifolia,1
Ludwigiantha arcuata,0
Ludwigiantha brevipes,0
Lunania uniflora,0
Lupinus gracilis,0
Lupinus nuttallii,9
Lupinus perennis forma albiracemus,2
Lupinus perennis forma bicolor,2
Lupinus perennis forma leucanthus,0
Lupinus perennis forma roseus,0
Lupinus perennis subsp. gracilis,4
Lupinus perennis var. austrinus,0
Lupinus perennis var. gracilis,0
Lupinus perennis var. occidentalis,17
Luziola brasiliana,24
Luziola divergens,3
Luziola doelliana,4
Luziola leiocarpa,1
Luziola pittieri,0
Lychnis alba,203
Lychnis arvensis,0
Lychnis dioica var. arvensis,0
Lychnis divaricata,0
Lychnis macrocarpa,5
Lychnis pratensis,0
Lychnis vespertina,46
Lychnis Xloveae,0
Lysimachia arvensis var. caerulea,281
Lysimachia membranacea,0
Majana acuminata,0
Majana blancoi,0
Majana grandifolia,0
Majana multiflora,0
Majana pumila,0
Majana scutellarioides,0
Majana scutellarioides var. atropurpureus,0
Majana scutellarioides var. blumei,0
Majana secundiflora,0
Malabathris nigra,0
Malache hastata,0
Malva lecontei,0
Marica anceps,0
Mariscus bracheilema,0
Mariscus drummondii,0
Mariscus echinatus,0
Mariscus kyllingoides,0
Mariscus ovularis,0
Mariscus ovularis var. tenellus,0
Mariscus sphaerocephalus,1
Marsea bonariensis,0
Marsea bonariensis var. leiotheca,0
Marsea canadensis,0
Marsilea fournieri,18
Marsilea mucronata,62
Marsilea tenuifolia,0
Marsilea uncinata,8
Marsilea vestita subsp. tenuifolia,1
Marsilea vestita var. minima,0
Marsilea vestita var. mucronata,0
Marsilea vestita var. tenuifolia,1
Marsilea vestita var. uncinata,0
Matamoria spicata,1
Matricaria coronaria,0
Matricaria leucanthemum,0
Megastachya amabilis,0
Melandrium album,890
Melandrium baldwynii,0
Melandrium boissieri,7
Melandrium dioicum subsp. album,0
Melandrium dioicum subsp. divaricatum,0
Melandrium latifolium,3
Melandrium macrocarpum,8
Melandrium pratense,3
Melandrium vespertinum,1
Melanosinapis menghiniana,0
Melastoma affine,546
Melastoma anoplanthum,0
Melastoma articulatum,0
Melastoma baumianum,0
Melastoma borneense,1
Melastoma brachyodon,0
Melastoma buennemeyeri,0
Melastoma caesium,2
Melastoma candidum,660
Melastoma ceramense,0
Melastoma clarkeanum,1
Melastoma congestum,0
Melastoma decemdentatum,0
Melastoma denticulatum,46
Melastoma eberhardtii,0
Melastoma ellipticum,0
Melastoma fasciculare,0
Melastoma francavillanum,0
Melastoma fuscum,1
Melastoma heterostegium,0
Melastoma holmanii,0
Melastoma hombronianum,0
Melastoma homostegium,1
Melastoma houtteanum,1
Melastoma imbricatum var. longipes,0
Melastoma intermedium,199
Melastoma jackianum,0
Melastoma klossii,0
Melastoma lanaense,0
Melastoma longiflorum,0
Melastoma longifolium,0
Melastoma malabathricum subsp. normale,138
Melastoma malabathricum var. grandiflorum,0
Melastoma malabathricum var. javanum,0
Melastoma malabathricum var. mariannum,26
Melastoma malabathricum var. normale,0
Melastoma malabathricum var. obvolutum,0
Melastoma mariannum,0
Melastoma membranaceum,0
Melastoma microphyllum,0
Melastoma normale,124
Melastoma normale var. divergens,0
Melastoma novae-hollandiae,0
Melastoma obvolutum,1
Melastoma oliganthum,0
Melastoma osbeckioides,0
Melastoma paleaceum,3
Melastoma parvifolium,0
Melastoma patulisetum,0
Melastoma pelagicum,0
Melastoma pinatubense,1
Melastoma polyanthum,28
Melastoma polyanthum var. linearifolium,0
Melastoma polyanthum var. mollissimum,0
Melastoma polyanthum var. pulleanum,0
Melastoma pubescens,0
Melastoma punctatum,0
Melastoma pusillum,0
Melastoma pusillum var. longifolium,0
Melastoma robustum,0
Melastoma roemeri,4
Melastoma royenii,0
Melastoma scabrum,0
Melastoma sechellarum,0
Melastoma stenophyllum,2
Melastoma suave,0
Melastoma subgrande,0
Melastoma sylvaticum,1
Melastoma sylvaticum var. permultiflorum,0
Melastoma taitense,0
Melastoma tidorense,0
Melastoma tondanense,0
Melastoma trachycaulon,0
Melastoma trachyphyllum,2
Melastoma trachyphyllum var. ochraceum,0
Melastoma triflorum,0
Melastoma velutinum,0
Melastoma vitiense,0
Melastoma vulcanicum,0
Melastoma wallichii,1
Melastoma warrineri,0
Meridiana axilliflora,0
Meristostigma laxa,0
Mesosphaerum brevipes,0
Mesosphaerum gonocephalum,0
Mesosphaerum lophanthum,0
Mesosphaerum melanostictum,0
Mesosphaerum radiatum,0
Mesosphaerum rugosum,0
Mesosphaerum spicigerum,0
Mesosphaerum subverticillatum,0
Mespilus japonica,0
Micranthemum callitrichoides,14
Micranthemum emarginatum,0
Micranthemum orbiculatum,3
Micranthemum orbiculatum var. emarginatum,0
Milium crus-galli,0
Milium natans,0
Milla uniflora,0
Mimosa asperata forma armata,0
Mimosa asperata forma aspera,0
Mimosa asperata forma glabrescens,0
Mimosa asperata forma inermis,0
Mimosa asperata forma longepedunculata,0
Mimosa asperata forma mollis,0
Mimosa asperata forma pubescens,0
Mimosa asperata var. intermedia,0
Mimosa asperata var. scandens,1
Mimosa asperata var. vermoesenii,0
Mimosa canescens,0
Mimosa ciliata,0
Mimosa cinerea var. pubescens,0
Mimosa coriaria,0
Mimosa elata,0
Mimosa habbas,0
Mimosa pellita,235
Mimosa polyacantha,0
Mimosa procera,0
Mimosa procumbens,0
Mimosa saligna,0
Mimosa sicaria,0
Mimosa vellosiella var. pubescens,0
Modesta mutabilis,0
Montjolya bullata,0
Moorea argentea,0
Muscari atlanticum,634
Muscari bootanensis,0
Muscari flaccidum,0
Muscari grandifolium,2
Muscari letourneuxii,0
Muscari leucostomum,1
Muscari macranthum,0
Muscari mordoanum,3
Muscari nivale,1
Muscari pulchellum,62
Muscari racemosum,144
Muscari strangwaysii,0
Muscari vandasii,0
Mygalurus caudatus,0
Myrtus dioica,0
Myrtus micrantha,0
Myrtus pimenta,0
Myrtus pimenta var. brevifolia,0
Napus agriasinapis,0
Nasturtiolum castratum,0
Nasturtiolum pinnatum,0
Nasturtium lacustre,0
Nasturtium natans var. americanum,2
Neanotis monosperma var. tirunelvelica,0
Neobeckia aquatica,37
Nepeta americana,0
Nephrodium hirsutulum,0
Nephrolepis exaltata var. hirsutula,0
Nopalea coccifera,0
Nopalea cochenillifera,366
Nothoscordum striatum,11
Nummularia ciliata,0
Nuttallanthus canadensis,1930
Ochna fischeri,0
Ochna mossambicensis,121
Ochna purpureocostata,0
Ocimum peltatum,0
Ocimum scutellarioides,0
Oenothera biennis forma muricata,0
Oenothera biennis subsp. caeciarum,6
Oenothera biennis subsp. centralis,1
Oenothera biennis subsp. chicaginensis,0
Oenothera biennis subsp. grandiflora,0
Oenothera biennis subsp. rubricaulis,0
Oenothera biennis subsp. suaveolens,118
Oenothera biennis var. leptomeres,8
Oenothera biennis var. muricata,0
Oenothera biennis var. rubricaulis,0
Oenothera biennis var. vulgaris,0
Oenothera brevicapsula,0
Oenothera brevispicata,2
Oenothera cambrica,742
Oenothera cambrica var. impunctata,0
Oenothera carinthiaca,6
Oenothera chicaginensis,38
Oenothera chicaginensis var. bartlettii,1
Oenothera chicaginensis var. minutiflora,0
Oenothera communis,0
Oenothera communis forma suaveolens,0
Oenothera compacta,8
Oenothera editicaulis,3
Oenothera ersteinensis,236
Oenothera flaemingina,20
Oenothera furca,0
Oenothera gauroides var. brevicapsula,0
Oenothera grandiflora var. tracyi,0
Oenothera grandifolia,0
Oenothera hirtella,0
Oenothera inconspecta,0
Oenothera jueterbogensis,7
Oenothera jueterbogensis var. macrosperma,0
Oenothera macrosperma,3
Oenothera marinellae,0
Oenothera media,0
Oenothera mediomarchica,3
Oenothera muricata,3107
Oenothera muricata var. rubricaulis,0
Oenothera nissensis,0
Oenothera nissensis var. fiedleri,0
Oenothera niveifolia,2
Oenothera novae-scotiae,0
Oenothera novae-scotiae var. serratifolia,0
Oenothera numismatica,0
Oenothera obscurifolia,1
Oenothera octolineata,3
Oenothera paradoxa,23
Oenothera paralamarckiana,0
Oenothera pedemontana,0
Oenothera pellegrinii,0
Oenothera pratincola,0
Oenothera pratincola var. numismatica,0
Oenothera punctulata,78
Oenothera purpurata,0
Oenothera pycnocarpa,484
Oenothera pycnocarpa var. cleistogama,0
Oenothera pycnocarpa var. parviflora,0
Oenothera pyramidiflora,2
Oenothera reynoldsii,0
Oenothera rostanskii,0
Oenothera royfraseri,74
Oenothera rubiella,0
Oenothera rubricaulis,1158
Oenothera rubricaulis var. dentifolia,0
Oenothera rubricaulis var. longistylis,0
Oenothera ruderalis,0
Oenothera sabulosa,0
Oenothera sackvillensis,0
Oenothera sackvillensis var. albiviridis,0
Oenothera sackvillensis var. royfraseri,0
Oenothera salicastrum,0
Oenothera sesitensis,0
Oenothera shulliana,0
Oenothera sinuata var. humifusa,1
Oenothera stenomeres,0
Oenothera suaveolens,665
Oenothera suaveolens var. latipetala,0
Oenothera tacikii,0
Oenothera tracyi,0
Oenothera victorinii,83
Oenothera victorinii forma rostanskii,0
Oenothera victorinii var. intermedia,0
Oenothera victorinii var. parviflora,0
Oenothera victorinii var. undulata,0
Onagra biennis,2
Onagra chrysantha var. grandiflora,0
Onagra chrysantha var. latifolia,0
Onagra europaea,0
Onagra linkiana,0
Onagra muricata,0
Onagra vulgaris,0
Ophiopogon fauriei,0
Ophiopogon gracilis,0
Ophiopogon muscari,0
Ophiopogon spicatus,0
Ophiopogon spicatus var. communis,0
Oplismenus crus-corvi,0
Oplismenus crus-galli,0
Oplismenus crus-galli var. muticus,0
Oplismenus echinatus,0
Oplismenus frumentaceus,0
Oplismenus muricatus,0
Opuntia abjecta,3
Opuntia allairei,0
Opuntia ammophila,77
Opuntia austrina,143
Opuntia calcicola,1
Opuntia cespitosa,343
Opuntia compressa var. ammophila,2
Opuntia compressa var. austrina,0
Opuntia compressa var. fuscoatra,0
Opuntia compressa var. microsperma,0
Opuntia cumulicola,1
Opuntia eburnispina,0
Opuntia fuscoatra,0
Opuntia humifusa var. ammophila,109
Opuntia humifusa var. austrina,147
Opuntia humifusa var. microsperma,0
Opuntia humifusa var. parva,0
Opuntia impedata,1
Opuntia intermedia,0
Opuntia lata,24
Opuntia macateei,0
Opuntia mesacantha,135
Opuntia mesacantha subsp. lata,0
Opuntia mesacantha var. microsperma,0
Opuntia mesacantha var. parva,0
Opuntia nana,0
Opuntia nemoralis,17
Opuntia pisciformis,0
Opuntia pollardii,2
Opuntia polycarpa,3
Opuntia rafinesquei,2
Opuntia rafinesquei forma arkansana,0
Opuntia rafinesquei var. arkansana,0
Opuntia rafinesquei var. microsperma,0
Opuntia rafinesquei var. minor,0
Opuntia rafinesquei var. parva,0
Opuntia rubiflora,0
Opuntia turbinata,2
Opuntia turgida,2
Opuntia vulgaris forma nana,0
Opuntia vulgaris var. media,0
Opuntia vulgaris var. nana,0
Opuntia vulgaris var. rafinesquei,0
Opuntia xanthoglochia,0
Opuntia youngii,0
Orlaya maritima,10
Orlaya maritima var. breviaculeata,1
Ornithogalum bivalve,0
Orontium angustifolium,0
Orontium aquaticum forma natans,0
Orontium aquaticum forma terrestre,0
Orontium arvense,0
Orontium vaginatum,0
Orthopogon crus-galli,0
Orthopogon echinatus,0
Oxalis acetosella,253907
Oxalis albicans,759
Oxalis albicans subsp. californica,322
Oxalis albicans subsp. pilosa,27
Oxalis albicans var. sericea,0
Oxalis amamiana,0
Oxalis ambigua,62
Oxalis bipunctata,0
Oxalis boreaui,0
Oxalis bradei,0
Oxalis bushii,1
Oxalis californica,294
Oxalis californica var. subglabra,1
Oxalis caripensis,0
Oxalis catharinensis,0
Oxalis ciliifera,0
Oxalis cognata,0
Oxalis coloradensis,2
Oxalis corniculata forma erecta,15
Oxalis corniculata forma maritima,0
Oxalis corniculata forma purpurea,0
Oxalis corniculata forma tropaeoloides,0
Oxalis corniculata forma uniflora,0
Oxalis corniculata forma variegata,0
Oxalis corniculata forma villosa,0
Oxalis corniculata subsp. albicans,55
Oxalis corniculata subsp. pilosa,15
Oxalis corniculata subsp. repens,2
Oxalis corniculata subvar. piletocarpa,0
Oxalis corniculata var. adscendens,0
Oxalis corniculata var. atropurpurea,186
Oxalis corniculata var. ciliifera,0
Oxalis corniculata var. corcovadensis,1
Oxalis corniculata var. crassifolia,0
Oxalis corniculata var. diffusa,0
Oxalis corniculata var. dillenii,0
Oxalis corniculata var. frigida,0
Oxalis corniculata var. genuina,0
Oxalis corniculata var. langloisii,1
Oxalis corniculata var. longepedunculata,0
Oxalis corniculata var. lupulina,0
Oxalis corniculata var. lyonii,0
Oxalis corniculata var. macrophylla,0
Oxalis corniculata var. microphylla,1
Oxalis corniculata var. minima,0
Oxalis corniculata var. minor,1
Oxalis corniculata var. pilosiuscula,0
Oxalis corniculata var. preissiana,0
Oxalis corniculata var. procumbens,0
Oxalis corniculata var. pubescens,0
Oxalis corniculata var. purpurea,1
Oxalis corniculata var. pusilla,0
Oxalis corniculata var. repens,120
Oxalis corniculata var. reptans,0
Oxalis corniculata var. ringoetii,0
Oxalis corniculata var. rubra,0
Oxalis corniculata var. rubrifolia,0
Oxalis corniculata var. sericea,0
Oxalis corniculata var. stricta,11
Oxalis corniculata var. subglabra,0
Oxalis corniculata var. taiwanensis,5
Oxalis corniculata var. trichocaulon,45
Oxalis corniculata var. tropaeoloides,0
Oxalis corniculata var. typica,0
Oxalis corniculata var. variegata,0
Oxalis corniculata var. villosa,61
Oxalis corniculata var. viscidula,1
Oxalis corymbosa,1440
Oxalis crassifolia,0
Oxalis cymosa,1
Oxalis debilis subsp. corymbosa,2275
Oxalis debilis var. corymbosa,530
Oxalis diffusa,0
Oxalis dillenii,6287
Oxalis dillenii subsp. filipes,1
Oxalis dillenii var. florida,1
Oxalis dillenii var. radicans,0
Oxalis dillenii var. recurva,0
Oxalis divergens,54
Oxalis europaea,1538
Oxalis europaea forma cymosa,1
Oxalis europaea forma pallidiflora,0
Oxalis europaea forma pilosella,0
Oxalis europaea forma subglabrata,2
Oxalis europaea forma vestita,0
Oxalis europaea forma villicaulis,0
Oxalis europaea var. bushii,2
Oxalis europaea var. rufa,0
Oxalis exilis,7582
Oxalis filipes,3
Oxalis florida,0
Oxalis florida forma strigosifolia,0
Oxalis florida subsp. prostrata,0
Oxalis florida var. filipes,0
Oxalis florida var. recurva,0
Oxalis fontana,28731
Oxalis fontana forma cymosa,0
Oxalis fontana forma pallidiflora,0
Oxalis fontana forma pilosella,0
Oxalis fontana forma stricta,0
Oxalis fontana forma subglabrata,0
Oxalis fontana forma vestita,0
Oxalis fontana forma villicaulis,0
Oxalis fontana var. bushii,0
Oxalis furcata,0
Oxalis grenadensis,0
Oxalis herpestica,0
Oxalis interior,0
Oxalis jamaicensis,0
Oxalis javanica,0
Oxalis langloisii,1
Oxalis lasiandra,19
Oxalis lejeunei,0
Oxalis lupulina,0
Oxalis lyonii,3
Oxalis martiana,13
Oxalis meridensis,0
Oxalis microphylla,0
Oxalis multibulbosa,0
Oxalis navieri,2
Oxalis oneidica,0
Oxalis palustris,2
Oxalis papilionacea,1
Oxalis perennans,34626
Oxalis pilosa,0
Oxalis pilosa var. subpilosa,0
Oxalis pilosa var. wrightii,0
Oxalis pilosiuscula,0
Oxalis preissiana,0
Oxalis procumbens,12
Oxalis propinqua,0
Oxalis prostrata,0
Oxalis pubescens,0
Oxalis pusilla,35
Oxalis recurva,0
Oxalis regnellii,31
Oxalis regnellii var. catharinensis,0
Oxalis repens,38
Oxalis repens forma speciosa,1
Oxalis repens var. erecta,0
Oxalis ringoetii,0
Oxalis rubens,616
Oxalis rufa,0
Oxalis rupestris,15
Oxalis shinanoensis,0
Oxalis simulans,0
Oxalis stricta,28404
Oxalis stricta forma condensata,0
Oxalis stricta forma cymosa,0
Oxalis stricta forma decumbens,0
Oxalis stricta forma villicaulis,0
Oxalis stricta forma viridiflora,0
Oxalis stricta var. bushii,0
Oxalis stricta var. decumbens,0
Oxalis stricta var. diffusa,0
Oxalis stricta var. europaea,0
Oxalis stricta var. fontana,0
Oxalis stricta var. lanulosa,0
Oxalis stricta var. lejeunei,0
Oxalis stricta var. micrantha,0
Oxalis stricta var. navieri,0
Oxalis stricta var. piletocarpa,0
Oxalis stricta var. pseudocorniculata,0
Oxalis stricta var. rufa,78
Oxalis stricta var. villicaulis,0
Oxalis stricta var. viridiflora,0
Oxalis taimoni,0
Oxalis taiwanensis,1
Oxalis tenuicaulis,0
Oxalis thunbergiana,0
Oxalis triangularis subsp. papilionacea,70
Oxalis trinidadensis,0
Oxalis urbica,0
Oxalis urvillei,0
Oxalis vernalis,0
Oxalis verticillata,0
Oxalis villosa,0
Oxalis wrightii,6
Oxalis wrightii var. pilosa,0
Oxalis wrightii var. subpilosa,0
Oxys corniculata,0
Oxys lutea,0
Oxys stricta,0
Pandorea ricasoliana,0
Panicum affine,0
Panicum alectorocnemum,0
Panicum angustifolium,0
Panicum annulum,1
Panicum annulum var. glabrescens,0
Panicum appressum,0
Panicum barbulatum,9
Panicum beckmanniaeforme,0
Panicum bogueanum,0
Panicum brizaeforme,0
Panicum brizanthum,0
Panicum brizoides,0
Panicum caerulescens,1
Panicum clutei,1
Panicum corymbosum,0
Panicum crus-corvi,0
Panicum crus-galli,37
