name,occurrences
Solanum andigena var. socco-huaccoto,0
Solanum andigena var. stenophyllum,0
Solanum andigena var. tarmense,0
Solanum approximatum,2
Solanum ascasabii,0
Solanum boyacanse,0
Solanum calvum,4
Solanum cardenasii,0
Solanum caribaeum,1
Solanum chaucha,347
Solanum chaucha var. ccoe-sullu,0
Solanum chaucha var. ckati,0
Solanum chaucha var. khoyllu,0
Solanum chaucha var. puca-suitu,0
Solanum chaucha var. surimana,0
Solanum chenopodifolium,0
Solanum chiloense,0
Solanum churuspi,0
Solanum coeruleiflorum,0
Solanum crenatodentataum,0
Solanum crenatodentatum var. ramosissimum,0
Solanum cultum,0
Solanum curtipes,19
Solanum deltaicum,2
Solanum douglasii,2546
Solanum durangoense,2
Solanum emulans,206
Solanum estradae,3
Solanum fistulosum,0
Solanum gollmeri,6
Solanum goniocalyx,0
Solanum goniocalyx var. caeruleum,0
Solanum gracile,0
Solanum gracile var. microphyllum,1
Solanum gracilius,2
Solanum herrerae,0
Solanum inconspicuum,3
Solanum indecorum,1
Solanum inops,2
Solanum isabellii,8
Solanum leptostigmum,0
Solanum luteum subsp. alatum,27
Solanum maioranthum,2
Solanum mamilliferum,1
Solanum maracayuense,0
Solanum merrillianum,31
Solanum minutibaccatum,0
Solanum nigrum,171576
Solanum nigrum subsp. alatum,0
Solanum nigrum var. americanum,10
Solanum nigrum var. crenatodentatum,0
Solanum nigrum var. douglasii,2
Solanum nigrum var. nodiflorum,1
Solanum nigrum var. oleraceum,0
Solanum nigrum var. pilcomayense,0
Solanum nigrum var. rigidum,1
Solanum nigrum var. virginicum,12
Solanum nodiflorum,0
Solanum nodiflorum subsp. nutans,11
Solanum nodiflorum var. acuminatum,1
Solanum nodiflorum var. macrophyllum,3
Solanum nodiflorum var. petiolastrum,0
Solanum nodiflorum var. puberulum,2
Solanum oleraceum,0
Solanum oleraceum var. macrocarpum,0
Solanum oligospermum,1
Solanum ottonis,1
Solanum parviflorum,0
Solanum photeinocarpum,66
Solanum phureja,343
Solanum phureja forma orbiculatum,0
Solanum phureja forma sayhuanimayo,0
Solanum phureja forma timusi,0
Solanum phureja forma viuda,2
Solanum phureja var. caeruleum,1
Solanum phureja var. flavum,3
Solanum phureja var. jancko-phureja,3
Solanum phureja var. pujeri,0
Solanum phureja var. rubro-rosea,0
Solanum phureja var. sanguineum,0
Solanum pilcomayense,248
Solanum prionopterum,1
Solanum pseudogracile,18
Solanum pterocaulon var. aguaraquiya,0
Solanum ptychanthum,1199
Solanum pulchrilobum,1
Solanum purpuratum,0
Solanum pygmaeum,173
Solanum rybinii,0
Solanum rybinii var. boyacense,0
Solanum sciaphilum,2
Solanum sinense,0
Solanum stenotomum,791
Solanum stenotomum forma alkka-phinu,0
Solanum stenotomum forma alkka-pitiquina,0
Solanum stenotomum forma ari-chuwa,1
Solanum stenotomum forma azureo-ckati,0
Solanum stenotomum forma ccami,0
Solanum stenotomum forma chiar-ckati,0
Solanum stenotomum forma chiar-phinu,0
Solanum stenotomum forma churi-puya,0
Solanum stenotomum forma jancko-chojllu,0
Solanum stenotomum forma kkarachi-pampa,0
Solanum stenotomum forma laram,0
Solanum stenotomum forma pacajes,0
Solanum stenotomum forma phiti-kalla,0
Solanum stenotomum forma pulu-wayku,0
Solanum stenotomum forma quime,0
Solanum stenotomum forma wila-chojllu,0
Solanum stenotomum var. ccami,0
Solanum stenotomum var. chojllu,0
Solanum stenotomum var. kkamara,0
Solanum stenotomum var. luru,1
Solanum stenotomum var. phinu,0
Solanum stenotomum var. pitiquina,0
Solanum stenotomum var. zapallo,0
Solanum subandigena,0
Solanum sublobatum,11
Solanum subspatulatum,3
Solanum syringoideum subsp. pilcomayense,0
Solanum tenellum,0
Solanum tenuifilamentum,0
Solanum triangulare,0
Solanum tuberosum forma acuminatum,0
Solanum tuberosum forma alkka-imilla,0
Solanum tuberosum forma alkka-silla,0
Solanum tuberosum forma amajaya,0
Solanum tuberosum forma araucanum,0
Solanum tuberosum forma auriculatum,0
Solanum tuberosum forma azul-runa,1
Solanum tuberosum forma barmacca,0
Solanum tuberosum forma brachykalukon,0
Solanum tuberosum forma brevipapillosum,0
Solanum tuberosum forma camota,0
Solanum tuberosum forma ccompis,0
Solanum tuberosum forma cevallosii,0
Solanum tuberosum forma chaped,0
Solanum tuberosum forma chiar-lelekkoya,0
Solanum tuberosum forma chiar-pala,0
Solanum tuberosum forma chojo-samana,0
Solanum tuberosum forma conicum,0
Solanum tuberosum forma contortum,0
Solanum tuberosum forma coraila,0
Solanum tuberosum forma crassifilamentum,0
Solanum tuberosum forma elongatum,0
Solanum tuberosum forma enode,0
Solanum tuberosum forma huaca-lajra,0
Solanum tuberosum forma huaca-zapato,0
Solanum tuberosum forma huichinkka,0
Solanum tuberosum forma indianum,0
Solanum tuberosum forma infectum,0
Solanum tuberosum forma isla-imilla,0
Solanum tuberosum forma jancko-chockella,0
Solanum tuberosum forma jancko-kkoyllu,0
Solanum tuberosum forma jancko-pala,1
Solanum tuberosum forma kunurana,0
Solanum tuberosum forma laram-lelekkoya,0
Solanum tuberosum forma latum,0
Solanum tuberosum forma mahuinhue,0
Solanum tuberosum forma milagro,0
Solanum tuberosum forma montticum,0
Solanum tuberosum forma murukewillu,0
Solanum tuberosum forma nigrum,0
Solanum tuberosum forma oculosum,0
Solanum tuberosum forma ovatum,0
Solanum tuberosum forma overita,0
Solanum tuberosum forma pallidum,0
Solanum tuberosum forma pichuna,0
Solanum tuberosum forma pillicuma,0
Solanum tuberosum forma pulo,1
Solanum tuberosum forma sani-imilla,0
Solanum tuberosum forma sebastianum,0
Solanum tuberosum forma surico,0
Solanum tuberosum forma tenuipedicellatum,0
Solanum tuberosum forma thallasinum,0
Solanum tuberosum forma tinguipaya,1
Solanum tuberosum forma viride,0
Solanum tuberosum forma wila-huaycku,1
Solanum tuberosum forma wila-imilla,0
Solanum tuberosum forma wila-koyu,0
Solanum tuberosum forma wila-monda,1
Solanum tuberosum forma wila-pala,0
Solanum tuberosum forma yurac-taraco,0
Solanum tuberosum subsp. andigena,4683
Solanum tuberosum subsp. bicolor,0
Solanum tuberosum subsp. corniforme,0
Solanum tuberosum subsp. flavum,0
Solanum tuberosum subsp. oculosum,0
Solanum tuberosum subsp. rubrum,0
Solanum tuberosum subsp. violaceum,0
Solanum tuberosum var. aethiopicum,0
Solanum tuberosum var. alaudinum,0
Solanum tuberosum var. album,0
Solanum tuberosum var. anglicum,0
Solanum tuberosum var. aymaranum,0
Solanum tuberosum var. batatinum,0
Solanum tuberosum var. bertuchii,0
Solanum tuberosum var. bolivianum,2
Solanum tuberosum var. borsdorfianum,0
Solanum tuberosum var. brachyceras,0
Solanum tuberosum var. brevipilosum,0
Solanum tuberosum var. bufoninum,0
Solanum tuberosum var. californicum,0
Solanum tuberosum var. cepinum,0
Solanum tuberosum var. chiar-imilla,0
Solanum tuberosum var. chiloense,0
Solanum tuberosum var. chilotanum,0
Solanum tuberosum var. conocarpum,0
Solanum tuberosum var. cordiforme,0
Solanum tuberosum var. corsicanum,0
Solanum tuberosum var. crassipedicellatum,0
Solanum tuberosum var. cucumerinum,0
Solanum tuberosum var. cultum,0
Solanum tuberosum var. drakeanum,0
Solanum tuberosum var. elegans,0
Solanum tuberosum var. elongatum,0
Solanum tuberosum var. erythroceras,0
Solanum tuberosum var. fragariinum,0
Solanum tuberosum var. guaraniticum,0
Solanum tuberosum var. hassicum,0
Solanum tuberosum var. helenanum,0
Solanum tuberosum var. hispanicum,0
Solanum tuberosum var. holsaticum,0
Solanum tuberosum var. julianum,0
Solanum tuberosum var. kaunitzii,0
Solanum tuberosum var. laurentinum,0
Solanum tuberosum var. lelekkoya,0
Solanum tuberosum var. leonhardianum,0
Solanum tuberosum var. longibaccatum,0
Solanum tuberosum var. macranthum,0
Solanum tuberosum var. malcachu,1
Solanum tuberosum var. melanoceras,0
Solanum tuberosum var. menapianum,0
Solanum tuberosum var. merceri,0
Solanum tuberosum var. multibaccatum,0
Solanum tuberosum var. multijugum,0
Solanum tuberosum var. nobile,0
Solanum tuberosum var. norfolcicum,0
Solanum tuberosum var. nucinum,0
Solanum tuberosum var. palatinatum,0
Solanum tuberosum var. pecorum,0
Solanum tuberosum var. peruvianum,0
Solanum tuberosum var. platyceras,0
Solanum tuberosum var. praecox,0
Solanum tuberosum var. praedicandum,0
Solanum tuberosum var. puberulum,0
Solanum tuberosum var. putscheanum,0
Solanum tuberosum var. recurvatum,0
Solanum tuberosum var. reniforme,0
Solanum tuberosum var. rockii,0
Solanum tuberosum var. rossicum,0
Solanum tuberosum var. rubrisuturatum,0
Solanum tuberosum var. rugiorum,0
Solanum tuberosum var. runa,0
Solanum tuberosum var. saccharatum,0
Solanum tuberosum var. salamandrinum,0
Solanum tuberosum var. schnittspahnii,0
Solanum tuberosum var. sesquimensale,0
Solanum tuberosum var. sicha,0
Solanum tuberosum var. sipancachi,1
Solanum tuberosum var. stenophyllum,0
Solanum tuberosum var. strobilinum,0
Solanum tuberosum var. taraco,0
Solanum tuberosum var. tener,0
Solanum tuberosum var. tinctorium,0
Solanum tuberosum var. ulmense,0
Solanum tuberosum var. versicolor,0
Solanum tuberosum var. villarcella,0
Solanum tuberosum var. vuchefeldicum,0
Solanum tuberosum var. vulgare,0
Solanum tuberosum var. xanthoceras,0
Solanum tuberosum var. yutuense,0
Solanum vile,0
Solanum villosum subsp. alatum,0
Solanum yabari,0
Solenostemon blumei,0
Solenostemon scutellarioides,126
Solidago lateriflora,0
Solidago mexicana,440
Solidago sempervirens forma citrea,0
Solidago sempervirens forma ochroleuca,0
Solidago sempervirens forma viminea,0
Solidago sempervirens subsp. mexicana,23
Solidago sempervirens var. mexicana,58
Solidago sempervirens var. typica,0
Solidago sempervirens var. viminea,0
Solidago viminea,0
Soliva alata,0
Soliva barcklayana,0
Soliva daucifolia,0
Soliva lusitanica,0
Soliva mutisii,19
Soliva neglecta,0
Soliva pterosperma,503
Soliva valdiviana,21
Sorghum aciculatum,0
Sorghum aterrimum,2
Sorghum aterrimum var. angustum,0
Sorghum aterrimum var. transiens,0
Sorghum bicolor var. drummondii,1
Sorghum contortum,0
Sorghum drummondii,260
Sorghum elliotii,0
Sorghum halepense subvar. aristatum,0
Sorghum halepense var. sudanense,1
Sorghum hewisonii,0
Sorghum niloticum,0
Sorghum niloticum var. kavirondense,0
Sorghum nitens,0
Sorghum saccharatum var. sudanense,0
Sorghum sudanense,46
Sorghum vulgare var. drummondii,2
Sorghum vulgare var. sudanense,0
Spartina juncea,2
Spartina juncea subvar. americana,0
Spartina juncea var. patens,0
Spartina patens var. juncea,1
Spartina patens var. monogyna,0
Spartina polystachya var. juncea,0
Spartina pumila,0
Spergula leiosperma,0
Spergula salina,10
Spergularia canina var. leiosperma,0
Spergularia canina var. salina,0
Spergularia dillenii var. leiosperma,0
Spergularia leiosperma,2
Spergularia neglecta,2
Spergularia neglecta var. genuina,0
Spergularia neglecta var. salina,0
Spergularia rubra var. marina,0
Spergularia salina,5143
Spergularia salina var. genuina,0
Spergularia salina var. leiosperma,0
Spergularia salina var. minor,0
Spergularia salina var. sordida,1
Spergularia sparsiflora,0
Spermacoce ascendens,0
Spermacoce aspera var. latifolia,0
Spermacoce bartlingiana,70
Spermacoce caerulescens,0
Spermacoce hexangularis,0
Sphenoclea pongatium,4
Spirillus diversifolius,0
Spondias dulcis var. macrocarpa,0
Spondias macrocarpa,60
Spondias myrobalanus,0
Spondias purpurea var. munita,0
Spondias purpurea var. venulosa,0
Spondias venulosa,357
Sporobolus affinis,0
Sporobolus argutus,15
Sporobolus argutus forma purpurascens,0
Sporobolus argutus var. tuberculatus,0
Sporobolus patens,14
Sporobolus pulvinatus,54
Sporobolus pumilus,729
Sporobolus tuberculatus,0
Stachys arvensis forma albiflora,0
Stachys arvensis var. albiflora,0
Stachys arvensis var. bermudiana,1
Stachys arvensis var. lamiiformis,0
Stachys arvensis var. typica,0
Stachytarpheta cayennensis forma albiflora,12
Stachytarpheta dichotoma,0
Stachytarpheta guatemalensis,28
Stachytarpheta guatemalensis forma albiflora,1
Stachytarpheta hirta,1
Stachytarpheta tabascana,3
Stachytarpheta urticifolia,960
Stachytarpheta urticifolia forma albiflora,0
Stachytarpheta veronicifolia,0
Steironema ciliatum,28
Steironema ciliatum var. occidentale,0
Steironema longipedicellatum,0
Steironema membranaceum,0
Steironema pumilum,0
Steironema pumilum var. longipedicellatum,0
Stelmanis scabra,0
Stemmatella lehmanii,0
Stemmatella urticifolia,0
Stemmatella urticifolia var. eglandulosa,0
Stenactis alabamensis,0
Stenactis ambigua,1
Stenactis annua,18
Stenactis annua subsp. septentrionalis,0
Stenactis annua subsp. strigosa,0
Stenactis beyrichii,0
Stenactis eriolepis,0
Stenactis ramosa,0
Stenactis septentrionalis,0
Stenactis strigosa,78
Stipularia marina,0
Stramonium foetidum,0
Stramonium spinosum,0
Stramonium tatula,0
Stramonium vulgare,0
Stramonium vulgatum,0
Stratiotes nymphoides,0
Swida amomum,13
Syllepis ruprechtii,0
Symphyotrichum dumosum var. dodgei,0
Symphyotrichum dumosum var. pergracilis,0
Symphyotrichum dumosum var. strictior,24
Symphyotrichum dumosum var. subulifolium,35
Symphyotrichum lateriflorum var. angustifolium,4
Symphyotrichum lateriflorum var. flagellare,0
Symphyotrichum lateriflorum var. hirsuticaule,3
Symphyotrichum lateriflorum var. horizontale,18
Symphyotrichum lateriflorum var. spatelliforme,0
Symphyotrichum lateriflorum var. tenuipes,2
Symphyotrichum tradescantii,1421
Syntherisma consanguineum,0
Syntherisma corymbosum,0
Syntherisma microbachne,0
Syntherisma sanguinale var. pruriens,0
Tagetes major,0
Tagetes patula,1419
Tagetes tenuifolia,936
Talinum chrysanthum,12
Talinum dichotomum,0
Talinum fruticosum,1656
Talinum paniculatum var. sarmentosum,0
Talinum patens,0
Talinum patens var. sarmentosum,0
Talinum reflexum,1
Talinum reflexum forma sarmentosum,0
Talinum sarmentosum,0
Talinum spathulatum,0
Tamarix balansae var. micrantha,0
Tamarix brachystylis,1
Tamarix brachystylis var. geyrii,0
Tamarix brachystylis var. sanguinea,0
Tamarix esperanzana,4
Tamarix gallica subsp. leucocharis,0
Tamarix gallica var. agrigentina,0
Tamarix gallica var. canariensis,0
Tamarix gallica var. lagunae,0
Tamarix gallica var. sardoa,0
Tamarix gallica var. submutica,0
Tamarix geyrii,0
Tamarix lagunae,1
Tamarix leucocharis,0
Tamarix riojana,1
Tamarix sireti,0
Tamarix weyleri,1
Tanacetum leucanthemum,0
Tanacetum leucanthemum var. affine,0
Tanacetum leucanthemum var. auriculatum,0
Tanacetum leucanthemum var. coronopifolium,0
Tanacetum leucanthemum var. discoideum,0
Tanacetum leucanthemum var. pratense,0
Tanacetum leucanthemum var. subalpinum,0
Taraxacum abietifolium,41
Taraxacum acroglossoides,0
Taraxacum acroglossum,463
Taraxacum acroschistum,0
Taraxacum acutangulum,84
Taraxacum acutifidum,33
Taraxacum acutulum,0
Taraxacum acutum,3
Taraxacum aequabile,1
Taraxacum aequatum,0
Taraxacum aequilobum,1539
Taraxacum aequisectum,26
Taraxacum affine,1
Taraxacum agaurum,30
Taraxacum alatum,2550
Taraxacum amblycentrum,0
Taraxacum ammophilum,3
Taraxacum amoemum,0
Taraxacum amphilobum,10
Taraxacum amphiodon,0
Taraxacum amplum,1184
Taraxacum ancistrolobum,610
Taraxacum angermannicum,0
Taraxacum angustisectum,1
Taraxacum angustisquameum,1617
Taraxacum aphanochroum,114
Taraxacum ardisodon,0
Taraxacum armeniacum,0
Taraxacum arrhenii,60
Taraxacum atripictum,0
Taraxacum atroglaucum,1
Taraxacum atrosquamatum,0
Taraxacum atrovirens,0
Taraxacum attenuatum,0
Taraxacum aurosulum,89
Taraxacum austriacum,0
Taraxacum aznavourii,0
Taraxacum badium,0
Taraxacum beckeri,5
Taraxacum biformatum,55
Taraxacum biforme,306
Taraxacum borgvallii,358
Taraxacum brachycarpum,1
Taraxacum brachycranum,1
Taraxacum brachyglossum,1522
Taraxacum bracteatum,658
Taraxacum brakelii,2
Taraxacum braunblanquetii,0
Taraxacum brevisectum,6
Taraxacum brunneum,0
Taraxacum buttleri,1
Taraxacum callosum,0
Taraxacum caloschistum,287
Taraxacum campylodes,29370
Taraxacum campylum,0
Taraxacum canaliculatum,43
Taraxacum canophyllum,0
Taraxacum canorubens,11
Taraxacum canoviride,66
Taraxacum canulum,47
Taraxacum capnocarpum,0
Taraxacum castaneum,3
Taraxacum catalanum,15
Taraxacum caucasicum var. erythrospermum,0
Taraxacum caudulatum,0
Taraxacum chlorellum,0
Taraxacum chlorodes,7
Taraxacum chloroleucum,0
Taraxacum chloroticum,8
Taraxacum christiansenii,61
Taraxacum ciliatum,12
Taraxacum commixtum,168
Taraxacum commutatum,0
Taraxacum comtulum,71
Taraxacum convexum,3
Taraxacum copidophyllum,401
Taraxacum cordatum,1343
Taraxacum corniculatum,3
Taraxacum crispifolium,37
Taraxacum croceiflorum,602
Taraxacum croceum subsp. repletum,0
Taraxacum curvidens,0
Taraxacum cyanolepis,517
Taraxacum cyclocentrum,1
Taraxacum dahlii,23
Taraxacum dahlstedtii,230
Taraxacum danubium,5
Taraxacum davidssonii,0
Taraxacum decipiens,418
Taraxacum decorum,0
Taraxacum degelii,13
Taraxacum dens-leonis,73
Taraxacum dens-leonis var. commune,0
Taraxacum dens-leonis var. laevigatum,0
Taraxacum dens-leonis var. officinale,0
Taraxacum densiflorum,0
Taraxacum densilobum,39
Taraxacum dentosum,137
Taraxacum detonsum,7
Taraxacum devians,1
Taraxacum dilaceratum,115
Taraxacum dilatatum,265
Taraxacum dilutisquameum,15
Taraxacum disseminatum,139
Taraxacum dissimile,76
Taraxacum diversiflorum,0
Taraxacum divulsum,1
Taraxacum ducommunii,0
Taraxacum dunense,60
Taraxacum duplidens,25
Taraxacum ekmanii,1233
Taraxacum elongatifrons,1
Taraxacum erythrospermum,10287
Taraxacum erythrospermum subsp. brachyglossum,0
Taraxacum erythrospermum subsp. friesii,0
Taraxacum erythrospermum subsp. gotlandicum,0
Taraxacum erythrospermum subsp. lacistophyllum,0
Taraxacum erythrospermum subsp. laetum,0
Taraxacum erythrospermum subsp. marginatum,0
Taraxacum erythrospermum subsp. proximum,0
Taraxacum erythrospermum subsp. rubicundum,0
Taraxacum erythrospermum subsp. tenuilobum,0
Taraxacum eurylobum,4
Taraxacum expallidiforme,958
Taraxacum explicatum,27
Taraxacum falcatum,133
Taraxacum falciferum,0
Taraxacum fasciatum,1727
Taraxacum firmulifolium,0
Taraxacum firmum,10
Taraxacum flexile,1
Taraxacum florstroemii,129
Taraxacum friesii,79
Taraxacum fulviforme,165
Taraxacum fulvum,453
Taraxacum fulvum subsp. brachycranum,0
Taraxacum fusciceps,0
Taraxacum galbaniforme,4
Taraxacum gallicum,0
Taraxacum gasparinii,0
Taraxacum geminatum,443
Taraxacum gibberum,4
Taraxacum glaucescens,0
Taraxacum glauciniforme,17
Taraxacum glaucinum,213
Taraxacum glossocentrum,121
Taraxacum gotlandicum,644
Taraxacum gracilens,29
Taraxacum gracillimum,1
Taraxacum granvinense,3
Taraxacum grootii,0
Taraxacum haematicum,665
Taraxacum haematiforme,0
Taraxacum haematopus,28
Taraxacum hamatum,2075
Taraxacum haraldii,1
Taraxacum hastatum,0
Taraxacum helvicarpum,0
Taraxacum hemicyclum,1607
Taraxacum hepaticolor,6
Taraxacum heterophyllum,96
Taraxacum hispanicum,31
Taraxacum holmboei,1
Taraxacum huelphersianum,67
Taraxacum insigne,173
Taraxacum intercedens,591
Taraxacum intermedium,233
Taraxacum interruptum,214
Taraxacum interveniens,777
Taraxacum intricatum,1
Taraxacum involucratum,201
Taraxacum islandicum,12
Taraxacum isophyllum,1073
Taraxacum isthmicola,75
Taraxacum kittilense,0
Taraxacum kjellmannii,0
Taraxacum kurdiciforme,1
Taraxacum kurdicum,0
Taraxacum laciniosifrons,94
Taraxacum laciniosum,47
Taraxacum lacinulatum,259
Taraxacum lacistophylloides,190
Taraxacum lacistophyllum,951
Taraxacum laeticolor,204
Taraxacum laetiforme,6
Taraxacum laetifrons,0
Taraxacum laetum,848
Taraxacum laevigatum,3400
Taraxacum laevigatum var. coloratum,0
Taraxacum laevigatum var. decipiens,0
Taraxacum laevigatum var. erythrospermum,0
Taraxacum laevigatum var. normale,0
Taraxacum laevigatum var. pindicola,0
Taraxacum langeanum,560
Taraxacum latilobum,4
Taraxacum latisectum,48
Taraxacum latispinum,0
Taraxacum latissimum,353
Taraxacum leontodon,0
Taraxacum lepidum,61
Taraxacum leptaleum,3
Taraxacum leptocarpum,1
Taraxacum leptodon,355
Taraxacum limbatum,607
Taraxacum linguatifrons,49
Taraxacum linguatum,8
Taraxacum lingulatum,1453
Taraxacum longisectum,2
Taraxacum longisquameum,942
Taraxacum lucidum,309
Taraxacum lunare,22
Taraxacum luxurians,0
Taraxacum macranthum,0
Taraxacum macrolepium,0
Taraxacum maculatum,78
Taraxacum magnobliquum,0
Taraxacum magnolevigatum,2
Taraxacum mailleferi,0
Taraxacum marginatum,224
Taraxacum marginellum,640
Taraxacum marklundii,120
Taraxacum maurophyllum,12
Taraxacum melanthoides,40
Taraxacum mexicanum,6
Taraxacum microlobum,52
Taraxacum mimulum,198
Taraxacum miniatum,7
Taraxacum molybdinum,10
Taraxacum monspeliense,1
Taraxacum montesignum,6
Taraxacum mucronatiforme,0
Taraxacum mucronatum,49
Taraxacum multidentatum,3
Taraxacum multilobum,126
Taraxacum mundum,0
Taraxacum myvatnense,0
Taraxacum naeviferum,0
Taraxacum nemorum,11
Taraxacum neokurdicum,0
Taraxacum obliquilobum,1273
Taraxacum oblongatum,353
Taraxacum obscurans,6
Taraxacum obscuratum,0
Taraxacum obtusulum,19
Taraxacum occidentale,8
Taraxacum officinale forma gibbiferum,0
Taraxacum officinale subsp. ostenfeldii,0
Taraxacum officinale subsp. patens,0
Taraxacum officinale subsp. speciosum,0
Taraxacum officinale subsp. tenebricans,0
Taraxacum officinale subsp. vulgare,6
Taraxacum officinale var. collinum,0
Taraxacum officinale var. compactum,0
Taraxacum officinale var. corniculatum,0
Taraxacum officinale var. divaricatum,0
Taraxacum officinale var. erythrospermum,0
Taraxacum officinale var. genuinum,0
Taraxacum officinale var. glaucescens,0
Taraxacum officinale var. intermedium,0
Taraxacum officinale var. lacerum,0
Taraxacum officinale var. laevigatum,2
Taraxacum officinale var. opacum,0
Taraxacum officinale var. ostenfeldii,0
Taraxacum officinale var. palustre,1
Taraxacum officinale var. patulum,0
Taraxacum officinale var. pratense,0
Taraxacum officinale var. stenolepis,0
Taraxacum officinale var. taraxacoides,0
Taraxacum officinale var. typicum,0
Taraxacum officinale var. uncinatum,0
Taraxacum officinale var. ungulatum,0
Taraxacum officinarum,0
Taraxacum olitorium,8
Taraxacum oncolobum,0
Taraxacum onychodontum,13
Taraxacum orphnocephalum,3
Taraxacum ostenfeldii,1171
Taraxacum oxoniense,304
Taraxacum oxyodon,0
Taraxacum pachylobum,33
Taraxacum pallescens,105
Taraxacum pallidilateritium,13
Taraxacum pallidipes,408
Taraxacum pallidulum,3
Taraxacum palustre,1681
Taraxacum palustre var. vulgare,2
Taraxacum pannucium,440
Taraxacum pannulatiforme,38
Taraxacum pannulatum,56
Taraxacum parnassicum,950
Taraxacum parvilobum,1
Taraxacum parvuliceps,8
Taraxacum patens,285
Taraxacum pectinatiforme,1708
Taraxacum pectinosum,0
Taraxacum percrispum,0
Taraxacum perhamatum,0
Taraxacum perminiatum,8
Taraxacum piceaticeps,0
Taraxacum piceatum,1843
Taraxacum pindicola,12
Taraxacum pineticola,0
Taraxacum placidum,0
Taraxacum planum,1417
Taraxacum pleniflorum,0
Taraxacum plumbeum,250
Taraxacum polyodon,894
Taraxacum polyschistum,42
Taraxacum praecox,153
Taraxacum praeradians,156
Taraxacum privum,164
Taraxacum procerisquameum,25
Taraxacum proximiforme,21
Taraxacum proximum,1107
Taraxacum pruinatum,9
Taraxacum psammophilum,68
Taraxacum pseudobrachyglossum,0
Taraxacum pseudocastaneum,21
Taraxacum pseudodunense,2
Taraxacum pseudofulvum,7
Taraxacum pseudohamatum,481
Taraxacum pseudolacistophyllum,12
Taraxacum pseudoproximum,1
Taraxacum pulcherrimum,21
Taraxacum pulchrifolium,22
Taraxacum pulvigerum,0
Taraxacum purpureocornutum,5
Taraxacum purpureomarginatum,7
Taraxacum purpureum,396
Taraxacum pycnolobum,32
Taraxacum raunkiaeri,5
Taraxacum recurvum,79
Taraxacum reflectens,1
Taraxacum remotijugum,1
Taraxacum remotilobum,16
Taraxacum repletum,11
Taraxacum retroflexum,837
Taraxacum retzii,4
Taraxacum revertens,0
Taraxacum rhodolepis,42
Taraxacum rhodopodum,95
Taraxacum robustum,0
Taraxacum rubefactum,0
Taraxacum ruberulum,44
Taraxacum rubicundum,3326
Taraxacum rubicundum subsp. monspeliense,0
Taraxacum rubrisquameum,24
Taraxacum rufulum,0
Taraxacum sagittatum,0
Taraxacum sagittipotens,39
Taraxacum salinum var. turfosum,1
Taraxacum saphycraspedum,32
Taraxacum sarcophyllum,2
Taraxacum scanicum,992
Taraxacum schizophyllum,9
Taraxacum scotiniforme,16
Taraxacum scotinum,194
Taraxacum sellandii,620
Taraxacum semiglobosum,642
Taraxacum sempervivum,0
Taraxacum septentrionale,77
Taraxacum silesiacum,180
Taraxacum simile,66
Taraxacum sinuatum,140
Taraxacum skutustadirense,0
Taraxacum slovacum,0
Taraxacum speciosum,25
Taraxacum spilophylloides,14
Taraxacum spilophyllum,8
Taraxacum squamulosum,75
Taraxacum stellare,1
Taraxacum stenacrum,35
Taraxacum stenoschistum,576
Taraxacum stereodes,79
Taraxacum subcanescens,50
Taraxacum subcyanolepis,86
Taraxacum subdissimile,1
Taraxacum subexpallidum,95
Taraxacum subhamatum,871
Taraxacum subhuelphersianum,357
Taraxacum subintegrum,10
Taraxacum sublaciniosum,26
Taraxacum sublaeticolor,514
Taraxacum sublatissimum,1
Taraxacum sublutescens,10
Taraxacum subpallescens,2
Taraxacum subpenicilliforme,7
Taraxacum subpraticola,31
Taraxacum subundulatum,168
Taraxacum sundbergii,23
Taraxacum surrigens,1
Taraxacum sylvanicum,0
Taraxacum symphorilobum,0
Taraxacum taeniatum,292
Taraxacum tanyolobum,75
Taraxacum tanyphyllum,174
Taraxacum taraxacoides,41
Taraxacum taraxacoides var. laevigatum,0
Taraxacum taraxacum,3
Taraxacum taraxacum subsp. genuinum,0
Taraxacum taraxacum subsp. glaucescens,0
Taraxacum taraxacum subsp. laevigatum,0
Taraxacum taraxacum var. cordigerum,0
Taraxacum taraxacum var. corniculatum,0
Taraxacum taraxacum var. erythrospermum,0
Taraxacum taraxacum var. laevigatum,0
Taraxacum tenellisquamum,0
Taraxacum tenuilobum,310
Taraxacum tenuisquameum,3
Taraxacum thracicum,14
Taraxacum tortilobum,1196
Taraxacum triangulare,41
Taraxacum trigonophorum,0
Taraxacum trilobatum,276
Taraxacum turcicum,1
Taraxacum turfosum,181
Taraxacum uncinatum,0
Taraxacum undulatiforme,66
Taraxacum undulatum,186
Taraxacum unguiculosum,0
Taraxacum vaccarii,0
Taraxacum vachellii,0
Taraxacum vagans,1
Taraxacum valens,288
Taraxacum valloense,0
Taraxacum vastisectum,244
Taraxacum vulgare,1013
Taraxacum vulgare subsp. erythrospermum,0
Taraxacum vulgare var. genuinum,0
Taraxacum vulgare var. pindicola,0
Taraxacum wallonicum,2
Taraxacum westhoffii,0
Taraxacum xanthostigmum,0
Taraxacum xerophilum,14
Tardavel latifolia,0
Tecoma ricasoliana,0
Teloxys pumilio,0
Tenageia bufonia,0
Terebinthina indica,0
Teruncias arvensis,0
Tessenia canadensis,0
Tessenia obscura,0
