Chrysanthemum millefoliatum
Cichorium endivia
Cleome hassleriana
Convolvulus persicus
Conyza bilbaoana
Corispermum membranaceum
Cornus sericea
Corynephorus divaricatus
Crambe koktebelica
Crocus purpureus
Cyclachaena xanthiifolia
Cynosurus echinatus
Cyperus reflexus
Daucus broteri
Daucus glochidiatus
Daucus guttatus
Dentaria glandulosa
Deschampsia cespitosa
Digitaria aequiglumis
Draba aizoides
Dysphania botrys
Dysphania glomulifera
Echinochloa turneriana
Echinocystis lobata
Elymus scabrus
Epilobium dodonanei
Equisetum palustre
Eragrostis schimperi
Erigeron acer
Erigeron septentrionale
Eriolobus trilobatus
Erodium hoefftianum
Erophila verna
Erysimum perovskianum
Eucalyptus gomphocephalus
Euonymus hederaceus
Euphorbia glyptosperma
Euphorbia rigida
Euphorbia serrulata
Ferulago campestris
Filago arvensis
Filago minima
Filipendula kamtschatica
Filipendula rubra
Fimbristylis bisumbellata
Fumaria kralikii
Fumaria petteri
Fumaria schleicheri
Gagea granulosa
Galega orientalis
Galeobdolon argentatum
Galeopsis speciosa
Galeopsis tetrahit
Galium album
Gastridium ventricosum
Geranium sylvaticum
Geranium versicolor
Glandularia aristigera
Glandularia peruviana
Glyceria canadensis
Gnaphalium antillanum
Gnaphalium sphaericum
Gnaphalium supinum
Gnaphalium undulatum
Goodyera repens
Hedypnois cretica
Helictotrichon neesii
Helictotrichon pratense
Heliotropium dolosum
Helipterum strictum
Heteranthera zosterifolia
Hieracium amplexicaule
Hieracium brachiatum
Hieracium flagellare
Hieracium pachyodon
Hieracium pannosum
Hieracium piloselloides
Hieracium speluncarum
Hierochloe odorata
Honorius nutans
Hyacinthella rumelica
Hydrocotyle novae-zelandiae
Illecebrum verticillatum
Inula ensifolia
Inula germanica
Inula hirta
Inula spiraeifolia
Ionopsidium acaule
Ipomoea wrightii
Iris foetidissima
Iris sibirica
Iris versicolor
Juncus canadensis
Juncus dudleyi
Juncus pallescens
Juncus radula
Kickxia commutata
Knautia integrifola
Koeleria grandis
Lamium confertum
Lamium hybridum
Lamium purpureum var. moluccellifolium
Laserpitium archangelica
Lawrencia glomerata
Leontice leontopetalum
Lepidium heterophyllum
Lepidium neglectum
Lepidium schinzii
Leptochloa divaricatissima
Leptochloa parviflora
Leymus canadensis
Limonium platyphyllum
Limosella aquatica
Linanthus pungens
Linaria arvensis
Linaria caesia
Linaria chalepensis
Linaria hirta
Linaria purpurea
Linaria supina
Linaria triornithophora
Lobelia pedunculata
Lobelia siphilitica
Lonicera alpigena
Lopezia racemosa
Lycopus exaltatus
Lysichiton americanus
Lysichiton camtschatcensis
Lysimachia atropurpurea
Lysimachia ciliata
Lythrum borysthenicum
Lythrum hyssopifolium
Lythrum junceum
Lythrum portula
Lythrum virgatum
Lythrum volgense
Malcolmia chia
Malope malacoides
Malva moschata
Malvella sherardiana
Matteuccia struthiopteris
Medicago glandulosa
Meum athamanticum
Mimulus moschatus
Minuartia viscosa
Misopates orontium
Montia fontana
Montia sibirica
Myosotis ramosissima
Nassella filiculmis
Nassella formicarum
Neosiphonia paniculata
Nepeta faassenii
Nepeta sibirica
Neslia paniculata subsp. thracica
Nonea pulla
Oenothera flava
Oenothera issleri
Oenothera parviflora
Oenothera victorinii
Onopordum bracteatum
Onopordum macracanthum
Onopordum nervosum
Opuntia macrorhiza
Orlaya daucorlaya
Ornithogalum narbonense
Ornithogalum pyrenaicum
Orobanche amethystea
Orobanche gracilis
Orobanche hederae
Orobanche lucorum
Orontium aquaticum
Otanthus maritimus
Paeonia mascula
Panicum decompositum
Panicum obtusum
Panicum philadelphicum
Papaver pinnatifidum
Papaver pseudoorientale
Parapholis strigosa
Parietaria lusitanica
Parthenocissus vitacea
Pentaglottis sempervirens
Petasites fragrans
Peucedanum ostruthium
Peucedanum verticillare
Phacelia ciliata
Phalaris platensis
Philadelphus pubescens
Phleum exaratum
Physalis ixocarpa
Physalis longifolia
Physalis virginiana var. sonorae
Picris pauciflora
Picris sprengerana
Pilea hyalina
Pilea microphylla
Pilea peperomioides
Pimpinella peregrina
Plantago alpina
Plantago bellardii
Plantago holosteum
Plantago patagonica
Poa jubata
Polycarpon tetraphyllum subsp. diphyllum
Polygonatum hirtum
Polygonum alpinum
Polygonum arenarium
Polygonum bistorta
Polygonum cognatum
Polypogon chilensis
Polypogon elongatus
Polypogon imberbis
Polypogon maritimus
Potamogeton trichoides
Potentilla goldbachii
Potentilla intermedia
Potentilla norvegica
Potentilla rivalis
Primula juliae
Prunella laciniata
Ptilostemon afer
Ptychotis saxifraga
Puccinellia dolicholepis
Puccinellia gigantea
Puccinellia hauptiana
Puccinellia nuttalliana
Pulicaria dysenterica
Pulsatilla vulgaris
Ranunculus gramineus
Ranunculus lateriflorus
Ranunculus pedatus
Ranunculus psilostachys
Reseda inodora
Rhinanthus major
Ridolfia segetum
Rochelia disperma
Rodgersia pinnata
Roemeria hybrida
Rosa ferruginea
Rubus nemorosus
Rubus parviflorus
Rubus senticosus
Rudbeckia triloba
Rumex brownii
Rumex confertus
Rumex cristatus subsp. kerneri
Rumex obovatus
Rumex pseudoalpinus
Sagina micropetala
Salix eleagnos
Salpichroa origanifolia
Sanguisorba dodecandra
Santolina rosmarinifolia
Saxifraga hirsuta
Scandix australis
Schkuhria pinnata
Schoenoplectus litoralis subsp. thermalis
Schoenus ferrugineus
Scopolia carniolica
Scrophularia scorodonia
Secale montanum
Sedum anglicum
Sedum lydium
Sedum reflexum
Sempervivum arachnoideum
Senecio dubitabilis
Senecio gallicus
Senecio squalidus
Senecio squalidus subsp. rupestris
Senecio sylvaticus
Sesbania herbacea
Seseli libanotis
Sigesbeckia serrata
Silaum silaus
Silene behen
Silene flavescens
Silene muscipula
Silene subconica
Sisymbrium strictissimum
Sisyrinchium angustifolium
Sisyrinchium montanum
Solanum chenopodioides
Solanum luteum
Solidago rugosa
Soliva anthemifolia
Spergula morisonii
Stellaria cupaniana
Suaeda acuminata
Symphytum ibiricum
Teloxys aristata
Thesium refractum
Thladiantha cordifolia
Thlaspi caerulescens subsp. brachypetalum
Thlaspi kovatsii
Thymelaea gussonei
Thymus pulegioides
Thymus serpyllum
Tordylium apulum
Torilis ucranica
Tragus australianus
Trifolium angulatum
Tripleurospermum tenuifolium
Tulipa sylvestris
Umbilicus rupestris
Velezia rigida
Verbascum niveum
Verbascum sinuatum
Verbascum speciosum
Verbascum virgatum
Verbesina alternifolia
Verbesina occidentalis
Veronica acinifolia
Veronica cymbalaria
Veronica fruticans
Veronica fruticulosa
Veronica verna
Vicia sylvatica
Vicia tenuifolia
Viola canadensis
Viola selkirkii
Viola suavis
Vulpia antucensis
Achillea biebersteinii
Achillea punctata
Achnatherum brachychaetum
Ajuga pyramidalis
Alchemilla gibberulosa
Alchemilla glabricaulis
Alchemilla glaucescens
Alchemilla hirsuticaulis
Alchemilla leiophylla
Allium pyrenaicum
Aloe latifolia
Alyssum corsicum
Anthemis tomentosa
Arabidopsis pumila
Asplenium foreziense
Aster dumosus
Bellevalia romana
Biscutella eriocarpa
Borago pygmaea
Bufonia willkommiana
Carduus acanthoides
Carex acuta
Carex nigra
Carpobrotus quadrifidus
Centaurea nicaeensis
Centaurea ragusina
Centaurea salicifolia
Chartolepis glastifolia
Chondrus giganteus
Chrysanthemum praealtum
Cirsium scabrum
Clypeola eriocarpa
Conyza blakei
Cornucopiae cucullatum
Cortaderia richardii
Cotula dioica
Crassocephalum subscandens
Crassula pubescens
Cycloloma atriplicifolium
Cynoglossum creticum
Cynoglossum mathezii
Danae racemosa
Dasiphora glabrata
Daucus muricatus
Dichanthelium acuminatum
Diplotaxis catholica
Diplotaxis tenuisiliqua
Dryopteris oreades
Echium arenarium
Eleocharis bonariensis
Epilobium brunnescens
Erodium aethiopicum
Eryngium tricuspidatum
Euphrasia fennica
Euphrasia vernalis
Fascicularia bicolor
Fatoua villosa
Fedia cornucopiae
Freesia alba
Fumaria agraria
Fumaria martinii
Galactites tomentosa
Galium saxatile
Galium verticillatum
Gamochaeta americana
Gaura lindheimeri
Genista hispanica
