Taxon,Genus,Hybrid.marker,Species,Abbrev,Infraspecific.rank,Infraspecific,Authority,ID,Plant.Name.Index,TPL.version,Taxonomic.status,Family,New.Genus,New.Hybrid.marker,New.Species,New.Infraspecific.rank,New.Infraspecific,New.Authority,New.ID,New.Taxonomic.status,Typo,WFormat,Higher.level,Date
Cucumis dipsaceus,Cucumis,,dipsaceus,NA,NA,,,kew-2746934,TRUE,1.1,Accepted,Cucurbitaceae,Cucumis,,dipsaceus,,,Ehrenb. ex Spach,kew-2746934,Accepted,FALSE,FALSE,FALSE,2021-08-03
Nassella poeppigiana,Nassella,,poeppigiana,NA,NA,,,kew-425567,TRUE,1.1,Accepted,Poaceae,Nassella,,poeppigiana,,,(Trin. & Rupr.) Barkworth,kew-425567,Accepted,FALSE,FALSE,FALSE,2021-08-03
Pontederia rotundifolia,Pontederia,,rotundifolia,NA,NA,,,kew-259504,TRUE,1.1,Accepted,Pontederiaceae,Pontederia,,rotundifolia,,,L.f.,kew-259504,Accepted,FALSE,FALSE,FALSE,2021-08-03
Sedum gracile,Sedum,,gracile,NA,NA,,,tro-8901799,TRUE,1.1,Accepted,Crassulaceae,Sedum,,gracile,,,C.A. Mey.,tro-8901799,Accepted,FALSE,FALSE,FALSE,2021-08-03
Abelmoschus moschatus,Abelmoschus,,moschatus,NA,NA,,,kew-2609599,TRUE,1.1,Accepted,Malvaceae,Abelmoschus,,moschatus,,,Medik.,kew-2609599,Accepted,FALSE,FALSE,FALSE,2021-08-03
Abutilon grandifolium,Abutilon,,grandifolium,NA,NA,,,kew-2610654,TRUE,1.1,Accepted,Malvaceae,Abutilon,,grandifolium,,,(Willd.) Sweet,kew-2610654,Accepted,FALSE,FALSE,FALSE,2021-08-03
Abutilon indicum,Abutilon,,indicum,NA,NA,,,kew-2610698,TRUE,1.1,Accepted,Malvaceae,Abutilon,,indicum,,,(L.) Sweet,kew-2610698,Accepted,FALSE,FALSE,FALSE,2021-08-03
Acacia colei,Acacia,,colei,NA,NA,,,ild-48931,TRUE,1.1,Accepted,Leguminosae,Acacia,,colei,,,Maslin & L.A.J.Thomson,ild-48931,Accepted,FALSE,FALSE,FALSE,2021-08-03
Acacia crassicarpa,Acacia,,crassicarpa,NA,NA,,,ild-48893,TRUE,1.1,Accepted,Leguminosae,Acacia,,crassicarpa,,,Benth.,ild-48893,Accepted,FALSE,FALSE,FALSE,2021-08-03
Acacia cyclops,Acacia,,cyclops,NA,NA,,,ild-387,TRUE,1.1,Accepted,Leguminosae,Acacia,,cyclops,,,G.Don,ild-387,Accepted,FALSE,FALSE,FALSE,2021-08-03
Acacia dealbata,Acacia,,dealbata,NA,NA,,,ild-389,TRUE,1.1,Accepted,Leguminosae,Acacia,,dealbata,,,Link,ild-389,Accepted,FALSE,FALSE,FALSE,2021-08-03
Acacia decurrens,Acacia,,decurrens,NA,NA,,,ild-390,TRUE,1.1,Accepted,Leguminosae,Acacia,,decurrens,,,Willd.,ild-390,Accepted,FALSE,FALSE,FALSE,2021-08-03
Acacia glauca,Acacia,,glauca,NA,NA,,,ild-30564,TRUE,1.1,Accepted,Leguminosae,Acacia,,glauca,,,(L.) Moench,ild-30564,Accepted,FALSE,FALSE,FALSE,2021-08-03
Acacia hockii,Acacia,,hockii,NA,NA,,,ild-457,TRUE,1.1,Accepted,Leguminosae,Acacia,,hockii,,,De Wild.,ild-457,Accepted,FALSE,FALSE,FALSE,2021-08-03
Acacia karroo,Acacia,,karroo,NA,NA,,,ild-470,TRUE,1.1,Accepted,Leguminosae,Acacia,,karroo,,,Hayne,ild-470,Accepted,FALSE,FALSE,FALSE,2021-08-03
Acacia longifolia,Acacia,,longifolia,NA,NA,,,ild-588,TRUE,1.1,Accepted,Leguminosae,Acacia,,longifolia,,,(Andrews) Willd.,ild-588,Accepted,FALSE,FALSE,FALSE,2021-08-03
Acacia mearnsii,Acacia,,mearnsii,NA,NA,,,ild-502,TRUE,1.1,Accepted,Leguminosae,Acacia,,mearnsii,,,De Wild.,ild-502,Accepted,FALSE,FALSE,FALSE,2021-08-03
Acacia melanoxylon,Acacia,,melanoxylon,NA,NA,,,ild-504,TRUE,1.1,Accepted,Leguminosae,Acacia,,melanoxylon,,,R.Br.,ild-504,Accepted,FALSE,FALSE,FALSE,2021-08-03
Acacia mellifera,Acacia,,mellifera,NA,NA,,,ild-33354,TRUE,1.1,Accepted,Leguminosae,Acacia,,mellifera,,,(M.Vahl) Benth.,ild-33354,Accepted,FALSE,FALSE,FALSE,2021-08-03
Acacia nilotica,Acacia,,nilotica,NA,NA,,,ild-518,TRUE,1.1,Accepted,Leguminosae,Acacia,,nilotica,,,(L.) Delile,ild-518,Accepted,FALSE,FALSE,FALSE,2021-08-03
Acacia saligna,Acacia,,saligna,NA,NA,,,ild-591,TRUE,1.1,Accepted,Leguminosae,Acacia,,saligna,,,(Labill.) Wendl.,ild-591,Accepted,FALSE,FALSE,FALSE,2021-08-03
Achyranthes japonica,Achyranthes,,japonica,NA,NA,,,kew-2617607,TRUE,1.1,Synonym,Amaranthaceae,Achyranthes,,bidentata,,,Blume,kew-2617516,Accepted,FALSE,FALSE,FALSE,2021-08-03
Acmella uliginosa,Acmella,,uliginosa,NA,NA,,,gcc-9379,TRUE,1.1,Accepted,Compositae,Acmella,,uliginosa,,,(Sw.) Cass.,gcc-9379,Accepted,FALSE,FALSE,FALSE,2021-08-03
Acrocarpus fraxinifolius,Acrocarpus,,fraxinifolius,NA,NA,,,ild-678,TRUE,1.1,Accepted,Leguminosae,Acrocarpus,,fraxinifolius,,,Arn.,ild-678,Accepted,FALSE,FALSE,FALSE,2021-08-03
Adiantum raddianum,Adiantum,,raddianum,NA,NA,,,tro-26602685,TRUE,1.1,Accepted,Pteridaceae,Adiantum,,raddianum,,,C. Presl,tro-26602685,Accepted,FALSE,FALSE,FALSE,2021-08-03
Aegilops cylindrica,Aegilops,,cylindrica,NA,NA,,,kew-387641,TRUE,1.1,Accepted,Poaceae,Aegilops,,cylindrica,,,Host,kew-387641,Accepted,FALSE,FALSE,FALSE,2021-08-03
Aeschynomene fluitans,Aeschynomene,,fluitans,NA,NA,,,ild-1945,TRUE,1.1,Accepted,Leguminosae,Aeschynomene,,fluitans,,,Peter,ild-1945,Accepted,FALSE,FALSE,FALSE,2021-08-03
Aeschynomene indica,Aeschynomene,,indica,NA,NA,,,ild-1956,TRUE,1.1,Accepted,Leguminosae,Aeschynomene,,indica,,,L.,ild-1956,Accepted,FALSE,FALSE,FALSE,2021-08-03
Ageratina riparia,Ageratina,,riparia,NA,NA,,,gcc-86968,TRUE,1.1,Accepted,Compositae,Ageratina,,riparia,,,(Regel) R.M.King & H.Rob.,gcc-86968,Accepted,FALSE,FALSE,FALSE,2021-08-03
Agropyron cristatum,Agropyron,,cristatum,NA,NA,,,kew-388313,TRUE,1.1,Accepted,Poaceae,Agropyron,,cristatum,,,(L.) Gaertn.,kew-388313,Accepted,FALSE,FALSE,FALSE,2021-08-03
Agrostis avenacea,Agrostis,,avenacea,NA,NA,,,kew-389234,TRUE,1.1,Accepted,Poaceae,Agrostis,,avenacea,,,J.F.Gmel.,kew-389234,Accepted,FALSE,FALSE,FALSE,2021-08-03
Agrostis capillaris,Agrostis,,capillaris,NA,NA,,,kew-387729,TRUE,1.1,Accepted,Poaceae,Agrostis,,capillaris,,,L.,kew-387729,Accepted,FALSE,FALSE,FALSE,2021-08-03
Albizia chinensis,Albizia,,chinensis,NA,NA,,,ild-282,TRUE,1.1,Accepted,Leguminosae,Albizia,,chinensis,,,(Osbeck) Merr.,ild-282,Accepted,FALSE,FALSE,FALSE,2021-08-03
Albizia procera,Albizia,,procera,NA,NA,,,ild-325,TRUE,1.1,Accepted,Leguminosae,Albizia,,procera,,,(Roxb.) Benth.,ild-325,Accepted,FALSE,FALSE,FALSE,2021-08-03
Alectra vogelii,Alectra,,vogelii,NA,NA,,,kew-2627989,TRUE,1.1,Accepted,Orobanchaceae,Alectra,,vogelii,,,Benth.,kew-2627989,Accepted,FALSE,FALSE,FALSE,2021-08-03
Alhagi maurorum,Alhagi,,maurorum,NA,NA,,,ild-7497,TRUE,1.1,Accepted,Leguminosae,Alhagi,,maurorum,,,Medik.,ild-7497,Accepted,FALSE,FALSE,FALSE,2021-08-03
Alnus glutinosa,Alnus,,glutinosa,NA,NA,,,kew-6364,TRUE,1.1,Accepted,Betulaceae,Alnus,,glutinosa,,,(L.) Gaertn.,kew-6364,Accepted,FALSE,FALSE,FALSE,2021-08-03
Alopecurus myosuroides,Alopecurus,,myosuroides,NA,NA,,,kew-391472,TRUE,1.1,Accepted,Poaceae,Alopecurus,,myosuroides,,,Huds.,kew-391472,Accepted,FALSE,FALSE,FALSE,2021-08-03
Alyssum desertorum,Alyssum,,desertorum,NA,NA,,,kew-2632075,TRUE,1.1,Accepted,Brassicaceae,Alyssum,,desertorum,,,Stapf,kew-2632075,Accepted,FALSE,FALSE,FALSE,2021-08-03
Alyssum minus,Alyssum,,minus,NA,NA,,,kew-2632292,TRUE,1.1,Synonym,Brassicaceae,Alyssum,,simplex,,,Rudolph,kew-2632509,Accepted,FALSE,FALSE,FALSE,2021-08-03
Alyssum simplex,Alyssum,,simplex,NA,NA,,,kew-2632509,TRUE,1.1,Accepted,Brassicaceae,Alyssum,,simplex,,,Rudolph,kew-2632509,Accepted,FALSE,FALSE,FALSE,2021-08-03
Amaranthus graecizans,Amaranthus,,graecizans,NA,NA,,,kew-2632852,TRUE,1.1,Accepted,Amaranthaceae,Amaranthus,,graecizans,,,L.,kew-2632852,Accepted,FALSE,FALSE,FALSE,2021-08-03
Amaranthus hybridus,Amaranthus,,hybridus,NA,NA,,,kew-2632871,TRUE,1.1,Accepted,Amaranthaceae,Amaranthus,,hybridus,,,L.,kew-2632871,Accepted,FALSE,FALSE,FALSE,2021-08-03
Amaranthus tricolor,Amaranthus,,tricolor,NA,NA,,,kew-2633132,TRUE,1.1,Accepted,Amaranthaceae,Amaranthus,,tricolor,,,L.,kew-2633132,Accepted,FALSE,FALSE,FALSE,2021-08-03
Ammi majus,Ammi,,majus,NA,NA,,,kew-2633874,TRUE,1.1,Accepted,Apiaceae,Ammi,,majus,,,L.,kew-2633874,Accepted,FALSE,FALSE,FALSE,2021-08-03
Ammophila arenaria,Ammophila,,arenaria,NA,NA,,,kew-391622,TRUE,1.1,Accepted,Poaceae,Ammophila,,arenaria,,,(L.) Link,kew-391622,Accepted,FALSE,FALSE,FALSE,2021-08-03
Annona cherimola,Annona,,cherimola,NA,NA,,,kew-2640812,TRUE,1.1,Accepted,Annonaceae,Annona,,cherimola,,,Mill.,kew-2640812,Accepted,FALSE,FALSE,FALSE,2021-08-03
Annona muricata,Annona,,muricata,NA,NA,,,kew-2640944,TRUE,1.1,Accepted,Annonaceae,Annona,,muricata,,,L.,kew-2640944,Accepted,FALSE,FALSE,FALSE,2021-08-03
Anthoxanthum odoratum,Anthoxanthum,,odoratum,NA,NA,,,kew-394021,TRUE,1.1,Accepted,Poaceae,Anthoxanthum,,odoratum,,,L.,kew-394021,Accepted,FALSE,FALSE,FALSE,2021-08-03
Antidesma bunias,Antidesma,,bunias,NA,NA,,,kew-11964,TRUE,1.1,Accepted,Phyllanthaceae,Antidesma,,bunius,,,(L.) Spreng.,kew-11964,Accepted,TRUE,FALSE,FALSE,2021-08-03
Anubias afzelii,Anubias,,afzelii,NA,NA,,,kew-12549,TRUE,1.1,Accepted,Araceae,Anubias,,afzelii,,,Schott,kew-12549,Accepted,FALSE,FALSE,FALSE,2021-08-03
Aponogeton desertorum,Aponogeton,,desertorum,NA,NA,,,kew-299945,TRUE,1.1,Accepted,Aponogetonaceae,Aponogeton,,desertorum,,,Zeyh. ex Spreng.,kew-299945,Accepted,FALSE,FALSE,FALSE,2021-08-03
Aptenia lancifolia,Aptenia,,lancifolia,NA,NA,,,kew-2644431,TRUE,1.1,Synonym,Aizoaceae,Mesembryanthemum,,lancifolium,,,(L.Bolus) Klak,kew-2604940,Accepted,FALSE,FALSE,FALSE,2021-08-03
Arceuthobium oxycedri,Arceuthobium,,oxycedri,NA,NA,,,kew-2646832,TRUE,1.1,Accepted,Santalaceae,Arceuthobium,,oxycedri,,,(DC.) M.Bieb.,kew-2646832,Accepted,FALSE,FALSE,FALSE,2021-08-03
Arctotheca calendula,Arctotheca,,calendula,NA,NA,,,gcc-44713,TRUE,1.1,Accepted,Compositae,Arctotheca,,calendula,,,(L.) Levyns,gcc-44713,Accepted,FALSE,FALSE,FALSE,2021-08-03
Areca catechu,Areca,,catechu,NA,NA,,,kew-14517,TRUE,1.1,Accepted,Arecaceae,Areca,,catechu,,,L.,kew-14517,Accepted,FALSE,FALSE,FALSE,2021-08-03
Arenaria montana,Arenaria,,montana,NA,NA,,,kew-2649787,TRUE,1.1,Accepted,Caryophyllaceae,Arenaria,,montana,,,L.,kew-2649787,Accepted,FALSE,FALSE,FALSE,2021-08-03
Arenga pinnata,Arenga,,pinnata,NA,NA,,,kew-14681,TRUE,1.1,Accepted,Arecaceae,Arenga,,pinnata,,,(Wurmb) Merr.,kew-14681,Accepted,FALSE,FALSE,FALSE,2021-08-03
Argemone ochroleuca,Argemone,,ochroleuca,NA,NA,,,kew-2650542,TRUE,1.1,Accepted,Papaveraceae,Argemone,,ochroleuca,,,Sweet,kew-2650542,Accepted,FALSE,FALSE,FALSE,2021-08-03
Arrhenatherum elatius,Arrhenatherum,,elatius,NA,NA,,,kew-395388,TRUE,1.1,Accepted,Poaceae,Arrhenatherum,,elatius,,,(L.) P.Beauv. ex J.Presl & C.Presl.,kew-395388,Accepted,FALSE,FALSE,FALSE,2021-08-03
Artemisia vulgaris,Artemisia,,vulgaris,NA,NA,,,gcc-77033,TRUE,1.1,Accepted,Compositae,Artemisia,,vulgaris,,,L.,gcc-77033,Accepted,FALSE,FALSE,FALSE,2021-08-03
Artocarpus heterophyllus,Artocarpus,,heterophyllus,NA,NA,,,kew-2653982,TRUE,1.1,Accepted,Moraceae,Artocarpus,,heterophyllus,,,Lam.,kew-2653982,Accepted,FALSE,FALSE,FALSE,2021-08-03
Astragalus crenatus,Astragalus,,crenatus,NA,NA,,,ild-51142,TRUE,1.1,Accepted,Leguminosae,Astragalus,,crenatus,,,Schult.,ild-51142,Accepted,FALSE,FALSE,FALSE,2021-08-03
Atriplex semibaccata,Atriplex,,semibaccata,NA,NA,,,kew-2665777,TRUE,1.1,Accepted,Amaranthaceae,Atriplex,,semibaccata,,,R.Br.,kew-2665777,Accepted,FALSE,FALSE,FALSE,2021-08-03
Avena barbata,Avena,,barbata,NA,NA,,,kew-397352,TRUE,1.1,Accepted,Poaceae,Avena,,barbata,,,Pott ex Link,kew-397352,Accepted,FALSE,FALSE,FALSE,2021-08-03
Avena clauda,Avena,,clauda,NA,NA,,,kew-397438,TRUE,1.1,Accepted,Poaceae,Avena,,clauda,,,Durieu,kew-397438,Accepted,FALSE,FALSE,FALSE,2021-08-03
Avena eriantha,Avena,,eriantha,NA,NA,,,kew-397484,TRUE,1.1,Accepted,Poaceae,Avena,,eriantha,,,Durieu,kew-397484,Accepted,FALSE,FALSE,FALSE,2021-08-03
Avena fatua,Avena,,fatua,NA,NA,,,kew-397488,TRUE,1.1,Accepted,Poaceae,Avena,,fatua,,,L.,kew-397488,Accepted,FALSE,FALSE,FALSE,2021-08-03
Avena sterilis,Avena,,sterilis,NA,NA,,,kew-397959,TRUE,1.1,Accepted,Poaceae,Avena,,sterilis,,,L.,kew-397959,Accepted,FALSE,FALSE,FALSE,2021-08-03
Azolla pinnata,Azolla,,pinnata,NA,NA,,,tro-26600073,TRUE,1.1,Accepted,Salviniaceae,Azolla,,pinnata,,,R. Br.,tro-26600073,Accepted,FALSE,FALSE,FALSE,2021-08-03
Balanites aegyptiaca,Balanites,,aegyptiaca,NA,NA,,,kew-19437,TRUE,1.1,Accepted,Zygophyllaceae,Balanites,,aegyptiaca,,,(L.) Delile,kew-19437,Accepted,FALSE,FALSE,FALSE,2021-08-03
Bambusa bambos,Bambusa,,bambos,NA,NA,,,kew-398642,TRUE,1.1,Accepted,Poaceae,Bambusa,,bambos,,,(L.) Voss,kew-398642,Accepted,FALSE,FALSE,FALSE,2021-08-03
Barleria prionitis,Barleria,,prionitis,NA,NA,,,kew-2670139,TRUE,1.1,Accepted,Acanthaceae,Barleria,,prionitis,,,L.,kew-2670139,Accepted,FALSE,FALSE,FALSE,2021-08-03
Barringtonia asiatica,Barringtonia,,asiatica,NA,NA,,,kew-313402,TRUE,1.1,Accepted,Lecythidaceae,Barringtonia,,asiatica,,,(L.) Kurz,kew-313402,Accepted,FALSE,FALSE,FALSE,2021-08-03
Bassia hyssopifolia,Bassia,,hyssopifolia,NA,NA,,,kew-2670803,TRUE,1.1,Accepted,Amaranthaceae,Bassia,,hyssopifolia,,,(Pall.) Kuntze,kew-2670803,Accepted,FALSE,FALSE,FALSE,2021-08-03
Bauhinia tomentosa,Bauhinia,,tomentosa,NA,NA,,,ild-833,TRUE,1.1,Accepted,Leguminosae,Bauhinia,,tomentosa,,,L.,ild-833,Accepted,FALSE,FALSE,FALSE,2021-08-03
Biscutella didyma,Biscutella,,didyma,NA,NA,,,kew-2676354,TRUE,1.1,Accepted,Brassicaceae,Biscutella,,didyma,,,L.,kew-2676354,Accepted,FALSE,FALSE,FALSE,2021-08-03
Bocconia frutescens,Bocconia,,frutescens,NA,NA,,,kew-2677862,TRUE,1.1,Accepted,Papaveraceae,Bocconia,,frutescens,,,L.,kew-2677862,Accepted,FALSE,FALSE,FALSE,2021-08-03
Boehmeria penduliflora,Boehmeria,,penduliflora,NA,NA,,,kew-2678390,TRUE,1.1,Accepted,Urticaceae,Boehmeria,,penduliflora,,,Wedd. ex D.G.Long,kew-2678390,Accepted,FALSE,FALSE,FALSE,2021-08-03
Borreria latifolia,Borreria,,latifolia,NA,NA,,,kew-23225,TRUE,1.1,Synonym,Rubiaceae,Spermacoce,,alata,,,Aubl.,kew-193377,Accepted,FALSE,FALSE,FALSE,2021-08-03
Brachiaria paspaloides,Brachiaria,,paspaloides,NA,NA,,,kew-399703,TRUE,1.1,Synonym,Poaceae,Urochloa,,glumaris,,,(Trin.) Veldkamp,kew-449482,Accepted,FALSE,FALSE,FALSE,2021-08-03
Brachypodium distachyon,Brachypodium,,distachyon,NA,NA,,,kew-399871,TRUE,1.1,Accepted,Poaceae,Brachypodium,,distachyon,,,(L.) P.Beauv.,kew-399871,Accepted,FALSE,FALSE,FALSE,2021-08-03
Brachypodium sylvaticum,Brachypodium,,sylvaticum,NA,NA,,,kew-400100,TRUE,1.1,Accepted,Poaceae,Brachypodium,,sylvaticum,,,(Huds.) P.Beauv.,kew-400100,Accepted,FALSE,FALSE,FALSE,2021-08-03
Brassica procumbens,Brassica,,procumbens,NA,NA,,,kew-2682633,TRUE,1.1,Accepted,Brassicaceae,Brassica,,procumbens,,,(Poir.) O.E.Schulz,kew-2682633,Accepted,FALSE,FALSE,FALSE,2021-08-03
Brassica tournefortii,Brassica,,tournefortii,NA,NA,,,kew-2682848,TRUE,1.1,Accepted,Brassicaceae,Brassica,,tournefortii,,,Gouan,kew-2682848,Accepted,FALSE,FALSE,FALSE,2021-08-03
Briza maxima,Briza,,maxima,NA,NA,,,kew-400234,TRUE,1.1,Accepted,Poaceae,Briza,,maxima,,,L.,kew-400234,Accepted,FALSE,FALSE,FALSE,2021-08-03
Bromus catharticus,Bromus,,catharticus,NA,NA,,,kew-400803,TRUE,1.1,Accepted,Poaceae,Bromus,,catharticus,,,Vahl,kew-400803,Accepted,FALSE,FALSE,FALSE,2021-08-03
Bromus diandrus,Bromus,,diandrus,NA,NA,,,kew-400915,TRUE,1.1,Accepted,Poaceae,Bromus,,diandrus,,,Roth,kew-400915,Accepted,FALSE,FALSE,FALSE,2021-08-03
Bromus hordeaceus,Bromus,,hordeaceus,NA,NA,,,kew-401143,TRUE,1.1,Accepted,Poaceae,Bromus,,hordeaceus,,,L.,kew-401143,Accepted,FALSE,FALSE,FALSE,2021-08-03
Bromus japonicus,Bromus,,japonicus,NA,NA,,,kew-401252,TRUE,1.1,Accepted,Poaceae,Bromus,,japonicus,,,Thunb.,kew-401252,Accepted,FALSE,FALSE,FALSE,2021-08-03
Bromus madritensis,Bromus,,madritensis,NA,NA,,,kew-401383,TRUE,1.1,Accepted,Poaceae,Bromus,,madritensis,,,L.,kew-401383,Accepted,FALSE,FALSE,FALSE,2021-08-03
Bromus rigidus,Bromus,,rigidus,NA,NA,,,kew-401784,TRUE,1.1,Accepted,Poaceae,Bromus,,rigidus,,,Roth,kew-401784,Accepted,FALSE,FALSE,FALSE,2021-08-03
Bromus rubens,Bromus,,rubens,NA,NA,,,kew-401803,TRUE,1.1,Accepted,Poaceae,Bromus,,rubens,,,L.,kew-401803,Accepted,FALSE,FALSE,FALSE,2021-08-03
Bromus sterilis,Bromus,,sterilis,NA,NA,,,kew-402009,TRUE,1.1,Accepted,Poaceae,Bromus,,sterilis,,,L.,kew-402009,Accepted,FALSE,FALSE,FALSE,2021-08-03
Brugmansia candida,Brugmansia,,candida,NA,NA,,,kew-2683999,TRUE,1.1,Accepted,Solanaceae,Brugmansia,×,candida,,,Pers.,kew-2683999,Accepted,FALSE,FALSE,FALSE,2021-08-03
Bryonia diocia,Bryonia,,diocia,NA,NA,,,,FALSE,1.1,,,Bryonia,,diocia,NA,,,,,FALSE,FALSE,FALSE,2021-08-03
Bryophyllum fedtschenkoi,Bryophyllum,,fedtschenkoi,NA,NA,,,kew-2684563,TRUE,1.1,Accepted,Crassulaceae,Bryophyllum,,fedtschenkoi,,,(Raym.-Hamet & H.Perrier) Lauz.-March.,kew-2684563,Accepted,FALSE,FALSE,FALSE,2021-08-03
Bryophyllum proliferum,Bryophyllum,,proliferum,NA,NA,,,kew-2684579,TRUE,1.1,Accepted,Crassulaceae,Bryophyllum,,proliferum,,,Bowie ex Hook.,kew-2684579,Accepted,FALSE,FALSE,FALSE,2021-08-03
Bunium alpinum,Bunium,,alpinum,NA,NA,,,kew-2686126,TRUE,1.1,Accepted,Apiaceae,Bunium,,alpinum,,,Waldst. & Kit.,kew-2686126,Accepted,FALSE,FALSE,FALSE,2021-08-03
Caesalpinia violacea,Caesalpinia,,violacea,NA,NA,,,ild-11076,TRUE,1.1,Accepted,Leguminosae,Caesalpinia,,violacea,,,(Mill.) Standl.,ild-11076,Accepted,FALSE,FALSE,FALSE,2021-08-03
Calamintha nepeta,Calamintha,,nepeta,NA,NA,,,kew-29217,TRUE,1.1,Synonym,Lamiaceae,Clinopodium,,nepeta,,,(L.) Kuntze,kew-43618,Accepted,FALSE,FALSE,FALSE,2021-08-03
Calendula stellata,Calendula,,stellata,NA,NA,,,gcc-77895,TRUE,1.1,Accepted,Compositae,Calendula,,stellata,,,Cav.,gcc-77895,Accepted,FALSE,FALSE,FALSE,2021-08-03
Calliandra houstoniana var. calothyrsus,Calliandra,,houstoniana,NA,var.,calothyrsus,,ild-45860,TRUE,1.1,Accepted,Leguminosae,Calliandra,,houstoniana,var.,calothyrsus,(Meissner) Barneby,ild-45860,Accepted,FALSE,FALSE,FALSE,2021-08-03
Calophyllum inophyllum,Calophyllum,,inophyllum,NA,NA,,,kew-2693350,TRUE,1.1,Accepted,Clusiaceae,Calophyllum,,inophyllum,,,L.,kew-2693350,Accepted,FALSE,FALSE,FALSE,2021-08-03
Calopogonium mucunoides,Calopogonium,,mucunoides,NA,NA,,,ild-2528,TRUE,1.1,Accepted,Leguminosae,Calopogonium,,mucunoides,,,Desv.,ild-2528,Accepted,FALSE,FALSE,FALSE,2021-08-03
Calotropis gigantea,Calotropis,,gigantea,NA,NA,,,kew-2693661,TRUE,1.1,Accepted,Apocynaceae,Calotropis,,gigantea,,,(L.) Dryand.,kew-2693661,Accepted,FALSE,FALSE,FALSE,2021-08-03
Campylopus introflexus,Campylopus,,introflexus,NA,NA,,,tro-35156181,TRUE,1.1,Accepted,Dicranaceae,Campylopus,,introflexus,,,(Hedw.) Brid.,tro-35156181,Accepted,FALSE,FALSE,FALSE,2021-08-03
Canavalia cathartica,Canavalia,,cathartica,NA,NA,,,ild-3627,TRUE,1.1,Accepted,Leguminosae,Canavalia,,cathartica,,,Thouars,ild-3627,Accepted,FALSE,FALSE,FALSE,2021-08-03
Canna x generalis,Canna,×,generalis,NA,NA,,,tro-5800001,TRUE,1.1,Accepted,Cannaceae,Canna,×,generalis,,,L.H. Bailey & E.Z. Bailey,tro-5800001,Accepted,FALSE,FALSE,FALSE,2021-08-03
Capsicum baccatum,Capsicum,,baccatum,NA,NA,,,kew-2698448,TRUE,1.1,Accepted,Solanaceae,Capsicum,,baccatum,,,L.,kew-2698448,Accepted,FALSE,FALSE,FALSE,2021-08-03
Cardiospermum grandiflorum,Cardiospermum,,grandiflorum,NA,NA,,,kew-2700788,TRUE,1.1,Accepted,Sapindaceae,Cardiospermum,,grandiflorum,,,Sw.,kew-2700788,Accepted,FALSE,FALSE,FALSE,2021-08-03
Carduus nutans,Carduus,,nutans,NA,NA,,,gcc-41225,TRUE,1.1,Accepted,Compositae,Carduus,,nutans,,,L.,gcc-41225,Accepted,FALSE,FALSE,FALSE,2021-08-03
Carduus pycnocephalus,Carduus,,pycnocephalus,NA,NA,,,gcc-123306,TRUE,1.1,Accepted,Compositae,Carduus,,pycnocephalus,,,L.,gcc-123306,Accepted,FALSE,FALSE,FALSE,2021-08-03
Cascabela thevetia,Cascabela,,thevetia,NA,NA,,,kew-34836,TRUE,1.1,Accepted,Apocynaceae,Cascabela,,thevetia,,,(L.) Lippold,kew-34836,Accepted,FALSE,FALSE,FALSE,2021-08-03
Castilla elastica,Castilla,,elastica,NA,NA,,,kew-2704813,TRUE,1.1,Accepted,Moraceae,Castilla,,elastica,,,Cerv.,kew-2704813,Accepted,FALSE,FALSE,FALSE,2021-08-03
Caulerpa racemosa var. cylindracea,,,racemosa,NA,var.,cylindracea,,,FALSE,1.1,,,Caulerpa,,racemosa,var.,cylindracea,,,,TRUE,FALSE,FALSE,2021-08-03
Caulerpa taxifolia,,,taxifolia,NA,NA,,,,FALSE,1.1,,,Caulerpa,,taxifolia,NA,,,,,TRUE,FALSE,FALSE,2021-08-03
Cecropia peltata,Cecropia,,peltata,NA,NA,,,kew-2707099,TRUE,1.1,Accepted,Urticaceae,Cecropia,,peltata,,,L.,kew-2707099,Accepted,FALSE,FALSE,FALSE,2021-08-03
Cedrela odorata,Cedrela,,odorata,NA,NA,,,kew-2707234,TRUE,1.1,Accepted,Meliaceae,Cedrela,,odorata,,,L.,kew-2707234,Accepted,FALSE,FALSE,FALSE,2021-08-03
Celosia argentea,Celosia,,argentea,NA,NA,,,kew-2707791,TRUE,1.1,Accepted,Amaranthaceae,Celosia,,argentea,,,L.,kew-2707791,Accepted,FALSE,FALSE,FALSE,2021-08-03
Cenchrus biflorus,Cenchrus,,biflorus,NA,NA,,,kew-403881,TRUE,1.1,Accepted,Poaceae,Cenchrus,,biflorus,,,Roxb.,kew-403881,Accepted,FALSE,FALSE,FALSE,2021-08-03
Centaurea melitensis,Centaurea,,melitensis,NA,NA,,,gcc-105188,TRUE,1.1,Accepted,Compositae,Centaurea,,melitensis,,,L.,gcc-105188,Accepted,FALSE,FALSE,FALSE,2021-08-03
Centranthus longiflorus,Centranthus,,longiflorus,NA,NA,,,kew-2709024,TRUE,1.1,Accepted,Caprifoliaceae,Centranthus,,longiflorus,,,Steven,kew-2709024,Accepted,FALSE,FALSE,FALSE,2021-08-03
Centrosema pubescens,Centrosema,,pubescens,NA,NA,,,ild-2532,TRUE,1.1,Accepted,Leguminosae,Centrosema,,pubescens,,,Benth.,ild-2532,Accepted,FALSE,FALSE,FALSE,2021-08-03
