Taxon,Genus,Hybrid.marker,Species,Abbrev,Infraspecific.rank,Infraspecific,Authority,ID,Plant.Name.Index,TPL.version,Taxonomic.status,Family,New.Genus,New.Hybrid.marker,New.Species,New.Infraspecific.rank,New.Infraspecific,New.Authority,New.ID,New.Taxonomic.status,Typo,WFormat,Higher.level,Date
Eriocephalus africanus,Eriocephalus,,africanus,NA,NA,,,gcc-5557,TRUE,1.1,Accepted,Compositae,Eriocephalus,,africanus,,,L.,gcc-5557,Accepted,FALSE,FALSE,FALSE,2021-08-03
Erysimum wahlenbergii,Erysimum,,wahlenbergii,NA,NA,,,tro-100334697,TRUE,1.1,Synonym,Brassicaceae,Erysimum,,hungaricum,,,Zapał.,kew-2800127,Accepted,FALSE,FALSE,FALSE,2021-08-03
Euphorbia leptocaula,Euphorbia,,leptocaula,NA,NA,,,kew-80557,TRUE,1.1,Accepted,Euphorbiaceae,Euphorbia,,leptocaula,,,Boiss.,kew-80557,Accepted,FALSE,FALSE,FALSE,2021-08-03
Euphorbia pseudograntii,Euphorbia,,pseudograntii,NA,NA,,,kew-81715,TRUE,1.1,Accepted,Euphorbiaceae,Euphorbia,,pseudograntii,,,Pax,kew-81715,Accepted,FALSE,FALSE,FALSE,2021-08-03
Frankenia laevis,Frankenia,,laevis,NA,NA,,,kew-2814219,TRUE,1.1,Accepted,Frankeniaceae,Frankenia,,laevis,,,L.,kew-2814219,Accepted,FALSE,FALSE,FALSE,2021-08-03
Fumaria bastardii,Fumaria,,bastardii,NA,NA,,,kew-2815297,TRUE,1.1,Accepted,Papaveraceae,Fumaria,,bastardii,,,Boreau,kew-2815297,Accepted,FALSE,FALSE,FALSE,2021-08-03
Fumaria sepium,Fumaria,,sepium,NA,NA,,,kew-2815589,TRUE,1.1,Accepted,Papaveraceae,Fumaria,,sepium,,,Boiss. & Reut.,kew-2815589,Accepted,FALSE,FALSE,FALSE,2021-08-03
Galium palustre,Galium,,palustre,NA,NA,,,kew-87072,TRUE,1.1,Accepted,Rubiaceae,Galium,,palustre,,,L.,kew-87072,Accepted,FALSE,FALSE,FALSE,2021-08-03
Gamochaeta filaginea,Gamochaeta,,filaginea,NA,NA,,,gcc-119114,TRUE,1.1,Synonym,Compositae,Gnaphalium,,filagineum,,,DC.,gcc-12734,Accepted,FALSE,FALSE,FALSE,2021-08-03
Gamochaeta purpurea,Gamochaeta,,purpurea,NA,NA,,,gcc-75495,TRUE,1.1,Synonym,Compositae,Gnaphalium,,purpureum,,,L.,gcc-46153,Accepted,FALSE,FALSE,FALSE,2021-08-03
Gamochaeta subfalcata,Gamochaeta,,subfalcata,NA,NA,,,gcc-142580,TRUE,1.1,Synonym,Compositae,Gnaphalium,,antillanum,,,Urb.,gcc-47004,Accepted,FALSE,FALSE,FALSE,2021-08-03
Gladiolus blandus,Gladiolus,,blandus,NA,NA,,,kew-328245,TRUE,1.1,Synonym,Iridaceae,Gladiolus,,carneus,,,F.Delaroche,kew-328305,Accepted,FALSE,FALSE,FALSE,2021-08-03
Gladiolus natalensis,Gladiolus,,natalensis,NA,NA,,,kew-328673,TRUE,1.1,Synonym,Iridaceae,Gladiolus,,dalenii,,,Van Geel,kew-328355,Accepted,FALSE,FALSE,FALSE,2021-08-03
Gnaphalium gaudichaudianum,Gnaphalium,,gaudichaudianum,NA,NA,,,gcc-139672,TRUE,1.1,Synonym,Compositae,Pseudognaphalium,,gaudichaudianum,,,(DC.) Anderb.,gcc-101106,Accepted,FALSE,FALSE,FALSE,2021-08-03
Gymnostyles stolonifera,Gymnostyles,,stolonifera,NA,NA,,,gcc-51010,TRUE,1.1,Synonym,Compositae,Soliva,,stolonifera,,,(Brot.) R.Br. ex G.Don,gcc-119720,Accepted,FALSE,FALSE,FALSE,2021-08-03
Howea belmoreana,Howea,,belmoreana,NA,NA,,,kew-100447,TRUE,1.1,Accepted,Arecaceae,Howea,,belmoreana,,,(C.Moore & F.Muell.) Becc.,kew-100447,Accepted,FALSE,FALSE,FALSE,2021-08-03
Hypericum gymnanthum,Hypericum,,gymnanthum,NA,NA,,,kew-2858205,TRUE,1.1,Accepted,Hypericaceae,Hypericum,,gymnanthum,,,Engelm. & A.Gray,kew-2858205,Accepted,FALSE,FALSE,FALSE,2021-08-03
Hypericum perfoliatum,Hypericum,,perfoliatum,NA,NA,,,kew-2858675,TRUE,1.1,Accepted,Hypericaceae,Hypericum,,perfoliatum,,,L.,kew-2858675,Accepted,FALSE,FALSE,FALSE,2021-08-03
Iris chrysographes,Iris,,chrysographes,NA,NA,,,kew-321693,TRUE,1.1,Accepted,Iridaceae,Iris,,chrysographes,,,Dykes,kew-321693,Accepted,FALSE,FALSE,FALSE,2021-08-03
Iris japonica,Iris,,japonica,NA,NA,,,kew-321991,TRUE,1.1,Accepted,Iridaceae,Iris,,japonica,,,Thunb.,kew-321991,Accepted,FALSE,FALSE,FALSE,2021-08-03
Ixia campanulata,Ixia,,campanulata,NA,NA,,,kew-322667,TRUE,1.1,Accepted,Iridaceae,Ixia,,campanulata,,,Houtt.,kew-322667,Accepted,FALSE,FALSE,FALSE,2021-08-03
Jacobaea erratica,Jacobaea,,erratica,NA,NA,,,gcc-21287,TRUE,1.1,Accepted,Compositae,Jacobaea,,erratica,,,(Bertol.) Fourr.,gcc-21287,Accepted,FALSE,FALSE,FALSE,2021-08-03
Jasione montana,Jasione,,montana,NA,NA,,,kew-351797,TRUE,1.1,Accepted,Campanulaceae,Jasione,,montana,,,L.,kew-351797,Accepted,FALSE,FALSE,FALSE,2021-08-03
Juncus hybridus,Juncus,,hybridus,NA,NA,,,kew-315176,TRUE,1.1,Accepted,Juncaceae,Juncus,,hybridus,,,Brot.,kew-315176,Accepted,FALSE,FALSE,FALSE,2021-08-03
Juncus pygmaeus,Juncus,,pygmaeus,NA,NA,,,kew-315684,TRUE,1.1,Accepted,Juncaceae,Juncus,,pygmaeus,,,Rich. ex Thuill.,kew-315684,Accepted,FALSE,FALSE,FALSE,2021-08-03
Juncus striatus,Juncus,,striatus,NA,NA,,,kew-315833,TRUE,1.1,Accepted,Juncaceae,Juncus,,striatus,,,Schousb. ex E.Mey.,kew-315833,Accepted,FALSE,FALSE,FALSE,2021-08-03
Kickxia cirrhosa,Kickxia,,cirrhosa,NA,NA,,,kew-2335454,TRUE,1.1,Accepted,Plantaginaceae,Kickxia,,cirrhosa,,,(L.) Fritsch,kew-2335454,Accepted,FALSE,FALSE,FALSE,2021-08-03
Lapeirousia laxa,Lapeirousia,,laxa,NA,NA,,,kew-326062,TRUE,1.1,Synonym,Iridaceae,Freesia,,laxa,,,(Thunb.) Goldblatt & J.C.Manning,kew-328131,Accepted,FALSE,FALSE,FALSE,2021-08-03
Lavandula viridis,Lavandula,,viridis,NA,NA,,,kew-109115,TRUE,1.1,Accepted,Lamiaceae,Lavandula,,viridis,,,L'Hér.,kew-109115,Accepted,FALSE,FALSE,FALSE,2021-08-03
Legousia scabra,Legousia,,scabra,NA,NA,,,kew-352436,TRUE,1.1,Accepted,Campanulaceae,Legousia,,scabra,,,(Lowe) Gamisans,kew-352436,Accepted,FALSE,FALSE,FALSE,2021-08-03
Leucanthemum lacustre,Leucanthemum,,lacustre,NA,NA,,,gcc-51636,TRUE,1.1,Accepted,Compositae,Leucanthemum,,lacustre,,,(Brot.) Samp.,gcc-51636,Accepted,FALSE,FALSE,FALSE,2021-08-03
Ligularia tussilaginea,Ligularia,,tussilaginea,NA,NA,,,gcc-16124,TRUE,1.1,Synonym,Compositae,Farfugium,,japonicum,,,(L.) Kitam.,gcc-95700,Accepted,FALSE,FALSE,FALSE,2021-08-03
Lilaeopsis attenuata,Lilaeopsis,,attenuata,NA,NA,,,kew-2342337,TRUE,1.1,Accepted,Apiaceae,Lilaeopsis,,attenuata,,,(Hook. & Arn.) Fernald,kew-2342337,Accepted,FALSE,FALSE,FALSE,2021-08-03
Lobelia urens,Lobelia,,urens,NA,NA,,,kew-352676,TRUE,1.1,Accepted,Campanulaceae,Lobelia,,urens,,,L.,kew-352676,Accepted,FALSE,FALSE,FALSE,2021-08-03
Lotus hispidus,Lotus,,hispidus,NA,NA,,,ild-7329,TRUE,1.1,Accepted,Leguminosae,Lotus,,hispidus,,,DC.,ild-7329,Accepted,FALSE,FALSE,FALSE,2021-08-03
Lupinus perennis,Lupinus,,perennis,NA,NA,,,ild-8907,TRUE,1.1,Accepted,Leguminosae,Lupinus,,perennis,,,L.,ild-8907,Accepted,FALSE,FALSE,FALSE,2021-08-03
Medicago caerulea,Medicago,,caerulea,NA,NA,,,tro-13035460,TRUE,1.1,Accepted,Leguminosae,Medicago,,caerulea,,,Less. ex Ledeb.,tro-13035460,Accepted,FALSE,FALSE,FALSE,2021-08-03
Myosotis latifolia,Myosotis,,latifolia,NA,NA,,,kew-2358172,TRUE,1.1,Accepted,Boraginaceae,Myosotis,,latifolia,,,Poir.,kew-2358172,Accepted,FALSE,FALSE,FALSE,2021-08-03
Myosotis secunda,Myosotis,,secunda,NA,NA,,,kew-2898482,TRUE,1.1,Accepted,Boraginaceae,Myosotis,,secunda,,,Al.Murray,kew-2898482,Accepted,FALSE,FALSE,FALSE,2021-08-03
Myrica aethiopica,Myrica,,aethiopica,NA,NA,,,kew-2501753,TRUE,1.1,Unresolved,Myricaceae,Myrica,,aethiopica,,,L.,kew-2501753,Unresolved,FALSE,FALSE,FALSE,2021-08-03
Narcissus calcicola,Narcissus,,calcicola,NA,NA,,,kew-282608,TRUE,1.1,Accepted,Amaryllidaceae,Narcissus,,calcicola,,,Mendonça,kew-282608,Accepted,FALSE,FALSE,FALSE,2021-08-03
Narcissus cyclamineus,Narcissus,,cyclamineus,NA,NA,,,kew-282693,TRUE,1.1,Accepted,Amaryllidaceae,Narcissus,,cyclamineus,,,DC.,kew-282693,Accepted,FALSE,FALSE,FALSE,2021-08-03
Nepeta racemosa,Nepeta,,racemosa,NA,NA,,,kew-134920,TRUE,1.1,Accepted,Lamiaceae,Nepeta,,racemosa,,,Lam.,kew-134920,Accepted,FALSE,FALSE,FALSE,2021-08-03
Nesaea myrtifolia,Nesaea,,myrtifolia,NA,NA,,,kew-2384057,TRUE,1.1,Unresolved,Lythraceae,Nesaea,,myrtifolia,,,Desf. ex A.St.-Hil.,kew-2384057,Unresolved,FALSE,FALSE,FALSE,2021-08-03
Nicotiana wigandioides,Nicotiana,,wigandioides,NA,NA,,,tro-29600963,TRUE,1.1,Accepted,Solanaceae,Nicotiana,,wigandioides,,,Koch & Fintelmann,tro-29600963,Accepted,FALSE,FALSE,FALSE,2021-08-03
Nolina recurvata,Nolina,,recurvata,NA,NA,,,kew-282360,TRUE,1.1,Synonym,Asparagaceae,Beaucarnea,,recurvata,,,Lem.,kew-300353,Accepted,FALSE,FALSE,FALSE,2021-08-03
Ochna atropurpurea,Ochna,,atropurpurea,NA,NA,,,tro-22800409,TRUE,1.1,Accepted,Ochnaceae,Ochna,,atropurpurea,,,DC.,tro-22800409,Accepted,FALSE,FALSE,FALSE,2021-08-03
Oenothera acutifolia,Oenothera,,acutifolia,NA,NA,,,kew-2399093,TRUE,1.1,Unresolved,Onagraceae,Oenothera,,acutifolia,,,Rostański,kew-2399093,Unresolved,FALSE,FALSE,FALSE,2021-08-03
Oenothera fallax,Oenothera,,fallax,NA,NA,,,tro-23200217,TRUE,1.1,Unresolved,Onagraceae,Oenothera,,fallax,,,Renner em Rostanski,tro-23200217,Unresolved,FALSE,FALSE,FALSE,2021-08-03
Oenothera hoelscheri,Oenothera,,hoelscheri,NA,NA,,,kew-2399048,TRUE,1.1,Unresolved,Onagraceae,Oenothera,,hoelscheri,,,Renner ex Rostański,kew-2399048,Unresolved,FALSE,FALSE,FALSE,2021-08-03
Oenothera jueterbogensis,Oenothera,,jueterbogensis,NA,NA,,,kew-2398974,TRUE,1.1,Unresolved,Onagraceae,Oenothera,,jueterbogensis,,,Hudziok,kew-2398974,Unresolved,FALSE,FALSE,FALSE,2021-08-03
Oenothera x albipercurva,Oenothera,×,albipercurva,NA,NA,,,kew-2398311,TRUE,1.1,Unresolved,Onagraceae,Oenothera,×,albipercurva,,,Renner ex Hudziok,kew-2398311,Unresolved,FALSE,FALSE,FALSE,2021-08-03
Opuntia ammophila,Opuntia,,ammophila,NA,NA,,,tro-5101280,TRUE,1.1,Accepted,Cactaceae,Opuntia,,ammophila,,,Small,tro-5101280,Accepted,FALSE,FALSE,FALSE,2021-08-03
Orobanche sanguinea,Orobanche,,sanguinea,NA,NA,,,kew-2395635,TRUE,1.1,Accepted,Orobanchaceae,Orobanche,,sanguinea,,,C.Presl,kew-2395635,Accepted,FALSE,FALSE,FALSE,2021-08-03
Oxalis triangularis,Oxalis,,triangularis,NA,NA,,,tro-23700250,TRUE,1.1,Accepted,Oxalidaceae,Oxalis,,triangularis,,,A. St.-Hil.,tro-23700250,Accepted,FALSE,FALSE,FALSE,2021-08-03
Panicum dichotomiflorum,Panicum,,dichotomiflorum,NA,NA,,,kew-428040,TRUE,1.1,Accepted,Poaceae,Panicum,,dichotomiflorum,,,Michx.,kew-428040,Accepted,FALSE,FALSE,FALSE,2021-08-03
Panicum dichotomum,Panicum,,dichotomum,NA,NA,,,kew-428047,TRUE,1.1,Accepted,Poaceae,Panicum,,dichotomum,,,L.,kew-428047,Accepted,FALSE,FALSE,FALSE,2021-08-03
Parietaria debilis,Parietaria,,debilis,NA,NA,,,kew-2546214,TRUE,1.1,Accepted,Urticaceae,Parietaria,,debilis,,,G.Forst.,kew-2546214,Accepted,FALSE,FALSE,FALSE,2021-08-03
Passiflora antioquiensis,Passiflora,,antioquiensis,NA,NA,,,tro-24200005,TRUE,1.1,Accepted,Passifloraceae,Passiflora,,antioquiensis,,,H. Karst.,tro-24200005,Accepted,FALSE,FALSE,FALSE,2021-08-03
Pelargonium cordifolium,Pelargonium,,cordifolium,NA,NA,,,tro-13900420,TRUE,1.1,Accepted,Geraniaceae,Pelargonium,,cordifolium,,,Curtis,tro-13900420,Accepted,FALSE,FALSE,FALSE,2021-08-03
Pimpinella villosa,Pimpinella,,villosa,NA,NA,,,kew-2405351,TRUE,1.1,Accepted,Apiaceae,Pimpinella,,villosa,,,Schousb.,kew-2405351,Accepted,FALSE,FALSE,FALSE,2021-08-03
Plantago serpentina,Plantago,,serpentina,NA,NA,,,kew-2570566,TRUE,1.1,Synonym,Plantaginaceae,Plantago,,maritima,,,L.,kew-2569772,Accepted,FALSE,FALSE,FALSE,2021-08-03
Plectranthus fruticosus,Plectranthus,,fruticosus,NA,NA,,,kew-158099,TRUE,1.1,Accepted,Lamiaceae,Plectranthus,,fruticosus,,,L'Hér.,kew-158099,Accepted,FALSE,FALSE,FALSE,2021-08-03
Pleioblastus argenteo-striatus,Pleioblastus,,argenteo-striatus,NA,NA,,,kew-434693,TRUE,1.1,Synonym,Poaceae,Pleioblastus,,fortunei,,,(Van Houtte) Nakai,kew-434741,Accepted,FALSE,FALSE,FALSE,2021-08-03
Poa angustifolia,Poa,,angustifolia,NA,NA,,,kew-435167,TRUE,1.1,Accepted,Poaceae,Poa,,angustifolia,,,L.,kew-435167,Accepted,FALSE,FALSE,FALSE,2021-08-03
Ptilostemon casabonae,Ptilostemon,,casabonae,NA,NA,,,gcc-40392,TRUE,1.1,Accepted,Compositae,Ptilostemon,,casabonae,,,(L.) Greuter,gcc-40392,Accepted,FALSE,FALSE,FALSE,2021-08-03
Pulicaria paludosa,Pulicaria,,paludosa,NA,NA,,,gcc-127238,TRUE,1.1,Synonym,Compositae,Pulicaria,,arabica,subsp.,hispanica,(Boiss.) Murb.,gcc-60627,Accepted,FALSE,FALSE,FALSE,2021-08-03
Ranunculus trilobus,Ranunculus,,trilobus,NA,NA,,,kew-2524543,TRUE,1.1,Accepted,Ranunculaceae,Ranunculus,,trilobus,,,Desf.,kew-2524543,Accepted,FALSE,FALSE,FALSE,2021-08-03
Reichardia picroides,Reichardia,,picroides,NA,NA,,,gcc-31506,TRUE,1.1,Accepted,Compositae,Reichardia,,picroides,,,(L.) Roth,gcc-31506,Accepted,FALSE,FALSE,FALSE,2021-08-03
Rhododendron mucronatum,Rhododendron,,mucronatum,NA,NA,,,tro-50060778,TRUE,1.1,Accepted,Ericaceae,Rhododendron,,mucronatum,,,(Blume) G. Don,tro-50060778,Accepted,FALSE,FALSE,FALSE,2021-08-03
Romulea columnae,Romulea,,columnae,NA,NA,,,kew-324534,TRUE,1.1,Accepted,Iridaceae,Romulea,,columnae,,,Sebast. & Mauri,kew-324534,Accepted,FALSE,FALSE,FALSE,2021-08-03
Rosa arvensis,Rosa,,arvensis,NA,NA,,,rjp-535,TRUE,1.1,Accepted,Rosaceae,Rosa,,arvensis,,,Huds.,rjp-535,Accepted,FALSE,FALSE,FALSE,2021-08-03
Ruellia brevifolia,Ruellia,,brevifolia,NA,NA,,,kew-2421718,TRUE,1.1,Accepted,Acanthaceae,Ruellia,,brevifolia,,,(Pohl) C.Ezcurra,kew-2421718,Accepted,FALSE,FALSE,FALSE,2021-08-03
Rumex violascens,Rumex,,violascens,NA,NA,,,tro-26000939,TRUE,1.1,Accepted,Polygonaceae,Rumex,,violascens,,,Rech. f.,tro-26000939,Accepted,FALSE,FALSE,FALSE,2021-08-03
Rytidosperma tenuius,Rytidosperma,,tenuius,NA,NA,,,kew-439825,TRUE,1.1,Accepted,Poaceae,Rytidosperma,,tenuius,,,"(Steud.) O.E.Erikss., A.Hansen & Sunding",kew-439825,Accepted,FALSE,FALSE,FALSE,2021-08-03
Sagittaria lancifolia,Sagittaria,,lancifolia,NA,NA,,,kew-287245,TRUE,1.1,Accepted,Alismataceae,Sagittaria,,lancifolia,,,L.,kew-287245,Accepted,FALSE,FALSE,FALSE,2021-08-03
Scutellaria minor,Scutellaria,,minor,NA,NA,,,kew-189371,TRUE,1.1,Accepted,Lamiaceae,Scutellaria,,minor,,,Huds.,kew-189371,Accepted,FALSE,FALSE,FALSE,2021-08-03
Senecio serpens,Senecio,,serpens,NA,NA,,,gcc-51638,TRUE,1.1,Accepted,Compositae,Senecio,,serpens,,,G.D.Rowley,gcc-51638,Accepted,FALSE,FALSE,FALSE,2021-08-03
Senecio tamoides,Senecio,,tamoides,NA,NA,,,gcc-123948,TRUE,1.1,Accepted,Compositae,Senecio,,tamoides,,,DC.,gcc-123948,Accepted,FALSE,FALSE,FALSE,2021-08-03
Sibthorpia europaea,Sibthorpia,,europaea,NA,NA,,,kew-2585504,TRUE,1.1,Accepted,Plantaginaceae,Sibthorpia,,europaea,,,L.,kew-2585504,Accepted,FALSE,FALSE,FALSE,2021-08-03
Silene psammitis,Silene,,psammitis,NA,NA,,,kew-2487361,TRUE,1.1,Accepted,Caryophyllaceae,Silene,,psammitis,,,Link ex Spreng.,kew-2487361,Accepted,FALSE,FALSE,FALSE,2021-08-03
Smilax canariensis,Smilax,,canariensis,NA,NA,,,kew-288458,TRUE,1.1,Accepted,Smilacaceae,Smilax,,canariensis,,,Willd.,kew-288458,Accepted,FALSE,FALSE,FALSE,2021-08-03
Sobralia macrantha,Sobralia,,macrantha,NA,NA,,,kew-192690,TRUE,1.1,Accepted,Orchidaceae,Sobralia,,macrantha,,,Lindl.,kew-192690,Accepted,FALSE,FALSE,FALSE,2021-08-03
Solanum hispidum,Solanum,,hispidum,NA,NA,,,tro-29600111,TRUE,1.1,Synonym,Solanaceae,Solanum,,asperolanatum,,,Ruiz & Pav.,tro-29603560,Accepted,FALSE,FALSE,FALSE,2021-08-03
Solidago sempervirens,Solidago,,sempervirens,NA,NA,,,gcc-118620,TRUE,1.1,Accepted,Compositae,Solidago,,sempervirens,,,Michx.,gcc-118620,Accepted,FALSE,FALSE,FALSE,2021-08-03
Solidago x niederederi,Solidago,×,niederederi,NA,NA,,,gcc-90916,TRUE,1.1,Unresolved,Compositae,Solidago,,niederederi,,,Khek,gcc-90916,Unresolved,FALSE,FALSE,FALSE,2021-08-03
Sollya heterophylla,Sollya,,heterophylla,NA,NA,,,kew-2599507,TRUE,1.1,Synonym,Pittosporaceae,Billardiera,,heterophylla,,,(Lindl.) L.W.Cayzer & Crisp,kew-2675976,Accepted,FALSE,FALSE,FALSE,2021-08-03
Sophora jaubertii,Sophora,,jaubertii,NA,NA,,,ild-8999,TRUE,1.1,Accepted,Leguminosae,Sophora,,jaubertii,,,Spach,ild-8999,Accepted,FALSE,FALSE,FALSE,2021-08-03
Strobilanthes maculata,Strobilanthes,,maculata,NA,NA,,,kew-2476687,TRUE,1.1,Unresolved,Acanthaceae,Strobilanthes,,maculata,,,Nees,kew-2476687,Unresolved,FALSE,FALSE,FALSE,2021-08-03
Taraxacum ekmanii,Taraxacum,,ekmanii,NA,NA,,,gcc-128511,TRUE,1.1,Accepted,Compositae,Taraxacum,,ekmanii,,,Dahlst.,gcc-128511,Accepted,FALSE,FALSE,FALSE,2021-08-03
Taraxacum maderense,Taraxacum,,maderense,NA,NA,,,gcc-18811,TRUE,1.1,Accepted,Compositae,Taraxacum,,maderense,,,Sahlin & Soest,gcc-18811,Accepted,FALSE,FALSE,FALSE,2021-08-03
Taraxacum perssonii,Taraxacum,,perssonii,NA,NA,,,gcc-133279,TRUE,1.1,Accepted,Compositae,Taraxacum,,perssonii,,,plaglund ex Sahlin & Soest,gcc-133279,Accepted,FALSE,FALSE,FALSE,2021-08-03
Thamnocalamus tessellatus,Thamnocalamus,,tessellatus,NA,NA,,,kew-446360,TRUE,1.1,Accepted,Poaceae,Thamnocalamus,,tessellatus,,,(Nees) Soderstr. & R.P.Ellis,kew-446360,Accepted,FALSE,FALSE,FALSE,2021-08-03
Tinantia fugax,Tinantia,,fugax,NA,NA,,,kew-270038,TRUE,1.1,Synonym,Commelinaceae,Tinantia,,erecta,,,(Jacq.) Fenzl,kew-270037,Accepted,FALSE,FALSE,FALSE,2021-08-03
Tolpis umbellata,Tolpis,,umbellata,NA,NA,,,gcc-76027,TRUE,1.1,Accepted,Compositae,Tolpis,,umbellata,,,Bertol.,gcc-76027,Accepted,FALSE,FALSE,FALSE,2021-08-03
Triglochin scilloides,Triglochin,,scilloides,NA,NA,,,kew-468238,TRUE,1.1,Accepted,Juncaginaceae,Triglochin,,scilloides,,,(Poir.) Mering & Kadereit,kew-468238,Accepted,FALSE,FALSE,FALSE,2021-08-03
Urospermum picroides,Urospermum,,picroides,NA,NA,,,gcc-123903,TRUE,1.1,Accepted,Compositae,Urospermum,,picroides,,,(L.) Scop. ex F.W.Schmidt,gcc-123903,Accepted,FALSE,FALSE,FALSE,2021-08-03
Urtica membranacea,Urtica,,membranacea,NA,NA,,,kew-2449240,TRUE,1.1,Accepted,Urticaceae,Urtica,,membranacea,,,Poir. ex Savigny,kew-2449240,Accepted,FALSE,FALSE,FALSE,2021-08-03
Urtica morifolia,Urtica,,morifolia,NA,NA,,,kew-2449275,TRUE,1.1,Accepted,Urticaceae,Urtica,,morifolia,,,Poir.,kew-2449275,Accepted,FALSE,FALSE,FALSE,2021-08-03
Veronica repens,Veronica,,repens,NA,NA,,,kew-2463091,TRUE,1.1,Accepted,Plantaginaceae,Veronica,,repens,,,Clarion ex DC.,kew-2463091,Accepted,FALSE,FALSE,FALSE,2021-08-03
Vincetoxicum rossicum,Vincetoxicum,,rossicum,NA,NA,,,kew-2898438,TRUE,1.1,Accepted,Apocynaceae,Vincetoxicum,,rossicum,,,(Kleopow) Barbar.,kew-2898438,Accepted,FALSE,FALSE,FALSE,2021-08-03
Vulpia muralis,Vulpia,,muralis,NA,NA,,,kew-450038,TRUE,1.1,Accepted,Poaceae,Vulpia,,muralis,,,(Kunth) Nees,kew-450038,Accepted,FALSE,FALSE,FALSE,2021-08-03
Adenocaulon adhaerescens,Adenocaulon,,adhaerescens,NA,NA,,,gcc-19606,TRUE,1.1,Synonym,Compositae,Adenocaulon,,himalaicum,,,Edgew.,gcc-103381,Accepted,FALSE,FALSE,FALSE,2021-08-03
Aizoon canariense,Aizoon,,canariense,NA,NA,,,kew-2627016,TRUE,1.1,Accepted,Aizoaceae,Aizoon,,canariense,,,L.,kew-2627016,Accepted,FALSE,FALSE,FALSE,2021-08-03
Alkanna lycopsoides,Alkanna,,lycopsoides,NA,NA,,,,FALSE,1.1,,,Alkanna,,lycopsoides,NA,,,,,FALSE,FALSE,FALSE,2021-08-03
Athamanta sicula,Athamanta,,sicula,NA,NA,,,kew-2664738,TRUE,1.1,Accepted,Apiaceae,Athamanta,,sicula,,,L.,kew-2664738,Accepted,FALSE,FALSE,FALSE,2021-08-03
Atriplex portulacoides,Atriplex,,portulacoides,NA,NA,,,kew-2665685,TRUE,1.1,Accepted,Amaranthaceae,Atriplex,,portulacoides,,,L.,kew-2665685,Accepted,FALSE,FALSE,FALSE,2021-08-03
Calystegia inflata,Calystegia,,inflata,NA,NA,,,tro-8502191,TRUE,1.1,Accepted,Convolvulaceae,Calystegia,,inflata,,,G. Don,tro-8502191,Accepted,FALSE,FALSE,FALSE,2021-08-03
Centaurea napifolia,Centaurea,,napifolia,NA,NA,,,gcc-98956,TRUE,1.1,Accepted,Compositae,Centaurea,,napifolia,,,L.,gcc-98956,Accepted,FALSE,FALSE,FALSE,2021-08-03
Cestrum foetidissimum,Cestrum,,foetidissimum,NA,NA,,,kew-2713484,TRUE,1.1,Synonym,Solanaceae,Cestrum,,parqui,,,(Lam.) L'Hér.,kew-2713698,Accepted,FALSE,FALSE,FALSE,2021-08-03
Chamaesyce humistrata,Chamaesyce,,humistrata,NA,NA,,,kew-38027,TRUE,1.1,Synonym,Euphorbiaceae,Euphorbia,,humistrata,,,Engelm. ex A.Gray,kew-80204,Accepted,FALSE,FALSE,FALSE,2021-08-03
Commicarpus africanus,Commicarpus,,africanus,NA,NA,,,kew-2733333,TRUE,1.1,Synonym,Nyctaginaceae,Boerhavia,,africana,,,Lour.,kew-2678566,Accepted,FALSE,FALSE,FALSE,2021-08-03
Conyza primulaefolia,Conyza,,primulaefolia,NA,NA,,,,FALSE,1.1,,,Conyza,,primulaefolia,NA,,,,,FALSE,FALSE,FALSE,2021-08-03
Cotula mexicana,Cotula,,mexicana,NA,NA,,,gcc-32023,TRUE,1.1,Accepted,Compositae,Cotula,,mexicana,,,(DC.) Cabrera,gcc-32023,Accepted,FALSE,FALSE,FALSE,2021-08-03
Crepis bellidifolia,Crepis,,bellidifolia,NA,NA,,,gcc-27674,TRUE,1.1,Accepted,Compositae,Crepis,,bellidifolia,,,Loisel.,gcc-27674,Accepted,FALSE,FALSE,FALSE,2021-08-03
Cyperus auricomus,Cyperus,,auricomus,NA,NA,,,kew-235772,TRUE,1.1,Synonym,Cyperaceae,Cyperus,,digitatus,subsp.,auricomus,(Sieber ex Spreng.) Kük.,kew-236366,Accepted,FALSE,FALSE,FALSE,2021-08-03
Elatine hungarica,Elatine,,hungarica,NA,NA,,,kew-2786546,TRUE,1.1,Accepted,Elatinaceae,Elatine,,hungarica,,,Moesz,kew-2786546,Accepted,FALSE,FALSE,FALSE,2021-08-03
Fuchsia coccinea,Fuchsia,,coccinea,NA,NA,,,kew-2814859,TRUE,1.1,Accepted,Onagraceae,Fuchsia,,coccinea,,,Aiton,kew-2814859,Accepted,FALSE,FALSE,FALSE,2021-08-03
Galanthus alpinus,Galanthus,,alpinus,NA,NA,,,kew-307512,TRUE,1.1,Accepted,Amaryllidaceae,Galanthus,,alpinus,,,Sosn.,kew-307512,Accepted,FALSE,FALSE,FALSE,2021-08-03
Galinsoga urticifolia,Galinsoga,,urticifolia,NA,NA,,,gcc-51163,TRUE,1.1,Synonym,Compositae,Galinsoga,,quadriradiata,,,Ruiz & Pav.,gcc-76162,Accepted,FALSE,FALSE,FALSE,2021-08-03
