species,sub_tsn,acc_tsn,syn_author,syn_name,syn_tsn,acc_name,acc_author
Euphorbia sareptana,1025853,1025853,(Pacz.) Galushko,Tithymalus tanaiticus,1031522,NA,NA
Euphorbia sareptana,1025853,1025853,(Lipsky) Galushko,Tithymalus chimaerus,1031693,NA,NA
Festuca falax,NA,NA,NA,NA,NA,NA,NA
Goldbachia laevigata,NA,NA,NA,NA,NA,NA,NA
Hordeum glaucum,40878,524160,Covas,Hordeum stebbinsii,40873,Hordeum murinum ssp. glaucum,(Steud.) Tzvelev
Hordeum glaucum,40878,524160,Steud.,Hordeum glaucum,40878,Hordeum murinum ssp. glaucum,(Steud.) Tzvelev
Hordeum glaucum,40878,524160,(Steud.) W.A. Weber,Critesion murinum ssp. glaucum,525535,Hordeum murinum ssp. glaucum,(Steud.) Tzvelev
Hordeum glaucum,40878,524160,(Steud.) Á. Löve,Critesion glaucum,565877,Hordeum murinum ssp. glaucum,(Steud.) Tzvelev
Hordeum glaucum,40878,524160,(Steud.) B.K. Simon,Critesion murinum ssp. glaucum,797700,Hordeum murinum ssp. glaucum,(Steud.) Tzvelev
Hordeum glaucum,40878,524160,(Steud.) T.A. Booth & A.J. Richards,Hordeum leporinum ssp. glaucum,797896,Hordeum murinum ssp. glaucum,(Steud.) Tzvelev
Hordeum glaucum,40878,524160,Pau & Font Quer,Hordeum murinum var. pedicellatum,800838,Hordeum murinum ssp. glaucum,(Steud.) Tzvelev
Hyoscyamus pallidus,NA,NA,NA,NA,NA,NA,NA
Limonium meyeri,NA,NA,NA,NA,NA,NA,NA
Malva ambigua,NA,NA,NA,NA,NA,NA,NA
Malva erecta,NA,NA,NA,NA,NA,NA,NA
Mentha gentilis,516997,503751,J. Gerard ex Baker,Mentha cardiaca,32266,Mentha X gracilis,Sole (pro. sp.)
Mentha gentilis,516997,503751,auct. non F.W. Schultz,Mentha X muelleriana,516993,Mentha X gracilis,Sole (pro. sp.)
Mentha gentilis,516997,503751,auct. non L.,Mentha gentilis,516997,Mentha X gracilis,Sole (pro. sp.)
Mentha gentilis,516997,503751,(J. Gerard ex Baker) B. Boivin (pro nm.),Mentha X gentilis var. cardiaca,537467,Mentha X gracilis,Sole (pro. sp.)
Microthlaspi perfoliatum,517121,517121,L.,Thlaspi perfoliatum,23425,NA,NA
Nigella segetalis,NA,NA,NA,NA,NA,NA,NA
Nonea echioides,NA,NA,NA,NA,NA,NA,NA
Odontites verna,NA,NA,NA,NA,NA,NA,NA
Oxalis dillenii,29074,29074,Salisb.,Oxalis florida,29076,NA,NA
Oxalis dillenii,29074,29074,Salisb.,Oxalis florida var. florida,29077,NA,NA
Oxalis dillenii,29074,29074,(Haw.) Lourteig,Oxalis florida ssp. prostrata,29078,NA,NA
Oxalis dillenii,29074,29074,Small,Oxalis brittoniae,518009,NA,NA
Oxalis dillenii,29074,29074,Small,Oxalis filipes,518019,NA,NA
Oxalis dillenii,29074,29074,Haw.,Oxalis prostrata,518029,NA,NA
Oxalis dillenii,29074,29074,Raf.,Oxalis rupestris,518036,NA,NA
Oxalis dillenii,29074,29074,(Small) Small,Xanthoxalis brittoniae,523516,NA,NA
Oxalis dillenii,29074,29074,(Jacq.) Holub,Xanthoxalis dillenii,523522,NA,NA
Oxalis dillenii,29074,29074,(Small) Small,Xanthoxalis filipes,523523,NA,NA
Oxalis dillenii,29074,29074,(Salisb.) Moldenke,Xanthoxalis florida,523524,NA,NA
Oxalis dillenii,29074,29074,Jacq.,Oxalis dillenii ssp. dillenii,524394,NA,NA
Oxalis dillenii,29074,29074,(Small) Eiten,Oxalis dillenii ssp. filipes,524395,NA,NA
Oxalis dillenii,29074,29074,(Jacq.) Trel.,Oxalis corniculata var. dillenii,538123,NA,NA
Oxalis dillenii,29074,29074,Shinners,Oxalis dillenii var. radicans,538136,NA,NA
Oxalis dillenii,29074,29074,(Small) H.E. Ahles,Oxalis florida var. filipes,538140,NA,NA
Papaver pavoninum,NA,NA,NA,NA,NA,NA,NA
Pastinaca umbrosa,NA,NA,NA,NA,NA,NA,NA
Polygonum propinquum,NA,NA,NA,NA,NA,NA,NA
Potentilla supina subsp. paradoxa,NA,NA,NA,NA,NA,NA,NA
Puccinellia poecilantha,NA,NA,NA,NA,NA,NA,NA
Pyrethrum partheniifolium,NA,NA,NA,NA,NA,NA,NA
Raphanus sativus,23290,23290,(L.) G. Beck,Raphanus raphanistrum var. sativus,539540,NA,NA
Rhinanthus apterus,NA,NA,NA,NA,NA,NA,NA
Rubia iberica,NA,NA,NA,NA,NA,NA,NA
Rumex larrinii,NA,NA,NA,NA,NA,NA,NA
Sisymbrium confertum,NA,NA,NA,NA,NA,NA,NA
Solanum alatum,565956,565530,Mill.,Solanum luteum,30441,Solanum villosum,Mill.
Solanum alatum,565956,565530,Mill.,Solanum luteum var. luteum,30442,Solanum villosum,Mill.
Solanum alatum,565956,565530,(Moench) Dostál,Solanum luteum ssp. alatum,30443,Solanum villosum,Mill.
Solanum alatum,565956,565530,Moench,Solanum alatum,565956,Solanum villosum,Mill.
Solanum alatum,565956,565530,L.,Solanum nigrum var. villosum,566568,Solanum villosum,Mill.
Solanum decipiens,NA,NA,NA,NA,NA,NA,NA
Thymelaea passerina,27131,27131,Wikstr.,Passerina annua,518522,NA,NA
Valerianella muricata,NA,NA,NA,NA,NA,NA,NA
Valerianella pumila,NA,NA,NA,NA,NA,NA,NA
Valerianella uncinata,NA,NA,NA,NA,NA,NA,NA
Veronica cardiocarpa,NA,NA,NA,NA,NA,NA,NA
Apodanthera aspera,NA,NA,NA,NA,NA,NA,NA
Arceuthobium abietinum,184676,27890,Hawksw. & Wiens,Arceuthobium apachecum,27888,Arceuthobium campylopodum,Engelm.
Arceuthobium abietinum,184676,27890,Hawksw. & Wiens,Arceuthobium californicum,27889,Arceuthobium campylopodum,Engelm.
Arceuthobium abietinum,184676,27890,(Piper) H. St. John,Arceuthobium laricis,27893,Arceuthobium campylopodum,Engelm.
Arceuthobium abietinum,184676,27890,Engelm.,Arceuthobium occidentale,27894,Arceuthobium campylopodum,Engelm.
Arceuthobium abietinum,184676,27890,(Rosend.) G.N. Jones,Arceuthobium tsugense,27896,Arceuthobium campylopodum,Engelm.
Arceuthobium abietinum,184676,27890,Engelm. ex Munz,Arceuthobium abietinum,184676,Arceuthobium campylopodum,Engelm.
Arceuthobium abietinum,184676,27890,(A. Nelson ex Rydb.) A. Nelson,Arceuthobium cyanocarpum,184678,Arceuthobium campylopodum,Engelm.
Arceuthobium abietinum,184676,27890,(Engelm.) Hawksw. & Wiens,Arceuthobium microcarpum,184680,Arceuthobium campylopodum,Engelm.
Arceuthobium abietinum,184676,27890,"Hawksw., Wiens & Nickrent",Arceuthobium littorum,508075,Arceuthobium campylopodum,Engelm.
Arceuthobium abietinum,184676,27890,"Hawksw., Wiens & Nickrent",Arceuthobium monticola,508076,Arceuthobium campylopodum,Engelm.
Arceuthobium abietinum,184676,27890,"Hawksw., Wiens & Nickrent",Arceuthobium siskiyouense,508077,Arceuthobium campylopodum,Engelm.
Arceuthobium abietinum,184676,27890,Hawksw. & Nickrent,Arceuthobium tsugense ssp. mertensianae,525169,Arceuthobium campylopodum,Engelm.
Arceuthobium abietinum,184676,27890,(Rosend.) G.N. Jones,Arceuthobium tsugense ssp. tsugense,525170,Arceuthobium campylopodum,Engelm.
Arceuthobium abietinum,184676,27890,Hawksw. & Wiens,Arceuthobium apachense,895614,Arceuthobium campylopodum,Engelm.
Arceuthobium abietinum,184676,27890,Mathiasen & C.M. Daugherty,Arceuthobium tsugense ssp. amabilae,895618,Arceuthobium campylopodum,Engelm.
Arceuthobium abietinum f.sp. concoloris,NA,NA,NA,NA,NA,NA,NA
Arceuthobium campylopodum,27890,27890,Hawksw. & Wiens,Arceuthobium apachecum,27888,NA,NA
Arceuthobium campylopodum,27890,27890,Hawksw. & Wiens,Arceuthobium californicum,27889,NA,NA
Arceuthobium campylopodum,27890,27890,(Piper) H. St. John,Arceuthobium laricis,27893,NA,NA
Arceuthobium campylopodum,27890,27890,Engelm.,Arceuthobium occidentale,27894,NA,NA
Arceuthobium campylopodum,27890,27890,(Rosend.) G.N. Jones,Arceuthobium tsugense,27896,NA,NA
Arceuthobium campylopodum,27890,27890,Engelm. ex Munz,Arceuthobium abietinum,184676,NA,NA
Arceuthobium campylopodum,27890,27890,(A. Nelson ex Rydb.) A. Nelson,Arceuthobium cyanocarpum,184678,NA,NA
Arceuthobium campylopodum,27890,27890,(Engelm.) Hawksw. & Wiens,Arceuthobium microcarpum,184680,NA,NA
Arceuthobium campylopodum,27890,27890,"Hawksw., Wiens & Nickrent",Arceuthobium littorum,508075,NA,NA
Arceuthobium campylopodum,27890,27890,"Hawksw., Wiens & Nickrent",Arceuthobium monticola,508076,NA,NA
Arceuthobium campylopodum,27890,27890,"Hawksw., Wiens & Nickrent",Arceuthobium siskiyouense,508077,NA,NA
Arceuthobium campylopodum,27890,27890,Hawksw. & Nickrent,Arceuthobium tsugense ssp. mertensianae,525169,NA,NA
Arceuthobium campylopodum,27890,27890,(Rosend.) G.N. Jones,Arceuthobium tsugense ssp. tsugense,525170,NA,NA
Arceuthobium campylopodum,27890,27890,Hawksw. & Wiens,Arceuthobium apachense,895614,NA,NA
Arceuthobium campylopodum,27890,27890,Mathiasen & C.M. Daugherty,Arceuthobium tsugense ssp. amabilae,895618,NA,NA
Arceuthobium laricis,27893,27890,Hawksw. & Wiens,Arceuthobium apachecum,27888,Arceuthobium campylopodum,Engelm.
Arceuthobium laricis,27893,27890,Hawksw. & Wiens,Arceuthobium californicum,27889,Arceuthobium campylopodum,Engelm.
Arceuthobium laricis,27893,27890,(Piper) H. St. John,Arceuthobium laricis,27893,Arceuthobium campylopodum,Engelm.
Arceuthobium laricis,27893,27890,Engelm.,Arceuthobium occidentale,27894,Arceuthobium campylopodum,Engelm.
Arceuthobium laricis,27893,27890,(Rosend.) G.N. Jones,Arceuthobium tsugense,27896,Arceuthobium campylopodum,Engelm.
Arceuthobium laricis,27893,27890,Engelm. ex Munz,Arceuthobium abietinum,184676,Arceuthobium campylopodum,Engelm.
Arceuthobium laricis,27893,27890,(A. Nelson ex Rydb.) A. Nelson,Arceuthobium cyanocarpum,184678,Arceuthobium campylopodum,Engelm.
Arceuthobium laricis,27893,27890,(Engelm.) Hawksw. & Wiens,Arceuthobium microcarpum,184680,Arceuthobium campylopodum,Engelm.
Arceuthobium laricis,27893,27890,"Hawksw., Wiens & Nickrent",Arceuthobium littorum,508075,Arceuthobium campylopodum,Engelm.
Arceuthobium laricis,27893,27890,"Hawksw., Wiens & Nickrent",Arceuthobium monticola,508076,Arceuthobium campylopodum,Engelm.
Arceuthobium laricis,27893,27890,"Hawksw., Wiens & Nickrent",Arceuthobium siskiyouense,508077,Arceuthobium campylopodum,Engelm.
Arceuthobium laricis,27893,27890,Hawksw. & Nickrent,Arceuthobium tsugense ssp. mertensianae,525169,Arceuthobium campylopodum,Engelm.
Arceuthobium laricis,27893,27890,(Rosend.) G.N. Jones,Arceuthobium tsugense ssp. tsugense,525170,Arceuthobium campylopodum,Engelm.
Arceuthobium laricis,27893,27890,Hawksw. & Wiens,Arceuthobium apachense,895614,Arceuthobium campylopodum,Engelm.
Arceuthobium laricis,27893,27890,Mathiasen & C.M. Daugherty,Arceuthobium tsugense ssp. amabilae,895618,Arceuthobium campylopodum,Engelm.
Arceuthobium pusillum,27895,27895,(Peck) Kuntze,Razoumofskya pusilla,519993,NA,NA
Arceuthobium tsugense,27896,27890,Hawksw. & Wiens,Arceuthobium apachecum,27888,Arceuthobium campylopodum,Engelm.
Arceuthobium tsugense,27896,27890,Hawksw. & Wiens,Arceuthobium californicum,27889,Arceuthobium campylopodum,Engelm.
Arceuthobium tsugense,27896,27890,(Piper) H. St. John,Arceuthobium laricis,27893,Arceuthobium campylopodum,Engelm.
Arceuthobium tsugense,27896,27890,Engelm.,Arceuthobium occidentale,27894,Arceuthobium campylopodum,Engelm.
Arceuthobium tsugense,27896,27890,(Rosend.) G.N. Jones,Arceuthobium tsugense,27896,Arceuthobium campylopodum,Engelm.
Arceuthobium tsugense,27896,27890,Engelm. ex Munz,Arceuthobium abietinum,184676,Arceuthobium campylopodum,Engelm.
Arceuthobium tsugense,27896,27890,(A. Nelson ex Rydb.) A. Nelson,Arceuthobium cyanocarpum,184678,Arceuthobium campylopodum,Engelm.
Arceuthobium tsugense,27896,27890,(Engelm.) Hawksw. & Wiens,Arceuthobium microcarpum,184680,Arceuthobium campylopodum,Engelm.
Arceuthobium tsugense,27896,27890,"Hawksw., Wiens & Nickrent",Arceuthobium littorum,508075,Arceuthobium campylopodum,Engelm.
Arceuthobium tsugense,27896,27890,"Hawksw., Wiens & Nickrent",Arceuthobium monticola,508076,Arceuthobium campylopodum,Engelm.
Arceuthobium tsugense,27896,27890,"Hawksw., Wiens & Nickrent",Arceuthobium siskiyouense,508077,Arceuthobium campylopodum,Engelm.
Arceuthobium tsugense,27896,27890,Hawksw. & Nickrent,Arceuthobium tsugense ssp. mertensianae,525169,Arceuthobium campylopodum,Engelm.
Arceuthobium tsugense,27896,27890,(Rosend.) G.N. Jones,Arceuthobium tsugense ssp. tsugense,525170,Arceuthobium campylopodum,Engelm.
Arceuthobium tsugense,27896,27890,Hawksw. & Wiens,Arceuthobium apachense,895614,Arceuthobium campylopodum,Engelm.
Arceuthobium tsugense,27896,27890,Mathiasen & C.M. Daugherty,Arceuthobium tsugense ssp. amabilae,895618,Arceuthobium campylopodum,Engelm.
Arceuthobium vaginatum,27897,27897,(Willd.) J. Presl,Arceuthobium vaginatum,27898,NA,NA
Ardisia acuminata,NA,NA,NA,NA,NA,NA,NA
Arthraxon quartinianus,786664,798259,(Hack.) Honda,Arthraxon hispidus var. cryptatherus,185331,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,Hack.,Arthraxon ciliaris var. cryptatherus,185332,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,Hack.,Arthraxon ciliaris var. cryptatherus,185334,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,Thunb.,Phalaris hispida,518862,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,A. Rich.,Alectoridia quartiniana,785889,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,A. Rich. ex Steud.,Andropogon alectoridia,786038,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,Trin.,Andropogon amplexifolius,786044,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,(P. Beauv.) Raspail,Andropogon ciliaris,786095,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,Hochst. ex A. Rich.,Andropogon cuspidatus,786110,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,Steud.,Andropogon lasiocoleus,786206,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,(Nees) Steud.,Andropogon micans,786235,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,Nees ex Steud.,Andropogon nudus,786260,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,Nees ex Steud.,Andropogon submuticus,786347,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,A. Camus,Arthraxon antsirabensis,786636,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,Hack.,Arthraxon breviaristatus,786637,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,(Rupr. ex Regel) Tzvelev,Arthraxon caucasicus,786638,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,(Griseb.) Gamajun.,Arthraxon centrasiaticus,786639,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,P. Beauv.,Arthraxon ciliaris,786640,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,Hochst.,Arthraxon coloratus,786641,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,(Hack.) Koidz.,Arthraxon cryptatherus,786642,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,(Hochst. ex A. Rich.) Hochst.,Arthraxon cuspidatus,786643,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,(Kunth) Hochst.,Arthraxon gracilis,786645,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,(Hack.) Henrard,Arthraxon hookeri,786647,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,Hook. f.,Arthraxon inermis,786648,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,Miq.,Arthraxon japonicus,786649,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,Honda,Arthraxon kobuna,786650,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,(Trin.) Hochst.,Arthraxon langsdorffii,786651,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,(Trin.) Hochst.,Arthraxon langsdorfianus,786652,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,(Steud.) Hochst.,Arthraxon lasiocoleos,786653,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,(Hochst. ex Steud.) Hochst.,Arthraxon major,786654,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,Stapf ex C.E. Hubb.,Arthraxon mauritianus,786655,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,(Nees) Hochst.,Arthraxon micans,786656,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,Stapf ex Bor,Arthraxon nitidulus,786657,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,(Nees ex Steud.) Hochst.,Arthraxon nudus,786658,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,Ohwi,Arthraxon okamotoi,786659,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,Henrard,Arthraxon pallidus,786660,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,Honda,Arthraxon pauciflorus,786661,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,(Nees ex Arn.) Hochst.,Arthraxon plumbeus,786663,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,(A. Rich.) Nash,Arthraxon quartinianus,786664,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,M.R. Almeida,Arthraxon satarensis,786666,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,(Hochst. ex A. Rich.) Hochst.,Arthraxon schimperi,786667,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,(Nees ex Steud.) Hochst.,Arthraxon submuticus,786668,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,(Steud.) Hochst.,Arthraxon violaceus,786669,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,(Hochst. ex A. Rich.) Hochst.,Batratherum cuspidatum,787338,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,Nees,Batratherum micans,787339,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,Duthie,Batratherum plumbeum,787340,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,(Nees ex Steud.) W. Watson,Batratherum submuticum,787341,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,P. Beauv.,Chilochloa hispida,788232,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,Spreng.,Deyeuxia japonica,788926,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,(Thunb.) Spreng.,Digitaria hispida,789113,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,C.B. Clarke ex Koord.,Dimeria scrobiculata,789159,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,(Thunb.) Steud.,Lasiolytrum hispidum,790839,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,Kunth,Lucaea gracilis,791000,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,(Trin.) Steud.,Lucaea langsdorffii,791001,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,Hochst. ex Steud.,Lucaea major,791002,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,(Nees ex Arn.) Steud.,Lucaea plumbea,791003,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,Steud.,Lucaea violacea,791004,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,Büse,Lucaea vriesii,791005,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,(Rupr. ex Regel) Trautv.,Pleuroplitis caucasica,793931,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,Griseb.,Pleuroplitis centrasiatica,793932,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,Trin.,Pleuroplitis langsdorffii,793933,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,(Hochst. ex Steud.) Regel,Pleuroplitis major,793934,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,Nees ex Arn.,Pleuroplitis plumbea,793935,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,(A. Rich.) Regel,Pleuroplitis quartiniana,793936,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,(P. Beauv.) Spreng.,Pollinia ciliaris,794500,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,Hochst.,Psilopogon schimperi,794573,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,(Trin.) Hack.,Arthraxon ciliare ssp. langsdorffii,797600,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,(Nees ex Steud.) Hack.,Arthraxon ciliare ssp. nudus,797601,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,(A. Rich.) Hack.,Arthraxon ciliare ssp. quartinianus,797602,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,(Nees ex Steud.) Hack.,Arthraxon ciliare ssp. submuticus,797603,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,(Büse) Hack.,Arthraxon ciliare ssp. vriesii,797604,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,(Trin.) Hack.,Arthraxon ciliaris ssp. langsdorffii,797605,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,(Nees ex Steud.) Hack.,Arthraxon ciliaris ssp. nudus,797606,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,(A. Rich.) Hack.,Arthraxon ciliaris ssp. quartinianus,797607,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,(Nees ex Steud.) Hack.,Arthraxon ciliaris ssp. submuticus,797608,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,(Büse) Hack.,Arthraxon ciliaris ssp. vriesii,797609,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,(Nees ex Steud.) Koidz.,Arthraxon cryptatherus ssp. nudus,797610,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,(Nees ex Steud.) Koidz.,Arthraxon cryptatherus ssp. submuticus,797611,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,(Rupr. ex Regel) Tzvelev,Arthraxon hispidus ssp. caucasicus,797612,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,(Griseb.) Tzvelev,Arthraxon hispidus ssp. centrasiaticus,797613,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,(P. Beauv.) Masam. & Yanag.,Arthraxon hispidus ssp. ciliaris,797614,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,(Trin.) Tzvelev,Arthraxon hispidus ssp. langsdorffii,797615,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,(A. Rich.) Nash,Arthraxon quartinianus ssp. quartinianus,797616,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,(Büse) Henrard,Arthraxon quartinianus ssp. vriesii,797617,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,(Hochst.) Hack.,Arthraxon ciliare var. coloratus,799410,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,Hack.,Arthraxon ciliare var. cryptatherus,799411,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,(Kunth) Hack.,Arthraxon ciliare var. gracilis,799412,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,(A. Rich.) E.G. Camus & A. Camus,Arthraxon ciliare var. quartinianus,799413,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,(A. Rich.) Hack.,Arthraxon ciliare var. quartinianus,799414,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,Benth.,Arthraxon ciliaris var. australis,799415,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,(Griseb.) Hack.,Arthraxon ciliaris var. centrasiaticus,799416,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,(Hochst.) Hack.,Arthraxon ciliaris var. coloratus,799417,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,Hack.,Arthraxon ciliaris var. genuinus,799418,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,Hack.,Arthraxon ciliaris var. glabrescens,799419,Arthraxon hispidus var. hispidus,(Thunb.) Makino
Arthraxon quartinianus,786664,798259,(Kunth) Hack.,Arthraxon ciliaris var. gracilis,799420,Arthraxon hispidus var. hispidus,(Thunb.) Makino
