species,sub_tsn,acc_tsn,syn_author,syn_name,syn_tsn,acc_name,acc_author
Nassella poeppigiana,784001,784001,(Steud.) Barkworth,Nassella amethystina,791493,NA,NA
Nassella poeppigiana,784001,784001,Steud.,Stipa amethystina,795404,NA,NA
Nassella poeppigiana,784001,784001,Phil.,Stipa araucana,795409,NA,NA
Nassella poeppigiana,784001,784001,Phil.,Stipa curicoana,795469,NA,NA
Nassella poeppigiana,784001,784001,Phil.,Stipa julietii,795533,NA,NA
Nassella poeppigiana,784001,784001,Phil.,Stipa montana,795584,NA,NA
Nassella poeppigiana,784001,784001,Trin. & Rupr.,Stipa poeppigiana,795626,NA,NA
Nassella poeppigiana,784001,784001,Phil.,Stipa pratensis,795629,NA,NA
Nassella poeppigiana,784001,784001,Hack.,Stipa latifolia var. grandiflora,802593,NA,NA
Nassella poeppigiana,784001,784001,Roseng. & Izag.,Stipa megapotamia var. latiflora,802603,NA,NA
Nassella poeppigiana,784001,784001,Trin. & Rupr.,Stipa poeppigiana var. poeppigiana,802630,NA,NA
Pontederia rotundifolia,565977,565977,(L. f.) A. Cast.,Reussia rotundifolia,506773,NA,NA
Sedum gracile,NA,NA,NA,NA,NA,NA,NA
Abelmoschus moschatus,21772,21772,(L.) Cook & Collins,Laguna abelmoschus,21694,NA,NA
Abelmoschus moschatus,21772,21772,L.,Hibiscus abelmoschus,514720,NA,NA
Acacia colei,NA,NA,NA,NA,NA,NA,NA
Acacia crassicarpa,NA,NA,NA,NA,NA,NA,NA
Acacia dealbata,26425,26425,(Link) F. Muell.,Acacia decurrens var. dealbata,531911,NA,NA
Acacia decurrens,182078,182078,Willd.,Acacia decurrens var. decurrens,530978,NA,NA
Acacia glauca,506364,506364,(Sw.) Willd.,Acacia villosa,820494,NA,NA
Acacia hockii,NA,NA,NA,NA,NA,NA,NA
Acacia longifolia,26429,26429,(Labill.) R. Br.,Acacia sophorae,507470,NA,NA
Acacia longifolia,26429,26429,(Labill.) Court,Acacia longifolia ssp. sophorae,820856,NA,NA
Acacia mearnsii,182081,182081,Lindl.,Acacia decurrens var. mollis,531912,NA,NA
Acacia melanoxylon,26431,26431,(R. Br.) Pedley,Racosperma melanoxylon,820801,NA,NA
Acacia mellifera,820082,820082,Burch.,Acacia detinens,820481,NA,NA
Acacia mellifera,820082,820082,(Burch.) Brenan,Acacia mellifera ssp. detinens,820867,NA,NA
Acacia nilotica,182086,819931,(L.) Willd. ex Delile,Acacia nilotica,182086,Vachellia nilotica,(L.) P.J.H. Hurter & Mabb.
Acacia nilotica,182086,819931,(Lam.) Willd.,Acacia arabica,508225,Vachellia nilotica,(L.) P.J.H. Hurter & Mabb.
Acacia nilotica,182086,819931,L.,Mimosa nilotica,517140,Vachellia nilotica,(L.) P.J.H. Hurter & Mabb.
Acacia saligna,182091,182091,Lindl.,Acacia cyanophylla,26424,NA,NA
Achyranthes japonica,181937,181937,(Miq.) Nakai,Achyranthes japonica,181938,NA,NA
Acmella uliginosa,196338,196338,Sw.,Spilanthes uliginosa,38440,NA,NA
Acmella uliginosa,196338,196338,Sw.,Spilanthes uligonosa,196339,NA,NA
Acrocarpus fraxinifolius,NA,NA,NA,NA,NA,NA,NA
Adiantum raddianum,17328,17328,Langsd. & Fisch.,Adiantum cuneatum,508378,NA,NA
Aegilops cylindrica,182536,182536,"(Host) Ces., Pass. & Gibelli",Triticum cylindricum,42238,NA,NA
Aegilops cylindrica,182536,182536,Host,Aegilops cylindrica,182537,NA,NA
Aegilops cylindrica,182536,182536,Popova,Aegilops cylindrica var. rubiginosa,182538,NA,NA
Aegilops cylindrica,182536,182536,auct. non Coss.,Aegilops tauschii,506695,NA,NA
Aegilops cylindrica,182536,182536,(Host) Á. Löve,Cylindropyrum cylindricum,511923,NA,NA
Aegilops cylindrica,182536,182536,(Host) Fiori,Aegilops caudata ssp. cylindrica,797466,NA,NA
Aegilops cylindrica,182536,182536,(Host) Hegi,Aegilops caudata ssp. cylindrica,797467,NA,NA
Aegilops cylindrica,182536,182536,Zhuk.,Aegilops cylindrica ssp. aristulata,797470,NA,NA
Aegilops cylindrica,182536,182536,(Eig) Chennav.,Aegilops cylindrica ssp. pauciaristata,797471,NA,NA
Aegilops cylindrica,182536,182536,(Host) Á. Löve,Cylindropyrum cylindricum ssp. cylindricum,797706,NA,NA
Aegilops cylindrica,182536,182536,(Eig) Á. Löve,Cylindropyrum cylindricum ssp. pauciaristatum,797707,NA,NA
Aegilops cylindrica,182536,182536,Popova,Aegilops cylindrica var. albescens,798656,NA,NA
Aegilops cylindrica,182536,182536,(Zhuk.) Tzvelev,Aegilops cylindrica var. aristulata,798657,NA,NA
Aegilops cylindrica,182536,182536,Popova,Aegilops cylindrica var. brunnea,798658,NA,NA
Aegilops cylindrica,182536,182536,Popova,Aegilops cylindrica var. ferruginea,798659,NA,NA
Aegilops cylindrica,182536,182536,Popova,Aegilops cylindrica var. flavescens,798660,NA,NA
Aegilops cylindrica,182536,182536,Popova,Aegilops cylindrica var. fuliginosa,798661,NA,NA
Aegilops cylindrica,182536,182536,S. S. Karataglis,Aegilops cylindrica var. kastorianum,798662,NA,NA
Aegilops cylindrica,182536,182536,Jansen & Wacht.,Aegilops cylindrica var. multiaristata,798663,NA,NA
Aegilops cylindrica,182536,182536,Eig,Aegilops cylindrica var. pauciaristata,798664,NA,NA
Aegilops cylindrica,182536,182536,Tzvelev,Aegilops cylindrica var. prokhanovii,798665,NA,NA
Aegilops cylindrica,182536,182536,Velen.,Aegilops cylindrica var. rumelica,798666,NA,NA
Aeschynomene fluitans,NA,NA,NA,NA,NA,NA,NA
Ageratina riparia,36478,36478,Regel,Eupatorium riparium,513342,NA,NA
Agropyron cristatum,40371,40371,(L.) Gaertn.,Agropyron cristatum,182478,NA,NA
Agropyron cristatum,40371,40371,Roem. & Schult.,Avena cristata,787029,NA,NA
Agropyron cristatum,40371,40371,L.,Bromus cristatus,787611,NA,NA
Agropyron cristatum,40371,40371,(L.) Willk.,Costia cristata,788536,NA,NA
Agropyron cristatum,40371,40371,(L.) Willk. & Lange,Eremopyrum cristatum,789796,NA,NA
Agropyron cristatum,40371,40371,(L.) Schreb.,Triticum cristatum,796208,NA,NA
Agropyron cristatum,40371,40371,(L.) Lunell,Zeia cristata,796560,NA,NA
Agrostis avenacea,40405,783654,J.F. Gmel.,Agrostis avenacea,40405,Lachnagrostis filiformis,(G. Forst.) Trin.
Agrostis avenacea,40405,783654,Willd.,Agrostis retrofracta,185223,Lachnagrostis filiformis,(G. Forst.) Trin.
Agrostis avenacea,40405,783654,(Trin.) Trin.,Agrostis chamissonis,785445,Lachnagrostis filiformis,(G. Forst.) Trin.
Agrostis avenacea,40405,783654,Poir.,Agrostis debilis,785481,Lachnagrostis filiformis,(G. Forst.) Trin.
Agrostis avenacea,40405,783654,(G. Forst.) Spreng.,Agrostis filiformis,785524,Lachnagrostis filiformis,(G. Forst.) Trin.
Agrostis avenacea,40405,783654,Roem. & Schult.,Agrostis forsteri,785530,Lachnagrostis filiformis,(G. Forst.) Trin.
Agrostis avenacea,40405,783654,Phil.,Agrostis lasiantha,785576,Lachnagrostis filiformis,(G. Forst.) Trin.
Agrostis avenacea,40405,783654,Parodi,Agrostis leonii,785588,Lachnagrostis filiformis,(G. Forst.) Trin.
Agrostis avenacea,40405,783654,Steud.,Agrostis ligulata,785590,Lachnagrostis filiformis,(G. Forst.) Trin.
Agrostis avenacea,40405,783654,F. Muell.,Agrostis solandri,785720,Lachnagrostis filiformis,(G. Forst.) Trin.
Agrostis avenacea,40405,783654,G. Forst.,Avena filiformis,787040,Lachnagrostis filiformis,(G. Forst.) Trin.
Agrostis avenacea,40405,783654,(J.F. Gmel.) Bech.,Calamagrostis avenacea,787759,Lachnagrostis filiformis,(G. Forst.) Trin.
Agrostis avenacea,40405,783654,(J.F. Gmel.) W.R.B. Oliv.,Calamagrostis avenacea,787760,Lachnagrostis filiformis,(G. Forst.) Trin.
Agrostis avenacea,40405,783654,(G. Forst.) Cockayne,Calamagrostis filiformis,787800,Lachnagrostis filiformis,(G. Forst.) Trin.
Agrostis avenacea,40405,783654,(Willd.) Link,Calamagrostis retrofracta,787887,Lachnagrostis filiformis,(G. Forst.) Trin.
Agrostis avenacea,40405,783654,(Trin.) Steud.,Calamagrostis willdenowii,787925,Lachnagrostis filiformis,(G. Forst.) Trin.
Agrostis avenacea,40405,783654,(G. Forst.) Petrie,Deyeuxia filiformis,788899,Lachnagrostis filiformis,(G. Forst.) Trin.
Agrostis avenacea,40405,783654,Kunth,Deyeuxia forsteri,788901,Lachnagrostis filiformis,(G. Forst.) Trin.
Agrostis avenacea,40405,783654,(Willd.) Kunth,Deyeuxia retrofracta,788982,Lachnagrostis filiformis,(G. Forst.) Trin.
Agrostis avenacea,40405,783654,(J.F. Gmel.) Veldkamp,Lachnagrostis avenacea,790809,Lachnagrostis filiformis,(G. Forst.) Trin.
Agrostis avenacea,40405,783654,(Willd.) Trin.,Lachnagrostis retrofracta,790811,Lachnagrostis filiformis,(G. Forst.) Trin.
Agrostis avenacea,40405,783654,Trin.,Lachnagrostis willdenowii,790812,Lachnagrostis filiformis,(G. Forst.) Trin.
Agrostis avenacea,40405,783654,(Poir.) P. Beauv.,Vilfa debilis,796398,Lachnagrostis filiformis,(G. Forst.) Trin.
Agrostis avenacea,40405,783654,(Willd.) P. Beauv.,Vilfa retrofracta,796450,Lachnagrostis filiformis,(G. Forst.) Trin.
Agrostis capillaris,185249,185249,Sibth.,Agrostis tenuis,40427,NA,NA
Agrostis capillaris,185249,185249,(Parnell) Druce,Agrostis tenuis var. aristata,185251,NA,NA
Agrostis capillaris,185249,185249,(Willd.) Philipson,Agrostis tenuis var. hispida,185252,NA,NA
Agrostis capillaris,185249,185249,(L.) Druce,Agrostis tenuis var. pumila,185253,NA,NA
Agrostis capillaris,185249,185249,With.,Agrostis vulgaris,508501,NA,NA
Agrostis capillaris,185249,185249,Huds.,Agrostis sylvatica,565855,NA,NA
Agrostis capillaris,185249,185249,(Huds.) Bubani,Agrestis polymorpha,785285,NA,NA
Agrostis capillaris,185249,185249,Huds.,Agrostis capillaris,785442,NA,NA
Agrostis capillaris,185249,185249,Muhl. ex Spreng.,Agrostis diffusa,785496,NA,NA
Agrostis capillaris,185249,185249,Willd.,Agrostis hispida,785554,NA,NA
Agrostis capillaris,185249,185249,Gray,Agrostis laxa,785580,NA,NA
Agrostis capillaris,185249,185249,Besser ex Roem. & Schult.,Agrostis lithuanica,785592,NA,NA
Agrostis capillaris,185249,185249,Huds.,Agrostis polymorpha,785655,NA,NA
Agrostis capillaris,185249,185249,L.,Agrostis pumila,785671,NA,NA
Agrostis capillaris,185249,185249,(Roem. & Schult.) Büse,Agrostis stricta,785728,NA,NA
Agrostis capillaris,185249,185249,Muhl.,Agrostis stricta,785729,NA,NA
Agrostis capillaris,185249,185249,Willd.,Agrostis stricta,785731,NA,NA
Agrostis capillaris,185249,185249,Hoffm.,Agrostis tenella,785743,NA,NA
Agrostis capillaris,185249,185249,Thuill.,Agrostis varians,785760,NA,NA
Agrostis capillaris,185249,185249,(With.) Bastard,Decandolia vulgaris,788760,NA,NA
Agrostis capillaris,185249,185249,(L.) Roth,Trichodium capillaris,795961,NA,NA
Agrostis capillaris,185249,185249,Roem. & Schult.,Trichodium strictum,795978,NA,NA
Agrostis capillaris,185249,185249,(With.) Gray,Vilfa vulgaris,796480,NA,NA
Agrostis capillaris,185249,185249,(With.) P. Beauv.,Vilfa vulgaris,796481,NA,NA
Agrostis capillaris,185249,185249,(With.) Douin,Agrostis alba ssp. vulgaris,797501,NA,NA
Agrostis capillaris,185249,185249,A. Gray,Agrostis alba var. aristata,798784,NA,NA
Agrostis capillaris,185249,185249,Vasey,Agrostis alba var. minor,798800,NA,NA
Agrostis capillaris,185249,185249,(Huds.) K. Richt.,Agrostis alba var. silvatica,798807,NA,NA
Agrostis capillaris,185249,185249,Alph. Wood,Agrostis alba var. stricta,798810,NA,NA
Agrostis capillaris,185249,185249,(Sibth.) Fiori,Agrostis alba var. tenuis,798812,NA,NA
Agrostis capillaris,185249,185249,(With.) Coss. & Durieu,Agrostis alba var. vulgaris,798815,NA,NA
Agrostis capillaris,185249,185249,(With.) Fiori,Agrostis alba var. vulgaris,798816,NA,NA
Agrostis capillaris,185249,185249,(With.) Plues,Agrostis alba var. vulgaris,798817,NA,NA
Agrostis capillaris,185249,185249,(Parnell) Druce,Agrostis capillaris var. aristata,798850,NA,NA
Agrostis capillaris,185249,185249,Hitchc.,Agrostis capillaris var. aristulata,798851,NA,NA
Agrostis capillaris,185249,185249,(L.) Druce,Agrostis capillaris var. pumila,798854,NA,NA
Agrostis capillaris,185249,185249,(Willd.) House,Agrostis palustris var. stricta,798917,NA,NA
Agrostis capillaris,185249,185249,(L.) Huds.,Agrostis polymorpha var. capillaris,798922,NA,NA
Agrostis capillaris,185249,185249,(L.) Huds.,Agrostis polymorpha var. pumila,798924,NA,NA
Agrostis capillaris,185249,185249,(L.) Wimm. & Grab.,Agrostis rubra var. pumila,798932,NA,NA
Agrostis capillaris,185249,185249,(Hoffm.) Wimm. & Grab.,Agrostis rubra var. tenella,798933,NA,NA
Agrostis capillaris,185249,185249,(Willd.) Farw.,Agrostis stolonifera var. hispida,798965,NA,NA
Agrostis capillaris,185249,185249,(Vasey) Farw.,Agrostis stolonifera var. minor,798970,NA,NA
Agrostis capillaris,185249,185249,(Hoffm.) Wimm. & Grab.,Agrostis stolonifera var. tenella,798975,NA,NA
Agrostis capillaris,185249,185249,(With.) Celak.,Agrostis stolonifera var. vulgaris,798979,NA,NA
Agrostis capillaris,185249,185249,Sibth.,Agrostis tenuis var. tenuis,798986,NA,NA
Agrostis capillaris,185249,185249,A. Gray,Agrostis vulgaris var. aristata,798990,NA,NA
Agrostis capillaris,185249,185249,Parnell,Agrostis vulgaris var. aristata,798991,NA,NA
Agrostis capillaris,185249,185249,(Willd.) G. Mey.,Agrostis vulgaris var. hispida,798992,NA,NA
Agrostis capillaris,185249,185249,(Willd.) Gaudin,Agrostis vulgaris var. hispida,798993,NA,NA
Agrostis capillaris,185249,185249,(L.) Klett & Richter ex Peterm.,Agrostis vulgaris var. pumila,798995,NA,NA
Agrostis capillaris,185249,185249,(L.) Mathieu,Agrostis vulgaris var. pumila,798996,NA,NA
Agrostis capillaris,185249,185249,(L.) Pers.,Agrostis vulgaris var. pumila,798997,NA,NA
Agrostis capillaris,185249,185249,(Hoffm.) Gaudin,Agrostis vulgaris var. tenella,799000,NA,NA
Agrostis capillaris,185249,185249,(L.) Gray,Vilfa divaricata var. pumila,802819,NA,NA
Agrostis capillaris,185249,185249,(L.) Coss. & Durand,Agrostis alba subvar. pumila,802894,NA,NA
Agrostis capillaris,185249,185249,(L.) Cosson & Germ.,Agrostis alba subvar. pumila,802895,NA,NA
Agrostis capillaris,185249,185249,(Parnell) Wiegand,Agrostis tenuis f. aristata,803250,NA,NA
Albizia chinensis,183648,183648,(Roxb.) Boivin,Albizia stipulata,508519,NA,NA
Albizia procera,183650,183650,Roxb.,Mimosa procera,517144,NA,NA
Alectra vogelii,NA,NA,NA,NA,NA,NA,NA
Alhagi maurorum,500956,500956,Fisch.,Alhagi camelorum,26453,NA,NA
Alhagi maurorum,500956,500956,(M. Bieb.) Desv. ex B. Keller & Shap.,Alhagi pseudalhagi,508549,NA,NA
Alnus glutinosa,19470,19470,L.,Betula alnus var. glutinosa,183513,NA,NA
Alnus glutinosa,19470,19470,(L.) Lam.,Betula glutinosa,183514,NA,NA
Alnus glutinosa,19470,19470,(L.) Britton,Alnus alnus,184188,NA,NA
Alopecurus myosuroides,40443,40443,L.,Alopecurus agrestis,185262,NA,NA
Alopecurus myosuroides,40443,40443,Link,Alopecurus purpurascens,785938,NA,NA
Alopecurus myosuroides,40443,40443,(L.) Bubani,Tozzettia agrestis,795850,NA,NA
Alyssum desertorum,23032,23032,auct. non Regel & Schmalh.,Alyssum turkestanicum,184485,NA,NA
Alyssum desertorum,23032,23032,Stapf,Alyssum desertorum var. desertorum,531256,NA,NA
Alyssum desertorum,23032,23032,Dudley,Alyssum desertorum var. himalayensis,531257,NA,NA
Alyssum minus,508080,823027,(L.) Rothm.,Alyssum mimus,23033,Alyssum simplex,Rudolphi
Alyssum minus,508080,823027,Fisch. ex M. Bieb.,Alyssum parviflorum,182002,Alyssum simplex,Rudolphi
Alyssum minus,508080,823027,(C.A. Mey.) Dudley,Alyssum mimus var. micranthum,184486,Alyssum simplex,Rudolphi
Alyssum minus,508080,823027,(L.) Rothm.,Alyssum minus,508080,Alyssum simplex,Rudolphi
Alyssum minus,508080,823027,L.,Clypeola minus,511176,Alyssum simplex,Rudolphi
Alyssum minus,508080,823027,(C.A. Mey.) Dudley,Alyssum minus var. micranthum,531468,Alyssum simplex,Rudolphi
Alyssum minus,508080,823027,(C.A. Mey.) Dorn,Alyssum parviflorum var. micranthum,532076,Alyssum simplex,Rudolphi
Alyssum minus,508080,823027,L.,Clypeola minor,823313,Alyssum simplex,Rudolphi
Alyssum simplex,823027,823027,(L.) Rothm.,Alyssum mimus,23033,NA,NA
Alyssum simplex,823027,823027,Fisch. ex M. Bieb.,Alyssum parviflorum,182002,NA,NA
Alyssum simplex,823027,823027,(C.A. Mey.) Dudley,Alyssum mimus var. micranthum,184486,NA,NA
Alyssum simplex,823027,823027,(L.) Rothm.,Alyssum minus,508080,NA,NA
Alyssum simplex,823027,823027,L.,Clypeola minus,511176,NA,NA
Alyssum simplex,823027,823027,(C.A. Mey.) Dudley,Alyssum minus var. micranthum,531468,NA,NA
Alyssum simplex,823027,823027,(C.A. Mey.) Dorn,Alyssum parviflorum var. micranthum,532076,NA,NA
Alyssum simplex,823027,823027,L.,Clypeola minor,823313,NA,NA
Amaranthus hybridus,20735,20735,Willd.,Amaranthus chlorostachys,184259,NA,NA
Amaranthus hybridus,20735,20735,Tim. ex Gren. & Godr.,Amaranthus incurvatus,184260,NA,NA
Amaranthus hybridus,20735,20735,Bertol.,Amaranthus patulus,184261,NA,NA
Amaranthus tricolor,181927,181927,L.,Amaranthus gangeticus,184278,NA,NA
Ammophila arenaria,40449,40449,L.,Arundo arenaria,185264,NA,NA
Ammophila arenaria,40449,40449,Host,Ammophila arundinaceae,785959,NA,NA
Ammophila arenaria,40449,40449,(P. Beauv.) Rothm.,Ammophila littoralis,785962,NA,NA
Ammophila arenaria,40449,40449,P. Beauv. ex Steud.,Arundo littoralis,786855,NA,NA
Ammophila arenaria,40449,40449,(L.) Roth,Calamagrostis arenaria,787757,NA,NA
Ammophila arenaria,40449,40449,(Host) Link,Phalaris ammophila,793726,NA,NA
Ammophila arenaria,40449,40449,Nutt.,Phalaris maritima,793756,NA,NA
Ammophila arenaria,40449,40449,(L.) Roem. & Schult.,Psamma arenaria,794562,NA,NA
Ammophila arenaria,40449,40449,P. Beauv.,Psamma littoralis,794563,NA,NA
Annona cherimola,506198,506198,Mill.,Annona cheirimola,181836,NA,NA
Anthoxanthum odoratum,41395,41395,Döll,Anthoxanthum pilosum,786433,NA,NA
Anthoxanthum odoratum,41395,41395,Dumort.,Anthoxanthum villosum,786434,NA,NA
Anthoxanthum odoratum,41395,41395,(L.) St.-Lag.,Xanthonanthos odoratum,796508,NA,NA
Anthoxanthum odoratum,41395,41395,Eaton,Anthoxanthum odoratum var. altissimum,799286,NA,NA
Antidesma bunias,184694,506448,(L.) Spreng.,Antidesma bunias,184694,Antidesma bunius,(L.) Spreng.
Antidesma bunias,184694,506448,Baill.,Antidesma dallachyanum,506449,Antidesma bunius,(L.) Spreng.
Aponogeton desertorum,NA,NA,NA,NA,NA,NA,NA
Aptenia lancifolia,NA,NA,NA,NA,NA,NA,NA
Areca catechu,506702,506702,L.,Areca cathecu,509028,NA,NA
Areca catechu,506702,506702,Burm. f.,Areca cathechu,817233,NA,NA
Arenga pinnata,506704,506704,Labill. ex DC.,Arenga saccharifera,509090,NA,NA
Argemone ochroleuca,184176,184176,(Prain) Shinners,Argemone ochroleuca var. stenophylla,184177,NA,NA
Argemone ochroleuca,184176,184176,(Sweet) Lindl.,Argemone mexicana var. ochroleuca,532268,NA,NA
Arrhenatherum elatius,41443,41443,(Peterm.) Peterm.,Arrhenatherum elatius var. biaristatum,185328,NA,NA
Arrhenatherum elatius,41443,41443,L.,Avena elatior,509382,NA,NA
Arrhenatherum elatius,41443,41443,P. Beauv.,Arrhenatherum americanum,786626,NA,NA
Arrhenatherum elatius,41443,41443,(Scop.) P. Beauv.,Arrhenatherum avenaceum,786627,NA,NA
Arrhenatherum elatius,41443,41443,(Willd.) C. Presl,Arrhenatherum bulbosum,786628,NA,NA
Arrhenatherum elatius,41443,41443,F.W. Schultz,Arrhenatherum tuberosum,786634,NA,NA
Arrhenatherum elatius,41443,41443,(Scop.) P. Beauv.,Avena avenaceum,787017,NA,NA
Arrhenatherum elatius,41443,41443,Willd.,Avena bulbosa,787019,NA,NA
Arrhenatherum elatius,41443,41443,Salisb.,Avena elata,787037,NA,NA
Arrhenatherum elatius,41443,41443,Gilib.,Avena tuberosa,787137,NA,NA
Arrhenatherum elatius,41443,41443,(L.) Jess.,Avenastrum elatius,787147,NA,NA
Arrhenatherum elatius,41443,41443,Scop.,Holcus avenaceus,790472,NA,NA
Arrhenatherum elatius,41443,41443,(Willd.) Schrad.,Holcus bulbosus,790474,NA,NA
Arrhenatherum elatius,41443,41443,Wigg. ex P. Beauv.,Hordeum avenaceum,790510,NA,NA
Artemisia vulgaris,35505,35505,Forselles ex Besser,Artemisia vulgaris var. coarctata,781048,NA,NA
Artocarpus heterophyllus,184183,184183,auct.,Artocarpus integer,506554,NA,NA
Artocarpus heterophyllus,184183,184183,auct.,Artocarpus integrifolius,509183,NA,NA
Astragalus crenatus,819967,819967,Bertol.,Astragalus corrugatus,820579,NA,NA
Avena barbata,41456,41456,Gand.,Avena almeriensis,787006,NA,NA
Avena barbata,41456,41456,Brot.,Avena barbata,787018,NA,NA
Avena barbata,41456,41456,Ball,Avena deusta,787033,NA,NA
Avena barbata,41456,41456,Scheele,Avena hoppeana,787054,NA,NA
Avena barbata,41456,41456,Pau,Avena sallentiana,787110,NA,NA
Avena barbata,41456,41456,hort. ex Steud.,Avena sesquitertia,787118,NA,NA
Avena barbata,41456,41456,(Pott ex Link) Thell.,Avena strigosa ssp. barbata,797633,NA,NA
Avena barbata,41456,41456,(Pott ex Link) Fiori,Avena sativa var. barbata,799493,NA,NA
Avena barbata,41456,41456,(Moench) E. Morren,Avena barbata subvar. hirsuta,802982,NA,NA
Avena clauda,NA,NA,NA,NA,NA,NA,NA
Avena eriantha,NA,NA,NA,NA,NA,NA,NA
Avena fatua,41458,41458,Peterm.,Avena fatua var. glabrata,193422,NA,NA
Avena fatua,41458,41458,(Wallr.) Hausskn.,Avena fatua var. vilis,193423,NA,NA
Avena fatua,41458,41458,Hack.,Anelytrum avenaceum,786388,NA,NA
Avena fatua,41458,41458,Lindgr.,Avena intermedia,787056,NA,NA
Avena fatua,41458,41458,T. Lestib.,Avena intermedia,787057,NA,NA
Avena fatua,41458,41458,Gilib.,Avena lanuginosa,787062,NA,NA
Avena fatua,41458,41458,(Malzev) Roshev.,Avena meridionalis,787070,NA,NA
Avena fatua,41458,41458,St.-Lag.,Avena patens,787089,NA,NA
Avena fatua,41458,41458,Scop.,Avena pilosa,787097,NA,NA
Avena fatua,41458,41458,Malzev,Avena septentrionalis,787116,NA,NA
Avena fatua,41458,41458,Wallr.,Avena vilis,787141,NA,NA
Avena fatua,41458,41458,Malzev,Avena fatua ssp. meridionalis,797622,NA,NA
Avena fatua,41458,41458,Hartman,Avena fatua var. intermedia,799484,NA,NA
Avena fatua,41458,41458,Husn.,Avena fatua var. intermedia,799485,NA,NA
Avena fatua,41458,41458,Vasc.,Avena fatua var. intermedia,799486,NA,NA
Avena fatua,41458,41458,(Wallr.) Malzev,Avena fatua var. vilis,799490,NA,NA
Avena fatua,41458,41458,(L.) Fiori,Avena sativa var. fatua,799498,NA,NA
Avena fatua,41458,41458,Hook. f.,Avena sativa var. sericea,799505,NA,NA
Avena sterilis,41460,41460,Durieu,Avena ludoviciana,193427,NA,NA
Avena sterilis,41460,41460,Steud.,Avena persica,193428,NA,NA
Avena sterilis,41460,41460,(Durieu) Husn.,Avena sterilis var. ludoviciana,532473,NA,NA
Avena sterilis,41460,41460,Bernh. ex Steud.,Avena affinis,787002,NA,NA
Avena sterilis,41460,41460,Trab.,Avena algeriensis,787005,NA,NA
Avena sterilis,41460,41460,Sennen,Avena macrocalyx,787067,NA,NA
Avena sterilis,41460,41460,Moench,Avena macrocarpa,787068,NA,NA
Avena sterilis,41460,41460,Sennen & Mauricio,Avena melillensis,787069,NA,NA
Avena sterilis,41460,41460,St.-Lag.,Avena nutans,787081,NA,NA
Avena sterilis,41460,41460,hort. ex Vilm.,Avena sensitiva,787115,NA,NA
Avena sterilis,41460,41460,(Hausskn.) Herter,Avena solida,787121,NA,NA
Avena sterilis,41460,41460,Tourlet,Avena turonensis,787138,NA,NA
Avena sterilis,41460,41460,Durieu,Avena X ludoviciana,787144,NA,NA
Avena sterilis,41460,41460,(L.) de Wet,Avena sativa ssp. sterilis,797629,NA,NA
Avena sterilis,41460,41460,(Durieu) Nyman,Avena sterilis ssp. ludoviciana,797630,NA,NA
Avena sterilis,41460,41460,(Moench) Briq.,Avena sterilis ssp. macrocarpa,797631,NA,NA
Avena sterilis,41460,41460,(Hausskn.) Maire & Weiller,Avena byzantina var. solida,799477,NA,NA
Avena sterilis,41460,41460,(Durieu) Fiori,Avena fatua var. ludoviciana,799487,NA,NA
Avena sterilis,41460,41460,Durieu,Avena ludoviciana var. ludoviciana,799491,NA,NA
Avena sterilis,41460,41460,(Durieu) Fiori,Avena sativa var. ludoviciana,799502,NA,NA
Avena sterilis,41460,41460,(L.) Fiori,Avena sativa var. sterilis,799506,NA,NA
Avena sterilis,41460,41460,(Trab.) Trab.,Avena sterilis var. algeriensis,799509,NA,NA
Avena sterilis,41460,41460,(Hausskn.) Malzev,Avena sterilis var. solida,799513,NA,NA
Balanites aegyptiaca,506376,897108,(L.) Delile,Balanites aegyptiaca,506376,Balanites aegyptiacus,(L.) Delile
Bambusa bambos,193440,193440,(L.) Voss,Barbusa bambos,41468,NA,NA
Bambusa bambos,193440,193440,(Retz.) Willd.,Bambusa arundinacea,506673,NA,NA
Bambusa bambos,193440,193440,(Retz.) Kuntze,Arundarbor arundinacea,786702,NA,NA
Bambusa bambos,193440,193440,L.,Arundo bambos,786818,NA,NA
Bambusa bambos,193440,193440,Retz.,Bambos arundinacea,787258,NA,NA
Bambusa bambos,193440,193440,(L.) Wight,Bambos bambos,787259,NA,NA
Bassia hyssopifolia,20588,20588,(Pall.) Moq.,Echinopsilon hyssopifolius,512721,NA,NA
Bassia hyssopifolia,20588,20588,(Pall.) Schrad.,Kochia hyssopifolia,515472,NA,NA
Bassia hyssopifolia,20588,20588,(Pall.) Moq.,Echinopsilon hyssopifolium,822864,NA,NA
Biscutella didyma,NA,NA,NA,NA,NA,NA,NA
Boehmeria penduliflora,NA,NA,NA,NA,NA,NA,NA
Borreria latifolia,NA,NA,NA,NA,NA,NA,NA
Brachiaria paspaloides,NA,NA,NA,NA,NA,NA,NA
Brachypodium distachyon,41330,41330,L.,Bromus distachyos,509776,NA,NA
Brachypodium distachyon,41330,41330,(L.) Link,Trachynia distachya,522737,NA,NA
Brachypodium distachyon,41330,41330,(L.) Chevall.,Agropyron distachyon,785304,NA,NA
Brachypodium distachyon,41330,41330,(L.) P. Beauv.,Brachypodium distachyum,787464,NA,NA
Brachypodium distachyon,41330,41330,(K. Koch) Steud.,Bromus geniculatus,787627,NA,NA
