acc_name,synonyms,acc_name_source,climate,Atlas,fl_nox,fed_nox,naturalized,weedy,occurrences,occurrences_new
Euphorbia leptocaula,"Euphorbia borszczowii, Euphorbia bupleuroides, Euphorbia leptocaula, Euphorbia longifolia, Galarhoeus leptocaulus",ITIS,1,0,0,0,0,1,45,630
Euphorbia maculata,"Anisophyllum maculatum, Chamaesyce jovetii, Chamaesyce maculata, Chamaesyce mathewsii, Chamaesyce pseudonutans, Chamaesyce supina, Chamaesyce tracyi, Euphorbia depressa, Euphorbia hypericifolia var. maculata, Euphorbia jovetii, Euphorbia littoralis, Euphorbia maculata, Euphorbia maculata var. detonsa, Euphorbia maculata var. parvula, Euphorbia meganaesos, Euphorbia reichenbachiana, Euphorbia supina, Euphorbia thymifolia, Tithymalus maculatus, Xamesike depressa, Xamesike littoralis, Xamesike maculata, Xamesike supina",Atlas,1,1,0,0,1,1,20523,24396
Euphorbia pseudograntii,Euphorbia pseudograntii,ITIS,0,0,0,0,0,0,3,12
Euphorbia rigida,"Euphorbia biglandulosa, Euphorbia biglandulosa var. mauretanica, Euphorbia phlomos, Euphorbia pungens, Euphorbia rigida, Euphorbia rigida var. mauretanica, Euphorbia suffruticosa, Galarhoeus rigidus, Tithymalus biglandulosus, Tithymalus rigidus",ITIS,0,0,0,0,1,1,142,227
Euphorbia sareptana,"Euphorbia chimaera, Euphorbia sareptana, Euphorbia tanaitica, Galarhoeus sareptanus, Tithymalus chimaerus, Tithymalus tanaiticus",ITIS,1,0,0,0,1,0,7,22
Euphorbia stricta,"Euphorbia foetida, Euphorbia micrantha, Euphorbia serrulata, Euphorbia stricta, Euphorbia stricta f. pubescens, Euphorbia stricta ssp. micrantha, Euphorbia stricta var. pubescens, Galarhoeus micranthus, Galarhoeus strictus, Tithymalus micranthus, Tithymalus serrulatus, Tithymalus strictus",ITIS,1,0,0,0,1,1,17929,18234
Euphorbia terracina,"Esula provincialis, Esula terracina, Esula valentina, Euphorbia abortiva, Euphorbia affinis, Euphorbia alexandrina, Euphorbia carullae, Euphorbia cyprianii, Euphorbia diversifolia, Euphorbia ehrenbergii, Euphorbia garrullae, Euphorbia halacsyi, Euphorbia heterophylla, Euphorbia italica, Euphorbia leiosperma, Euphorbia linaria, Euphorbia mendax, Euphorbia modesta, Euphorbia neapolitana, Euphorbia obliquata, Euphorbia obtusifolia, Euphorbia panacea, Euphorbia provincialis, Euphorbia purpurascens, Euphorbia ramosissima, Euphorbia rhombea, Euphorbia seticornis, Euphorbia tenuicuspis, Euphorbia terracina, Euphorbia terracina f. angustifolia, Euphorbia terracina var. alexandrina, Euphorbia terracina var. delortii, Euphorbia terracina var. ecarunculata, Euphorbia terracina var. mendax, Euphorbia terracina var. modesta, Euphorbia terracina var. ramosissima, Euphorbia terracina var. variicornis, Euphorbia trapezoidalis, Euphorbia valentina, Euphorbia verna, Keraselma diversifolia, Keraselma provincialis, Lophobios terracina, Tithymalus panaceus, Tithymalus terracinus, Tithymalus trapezoidalis",ITIS,1,0,0,1,1,1,7343,31585
Euphorbia trigona,"Euphorbia hermentiana, Euphorbia trigona",ITIS,1,0,0,0,1,1,18,9
Euphorbia umbellata,"Euphorbia pseudograntii, Euphorbia umbellata, Synadenium grantii, Synadenium umbellatum, Synadenium umbellatum var. puberulum",ITIS,1,0,0,0,1,1,79,110
Euphrasia fennica,Euphrasia fennica,TNRS,0,0,0,0,0,0,176,190
Euphrasia vernalis,Euphrasia vernalis,TNRS,0,0,0,0,0,0,3525,227
Eurybia schreberi,"Aster chasei, Aster curvescens, Aster glomeratus, Aster schreberi, Eurybia glomerata, Eurybia schreberi",ITIS,0,0,0,0,1,1,362,466
Euryops chrysanthemoides,"Euryops chrysanthemoides, Gamolepis chrysanthemoides",Atlas,1,1,0,0,1,1,550,442
Exochorda racemosa,"Amelanchier racemosa, Exochorda grandiflora, Exochorda racemosa",ITIS,1,0,0,0,1,1,327,319
Falcataria moluccana,"Albizia falcata, Albizia falcataria, Falcataria moluccana, Paraserianthes falcataria",ITIS,1,0,0,0,1,1,465,450
Fallopia sachalinensis,"Fallopia sachalinensis, Polygonum sachalinense, Reynoutria sachalinensis",ITIS,1,0,0,0,1,1,6319,11013
Fallopia x bohemica,"Fallopia x bohemica, Polygonum X bohemicum",ITIS,1,0,0,0,0,0,1162,974
Farfugium japonicum,"Farfugium japonicum, Ligularia tussilaginea",TNRS,0,0,0,0,1,1,529,565
Fascicularia bicolor,Fascicularia bicolor,TNRS,1,0,0,0,1,1,35,164
Fatoua villosa,"Fatoua villosa, Urtica japonica, Urtica villosa",Atlas,1,1,0,0,1,1,1582,1818
Fedia cornucopiae,Fedia cornucopiae,TNRS,1,0,0,0,0,1,915,589
Ferulago galbanifera,"Ferulago campestris, Ferulago galbanifera",TNRS,0,0,0,0,0,1,536,893
Ferulago sylvatica,Ferulago sylvatica,TNRS,0,0,0,0,0,0,69,59
Festuca falax,Festuca falax,CABI,1,0,0,0,0,0,0,2
Festuca myuros,"Avena muralis, Distomischus myuros, Festuca muralis, Festuca myuros, Festuca myuros forma major, Festuca myuros var. eumyuros, Festuca myuros var. genuina, Festuca pseudomyuros, Mygalurus caudatus, Vulpia longivaginata, Vulpia major, Vulpia muralis, Vulpia myuros, Vulpia myuros subsp. pseudomyuros, Vulpia myuros var. pseudomyuros, Vulpia pseudomyuros, Vulpia reclinata, Vulpia vaginata",Atlas,0,1,0,0,1,1,76540,77985
Ficus microcarpus,Ficus microcarpus,CABI,1,0,0,0,0,0,0,2016
Filipendula kamtschatica,Filipendula kamtschatica,CABI,1,0,0,0,0,1,101,102
Filipendula rubra,"Filipendula lobata, Filipendula rubra, Spiraea rubra, Thecanisia angustifolia, Thecanisia lobata, Thecanisia purpurea, Ulmaria rubra",ITIS,0,0,0,0,1,1,295,387
Filipendula ulmaria,"Filipendula denudata, Filipendula ulmaria, Filipendula ulmaria ssp. denudata, Filipendula ulmaria ssp. ulmaria, Filipendula ulmaria var. denudata, Spiraea denudata, Spiraea ulmaria, Thecanisia discolor, Thecanisia ulmaria",ITIS,1,0,0,0,1,1,552321,653729
Filipendula vulgaris,"Filipendula hexapetala, Filipendula vulgaris, Spiraea filipendula",ITIS,1,0,0,0,1,1,67784,79877
Fimbristylis bisumbellata,Fimbristylis bisumbellata,TNRS,1,0,0,0,1,1,695,535
Flemingia lineata,Flemingia lineata,TNRS,1,0,0,0,1,0,544,404
Flemingia macrophylla,Flemingia macrophylla,TNRS,1,0,0,0,1,1,774,604
Flemingia strobilifera,"Flemingia strobilifera, Maughania strobilifera, Moghania strobilifera",ITIS,1,0,0,0,1,1,664,713
Fragaria vesca,Fragaria vesca,ITIS,1,0,0,0,1,1,347344,389656
Fragaria viridis,Fragaria viridis,TNRS,1,0,0,0,0,0,37046,5297
Frankenia laevis,Frankenia laevis,TNRS,0,0,0,0,1,1,2762,1999
Fraxinus uhdei,Fraxinus uhdei,ITIS,1,0,0,0,1,1,861,860
Freesia alba,"Freesia alba, Freesia refracta var. alba, Freesia sparrmannii var. alba",Atlas,1,1,0,0,1,1,0,37
Freesia laxa,"Anomatheca cruenta, Anomatheca laxa, Freesia cruenta, Freesia laxa, Gladiolus laxus, Lapeirousia cruenta, Lapeirousia laxa, Meristostigma laxa",Atlas,0,1,0,0,1,1,628,267
Fuchsia coccinea,Fuchsia coccinea,TNRS,1,0,0,0,1,1,18,18
Fumaria agraria,Fumaria agraria,TNRS,1,0,0,0,1,1,710,497
Fumaria bastardii,Fumaria bastardii,ITIS,0,0,0,0,1,1,4325,7259
Fumaria densiflora,Fumaria densiflora,TNRS,1,0,0,0,1,1,3799,3523
Fumaria kralikii,Fumaria kralikii,TNRS,1,0,0,0,1,0,177,309
Fumaria parviflora,"Fumaria affinis, Fumaria diffusa, Fumaria glauca, Fumaria leucantha, Fumaria martinii, Fumaria parviflora, Fumaria reuteri, Fumaria tenuifolia",ITIS,1,1,0,0,1,1,917,6515
Fumaria petteri,Fumaria petteri,TNRS,1,0,0,0,1,0,343,147
Fumaria schleicheri,Fumaria schleicheri,TNRS,1,0,0,0,1,1,1039,1076
Fumaria sepium,Fumaria sepium,TNRS,0,0,0,0,1,1,219,1326
Gagea granulosa,Gagea granulosa,TNRS,0,0,0,0,0,0,73,190
Gagea minima,"Gagea arvensis, Gagea minima",TNRS,1,0,0,0,1,1,11750,13475
Gahnia aspera subsp. globosa,Gahnia aspera subsp. globosa,TNRS,1,0,0,0,1,0,2,4
Galactites tomentosa,Galactites tomentosa,TNRS,1,0,0,0,1,1,13569,10033
Galanthus alpinus,Galanthus alpinus,TNRS,1,0,0,0,1,1,89,15
Galanthus plicatus,Galanthus plicatus,TNRS,1,0,0,0,1,1,183,503
Galanthus reginae-olgae,Galanthus reginae-olgae,TNRS,1,0,0,0,1,1,16,6
Galanthus woronowii,Galanthus woronowii,TNRS,0,0,0,0,1,0,762,985
Galatella dracunculoides,Galatella dracunculoides,TNRS,0,0,0,0,0,1,5,45
Galega officinalis,Galega officinalis,ITIS,1,0,1,1,1,1,10580,12086
Galega orientalis,Galega orientalis,TNRS,1,0,0,0,1,1,1155,2676
Galeopsis speciosa,"Galeopsis speciosa, Galeopsis versicolor",ITIS,1,0,0,0,1,1,45148,46799
Galeopsis tetrahit,Galeopsis tetrahit,ITIS,1,0,0,0,1,1,260379,267141
Galinsoga parviflora,Galinsoga parviflora,ITIS,1,0,0,0,1,1,34170,29798
Galinsoga quadriradiata,"Adventina ciliata, Ageratum perplexans, Baziasa urticifolia, Galinsoga aristulata, Galinsoga bicolorata, Galinsoga brachystephana, Galinsoga caracasana, Galinsoga ciliata, Galinsoga ciliata forma vargasiana, Galinsoga eligulata, Galinsoga hispida, Galinsoga hispida var. purpurascens, Galinsoga humboldtii, Galinsoga parviflora forma discoidea, Galinsoga parviflora var. caracasana, Galinsoga parviflora var. hispida, Galinsoga parviflora var. quadriradiata, Galinsoga quadriradiata, Galinsoga quadriradiata forma albiflora, Galinsoga quadriradiata forma purpurascens, Galinsoga quadriradiata forma vargasiana, Galinsoga quadriraditata var. hispida, Galinsoga urticifolia, Jaegeria urticifolia, Sabazia urticifolia, Sabazia urticifolia var. venezuelensis, Stemmatella lehmanii, Stemmatella urticifolia, Stemmatella urticifolia var. eglandulosa, Vargasia caracasana, Vasargia caracasana, Wiborgia urticifolia",Atlas,1,1,0,0,1,1,70173,62929
Galium album,Galium album,ITIS,0,0,0,0,1,1,129393,107463
Galium palustre,Galium palustre,ITIS,0,0,0,0,1,1,362686,418727
Galium saxatile,Galium saxatile,ITIS,0,0,0,0,1,1,127524,162851
Galium uliginosum,Galium uliginosum,ITIS,0,0,0,0,1,1,127943,140480
Galium verticillatum,Galium verticillatum,TNRS,1,0,0,0,0,0,1133,1031
Gamochaeta americana,"Gamochaeta americana, Gamochaeta spicata, Gnaphalium americanum, Gnaphalium purpureum var. americanum, Gnaphalium spicatum",ITIS,1,0,0,0,1,1,1850,2924
Gamochaeta antillana,"Gamochaeta antillana, Gamochaeta subfalcata, Gnaphalium antillanum, Gnaphalium calviceps, Gnaphalium stagnale, Gnaphalium subfalcatum",Atlas,1,1,0,0,1,1,585,3188
Gamochaeta filaginea,Gamochaeta filaginea,TNRS,0,0,0,0,0,0,166,111
Gamochaeta pensylvanica,"Gamochaeta pennsylvanica, Gamochaeta pensylvanica, Gnaphalium pensylvanicum, Gnaphalium peregrinum, Gnaphalium purpureum var. spathulatum, Gnaphalium spathulatum",Atlas,1,1,0,0,1,1,4343,5213
Gamochaeta purpurea,"Gamochaeta purpurea, Gnaphalium heteroides, Gnaphalium purpureum, Gnaphalium purpureum var. normale, Gnaphalium rosaceum",Atlas,1,1,0,0,1,1,7699,6113
Garcia nutans,"Garcia mayana, Garcia nutans",ITIS,1,0,0,0,1,0,178,93
Gardenia jasminoides,"Gardenia angusta, Gardenia augusta, Gardenia florida, Gardenia jasminoides",ITIS,1,0,0,0,1,1,1845,1589
Garnotia stricta,Garnotia stricta,ITIS,1,0,0,0,0,1,257,64
Gastridium ventricosum,"Agrostis australis, Agrostis lendigera, Agrostis panicea, Agrostis ventricosa, Alopecurus ventricosus, Avena lendigera, Chilochloa ventricosa, Gastridium australe, Gastridium lendigerum, Gastridium scabrum, Gastridium ventricosum, Milium lendigerum, Milium minimum",ITIS,1,0,0,0,1,1,6061,7042
Gaultheria shallon,Gaultheria shallon,ITIS,1,0,0,0,1,1,4247,5693
Genista hispanica,Genista hispanica,TNRS,1,0,0,0,1,1,16973,8153
Genista januensis,Genista januensis,TNRS,1,0,0,0,0,0,110,195
Genista monspessulana,"Cytiscus monspessulanus, Cytisus monspessulanus, Genista monspessulana, Teline monspessulana",ITIS,1,0,0,0,1,1,10681,12807
Genista numidica,Genista numidica,TNRS,1,0,0,0,1,0,19,21
Genista stenopetala,"Cytiscus stenopetalus, Cytisus maderensis, Cytisus stenopetalus, Genista stenopetala",ITIS,1,0,0,0,1,1,449,172
Gentiana clusii,Gentiana clusii,TNRS,0,0,0,0,1,1,8714,11210
Geoffroea decorticans,"Geoffroea decorticans, Gourliea decorticans",ITIS,1,0,0,0,0,1,276,272
Geranium berteroanum,"Geranium berteroanum, Geranium submolle",TNRS,1,0,0,0,1,1,522,462
Geranium himalayense,Geranium himalayense,TNRS,1,0,0,0,1,1,357,305
Geranium homeanum,"Geranium glabratum, Geranium homeanum",ITIS,1,0,0,0,1,1,3760,4007
Geranium lucidum,"Geranium lucidium, Geranium lucidum",ITIS,1,0,0,0,1,1,27056,34331
Geranium maderense,Geranium maderense,ITIS,1,0,0,0,1,1,96,361
Geranium nepalense,Geranium nepalense,ITIS,1,0,0,0,1,1,1216,1118
Geranium pratense,Geranium pratense,ITIS,1,0,0,0,1,1,42600,54747
Geranium psilostemon,Geranium psilostemon,TNRS,1,0,0,0,1,1,87,95
Geranium robertianum,Geranium robertianum,ITIS,1,0,0,0,1,1,434557,481510
Geranium sylvaticum,Geranium sylvaticum,ITIS,0,0,0,0,1,1,147026,173870
Geranium thunbergii,"Geranium nepalense var. thunbergii, Geranium thunbergii",ITIS,1,0,0,0,1,1,1319,1782
Geranium versicolor,"Geranium striatum, Geranium versicolor",ITIS,1,0,0,0,1,1,352,1112
Geranium yeoi,"Geranium rubescens, Geranium yeoi",TNRS,1,0,0,0,1,1,155,181
Geum aleppicum,"Geum aleppicum, Geum aleppicum ssp. strictum, Geum aleppicum var. strictum, Geum decurrens, Geum strictum, Geum strictum var. decurrens",ITIS,1,0,0,0,1,1,3448,5381
Geum humifusum,Geum humifusum,CABI,0,0,0,0,0,1,0,6001
Geum urbanum,Geum urbanum,ITIS,1,0,0,0,1,1,401243,460142
Geum verrucosum,Geum verrucosum,CABI,0,0,0,0,0,1,0,6001
Gladiolus carneus,"Gladiolus blandus, Gladiolus carneus",TNRS,0,0,0,0,1,1,804,751
Gladiolus dalenii,"Gladiolus adlamii, Gladiolus affinis, Gladiolus angolensis, Gladiolus barnardii, Gladiolus boehmii, Gladiolus buettneri, Gladiolus caffensis, Gladiolus calothyrsus, Gladiolus coccineus, Gladiolus cooperi, Gladiolus corneus, Gladiolus dalenii, Gladiolus dracocephalus, Gladiolus fuscoviridis, Gladiolus gallaensis, Gladiolus garnieri, Gladiolus garuanus, Gladiolus hockii, Gladiolus ignescens, Gladiolus kilimandscharicus, Gladiolus leichtlinii, Gladiolus leptophyllus, Gladiolus louwii, Gladiolus luembensis, Gladiolus luteolus, Gladiolus natalensis, Gladiolus newii, Gladiolus pageae, Gladiolus platyphyllus, Gladiolus primulinus, Gladiolus psittacinus, Gladiolus quartinianus, Gladiolus retrocurvus, Gladiolus saltatorum, Gladiolus splendidus, Gladiolus sulphureus, Gladiolus taylorianus, Gladiolus tysonii, Watsonia natalensis",Atlas,0,1,0,0,1,1,1366,635
Gladiolus palustris,Gladiolus palustris,TNRS,0,0,0,0,1,1,1751,8514
Glandularia aristigera,"Glandularia aristigera, Glandularia pulchella var. gracilior, Glandularia tenuisecta, Verbena aristigera, Verbena erinoides var. alba, Verbena pulchella var. gracilior, Verbena tenuisecta, Verbena tenuisecta forma alba, Verbena tenuisecta var. alba, Verbena tenuisecta var. glabrata",Atlas,1,1,0,0,1,1,1934,1538
Glandularia peruviana,"Glandularia chamaedryfolia, Glandularia peruviana, Verbena peruviana",ITIS,0,0,0,0,1,1,580,335
Glebionis coronaria,"Chrysanthemum coronarium, Chrysanthemum coronarium var. discolor, Glebionis coronaria, Matricaria coronaria, Pinardia coronaria, Pyrethrum breviradiatum",Atlas,1,1,0,0,1,1,10172,5660
Globularia punctata,Globularia punctata,TNRS,1,0,0,0,1,0,2923,2566
Glossostigma cleistanthum,Glossostigma cleistanthum,ITIS,1,0,0,0,1,1,215,214
Glossostigma elatinoides,Glossostigma elatinoides,TNRS,0,0,0,0,0,0,639,642
Glyceria canadensis,"Briza canadensis, Glyceria canadensis, Megastachya canadensis, Nevroloma canadensis, Panicularia canadensis, Poa canadensis",ITIS,0,0,0,0,1,1,1388,1656
Glyceria declinata,"Glyceria cookei, Glyceria declinata, Glyceria fluitans ssp. declinata, Glyceria fluitans var. declinata, Glyceria notata ssp. declinata, Glyceria plicata ssp. declinata, Glyceria plicata var. declinata",ITIS,1,0,0,0,1,1,27806,28771
Glyceria fluitans,"Devauxia fluitans, Festuca fluitans, Glyceria fluitans, Glyceria fluitans var. acutiflora, Hydrochloa fluitans, Melica fluitans, Panicularia brachyphylla, Panicularia fluitans, Poa fluitans",ITIS,1,0,0,0,1,1,279154,318884
Glyceria maxima,"Catabrosa hydrophila, Exydra aquatica, Festuca aquatica, Glyceria altissima, Glyceria aquatica, Glyceria maxima, Glyceria spectabilis, Heleochloa aquatica, Hydropoa spectabilis, Molinia maxima, Panicularia aquatica, Poa aquatica",ITIS,1,0,0,0,1,1,184632,211130
Glycosmis parviflora,"Amyris axilliflora, Glycosmis citrifolia, Glycosmis parviflora, Limonia citrifolia, Limonia parviflora",Atlas,1,1,0,0,1,1,979,355
Glycosmis pentaphylla,Glycosmis pentaphylla,TNRS,1,0,0,0,0,0,257,114
Gmelina arborea,"Gmelina arborea, Gmelina arborea forma dentata, Gmelina arborea var. canescens, Gmelina arborea var. glaucescens, Gmelina rheedei, Premna arborea",Atlas,1,1,0,0,1,1,1353,1211
Gnaphalium gaudichaudianum,Gnaphalium gaudichaudianum,TNRS,0,0,0,0,0,1,188,81
Gnaphalium involucratum var. simplex,"Gnaphalium involucratum var. simplex, Gnaphalium sphaericum",TNRS,0,0,0,0,0,1,0,43
Gnaphalium uliginosum,"Filaginella ulginosa, Filaginella uliginosa, Gnaphalium uliginosum",ITIS,1,0,0,0,1,1,133376,139390
Goldbachia laevigata,Goldbachia laevigata,TNRS,1,0,0,0,1,1,286,241
Gomphocarpus physocarpus,"Asclepias physocarpa, Gomphocarpus physocarpus",ITIS,1,0,0,0,1,1,1752,1845
Goniolimon tataricum,Goniolimon tataricum,TNRS,1,0,0,0,1,1,307,1026
Goodyera repens,"Goodyera ophioides, Goodyera repens, Goodyera repens ssp. ophioides, Goodyera repens var. ophioides, Peramium ophioides",ITIS,0,0,0,0,1,1,49118,59294
Gracilaria salicornia,Gracilaria salicornia,CABI,1,0,0,0,0,1,403,378
Graptopetalum paraguayense,Graptopetalum paraguayense,TNRS,1,0,0,0,0,1,21,136
Grateloupia turuturu,Grateloupia turuturu,CABI,1,0,0,0,0,1,682,752
Gratiola officinalis,Gratiola officinalis,ITIS,1,0,0,0,1,1,8870,9857
Grindelia hirsutula,"Grindelia acutifolia, Grindelia arenicola, Grindelia camporum, Grindelia camporum var. bracteosa, Grindelia camporum var. camporum, Grindelia camporum var. parviflora, Grindelia columbiana, Grindelia fastigiata, Grindelia hallii, Grindelia hirsutula, Grindelia hirsutula ssp. hirsutula, Grindelia hirsutula ssp. rubricaulis, Grindelia hirsutula var. davyi, Grindelia hirsutula var. hallii, Grindelia hirsutula var. hirsutula, Grindelia hirsutula var. maritima, Grindelia humilis, Grindelia inornata, Grindelia inornata var. angusta, Grindelia inornata var. inornata, Grindelia integrifolia var. macrophylla, Grindelia latifolia, Grindelia latifolia ssp. platyphylla, Grindelia latifolia var. latifolia, Grindelia latifolia var. platyphylla, Grindelia maritima, Grindelia nana, Grindelia nana ssp. columbiana, Grindelia nana var. discoidea, Grindelia nana var. integerrima, Grindelia nana var. integrifolia, Grindelia nana var. nana, Grindelia paludosa, Grindelia perennis, Grindelia procera, Grindelia revoluta, Grindelia robusta, Grindelia robusta var. angustifolia, Grindelia robusta var. bracteosa, Grindelia robusta var. robusta, Grindelia squarrosa var. integrifolia, Grindelia squarrosa var. quasiperennis, Grindelia stricta, Grindelia stricta ssp. blakei, Grindelia stricta ssp. venulosa, Grindelia stricta var. angustifolia, Grindelia stricta var. platyphylla, Grindelia stricta var. stricta",ITIS,0,0,0,0,1,1,3960,3149
Gunnera tinctoria,"Gunnera chilensis, Gunnera tinctoria",ITIS,1,0,0,0,1,1,1259,2712
Gymnocoronis spilanthoides,Gymnocoronis spilanthoides,TNRS,1,0,0,0,1,1,522,455
Gynandropsis gynandra,"Cleome acuta, Cleome affinis, Cleome alliacea, Cleome alliodora, Cleome blumeana, Cleome bungei, Cleome candelabrum, Cleome denticulata, Cleome eckloniana, Cleome edulis, Cleome flexuosa, Cleome gynandra, Cleome heterotricha, Cleome muricata, Cleome palmipes, Cleome pentaphylla, Cleome triphylla, Gynandropsis affinis, Gynandropsis candelabrum, Gynandropsis denticulata, Gynandropsis glandulosa, Gynandropsis gynandra, Gynandropsis heterotricha, Gynandropsis muricata, Gynandropsis ophitocarpa, Gynandropsis palmipes, Gynandropsis pentaphylla, Gynandropsis sessilifolia, Gynandropsis sinica, Gynandropsis triphylla, Gynandropsis viscida, Pedicellaria pentaphylla, Pedicellaria pentaphylla var. hirsutissima, Pedicellaria triphylla, Podogyne pentaphylla",Atlas,1,1,0,0,1,1,2829,1635
Gypsophila muralis,"Gypsophila muralis, Psammophiliella muralis",ITIS,1,0,0,0,1,1,9709,11306
Gypsophila tubulosa,Gypsophila tubulosa,TNRS,1,0,0,0,1,1,767,796
Hablizia thamnoides,Hablizia thamnoides,CABI,1,0,0,0,0,0,0,354
Hackelia deflexa var. americana,"Hackelia americana, Hackelia deflexa ssp. americana, Hackelia deflexa var. americana, Lappula americana, Lappula deflexa, Lappula deflexa ssp. americana, Lappula deflexa var. americana",ITIS,0,0,0,0,1,1,475,607
