usagekey,scientificname,rank,status,matchtype,acceptedusagekey,canonicalname,confidence,kingdom,phylum,order,family,genus,species,kingdomkey,phylumkey,classkey,orderkey,familykey,genuskey,specieskey,synonym,class,note,original_sciname,original_accepted,acc_matches,ext_matches,ae_matches,n
5394163,Taraxacum officinale Weber ex Wiggins,species,ACCEPTED,HIGHERRANK,NA,Taraxacum officinale,98,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum officinale,6,7707728,220,414,3065,7787708,5394163,FALSE,Magnoliopsida,NA,Taraxacum officinale var. typicum,Taraxacum officinale,1,0,0,1
6082506,Taraxacum officinale var. uncinatum Brenner,variety,SYNONYM,EXACT,5694723,Taraxacum officinale uncinatum,98,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum uncinatum,6,7707728,220,414,3065,8322495,5694723,TRUE,Magnoliopsida,NA,Taraxacum officinale var. uncinatum,Taraxacum officinale,0,1,0,1
6082517,Taraxacum officinale var. ungulatum Brenner,variety,SYNONYM,EXACT,6082516,Taraxacum officinale ungulatum,98,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum ungulatum,6,7707728,220,414,3065,7787708,6082516,TRUE,Magnoliopsida,NA,Taraxacum officinale var. ungulatum,Taraxacum officinale,0,1,0,1
5696707,Taraxacum officinarum Rupr.,species,ACCEPTED,EXACT,NA,Taraxacum officinarum,98,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum officinarum,6,7707728,220,414,3065,8322495,5696707,FALSE,Magnoliopsida,NA,Taraxacum officinarum,Taraxacum officinale,2,1,1,1
5696686,Taraxacum olitorium Haglund,species,ACCEPTED,EXACT,NA,Taraxacum olitorium,98,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum olitorium,6,7707728,220,414,3065,7787708,5696686,FALSE,Magnoliopsida,NA,Taraxacum olitorium,Taraxacum officinale,1,1,1,1
5696675,Taraxacum oncolobum Dahlst.,species,SYNONYM,EXACT,5394254,Taraxacum oncolobum,98,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum expallidiforme,6,7707728,220,414,3065,7787708,5394254,TRUE,Magnoliopsida,NA,Taraxacum oncolobum,Taraxacum officinale,0,1,0,1
5696664,Taraxacum onychodontum Dahlst.,species,ACCEPTED,EXACT,NA,Taraxacum onychodontum,98,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum onychodontum,6,7707728,220,414,3065,7787708,5696664,FALSE,Magnoliopsida,NA,Taraxacum onychodontum,Taraxacum officinale,1,1,1,1
5696640,Taraxacum orphnocephalum Dahlst. & Ohlsén,species,SYNONYM,EXACT,5394594,Taraxacum orphnocephalum,98,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum undulatiforme,6,7707728,220,414,3065,7787708,5394594,TRUE,Magnoliopsida,NA,Taraxacum orphnocephalum,Taraxacum officinale,0,1,0,1
5393853,Taraxacum ostenfeldii Raunk.,species,ACCEPTED,EXACT,NA,Taraxacum ostenfeldii,98,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum ostenfeldii,6,7707728,220,414,3065,7787708,5393853,FALSE,Magnoliopsida,NA,Taraxacum ostenfeldii,Taraxacum officinale,1,1,1,1
5696622,Taraxacum oxoniense Dahlst.,species,SYNONYM,EXACT,5696416,Taraxacum oxoniense,98,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum perincisum,6,7707728,220,414,3065,7787708,5696416,TRUE,Magnoliopsida,NA,Taraxacum oxoniense,Taraxacum officinale,0,1,0,1
5696616,Taraxacum oxyodon M.P.Christ.,species,SYNONYM,EXACT,5394433,Taraxacum oxyodon,98,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum acutangulum,6,7707728,220,414,3065,7787708,5394433,TRUE,Magnoliopsida,NA,Taraxacum oxyodon,Taraxacum officinale,2,1,0,1
5393947,Taraxacum pachylobum Dahlst.,species,ACCEPTED,EXACT,NA,Taraxacum pachylobum,98,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum pachylobum,6,7707728,220,414,3065,7787708,5393947,FALSE,Magnoliopsida,NA,Taraxacum pachylobum,Taraxacum officinale,3,1,1,1
5394139,Taraxacum pallescens Dahlst.,species,ACCEPTED,EXACT,NA,Taraxacum pallescens,97,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum pallescens,6,7707728,220,414,3065,7787708,5394139,FALSE,Magnoliopsida,NA,Taraxacum pallescens,Taraxacum officinale,3,2,1,1
5696597,Taraxacum pallidilateritium M.P.Christ.,species,ACCEPTED,EXACT,NA,Taraxacum pallidilateritium,98,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum pallidilateritium,6,7707728,220,414,3065,7787708,5696597,FALSE,Magnoliopsida,NA,Taraxacum pallidilateritium,Taraxacum officinale,1,1,1,1
7443735,Taraxacum pallidipes Markl. ex Haglund & Markl.,species,ACCEPTED,EXACT,NA,Taraxacum pallidipes,97,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum pallidipes,6,7707728,220,414,3065,7787708,7443735,FALSE,Magnoliopsida,NA,Taraxacum pallidipes,Taraxacum officinale,1,2,1,1
5394286,Taraxacum pallidulum H.H.Lindb.,species,ACCEPTED,EXACT,NA,Taraxacum pallidulum,98,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum pallidulum,6,7707728,220,414,3065,7787708,5394286,FALSE,Magnoliopsida,NA,Taraxacum pallidulum,Taraxacum officinale,1,1,1,1
5394278,Taraxacum palustre (Lyons) Symons,species,ACCEPTED,EXACT,NA,Taraxacum palustre,97,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum palustre,6,7707728,220,414,3065,7787708,5394278,FALSE,Magnoliopsida,NA,Taraxacum palustre,Taraxacum officinale,3,5,1,1
5696569,Taraxacum palustre var. vulgare (Benth.) Fernald,variety,ACCEPTED,EXACT,NA,Taraxacum palustre vulgare,98,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum palustre,6,7707728,220,414,3065,7787708,5394278,FALSE,Magnoliopsida,NA,Taraxacum palustre var. vulgare,Taraxacum officinale,1,1,1,1
5696559,Taraxacum pannucium Dahlst.,species,ACCEPTED,EXACT,NA,Taraxacum pannucium,98,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum pannucium,6,7707728,220,414,3065,7787708,5696559,FALSE,Magnoliopsida,NA,Taraxacum pannucium,Taraxacum officinale,2,1,1,1
5696558,Taraxacum pannulatiforme Dahlst.,species,ACCEPTED,EXACT,NA,Taraxacum pannulatiforme,98,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum pannulatiforme,6,7707728,220,414,3065,7787708,5696558,FALSE,Magnoliopsida,NA,Taraxacum pannulatiforme,Taraxacum officinale,1,1,1,1
5394428,Taraxacum pannulatum Dahlst.,species,ACCEPTED,EXACT,NA,Taraxacum pannulatum,98,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum pannulatum,6,7707728,220,414,3065,7787708,5394428,FALSE,Magnoliopsida,NA,Taraxacum pannulatum,Taraxacum officinale,3,1,1,1
5696522,Taraxacum parnassicum Dahlst.,species,ACCEPTED,EXACT,NA,Taraxacum parnassicum,98,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum parnassicum,6,7707728,220,414,3065,7787708,5696522,FALSE,Magnoliopsida,NA,Taraxacum parnassicum,Taraxacum officinale,2,1,1,1
5394386,Taraxacum parvilobum Dahlst.,species,ACCEPTED,EXACT,NA,Taraxacum parvilobum,97,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum parvilobum,6,7707728,220,414,3065,7787708,5394386,FALSE,Magnoliopsida,NA,Taraxacum parvilobum,Taraxacum officinale,3,3,1,1
5393860,Taraxacum parvuliceps H.H.Lindb.,species,SYNONYM,EXACT,5393861,Taraxacum parvuliceps,98,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum laceratum,6,7707728,220,414,3065,7787708,5393861,TRUE,Magnoliopsida,NA,Taraxacum parvuliceps,Taraxacum officinale,1,1,0,1
5696505,Taraxacum patens (Dahlst.) Dahlst.,species,ACCEPTED,EXACT,NA,Taraxacum patens,98,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum patens,6,7707728,220,414,3065,7787708,5696505,FALSE,Magnoliopsida,NA,Taraxacum patens,Taraxacum officinale,9,1,1,1
5394505,Taraxacum pectinatiforme H.H.Lindb.,species,ACCEPTED,EXACT,NA,Taraxacum pectinatiforme,98,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum pectinatiforme,6,7707728,220,414,3065,7787708,5394505,FALSE,Magnoliopsida,NA,Taraxacum pectinatiforme,Taraxacum officinale,1,1,1,1
5696469,Taraxacum pectinosum G.E.Haglund,species,SYNONYM,EXACT,5394362,Taraxacum pectinosum,98,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum falcatum,6,7707728,220,414,3065,7787708,5394362,TRUE,Magnoliopsida,NA,Taraxacum pectinosum,Taraxacum officinale,1,1,0,1
5696435,Taraxacum percrispum M.P.Christ.,species,SYNONYM,EXACT,5696558,Taraxacum percrispum,98,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum pannulatiforme,6,7707728,220,414,3065,7787708,5696558,TRUE,Magnoliopsida,NA,Taraxacum percrispum,Taraxacum officinale,0,1,0,1
5696417,Taraxacum perhamatum Dahlst.,species,SYNONYM,EXACT,5696783,Taraxacum perhamatum,98,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum oblongatum,6,7707728,220,414,3065,7787708,5696783,TRUE,Magnoliopsida,NA,Taraxacum perhamatum,Taraxacum officinale,2,1,0,1
5696412,Taraxacum perminiatum Soest,species,ACCEPTED,EXACT,NA,Taraxacum perminiatum,98,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum perminiatum,6,7707728,220,414,3065,7787708,5696412,FALSE,Magnoliopsida,NA,Taraxacum perminiatum,Taraxacum officinale,1,1,1,1
5696377,Taraxacum piceaticeps Dahlst.,species,ACCEPTED,EXACT,NA,Taraxacum piceaticeps,98,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum piceaticeps,6,7707728,220,414,3065,7787708,5696377,FALSE,Magnoliopsida,NA,Taraxacum piceaticeps,Taraxacum officinale,1,1,1,1
5394429,Taraxacum piceatum Dahlst.,species,ACCEPTED,EXACT,NA,Taraxacum piceatum,98,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum piceatum,6,7707728,220,414,3065,7787708,5394429,FALSE,Magnoliopsida,NA,Taraxacum piceatum,Taraxacum officinale,2,1,1,1
5696362,Taraxacum pindicola (Bald.) Hand.-Mazz.,species,ACCEPTED,EXACT,NA,Taraxacum pindicola,98,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum pindicola,6,7707728,220,414,3065,7787708,5696362,FALSE,Magnoliopsida,NA,Taraxacum pindicola,Taraxacum officinale,2,1,1,1
5394283,Taraxacum pineticola Klokov,species,SYNONYM,EXACT,8053079,Taraxacum pineticola,98,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum proximum,6,7707728,220,414,3065,7787708,8053079,TRUE,Magnoliopsida,NA,Taraxacum pineticola,Taraxacum officinale,1,1,0,1
5696344,Taraxacum placidum A.J.Richards,species,ACCEPTED,EXACT,NA,Taraxacum placidum,98,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum placidum,6,7707728,220,414,3065,7787708,5696344,FALSE,Magnoliopsida,NA,Taraxacum placidum,Taraxacum officinale,3,1,1,1
5394623,Taraxacum planum Raunk.,species,ACCEPTED,EXACT,NA,Taraxacum planum,98,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum planum,6,7707728,220,414,3065,7787708,5394623,FALSE,Magnoliopsida,NA,Taraxacum planum,Taraxacum officinale,10,1,1,1
5394013,Taraxacum pleniflorum M.P.Christ.,species,SYNONYM,EXACT,5394023,Taraxacum pleniflorum,98,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum croceum,6,7707728,220,414,3065,7787708,5394023,TRUE,Magnoliopsida,NA,Taraxacum pleniflorum,Taraxacum officinale,0,1,0,1
5394342,Taraxacum plumbeum Dahlst.,species,ACCEPTED,EXACT,NA,Taraxacum plumbeum,98,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum plumbeum,6,7707728,220,414,3065,7787708,5394342,FALSE,Magnoliopsida,NA,Taraxacum plumbeum,Taraxacum officinale,1,1,1,1
5394381,Taraxacum polyodon Dahlst.,species,ACCEPTED,EXACT,NA,Taraxacum polyodon,98,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum polyodon,6,7707728,220,414,3065,7787708,5394381,FALSE,Magnoliopsida,NA,Taraxacum polyodon,Taraxacum officinale,4,1,1,1
5394268,Taraxacum polyschistum Dahlst.,species,ACCEPTED,EXACT,NA,Taraxacum polyschistum,98,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum polyschistum,6,7707728,220,414,3065,7787708,5394268,FALSE,Magnoliopsida,NA,Taraxacum polyschistum,Taraxacum officinale,1,1,1,1
5394125,Taraxacum praecox Puol.,species,ACCEPTED,EXACT,NA,Taraxacum praecox,97,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum praecox,6,7707728,220,414,3065,7787708,5394125,FALSE,Magnoliopsida,NA,Taraxacum praecox,Taraxacum officinale,1,5,1,1
5696205,Taraxacum praeradians Dahlst.,species,ACCEPTED,EXACT,NA,Taraxacum praeradians,98,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum praeradians,6,7707728,220,414,3065,7787708,5696205,FALSE,Magnoliopsida,NA,Taraxacum praeradians,Taraxacum officinale,1,1,1,1
5394312,Taraxacum privum Dahlst.,species,ACCEPTED,EXACT,NA,Taraxacum privum,98,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum privum,6,7707728,220,414,3065,7787708,5394312,FALSE,Magnoliopsida,NA,Taraxacum privum,Taraxacum officinale,6,1,1,1
5696157,Taraxacum procerisquameum H.Øllg.,species,ACCEPTED,EXACT,NA,Taraxacum procerisquameum,98,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum procerisquameum,6,7707728,220,414,3065,7787708,5696157,FALSE,Magnoliopsida,NA,Taraxacum procerisquameum,Taraxacum officinale,1,1,1,1
5696121,Taraxacum proximiforme Soest,species,ACCEPTED,EXACT,NA,Taraxacum proximiforme,98,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum proximiforme,6,7707728,220,414,3065,7787708,5696121,FALSE,Magnoliopsida,NA,Taraxacum proximiforme,Taraxacum officinale,1,1,1,1
8053079,Taraxacum proximum (Dahlst.) Dahlst.,species,ACCEPTED,EXACT,NA,Taraxacum proximum,97,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum proximum,6,7707728,220,414,3065,7787708,8053079,FALSE,Magnoliopsida,NA,Taraxacum proximum,Taraxacum officinale,1,2,1,1
5696114,Taraxacum pruinatum M.P.Christ.,species,ACCEPTED,EXACT,NA,Taraxacum pruinatum,97,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum pruinatum,6,7707728,220,414,3065,7787708,5696114,FALSE,Magnoliopsida,NA,Taraxacum pruinatum,Taraxacum officinale,2,2,1,1
5394459,Taraxacum psammophilum (Haglund) Saarsoo,species,ACCEPTED,EXACT,NA,Taraxacum psammophilum,98,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum psammophilum,6,7707728,220,414,3065,7787708,5394459,FALSE,Magnoliopsida,NA,Taraxacum psammophilum,Taraxacum officinale,2,1,1,1
5696072,Taraxacum pseudobrachyglossum Soest,species,ACCEPTED,EXACT,NA,Taraxacum pseudobrachyglossum,98,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum pseudobrachyglossum,6,7707728,220,414,3065,7787708,5696072,FALSE,Magnoliopsida,NA,Taraxacum pseudobrachyglossum,Taraxacum officinale,1,1,1,1
5696069,Taraxacum pseudocastaneum Soest,species,ACCEPTED,EXACT,NA,Taraxacum pseudocastaneum,98,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum pseudocastaneum,6,7707728,220,414,3065,7787708,5696069,FALSE,Magnoliopsida,NA,Taraxacum pseudocastaneum,Taraxacum officinale,1,1,1,1
5696061,Taraxacum pseudodunense Soest,species,ACCEPTED,EXACT,NA,Taraxacum pseudodunense,98,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum pseudodunense,6,7707728,220,414,3065,7787708,5696061,FALSE,Magnoliopsida,NA,Taraxacum pseudodunense,Taraxacum officinale,1,1,1,1
5394244,"Taraxacum pseudofulvum Puol., 1933",species,SYNONYM,EXACT,6082516,Taraxacum pseudofulvum,97,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum ungulatum,6,7707728,220,414,3065,7787708,6082516,TRUE,Magnoliopsida,NA,Taraxacum pseudofulvum,Taraxacum officinale,0,3,0,3
8086231,Taraxacum pseudofulvum H.Lindb.,species,SYNONYM,EXACT,6082516,Taraxacum pseudofulvum,97,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum ungulatum,6,7707728,220,414,3065,7787708,6082516,TRUE,Magnoliopsida,Similarity: name=110; authorship=0; classification=-2; rank=5; status=0,Taraxacum pseudofulvum,Taraxacum officinale,0,3,0,3
8033007,Taraxacum pseudofulvum Lindb. ex Florstr.,species,SYNONYM,EXACT,6082516,Taraxacum pseudofulvum,97,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum ungulatum,6,7707728,220,414,3065,7787708,6082516,TRUE,Magnoliopsida,Similarity: name=110; authorship=0; classification=-2; rank=5; status=0,Taraxacum pseudofulvum,Taraxacum officinale,0,3,0,3
5696049,Taraxacum pseudohamatum Dahlst.,species,ACCEPTED,EXACT,NA,Taraxacum pseudohamatum,98,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum pseudohamatum,6,7707728,220,414,3065,7787708,5696049,FALSE,Magnoliopsida,NA,Taraxacum pseudohamatum,Taraxacum officinale,1,1,1,1
5696042,Taraxacum pseudolacistophyllum Soest,species,SYNONYM,EXACT,7882948,Taraxacum pseudolacistophyllum,98,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum lacistophylloides,6,7707728,220,414,3065,7787708,7882948,TRUE,Magnoliopsida,NA,Taraxacum pseudolacistophyllum,Taraxacum officinale,0,1,0,1
5695998,Taraxacum pseudoproximum Soest,species,ACCEPTED,EXACT,NA,Taraxacum pseudoproximum,98,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum pseudoproximum,6,7707728,220,414,3065,7787708,5695998,FALSE,Magnoliopsida,NA,Taraxacum pseudoproximum,Taraxacum officinale,1,1,1,1
5394595,Taraxacum pulcherrimum H.Lindb.,species,ACCEPTED,EXACT,NA,Taraxacum pulcherrimum,97,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum pulcherrimum,6,7707728,220,414,3065,7787708,5394595,FALSE,Magnoliopsida,NA,Taraxacum pulcherrimum,Taraxacum officinale,1,2,1,1
8022045,Taraxacum pulchrifolium Markl. ex H.Lindb.,species,ACCEPTED,EXACT,NA,Taraxacum pulchrifolium,98,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum pulchrifolium,6,7707728,220,414,3065,7787708,8022045,FALSE,Magnoliopsida,NA,Taraxacum pulchrifolium,Taraxacum officinale,1,2,1,1
5695915,"Taraxacum pulvigerum (H.Lindb.) Hjelt, 1926",species,SYNONYM,EXACT,6064015,Taraxacum pulvigerum,97,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum rubicundum,6,7707728,220,414,3065,7787708,6064015,TRUE,Magnoliopsida,NA,Taraxacum pulvigerum,Taraxacum officinale,0,3,0,3
8635512,Taraxacum pulvigerum Dahlst.,species,SYNONYM,EXACT,6064015,Taraxacum pulvigerum,97,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum rubicundum,6,7707728,220,414,3065,7787708,6064015,TRUE,Magnoliopsida,Similarity: name=110; authorship=0; classification=-2; rank=5; status=0,Taraxacum pulvigerum,Taraxacum officinale,0,3,0,3
8316634,Taraxacum pulvigerum Dahlst. ex H.Lindb.,species,SYNONYM,EXACT,6064015,Taraxacum pulvigerum,97,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum rubicundum,6,7707728,220,414,3065,7787708,6064015,TRUE,Magnoliopsida,Similarity: name=110; authorship=0; classification=-2; rank=5; status=0,Taraxacum pulvigerum,Taraxacum officinale,0,3,0,3
6082538,Taraxacum purpureocornutum Soest,species,ACCEPTED,EXACT,NA,Taraxacum purpureocornutum,98,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum purpureocornutum,6,7707728,220,414,3065,7787708,6082538,FALSE,Magnoliopsida,NA,Taraxacum purpureocornutum,Taraxacum officinale,1,1,1,1
6082534,Taraxacum purpureomarginatum Soest,species,ACCEPTED,EXACT,NA,Taraxacum purpureomarginatum,98,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum purpureomarginatum,6,7707728,220,414,3065,7787708,6082534,FALSE,Magnoliopsida,NA,Taraxacum purpureomarginatum,Taraxacum officinale,1,1,1,1
5695889,Taraxacum purpureum Raunk.,species,ACCEPTED,EXACT,NA,Taraxacum purpureum,98,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum purpureum,6,7707728,220,414,3065,7787708,5695889,FALSE,Magnoliopsida,NA,Taraxacum purpureum,Taraxacum officinale,1,1,1,1
5393855,Taraxacum pycnolobum Dahlst.,species,ACCEPTED,EXACT,NA,Taraxacum pycnolobum,98,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum pycnolobum,6,7707728,220,414,3065,7787708,5393855,FALSE,Magnoliopsida,NA,Taraxacum pycnolobum,Taraxacum officinale,2,1,1,1
6082569,Taraxacum raunkiaeri Wiinst.,species,SYNONYM,EXACT,5698438,Taraxacum raunkiaeri,98,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum duplidentifrons,6,7707728,220,414,3065,7787708,5698438,TRUE,Magnoliopsida,NA,Taraxacum raunkiaeri,Taraxacum officinale,0,1,0,1
5394191,Taraxacum recurvum Dahlst.,species,ACCEPTED,EXACT,NA,Taraxacum recurvum,98,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum recurvum,6,7707728,220,414,3065,7787708,5394191,FALSE,Magnoliopsida,NA,Taraxacum recurvum,Taraxacum officinale,1,1,1,1
5695789,Taraxacum reflectens Dahlst.,species,ACCEPTED,EXACT,NA,Taraxacum reflectens,97,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum reflectens,6,7707728,220,414,3065,7787708,5695789,FALSE,Magnoliopsida,NA,Taraxacum reflectens,Taraxacum officinale,1,3,1,1
5695765,Taraxacum remotijugum H.Lindb. & H.Lindb.,species,SYNONYM,EXACT,7596313,Taraxacum remotijugum,97,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum humile,6,7707728,220,414,3065,7787708,7596313,TRUE,Magnoliopsida,NA,Taraxacum remotijugum,Taraxacum officinale,0,2,0,2
11034450,Taraxacum remotijugum H.H.Lindb.,species,SYNONYM,EXACT,7596313,Taraxacum remotijugum,97,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum humile,6,7707728,220,414,3065,7787708,7596313,TRUE,Magnoliopsida,Similarity: name=110; authorship=0; classification=-2; rank=5; status=0,Taraxacum remotijugum,Taraxacum officinale,0,2,0,2
5695762,Taraxacum remotilobum Dahlst.,species,ACCEPTED,EXACT,NA,Taraxacum remotilobum,98,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum remotilobum,6,7707728,220,414,3065,7787708,5695762,FALSE,Magnoliopsida,NA,Taraxacum remotilobum,Taraxacum officinale,1,1,1,1
5394631,Taraxacum repletum (Dahlst.) Dahlst.,species,ACCEPTED,EXACT,NA,Taraxacum repletum,98,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum repletum,6,7707728,220,414,3065,7787708,5394631,FALSE,Magnoliopsida,NA,Taraxacum repletum,Taraxacum officinale,1,2,1,1
5394320,Taraxacum retroflexum H.Lindb.,species,ACCEPTED,EXACT,NA,Taraxacum retroflexum,98,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum retroflexum,6,7707728,220,414,3065,7787708,5394320,FALSE,Magnoliopsida,NA,Taraxacum retroflexum,Taraxacum officinale,1,1,1,1
5695736,Taraxacum retzii Soest,species,ACCEPTED,EXACT,NA,Taraxacum retzii,98,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum retzii,6,7707728,220,414,3065,7787708,5695736,FALSE,Magnoliopsida,NA,Taraxacum retzii,Taraxacum officinale,1,1,1,1
7812326,Taraxacum revertens Brenner,species,SYNONYM,EXACT,5394498,Taraxacum revertens,113,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum mucronatum,6,7707728,220,414,3065,7787708,5394498,TRUE,Magnoliopsida,Similarity: name=110; authorship=0; classification=-2; rank=5; status=0,Taraxacum revertens,Taraxacum officinale,1,2,0,2
5695734,Taraxacum revertens Haglund,species,SYNONYM,EXACT,5695733,Taraxacum revertens,113,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum revertitans,6,7707728,220,414,3065,7787708,5695733,TRUE,Magnoliopsida,Similarity: name=110; authorship=0; classification=-2; rank=5; status=0,Taraxacum revertens,Taraxacum officinale,1,2,0,2
5695720,Taraxacum rhodolepis Dahlst.,species,ACCEPTED,EXACT,NA,Taraxacum rhodolepis,98,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum rhodolepis,6,7707728,220,414,3065,7787708,5695720,FALSE,Magnoliopsida,NA,Taraxacum rhodolepis,Taraxacum officinale,2,1,1,1
7362654,Taraxacum rhodopodum Dahlst. ex Haglund,species,ACCEPTED,EXACT,NA,Taraxacum rhodopodum,98,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum rhodopodum,6,7707728,220,414,3065,7787708,7362654,FALSE,Magnoliopsida,NA,Taraxacum rhodopodum,Taraxacum officinale,1,3,1,1
7911142,Taraxacum robustum Koidz.,species,SYNONYM,EXACT,7981916,Taraxacum robustum,113,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum venustum,6,7707728,220,414,3065,7787708,7981916,TRUE,Magnoliopsida,Similarity: name=110; authorship=0; classification=-2; rank=5; status=0,Taraxacum robustum,Taraxacum officinale,1,3,0,3
9249854,Taraxacum robustum Markl.,species,SYNONYM,EXACT,5699339,Taraxacum robustum,113,Plantae,Tracheophyta,Asterales,Asteraceae,Taraxacum,Taraxacum amplum,6,7707728,220,414,3065,7787708,5699339,TRUE,Magnoliopsida,Similarity: name=110; authorship=0; classification=-2; rank=5; status=0,Taraxacum robustum,Taraxacum officinale,1,3,0,3
