usagekey,scientificname,rank,status,matchtype,acceptedusagekey,canonicalname,confidence,kingdom,phylum,order,family,genus,species,kingdomkey,phylumkey,classkey,orderkey,familykey,genuskey,specieskey,synonym,class,note,original_sciname,original_accepted,acc_matches,ext_matches,ae_matches,n
4086175,Abena cayennensis (Rich.) Hitchc.,species,SYNONYM,EXACT,2925454,Abena cayennensis,98,Plantae,Tracheophyta,Lamiales,Verbenaceae,Stachytarpheta,Stachytarpheta cayennensis,6,7707728,220,408,6689,2925448,2925454,TRUE,Magnoliopsida,NA,Abena cayennensis,Stachytarpheta cayennensis,1,1,0,1
3940251,Abutilon arnottianum (Gillies ex Hook.) Walp.,species,SYNONYM,EXACT,3935610,Abutilon arnottianum,98,Plantae,Tracheophyta,Malvales,Malvaceae,Abutilon,Abutilon thyrsodendron,6,7707728,220,941,6685,10839991,3935610,TRUE,Magnoliopsida,NA,Abutilon arnottianum,Abutilon grandifolium,0,1,0,1
3937317,Abutilon molle (Ortega) Sweet,species,SYNONYM,EXACT,3152633,Abutilon molle,113,Plantae,Tracheophyta,Malvales,Malvaceae,Abutilon,Abutilon grandifolium,6,7707728,220,941,6685,10839991,3152633,TRUE,Magnoliopsida,Similarity: name=110; authorship=0; classification=-2; rank=5; status=0,Abutilon molle,Abutilon grandifolium,1,2,0,2
7864186,Abutilon molle Baker,species,SYNONYM,EXACT,7365658,Abutilon molle,113,Plantae,Tracheophyta,Malvales,Malvaceae,Abutilon,Abutilon anglosomaliae,6,7707728,220,941,6685,10839991,7365658,TRUE,Magnoliopsida,Similarity: name=110; authorship=0; classification=-2; rank=5; status=0,Abutilon molle,Abutilon grandifolium,1,2,0,2
2980328,Acacia cyanophylla Lindl.,species,SYNONYM,EXACT,2978552,Acacia cyanophylla,98,Plantae,Tracheophyta,Fabales,Fabaceae,Acacia,Acacia saligna,6,7707728,220,1370,5386,2978223,2978552,TRUE,Magnoliopsida,NA,Acacia cyanophylla,Acacia saligna,0,1,0,1
2973175,Acacia procera (Roxb.) Willd.,species,SYNONYM,EXACT,2973167,Acacia procera,98,Plantae,Tracheophyta,Fabales,Fabaceae,Albizia,Albizia procera,6,7707728,220,1370,5386,2972897,2973167,TRUE,Magnoliopsida,NA,Acacia procera,Albizia procera,1,1,0,1
2973173,Acacia procera var. elata (Roxb.) Baker,variety,SYNONYM,EXACT,2973167,Acacia procera elata,98,Plantae,Tracheophyta,Fabales,Fabaceae,Albizia,Albizia procera,6,7707728,220,1370,5386,2972897,2973167,TRUE,Magnoliopsida,NA,Acacia procera var. elata,Albizia procera,0,1,0,1
2973168,Acacia procera var. roxburghiana E.Fourn.,variety,SYNONYM,EXACT,2973167,Acacia procera roxburghiana,98,Plantae,Tracheophyta,Fabales,Fabaceae,Albizia,Albizia procera,6,7707728,220,1370,5386,2972897,2973167,TRUE,Magnoliopsida,NA,Acacia procera var. roxburghiana,Albizia procera,0,1,0,1
4036633,Acetosella albicans (Kunth) Kuntze,species,SYNONYM,EXACT,6422951,Acetosella albicans,98,Plantae,Tracheophyta,Oxalidales,Oxalidaceae,Oxalis,Oxalis albicans,6,7707728,220,7224021,6697,2891642,2891711,TRUE,Magnoliopsida,NA,Acetosella albicans,Oxalis corniculata,0,1,0,1
5334533,Acetosella corniculata (L.) Kuntze,species,SYNONYM,EXACT,8427624,Acetosella corniculata,98,Plantae,Tracheophyta,Oxalidales,Oxalidaceae,Oxalis,Oxalis corniculata,6,7707728,220,7224021,6697,2891642,8427624,TRUE,Magnoliopsida,NA,Acetosella corniculata,Oxalis corniculata,0,1,0,1
5537338,Acetosella corniculata var. villosa (M.Bieb.) Kuntze,variety,SYNONYM,EXACT,8207095,Acetosella corniculata villosa,98,Plantae,Tracheophyta,Oxalidales,Oxalidaceae,Oxalis,Oxalis corniculata,6,7707728,220,7224021,6697,2891642,8427624,TRUE,Magnoliopsida,NA,Acetosella corniculata var. villosa,Oxalis corniculata,0,1,0,1
3627015,Acetosella debilis (Kunth) Kuntze,species,SYNONYM,EXACT,7318161,Acetosella debilis,98,Plantae,Tracheophyta,Oxalidales,Oxalidaceae,Oxalis,Oxalis debilis,6,7707728,220,7224021,6697,2891642,2891707,TRUE,Magnoliopsida,NA,Acetosella debilis,Oxalis debilis,0,1,0,1
5537285,Acetosella fontana (Bunge) Kuntze,species,SYNONYM,EXACT,7734596,Acetosella fontana,98,Plantae,Tracheophyta,Oxalidales,Oxalidaceae,Oxalis,Oxalis fontana,6,7707728,220,7224021,6697,2891642,2891701,TRUE,Magnoliopsida,NA,Acetosella fontana,Oxalis corniculata,0,1,0,1
3626373,Acetosella herpestica (Schltdl.) Kuntze,species,SYNONYM,EXACT,8427624,Acetosella herpestica,98,Plantae,Tracheophyta,Oxalidales,Oxalidaceae,Oxalis,Oxalis corniculata,6,7707728,220,7224021,6697,2891642,8427624,TRUE,Magnoliopsida,NA,Acetosella herpestica,Oxalis corniculata,0,1,0,1
5537249,Acetosella lasiandra (Zucc.) Kuntze,species,SYNONYM,EXACT,3628230,Acetosella lasiandra,98,Plantae,Tracheophyta,Oxalidales,Oxalidaceae,Oxalis,Oxalis lasiandra,6,7707728,220,7224021,6697,2891642,3628230,TRUE,Magnoliopsida,NA,Acetosella lasiandra,Oxalis debilis,0,1,0,1
5537471,Acetosella martiana (Zucc.) Kuntze,species,SYNONYM,EXACT,7318241,Acetosella martiana,98,Plantae,Tracheophyta,Oxalidales,Oxalidaceae,Oxalis,Oxalis latifolia,6,7707728,220,7224021,6697,2891642,2891755,TRUE,Magnoliopsida,NA,Acetosella martiana,Oxalis debilis,0,1,0,1
7659819,Acetosella palustris (A.St.-Hil.) Kuntze,species,SYNONYM,EXACT,3627517,Acetosella palustris,98,Plantae,Tracheophyta,Oxalidales,Oxalidaceae,Oxalis,Oxalis triangularis,6,7707728,220,7224021,6697,2891642,7156971,TRUE,Magnoliopsida,NA,Acetosella palustris,Oxalis triangularis,0,1,0,1
3627891,Acetosella papilionacea (Hoffmanns. ex Zucc.) Kuntze,species,SYNONYM,EXACT,3627517,Acetosella papilionacea,98,Plantae,Tracheophyta,Oxalidales,Oxalidaceae,Oxalis,Oxalis triangularis,6,7707728,220,7224021,6697,2891642,7156971,TRUE,Magnoliopsida,NA,Acetosella papilionacea,Oxalis triangularis,0,1,0,1
3627448,Acetosella regnellii (Miq.) Kuntze,species,SYNONYM,EXACT,3627517,Acetosella regnellii,98,Plantae,Tracheophyta,Oxalidales,Oxalidaceae,Oxalis,Oxalis triangularis,6,7707728,220,7224021,6697,2891642,7156971,TRUE,Magnoliopsida,NA,Acetosella regnellii,Oxalis triangularis,0,1,0,1
5537347,Acetosella simulans (Baker) Kuntze,species,SYNONYM,EXACT,8427624,Acetosella simulans,98,Plantae,Tracheophyta,Oxalidales,Oxalidaceae,Oxalis,Oxalis corniculata,6,7707728,220,7224021,6697,2891642,8427624,TRUE,Magnoliopsida,NA,Acetosella simulans,Oxalis corniculata,0,1,0,1
5537336,Acetosella stricta Kuntze,species,SYNONYM,EXACT,8427624,Acetosella stricta,98,Plantae,Tracheophyta,Oxalidales,Oxalidaceae,Oxalis,Oxalis corniculata,6,7707728,220,7224021,6697,2891642,8427624,TRUE,Magnoliopsida,NA,Acetosella stricta,Oxalis corniculata,0,1,0,1
3626932,Acetosella triangularis (A.St.-Hil.) Kuntze,species,SYNONYM,EXACT,7318173,Acetosella triangularis,98,Plantae,Tracheophyta,Oxalidales,Oxalidaceae,Oxalis,Oxalis triangularis,6,7707728,220,7224021,6697,2891642,7156971,TRUE,Magnoliopsida,NA,Acetosella triangularis,Oxalis triangularis,0,1,0,1
5537305,Acetosella verticillata (Moc. & Sessé ex DC.) Kuntze,species,SYNONYM,EXACT,7747534,Acetosella verticillata,98,Plantae,Tracheophyta,Oxalidales,Oxalidaceae,Oxalis,Oxalis verticillata,6,7707728,220,7224021,6697,2891642,7747534,TRUE,Magnoliopsida,NA,Acetosella verticillata,Oxalis corniculata,0,1,0,1
3626741,Acetosella wrightii (A.Gray) Kuntze,species,SYNONYM,EXACT,6422951,Acetosella wrightii,98,Plantae,Tracheophyta,Oxalidales,Oxalidaceae,Oxalis,Oxalis albicans,6,7707728,220,7224021,6697,2891642,2891711,TRUE,Magnoliopsida,NA,Acetosella wrightii,Oxalis corniculata,0,1,0,1
5399288,Acosta micranthos (S.G.Gmel.) Soják,species,SYNONYM,EXACT,4247591,Acosta micranthos,98,Plantae,Tracheophyta,Asterales,Asteraceae,Centaurea,Centaurea stoebe,6,7707728,220,414,3065,3127469,3127727,TRUE,Magnoliopsida,NA,Acosta micranthos,Centaurea stoebe subsp. micranthos,0,1,0,1
3148069,Actinomeris alata (Cav.) Nutt.,species,SYNONYM,EXACT,3148065,Actinomeris alata,98,Plantae,Tracheophyta,Asterales,Asteraceae,Verbesina,Verbesina occidentalis,6,7707728,220,414,3065,3147795,3148065,TRUE,Magnoliopsida,NA,Actinomeris alata,Verbesina occidentalis,0,1,0,1
3147861,Actinomeris alternifolia (L.) DC.,species,SYNONYM,EXACT,3147815,Actinomeris alternifolia,98,Plantae,Tracheophyta,Asterales,Asteraceae,Verbesina,Verbesina alternifolia,6,7707728,220,414,3065,3147795,3147815,TRUE,Magnoliopsida,NA,Actinomeris alternifolia,Verbesina alternifolia,0,1,0,1
3147999,Actinomeris oppositifolia DC.,species,SYNONYM,EXACT,7792715,Actinomeris oppositifolia,113,Plantae,Tracheophyta,Asterales,Asteraceae,Verbesina,Verbesina helianthoides,6,7707728,220,414,3065,3147795,7792715,TRUE,Magnoliopsida,Similarity: name=110; authorship=0; classification=-2; rank=5; status=0,Actinomeris oppositifolia,Verbesina alternifolia,0,2,0,2
7650794,Actinomeris oppositifolia Fresen.,species,SYNONYM,EXACT,3147815,Actinomeris oppositifolia,113,Plantae,Tracheophyta,Asterales,Asteraceae,Verbesina,Verbesina alternifolia,6,7707728,220,414,3065,3147795,3147815,TRUE,Magnoliopsida,Similarity: name=110; authorship=0; classification=-2; rank=5; status=0,Actinomeris oppositifolia,Verbesina alternifolia,0,2,0,2
3147997,Actinomeris squarrosa Nutt.,species,SYNONYM,EXACT,3147815,Actinomeris squarrosa,98,Plantae,Tracheophyta,Asterales,Asteraceae,Verbesina,Verbesina alternifolia,6,7707728,220,414,3065,3147795,3147815,TRUE,Magnoliopsida,NA,Actinomeris squarrosa,Verbesina alternifolia,1,1,0,1
4209419,Actinomeris squarrosa var. alternifolia (L.) Torr. & A.Gray,variety,SYNONYM,EXACT,3147815,Actinomeris squarrosa alternifolia,98,Plantae,Tracheophyta,Asterales,Asteraceae,Verbesina,Verbesina alternifolia,6,7707728,220,414,3065,3147795,3147815,TRUE,Magnoliopsida,NA,Actinomeris squarrosa var. alternifolia,Verbesina alternifolia,0,1,0,1
4209412,Actinomeris squarrosa var. oppositifolia (Fresen.) Torr. & A.Gray,variety,SYNONYM,EXACT,3147815,Actinomeris squarrosa oppositifolia,98,Plantae,Tracheophyta,Asterales,Asteraceae,Verbesina,Verbesina alternifolia,6,7707728,220,414,3065,3147795,3147815,TRUE,Magnoliopsida,NA,Actinomeris squarrosa var. oppositifolia,Verbesina alternifolia,0,1,0,1
3147997,Actinomeris squarrosa Nutt.,species,SYNONYM,HIGHERRANK,3147815,Actinomeris squarrosa,98,Plantae,Tracheophyta,Asterales,Asteraceae,Verbesina,Verbesina alternifolia,6,7707728,220,414,3065,3147795,3147815,TRUE,Magnoliopsida,NA,Actinomeris squarrosa var. procera,Verbesina alternifolia,0,0,0,1
7300483,Adicea microphylla (L.) Kuntze,species,SYNONYM,EXACT,5361841,Adicea microphylla,98,Plantae,Tracheophyta,Rosales,Urticaceae,Pilea,Pilea microphylla,6,7707728,220,691,6639,2984417,5361841,TRUE,Magnoliopsida,NA,Adicea microphylla,Pilea microphylla,0,1,0,1
7828379,Adicea microphylla var. trianthemoides (Sw.) Kuntze,variety,SYNONYM,EXACT,5361850,Adicea microphylla trianthemoides,97,Plantae,Tracheophyta,Rosales,Urticaceae,Pilea,Pilea trianthemoides,6,7707728,220,691,6639,2984417,5361850,TRUE,Magnoliopsida,NA,Adicea microphylla var. trianthemoides,Pilea microphylla,0,2,0,2
4098251,"Adicea microphylla var. trianthemoides Millsp., 1902",variety,DOUBTFUL,EXACT,NA,Adicea microphylla trianthemoides,95,Plantae,Tracheophyta,Rosales,Urticaceae,Pilea,Pilea microphylla,6,7707728,220,691,6639,2984417,5361841,FALSE,Magnoliopsida,Similarity: name=110; authorship=0; classification=-2; rank=5; status=-5,Adicea microphylla var. trianthemoides,Pilea microphylla,0,2,0,2
3132584,Adventina ciliata Raf.,species,SYNONYM,EXACT,8298495,Adventina ciliata,98,Plantae,Tracheophyta,Asterales,Asteraceae,Galinsoga,Galinsoga quadriradiata,6,7707728,220,414,3065,3132547,8298495,TRUE,Magnoliopsida,NA,Adventina ciliata,Galinsoga quadriradiata,0,1,0,1
2949252,Aeschynomene cachemiriana Cambess.,species,SYNONYM,EXACT,2949250,Aeschynomene cachemiriana,98,Plantae,Tracheophyta,Fabales,Fabaceae,Aeschynomene,Aeschynomene indica,6,7707728,220,1370,5386,2949034,2949250,TRUE,Magnoliopsida,NA,Aeschynomene cachemiriana,Aeschynomene indica,0,1,0,1
11109911,Aeschynomene diffusa J.G.Klein,species,SYNONYM,EXACT,2949250,Aeschynomene diffusa,113,Plantae,Tracheophyta,Fabales,Fabaceae,Aeschynomene,Aeschynomene indica,6,7707728,220,1370,5386,2949034,2949250,TRUE,Magnoliopsida,Similarity: name=110; authorship=0; classification=-2; rank=5; status=0,Aeschynomene diffusa,Aeschynomene indica,1,4,0,4
2949276,Aeschynomene diffusa J.G.Klein ex Willd.,species,SYNONYM,EXACT,2949250,Aeschynomene diffusa,113,Plantae,Tracheophyta,Fabales,Fabaceae,Aeschynomene,Aeschynomene indica,6,7707728,220,1370,5386,2949034,2949250,TRUE,Magnoliopsida,Similarity: name=110; authorship=0; classification=-2; rank=5; status=0,Aeschynomene diffusa,Aeschynomene indica,1,4,0,4
8640097,Aeschynomene diffusa Roxb.,species,SYNONYM,EXACT,2970705,Aeschynomene diffusa,113,Plantae,Tracheophyta,Fabales,Fabaceae,Sesbania,Sesbania procumbens,6,7707728,220,1370,5386,2970583,2970705,TRUE,Magnoliopsida,Similarity: name=110; authorship=0; classification=-2; rank=5; status=0,Aeschynomene diffusa,Aeschynomene indica,1,4,0,4
8001542,Aeschynomene diffusa Roxb. ex Wight & Arn.,species,SYNONYM,EXACT,2970705,Aeschynomene diffusa,113,Plantae,Tracheophyta,Fabales,Fabaceae,Sesbania,Sesbania procumbens,6,7707728,220,1370,5386,2970583,2970705,TRUE,Magnoliopsida,Similarity: name=110; authorship=0; classification=-2; rank=5; status=0,Aeschynomene diffusa,Aeschynomene indica,1,4,0,4
2970604,Aeschynomene emerus Aubl.,species,SYNONYM,EXACT,2970599,Aeschynomene emerus,98,Plantae,Tracheophyta,Fabales,Fabaceae,Sesbania,Sesbania emerus,6,7707728,220,1370,5386,2970583,2970599,TRUE,Magnoliopsida,NA,Aeschynomene emerus,Sesbania herbacea,1,1,0,1
2949274,Aeschynomene glaberrima Poir.,species,SYNONYM,EXACT,2949250,Aeschynomene glaberrima,98,Plantae,Tracheophyta,Fabales,Fabaceae,Aeschynomene,Aeschynomene indica,6,7707728,220,1370,5386,2949034,2949250,TRUE,Magnoliopsida,NA,Aeschynomene glaberrima,Aeschynomene indica,0,1,0,1
3912027,Aeschynomene herbacea Aubl.,species,SYNONYM,EXACT,5353534,Aeschynomene herbacea,98,Plantae,Tracheophyta,Fabales,Fabaceae,Neptunia,Neptunia prostrata,6,7707728,220,1370,5386,7599660,5353534,TRUE,Magnoliopsida,NA,Aeschynomene herbacea,Aeschynomene indica,0,1,0,1
2949260,Aeschynomene indica var. punctata Pers.,variety,SYNONYM,EXACT,2949250,Aeschynomene indica punctata,98,Plantae,Tracheophyta,Fabales,Fabaceae,Aeschynomene,Aeschynomene indica,6,7707728,220,1370,5386,2949034,2949250,TRUE,Magnoliopsida,NA,Aeschynomene indica var. punctata,Aeschynomene indica,0,1,0,1
2949259,Aeschynomene indica var. viscosa Miq.,variety,SYNONYM,EXACT,2949250,Aeschynomene indica viscosa,98,Plantae,Tracheophyta,Fabales,Fabaceae,Aeschynomene,Aeschynomene indica,6,7707728,220,1370,5386,2949034,2949250,TRUE,Magnoliopsida,NA,Aeschynomene indica var. viscosa,Aeschynomene indica,0,1,0,1
2949251,Aeschynomene macropoda DC.,species,SYNONYM,EXACT,2949250,Aeschynomene macropoda,98,Plantae,Tracheophyta,Fabales,Fabaceae,Aeschynomene,Aeschynomene indica,6,7707728,220,1370,5386,2949034,2949250,TRUE,Magnoliopsida,NA,Aeschynomene macropoda,Aeschynomene indica,0,1,0,1
2949257,Aeschynomene montana Span.,species,SYNONYM,EXACT,2949250,Aeschynomene montana,98,Plantae,Tracheophyta,Fabales,Fabaceae,Aeschynomene,Aeschynomene indica,6,7707728,220,1370,5386,2949034,2949250,TRUE,Magnoliopsida,NA,Aeschynomene montana,Aeschynomene indica,0,1,0,1
2949122,Aeschynomene oligantha Micheli,species,SYNONYM,EXACT,2949120,Aeschynomene oligantha,113,Plantae,Tracheophyta,Fabales,Fabaceae,Aeschynomene,Aeschynomene fascicularis,6,7707728,220,1370,5386,2949034,2949120,TRUE,Magnoliopsida,Similarity: name=110; authorship=0; classification=-2; rank=5; status=0,Aeschynomene oligantha,Aeschynomene indica,1,3,0,3
11003077,Aeschynomene oligantha Welw.,species,SYNONYM,EXACT,2949250,Aeschynomene oligantha,113,Plantae,Tracheophyta,Fabales,Fabaceae,Aeschynomene,Aeschynomene indica,6,7707728,220,1370,5386,2949034,2949250,TRUE,Magnoliopsida,Similarity: name=110; authorship=0; classification=-2; rank=5; status=0,Aeschynomene oligantha,Aeschynomene indica,1,3,0,3
8371328,Aeschynomene oligantha Welw. ex Baker,species,SYNONYM,EXACT,2949250,Aeschynomene oligantha,113,Plantae,Tracheophyta,Fabales,Fabaceae,Aeschynomene,Aeschynomene indica,6,7707728,220,1370,5386,2949034,2949250,TRUE,Magnoliopsida,Similarity: name=110; authorship=0; classification=-2; rank=5; status=0,Aeschynomene oligantha,Aeschynomene indica,1,3,0,3
2949261,Aeschynomene pumila L.,species,SYNONYM,EXACT,2949250,Aeschynomene pumila,98,Plantae,Tracheophyta,Fabales,Fabaceae,Aeschynomene,Aeschynomene indica,6,7707728,220,1370,5386,2949034,2949250,TRUE,Magnoliopsida,NA,Aeschynomene pumila,Aeschynomene indica,1,1,0,1
2949258,Aeschynomene quadrata Schumach. & Thonn.,species,SYNONYM,EXACT,2949250,Aeschynomene quadrata,98,Plantae,Tracheophyta,Fabales,Fabaceae,Aeschynomene,Aeschynomene indica,6,7707728,220,1370,5386,2949034,2949250,TRUE,Magnoliopsida,NA,Aeschynomene quadrata,Aeschynomene indica,0,1,0,1
2949277,Aeschynomene roxburghii Spreng.,species,SYNONYM,EXACT,2949250,Aeschynomene roxburghii,98,Plantae,Tracheophyta,Fabales,Fabaceae,Aeschynomene,Aeschynomene indica,6,7707728,220,1370,5386,2949034,2949250,TRUE,Magnoliopsida,NA,Aeschynomene roxburghii,Aeschynomene indica,0,1,0,1
2949254,Aeschynomene subviscosa DC.,species,SYNONYM,EXACT,2949250,Aeschynomene subviscosa,98,Plantae,Tracheophyta,Fabales,Fabaceae,Aeschynomene,Aeschynomene indica,6,7707728,220,1370,5386,2949034,2949250,TRUE,Magnoliopsida,NA,Aeschynomene subviscosa,Aeschynomene indica,0,1,0,1
2949055,Aeschynomene viscidula Michx.,species,ACCEPTED,EXACT,NA,Aeschynomene viscidula,97,Plantae,Tracheophyta,Fabales,Fabaceae,Aeschynomene,Aeschynomene viscidula,6,7707728,220,1370,5386,2949034,2949055,FALSE,Magnoliopsida,NA,Aeschynomene viscidula,Aeschynomene indica,1,3,1,1
5400146,Ageratum perplexans M.F.Johnson,species,SYNONYM,EXACT,8298495,Ageratum perplexans,98,Plantae,Tracheophyta,Asterales,Asteraceae,Galinsoga,Galinsoga quadriradiata,6,7707728,220,414,3065,3132547,8298495,TRUE,Magnoliopsida,NA,Ageratum perplexans,Galinsoga quadriradiata,0,1,0,1
8009050,Agrorrhinum orontium (L.) Fourr.,species,SYNONYM,EXACT,7332995,Agrorrhinum orontium,98,Plantae,Tracheophyta,Lamiales,Plantaginaceae,Misopates,Misopates orontium,6,7707728,220,408,2420,3171144,3171145,TRUE,Magnoliopsida,NA,Agrorrhinum orontium,Misopates orontium,0,1,0,1
3693274,Agrosinapis arvensis (L.) Fourr.,species,SYNONYM,EXACT,5376035,Agrosinapis arvensis,98,Plantae,Tracheophyta,Brassicales,Brassicaceae,Moricandia,Moricandia arvensis,6,7707728,220,7225535,3112,3050415,5376035,TRUE,Magnoliopsida,NA,Agrosinapis arvensis,Sinapis arvensis,0,1,0,1
4118367,Agrostis plumosa Ten.,species,SYNONYM,EXACT,7226762,Agrostis plumosa,98,Plantae,Tracheophyta,Poales,Poaceae,Tricholaena,Tricholaena teneriffae,6,7707728,196,1369,3073,7491025,4120647,TRUE,Liliopsida,NA,Agrostis plumosa,Sporobolus pyramidatus,0,1,0,1
2704751,Agrostis pyramidata Lam.,species,SYNONYM,EXACT,2704755,Agrostis pyramidata,98,Plantae,Tracheophyta,Poales,Poaceae,Sporobolus,Sporobolus pyramidatus,6,7707728,196,1369,3073,2704744,2704755,TRUE,Liliopsida,NA,Agrostis pyramidata,Sporobolus pyramidatus,0,1,0,1
3618731,Ahouai thevetia M.Gómez,species,SYNONYM,EXACT,3169652,Ahouai thevetia,98,Plantae,Tracheophyta,Gentianales,Apocynaceae,Cascabela,Cascabela thevetia,6,7707728,220,412,6701,7950372,3169652,TRUE,Magnoliopsida,NA,Ahouai thevetia,Thevetia peruviana,0,1,0,1
4191660,Akebia micrantha Nakai,species,SYNONYM,EXACT,3033965,Akebia micrantha,98,Plantae,Tracheophyta,Ranunculales,Lardizabalaceae,Akebia,Akebia quinata,6,7707728,220,399,2412,8216970,3033965,TRUE,Magnoliopsida,NA,Akebia micrantha,Akebia quinata,1,1,0,1
4191637,Akebia quinata f. albiflora Y.N.Lee,form,SYNONYM,EXACT,3033965,Akebia quinata albiflora,98,Plantae,Tracheophyta,Ranunculales,Lardizabalaceae,Akebia,Akebia quinata,6,7707728,220,399,2412,8216970,3033965,TRUE,Magnoliopsida,NA,Akebia quinata forma albiflora,Akebia quinata,0,1,0,1
7568005,Akebia quinata f. diplochlamys (Makino) T.Shimizu,form,SYNONYM,EXACT,3033965,Akebia quinata diplochlamys,98,Plantae,Tracheophyta,Ranunculales,Lardizabalaceae,Akebia,Akebia quinata,6,7707728,220,399,2412,8216970,3033965,TRUE,Magnoliopsida,NA,Akebia quinata forma diplochlamys,Akebia quinata,0,2,0,2
8100209,Akebia quinata var. diplochlamys Makino,variety,SYNONYM,EXACT,3033965,Akebia quinata diplochlamys,95,Plantae,Tracheophyta,Ranunculales,Lardizabalaceae,Akebia,Akebia quinata,6,7707728,220,399,2412,8216970,3033965,TRUE,Magnoliopsida,Similarity: name=110; authorship=0; classification=-2; rank=-2; status=0,Akebia quinata forma diplochlamys,Akebia quinata,0,2,0,2
7591155,Akebia quinata f. polyphylla (Nakai) Hiyama,form,SYNONYM,EXACT,3033965,Akebia quinata polyphylla,98,Plantae,Tracheophyta,Ranunculales,Lardizabalaceae,Akebia,Akebia quinata,6,7707728,220,399,2412,8216970,3033965,TRUE,Magnoliopsida,NA,Akebia quinata forma polyphylla,Akebia quinata,0,2,0,2
7909629,Akebia quinata var. polyphylla Nakai,variety,SYNONYM,EXACT,3033965,Akebia quinata polyphylla,95,Plantae,Tracheophyta,Ranunculales,Lardizabalaceae,Akebia,Akebia quinata,6,7707728,220,399,2412,8216970,3033965,TRUE,Magnoliopsida,Similarity: name=110; authorship=0; classification=-2; rank=-2; status=0,Akebia quinata forma polyphylla,Akebia quinata,0,2,0,2
8426591,Akebia quinata f. viridiflora Makino,form,SYNONYM,EXACT,3033965,Akebia quinata viridiflora,98,Plantae,Tracheophyta,Ranunculales,Lardizabalaceae,Akebia,Akebia quinata,6,7707728,220,399,2412,8216970,3033965,TRUE,Magnoliopsida,NA,Akebia quinata forma viridiflora,Akebia quinata,0,1,0,1
8100209,Akebia quinata var. diplochlamys Makino,variety,SYNONYM,EXACT,3033965,Akebia quinata diplochlamys,98,Plantae,Tracheophyta,Ranunculales,Lardizabalaceae,Akebia,Akebia quinata,6,7707728,220,399,2412,8216970,3033965,TRUE,Magnoliopsida,NA,Akebia quinata var. diplochlamys,Akebia quinata,0,2,0,2
7568005,Akebia quinata f. diplochlamys (Makino) T.Shimizu,form,SYNONYM,EXACT,3033965,Akebia quinata diplochlamys,95,Plantae,Tracheophyta,Ranunculales,Lardizabalaceae,Akebia,Akebia quinata,6,7707728,220,399,2412,8216970,3033965,TRUE,Magnoliopsida,Similarity: name=110; authorship=0; classification=-2; rank=-2; status=0,Akebia quinata var. diplochlamys,Akebia quinata,0,2,0,2
7909629,Akebia quinata var. polyphylla Nakai,variety,SYNONYM,EXACT,3033965,Akebia quinata polyphylla,98,Plantae,Tracheophyta,Ranunculales,Lardizabalaceae,Akebia,Akebia quinata,6,7707728,220,399,2412,8216970,3033965,TRUE,Magnoliopsida,NA,Akebia quinata var. polyphylla,Akebia quinata,0,2,0,2
7591155,Akebia quinata f. polyphylla (Nakai) Hiyama,form,SYNONYM,EXACT,3033965,Akebia quinata polyphylla,95,Plantae,Tracheophyta,Ranunculales,Lardizabalaceae,Akebia,Akebia quinata,6,7707728,220,399,2412,8216970,3033965,TRUE,Magnoliopsida,Similarity: name=110; authorship=0; classification=-2; rank=-2; status=0,Akebia quinata var. polyphylla,Akebia quinata,0,2,0,2
8401813,Akebia quinata var. yechi W.C.Cheng,variety,SYNONYM,EXACT,3033965,Akebia quinata yechi,98,Plantae,Tracheophyta,Ranunculales,Lardizabalaceae,Akebia,Akebia quinata,6,7707728,220,399,2412,8216970,3033965,TRUE,Magnoliopsida,NA,Akebia quinata var. yechi,Akebia quinata,0,1,0,1
4109656,Alectoridia quartiniana A.Rich.,species,SYNONYM,EXACT,5290201,Alectoridia quartiniana,98,Plantae,Tracheophyta,Poales,Poaceae,Arthraxon,Arthraxon hispidus,6,7707728,196,1369,3073,2706305,5290201,TRUE,Liliopsida,NA,Alectoridia quartiniana,Arthraxon hispidus,0,1,0,1
2864734,Alisma grandiflorum Cham. & Schltdl.,species,SYNONYM,EXACT,5328834,Alisma grandiflorum,98,Plantae,Tracheophyta,Alismatales,Alismataceae,Echinodorus,Echinodorus grandiflorus,6,7707728,196,551,3720,9615308,5328834,TRUE,Liliopsida,NA,Alisma grandiflorum,Echinodorus grandiflorus,1,1,0,1
7937643,Alisma subulatum Hill,species,ACCEPTED,EXACT,NA,Alisma subulatum,97,Plantae,Tracheophyta,Alismatales,Alismataceae,Alisma,Alisma subulatum,6,7707728,196,551,3720,2865099,7937643,FALSE,Liliopsida,NA,Alisma subulatum,Sagittaria subulata,2,2,1,1
2855601,Allium bivalve (L.) Kuntze,species,SYNONYM,EXACT,2855600,Allium bivalve,98,Plantae,Tracheophyta,Asparagales,Amaryllidaceae,Nothoscordum,Nothoscordum bivalve,6,7707728,196,1169,7682,2771093,2855600,TRUE,Liliopsida,NA,Allium bivalve,Nothoscordum bivalve,0,1,0,1
2855627,Allium ornithogaloides Walter,species,SYNONYM,EXACT,7227593,Allium ornithogaloides,98,Plantae,Tracheophyta,Asparagales,Amaryllidaceae,Nothoscordum,Nothoscordum bivalve,6,7707728,196,1169,7682,2771093,2855600,TRUE,Liliopsida,NA,Allium ornithogaloides,Nothoscordum bivalve,0,1,0,1
