acc_name,selected,synonyms,naturalized,weedy,fed_nox,fl_nox,occurrences,occurrences_new,Atlas,climate,acc_name_source
Smelowskia calycina,0,Smelowskia calycina,0,0,0,0,305,401,0,0,ITIS
Smilax canariensis,0,Smilax canariensis,0,0,0,0,84,31,0,0,TNRS
Smilax excelsa,0,Smilax excelsa,0,1,0,0,74,118,0,1,TNRS
Sobralia macrantha,0,Sobralia macrantha,1,0,0,0,351,363,0,0,ITIS
Solanum americanum,0,"Solanum adventitium, Solanum alatum, Solanum amarantoides, Solanum americanum, Solanum americanum subsp. nodiflorum, Solanum americanum var. baylisii, Solanum americanum var. nodiflorum, Solanum americanum var. patulum, Solanum calvum, Solanum caribaeum, Solanum curtipes, Solanum emulans, Solanum fistulosum, Solanum gollmeri, Solanum inconspicuum, Solanum indecorum, Solanum inops, Solanum luteum subsp. alatum, Solanum merrillianum, Solanum minutibaccatum, Solanum nigrum, Solanum nigrum subsp. alatum, Solanum nigrum var. americanum, Solanum nigrum var. nodiflorum, Solanum nigrum var. oleraceum, Solanum nigrum var. virginicum, Solanum nodiflorum, Solanum nodiflorum subsp. nutans, Solanum nodiflorum var. acuminatum, Solanum nodiflorum var. macrophyllum, Solanum nodiflorum var. petiolastrum, Solanum nodiflorum var. puberulum, Solanum oleraceum, Solanum parviflorum, Solanum photeinocarpum, Solanum ptychanthum, Solanum purpuratum, Solanum sciaphilum, Solanum subspatulatum, Solanum tenellum, Solanum triangulare, Solanum villosum subsp. alatum",1,1,0,0,184186,153541,1,1,Atlas
Solanum asperolanatum,0,"Solanum asperolanatum, Solanum hispidum",1,1,0,0,2082,1480,0,0,TNRS
Solanum campylacanthum,0,Solanum campylacanthum,1,0,0,0,4551,2356,0,1,ITIS
Solanum chenopodioides,0,"Solanum aloysiaefolium, Solanum approximatum, Solanum chenopodifolium, Solanum chenopodioides, Solanum crenatodentataum, Solanum crenatodentatum var. ramosissimum, Solanum deltaicum, Solanum douglasii, Solanum durangoense, Solanum gracile, Solanum gracile var. microphyllum, Solanum gracilius, Solanum isabellii, Solanum maioranthum, Solanum maracayuense, Solanum nigrum var. crenatodentatum, Solanum nigrum var. douglasii, Solanum nigrum var. pilcomayense, Solanum nigrum var. rigidum, Solanum oleraceum var. macrocarpum, Solanum oligospermum, Solanum ottonis, Solanum pilcomayense, Solanum prionopterum, Solanum pseudogracile, Solanum pterocaulon var. aguaraquiya, Solanum pulchrilobum, Solanum pygmaeum, Solanum sublobatum, Solanum syringoideum subsp. pilcomayense, Solanum vile",1,1,0,0,3023,28750,1,1,Atlas
Solanum decipiens,0,Solanum decipiens,1,1,0,0,3908,287,0,1,TNRS
Solanum fontanesianum,0,Solanum fontanesianum,0,1,0,0,0,1,0,1,CABI
Solanum humile,0,Solanum humile,0,0,0,0,192,38,0,1,ITIS
Solanum indicum,0,Solanum indicum,0,1,0,0,193,116,0,1,CABI
Solanum juvenale,0,Solanum juvenale,1,0,0,0,124,103,0,1,ITIS
Solanum mammosum,0,Solanum mammosum,1,1,0,0,533,498,0,1,ITIS
Solanum pseudocapsicum var. microcarpum,0,"Solanum microcarpum, Solanum pseudocapsicum var. microcarpum",0,1,0,0,0,0,0,1,TNRS
Solanum quitoense,0,Solanum quitoense,1,1,0,0,512,458,0,1,ITIS
Solanum rostratum,0,"Androcera rostrata, Solanum cornutum, Solanum rostratum",1,1,0,0,3915,4817,0,1,ITIS
Solanum seaforthianum,0,"Solanum seaforthianum, Solanum seaforthianum var. disjunctum, Solanum tenuifolium",1,1,0,0,1950,1951,0,1,TNRS
Solanum triflorum,0,Solanum triflorum,1,1,0,0,4036,4321,0,1,ITIS
Solanum tuberosum,0,"Solanum ajanhuiri, Solanum ajanhuiri forma jancko-ajanhuiri, Solanum ajanhuiri var. yari, Solanum andigena, Solanum andigena forma alccai-huarmi, Solanum andigena forma ancacc-maquin, Solanum andigena forma arcuatum, Solanum andigena forma basiscopum, Solanum andigena forma bifidum, Solanum andigena forma caesium, Solanum andigena forma caiceda, Solanum andigena forma ccompetillo, Solanum andigena forma ccompis, Solanum andigena forma cevallosii, Solanum andigena forma chalcoense, Solanum andigena forma chiar-imilla, Solanum andigena forma chimaco, Solanum andigena forma coeruleum, Solanum andigena forma conicicolumnatum, Solanum andigena forma cryptostylum, Solanum andigena forma dilatatum, Solanum andigena forma discolor, Solanum andigena forma globosum, Solanum andigena forma guatemalense, Solanum andigena forma huaca-lajra, Solanum andigena forma huallata, Solanum andigena forma huaman-uma, Solanum andigena forma incrassatum, Solanum andigena forma lanciacuminatum, Solanum andigena forma lapazense, Solanum andigena forma lecke-umo, Solanum andigena forma lilacinoflorum, Solanum andigena forma lisarassa, Solanum andigena forma llutuc-runtum, Solanum andigena forma magnicorollatum, Solanum andigena forma microstigmum, Solanum andigena forma nodosum, Solanum andigena forma pacus, Solanum andigena forma pallidum, Solanum andigena forma pomacanchicum, Solanum andigena forma ppacc-nacha, Solanum andigena forma ppaqui, Solanum andigena forma sunchchu, Solanum andigena forma tenue, Solanum andigena forma tiahuanacense, Solanum andigena forma tocanum, Solanum andigena forma tolucanum, Solanum andigena forma uncuna, Solanum andigena subsp. argentinum, Solanum andigena subsp. australiperuvianum, Solanum andigena subsp. aya-papa, Solanum andigena subsp. bolivianum, Solanum andigena subsp. centraliperuvianum, Solanum andigena subsp. ecuatorianum, Solanum andigena subsp. tarmense, Solanum andigena var. aymaranum, Solanum andigena var. bolivianum, Solanum andigena var. brevicalyx, Solanum andigena var. carhuas, Solanum andigena var. ccusi, Solanum andigena var. ckello-huaccoto, Solanum andigena var. columbianum, Solanum andigena var. cuzcoense, Solanum andigena var. digitotuberosum, Solanum andigena var. grauense, Solanum andigena var. hairuru, Solanum andigena var. hederiforme, Solanum andigena var. herrerae, Solanum andigena var. imilla, Solanum andigena var. juninum, Solanum andigena var. latius, Solanum andigena var. longibaccatum, Solanum andigena var. mexicanum, Solanum andigena var. platyantherum, Solanum andigena var. quechuanum, Solanum andigena var. sihuanum, Solanum andigena var. socco-huaccoto, Solanum andigena var. stenophyllum, Solanum andigena var. tarmense, Solanum ascasabii, Solanum boyacanse, Solanum cardenasii, Solanum chaucha, Solanum chaucha var. ccoe-sullu, Solanum chaucha var. ckati, Solanum chaucha var. khoyllu, Solanum chaucha var. puca-suitu, Solanum chaucha var. surimana, Solanum chiloense, Solanum churuspi, Solanum coeruleiflorum, Solanum cultum, Solanum estradae, Solanum goniocalyx, Solanum goniocalyx var. caeruleum, Solanum herrerae, Solanum leptostigmum, Solanum mamilliferum, Solanum phureja, Solanum phureja forma orbiculatum, Solanum phureja forma sayhuanimayo, Solanum phureja forma timusi, Solanum phureja forma viuda, Solanum phureja var. caeruleum, Solanum phureja var. flavum, Solanum phureja var. jancko-phureja, Solanum phureja var. pujeri, Solanum phureja var. rubro-rosea, Solanum phureja var. sanguineum, Solanum rybinii, Solanum rybinii var. boyacense, Solanum sinense, Solanum stenotomum, Solanum stenotomum forma alkka-phinu, Solanum stenotomum forma alkka-pitiquina, Solanum stenotomum forma ari-chuwa, Solanum stenotomum forma azureo-ckati, Solanum stenotomum forma ccami, Solanum stenotomum forma chiar-ckati, Solanum stenotomum forma chiar-phinu, Solanum stenotomum forma churi-puya, Solanum stenotomum forma jancko-chojllu, Solanum stenotomum forma kkarachi-pampa, Solanum stenotomum forma laram, Solanum stenotomum forma pacajes, Solanum stenotomum forma phiti-kalla, Solanum stenotomum forma pulu-wayku, Solanum stenotomum forma quime, Solanum stenotomum forma wila-chojllu, Solanum stenotomum var. ccami, Solanum stenotomum var. chojllu, Solanum stenotomum var. kkamara, Solanum stenotomum var. luru, Solanum stenotomum var. phinu, Solanum stenotomum var. pitiquina, Solanum stenotomum var. zapallo, Solanum subandigena, Solanum sylvestre, Solanum tenuifilamentum, Solanum tuberosum, Solanum tuberosum forma acuminatum, Solanum tuberosum forma alkka-imilla, Solanum tuberosum forma alkka-silla, Solanum tuberosum forma amajaya, Solanum tuberosum forma araucanum, Solanum tuberosum forma auriculatum, Solanum tuberosum forma azul-runa, Solanum tuberosum forma barmacca, Solanum tuberosum forma brachykalukon, Solanum tuberosum forma brevipapillosum, Solanum tuberosum forma camota, Solanum tuberosum forma ccompis, Solanum tuberosum forma cevallosii, Solanum tuberosum forma chaped, Solanum tuberosum forma chiar-lelekkoya, Solanum tuberosum forma chiar-pala, Solanum tuberosum forma chojo-samana, Solanum tuberosum forma conicum, Solanum tuberosum forma contortum, Solanum tuberosum forma coraila, Solanum tuberosum forma crassifilamentum, Solanum tuberosum forma elongatum, Solanum tuberosum forma enode, Solanum tuberosum forma huaca-lajra, Solanum tuberosum forma huaca-zapato, Solanum tuberosum forma huichinkka, Solanum tuberosum forma indianum, Solanum tuberosum forma infectum, Solanum tuberosum forma isla-imilla, Solanum tuberosum forma jancko-chockella, Solanum tuberosum forma jancko-kkoyllu, Solanum tuberosum forma jancko-pala, Solanum tuberosum forma kunurana, Solanum tuberosum forma laram-lelekkoya, Solanum tuberosum forma latum, Solanum tuberosum forma mahuinhue, Solanum tuberosum forma milagro, Solanum tuberosum forma montticum, Solanum tuberosum forma murukewillu, Solanum tuberosum forma nigrum, Solanum tuberosum forma oculosum, Solanum tuberosum forma ovatum, Solanum tuberosum forma overita, Solanum tuberosum forma pallidum, Solanum tuberosum forma pichuna, Solanum tuberosum forma pillicuma, Solanum tuberosum forma pulo, Solanum tuberosum forma sani-imilla, Solanum tuberosum forma sebastianum, Solanum tuberosum forma surico, Solanum tuberosum forma tenuipedicellatum, Solanum tuberosum forma thallasinum, Solanum tuberosum forma tinguipaya, Solanum tuberosum forma viride, Solanum tuberosum forma wila-huaycku, Solanum tuberosum forma wila-imilla, Solanum tuberosum forma wila-koyu, Solanum tuberosum forma wila-monda, Solanum tuberosum forma wila-pala, Solanum tuberosum forma yurac-taraco, Solanum tuberosum subsp. andigena, Solanum tuberosum subsp. bicolor, Solanum tuberosum subsp. corniforme, Solanum tuberosum subsp. flavum, Solanum tuberosum subsp. oculosum, Solanum tuberosum subsp. rubrum, Solanum tuberosum subsp. violaceum, Solanum tuberosum var. aethiopicum, Solanum tuberosum var. alaudinum, Solanum tuberosum var. album, Solanum tuberosum var. anglicum, Solanum tuberosum var. aymaranum, Solanum tuberosum var. batatinum, Solanum tuberosum var. bertuchii, Solanum tuberosum var. bolivianum, Solanum tuberosum var. borsdorfianum, Solanum tuberosum var. brachyceras, Solanum tuberosum var. brevipilosum, Solanum tuberosum var. bufoninum, Solanum tuberosum var. californicum, Solanum tuberosum var. cepinum, Solanum tuberosum var. chiar-imilla, Solanum tuberosum var. chiloense, Solanum tuberosum var. chilotanum, Solanum tuberosum var. conocarpum, Solanum tuberosum var. cordiforme, Solanum tuberosum var. corsicanum, Solanum tuberosum var. crassipedicellatum, Solanum tuberosum var. cucumerinum, Solanum tuberosum var. cultum, Solanum tuberosum var. drakeanum, Solanum tuberosum var. elegans, Solanum tuberosum var. elongatum, Solanum tuberosum var. erythroceras, Solanum tuberosum var. fragariinum, Solanum tuberosum var. guaraniticum, Solanum tuberosum var. hassicum, Solanum tuberosum var. helenanum, Solanum tuberosum var. hispanicum, Solanum tuberosum var. holsaticum, Solanum tuberosum var. julianum, Solanum tuberosum var. kaunitzii, Solanum tuberosum var. laurentinum, Solanum tuberosum var. lelekkoya, Solanum tuberosum var. leonhardianum, Solanum tuberosum var. longibaccatum, Solanum tuberosum var. macranthum, Solanum tuberosum var. malcachu, Solanum tuberosum var. melanoceras, Solanum tuberosum var. menapianum, Solanum tuberosum var. merceri, Solanum tuberosum var. multibaccatum, Solanum tuberosum var. multijugum, Solanum tuberosum var. nobile, Solanum tuberosum var. norfolcicum, Solanum tuberosum var. nucinum, Solanum tuberosum var. palatinatum, Solanum tuberosum var. pecorum, Solanum tuberosum var. peruvianum, Solanum tuberosum var. platyceras, Solanum tuberosum var. praecox, Solanum tuberosum var. praedicandum, Solanum tuberosum var. puberulum, Solanum tuberosum var. putscheanum, Solanum tuberosum var. recurvatum, Solanum tuberosum var. reniforme, Solanum tuberosum var. rockii, Solanum tuberosum var. rossicum, Solanum tuberosum var. rubrisuturatum, Solanum tuberosum var. rugiorum, Solanum tuberosum var. runa, Solanum tuberosum var. saccharatum, Solanum tuberosum var. salamandrinum, Solanum tuberosum var. schnittspahnii, Solanum tuberosum var. sesquimensale, Solanum tuberosum var. sicha, Solanum tuberosum var. sipancachi, Solanum tuberosum var. stenophyllum, Solanum tuberosum var. strobilinum, Solanum tuberosum var. taraco, Solanum tuberosum var. tener, Solanum tuberosum var. tinctorium, Solanum tuberosum var. ulmense, Solanum tuberosum var. versicolor, Solanum tuberosum var. villarcella, Solanum tuberosum var. vuchefeldicum, Solanum tuberosum var. vulgare, Solanum tuberosum var. xanthoceras, Solanum tuberosum var. yutuense, Solanum yabari",1,1,0,0,24963,13624,1,1,Atlas
Solanum villosum,0,"Solanum alatum, Solanum luteum, Solanum luteum ssp. alatum, Solanum luteum var. luteum, Solanum nigrum var. villosum, Solanum villosum",1,1,0,0,5020,4153,0,1,ITIS
Solanum wendlandii,0,Solanum wendlandii,1,1,0,0,417,411,0,1,ITIS
Solenanthus lanatus,0,"Cynoglossum mathezii, Solenanthus lanatus",0,0,0,0,14,17,0,1,TNRS
Solidago rugosa,0,Solidago rugosa,1,1,0,0,3713,2969,0,1,ITIS
Solidago sempervirens,0,"Aster mexicanus, Aster sempervirens, Solidago mexicana, Solidago sempervirens, Solidago sempervirens forma citrea, Solidago sempervirens forma ochroleuca, Solidago sempervirens forma viminea, Solidago sempervirens subsp. mexicana, Solidago sempervirens var. mexicana, Solidago sempervirens var. typica, Solidago sempervirens var. viminea, Solidago viminea",1,1,0,0,6334,5048,1,0,Atlas
Solidago x niederederi,0,Solidago x niederederi,0,0,0,0,8,9,0,0,CABI
Soliva anthemifolia,0,"Gymnostyles anthemidifolia, Gymnostyles anthemifolia, Soliva anthemifolia, Soliva mutisii",1,1,0,0,1010,192,1,0,Atlas
Soliva sessilis,0,"Gymnostyles alata, Gymnostyles barcklayana, Gymnostyles chilensis, Gymnostyles pterosperma, Soliva alata, Soliva barcklayana, Soliva daucifolia, Soliva neglecta, Soliva pterosperma, Soliva sessilis, Soliva valdiviana",1,1,0,0,3271,3260,1,1,Atlas
Soliva stolonifera,0,"Gymnostyles lusitanica, Gymnostyles nasturtiifolia, Gymnostyles stolonifera, Hippia stolonifera, Soliva lusitanica, Soliva nasturtiifolia, Soliva stolonifera",1,1,0,0,753,48,1,1,Atlas
Sonchus wightianus,0,Sonchus wightianus,1,1,0,0,72,50,0,1,TNRS
Sophora jaubertii,0,Sophora jaubertii,1,1,0,0,0,0,0,1,TNRS
Sorghum bicolor subsp. drummondii,0,"Andropogon drummondii, Andropogon halepensis var. sudanensis, Andropogon sorghum subsp. drummondii, Andropogon sorghum subsp. hewisonii, Andropogon sorghum subsp. niloticus, Andropogon sorghum var. drummondii, Andropogon sorghum var. nitens, Andropogon sorghum var. sudanensis, Andropogon sorghum var. transiens, Andropogon sudanensis, Holcus sorghum subsp. hewisonii, Holcus sorghum subsp. sudanensis, Holcus sorghum var. transiens, Holcus sorghumsubsp. drummondii, Holcus sudanensis, Sorghum aterrimum, Sorghum aterrimum var. angustum, Sorghum aterrimum var. transiens, Sorghum bicolor subsp. drummondii, Sorghum bicolor var. drummondii, Sorghum drummondii, Sorghum elliotii, Sorghum halepense subvar. aristatum, Sorghum halepense var. sudanense, Sorghum hewisonii, Sorghum niloticum, Sorghum niloticum var. kavirondense, Sorghum nitens, Sorghum saccharatum var. sudanense, Sorghum sudanense, Sorghum vulgare var. drummondii, Sorghum vulgare var. sudanense",1,1,0,0,591,2541,1,1,Atlas
Sparaxis fragrans,0,Sparaxis fragrans,1,1,0,0,34,32,0,1,ITIS
Sparganium glomeratum,0,"Sparganium erectum var. glomeratum, Sparganium glomeratum",1,1,0,0,3872,3949,0,1,ITIS
Spartina anglica,0,"Spartina anglica, Spartina townsendii var. anglica",1,1,0,0,17030,17315,0,1,ITIS
Spartina densiflora,0,"Chauvinia chilensis, Spartina densiflora, Spartina densiflora subvar. pauper, Spartina juncea var. laxiflora, Spartina juncea var. montevidense, Spartina montevidensis, Spartina patagonica",1,1,0,0,506,536,0,1,ITIS
Spartina maritima,0,"Dactylis maritima, Spartina capensis, Spartina intermedia, Spartina maritima, Spartina stricta",1,1,0,0,1458,1632,0,0,ITIS
Spartina patens,0,"Dactylis patens, Limnetis juncea, Limnetis juncea var. monogyna, Spartina juncea, Spartina juncea subvar. americana, Spartina juncea var. patens, Spartina patens, Spartina patens var. juncea, Spartina patens var. monogyna, Spartina platensis, Spartina polystachya var. juncea, Spartina pumila, Sporobolus pumilus, Trachynotia juncea",1,1,0,0,1300,1254,1,1,Atlas
Spartina versicolor,0,Spartina versicolor,1,1,0,0,2415,2074,0,1,TNRS
Spartium junceum,0,Spartium junceum,1,1,0,0,19965,25772,0,1,ITIS
Spergula morisonii,0,Spergula morisonii,1,1,0,0,24125,22329,0,1,ITIS
Spergularia marina,0,"Alsine heterosperma, Alsine marina, Alsine marina var. minor, Alsine maritima, Alsine sparsiflora, Alsinella media, Arenaria halophila, Arenaria marina, Arenaria rubra var. marina, Arenaria salina, Buda marina, Buda marina var. leiosperma, Buda marina var. minor, Corion marinum, Corion marinum var. leiospermum, Lepigonum caninum var. leiospermum, Lepigonum leiospermum, Lepigonum marinum, Lepigonum neglectum, Lepigonum salinum, Spergula leiosperma, Spergula salina, Spergularia canina var. leiosperma, Spergularia canina var. salina, Spergularia dillenii var. leiosperma, Spergularia leiosperma, Spergularia marina, Spergularia neglecta, Spergularia neglecta var. genuina, Spergularia neglecta var. salina, Spergularia rubra var. marina, Spergularia salina, Spergularia salina var. genuina, Spergularia salina var. leiosperma, Spergularia salina var. minor, Spergularia salina var. sordida, Spergularia sparsiflora, Stipularia marina, Tissa leiosperma, Tissa marina, Tissa salina, Tissa salina var. sanfordii, Tissa salina var. sordida, Tissa sparsiflora",1,1,0,0,40279,22291,1,1,Atlas
Spermacoce latifolia,0,"Borreria bartlingiana, Borreria eradii, Borreria fockeana, Borreria latifolia, Borreria latifolia forma fockeana, Borreria latifolia forma scabrida, Borreria latifolia forma. minor, Borreria latifolia var. fockeana, Borreria latifolia var. minor, Borreria latifolia var. scabrida, Borreria latifolia var. sideritis, Borreria penicillata, Borreria perrottetii, Borreria platyphylla, Borreria scabrida, Borreria sideritis, Borreria splitgerberi, Borreria tetraptera, Neanotis monosperma var. tirunelvelica, Spermacoce aspera var. latifolia, Spermacoce bartlingiana, Spermacoce caerulescens, Spermacoce hexangularis, Spermacoce latifolia, Tardavel latifolia",0,1,0,0,1537,1465,1,1,Atlas
Sphaeralcea bonariensis,0,"Sphaeralcea bonariensis, Sphaeralcea cisplatina, Sphaeralcea miniata",1,1,0,0,359,249,0,0,ITIS
Sphaerophysa salsula,0,"Phaca salsula, Sphaerophysa salsula, Swainsona salsula",1,1,0,0,282,379,0,1,ITIS
Sphenoclea zeylanica,0,"Gaertnera pangati, Pongatium indicum, Pongatium zeylanicum, Rapinia herbacea, Sphenoclea dalzielii, Sphenoclea pongatium, Sphenoclea zeylanica",1,1,0,0,1426,1398,1,1,Atlas
Spinacia turkestanica,0,Spinacia turkestanica,1,1,0,0,112,79,0,1,TNRS
Spiraea chamaedryfolia,0,Spiraea chamaedryfolia,1,1,0,0,3017,3563,0,1,ITIS
Spondias purpurea,0,"Spondias dulcis var. macrocarpa, Spondias macrocarpa, Spondias myrobalanus, Spondias purpurea, Spondias purpurea var. munita, Spondias purpurea var. venulosa, Spondias venulosa, Warmingia pauciflora",1,1,0,0,2183,2282,1,1,Atlas
Sporobolus africanus,0,"Agrostis africana, Sporobolus africanus, Sporobolus capensis, Sporobolus indicus var. capensis",1,1,0,0,9085,10208,0,1,ITIS
Sporobolus pyramidatus,0,"Agrostis plumosa, Agrostis pyramidalis, Agrostis pyramidata, Sporobolus affinis, Sporobolus argutus, Sporobolus argutus f. purpurascens, Sporobolus argutus forma purpurascens, Sporobolus argutus var. tuberculatus, Sporobolus arkansanus, Sporobolus patens, Sporobolus pulvinatus, Sporobolus pyramidatus, Sporobolus sabeanus, Sporobolus tuberculatus, Vilfa agrostoidea, Vilfa arguta, Vilfa arkansana, Vilfa humifusa var. major, Vilfa richardii, Vilfa sabeana, Vilfa subpyramidata",1,1,0,0,1452,1430,1,1,Atlas
Stachys arvensis,0,"Cardiaca arvensis, Glechoma arvensis, Glechoma belgica, Glechoma marrubiastrum, Stachys arvensis, Stachys arvensis forma albiflora, Stachys arvensis var. albiflora, Stachys arvensis var. bermudiana, Stachys arvensis var. lamiiformis, Stachys arvensis var. typica, Trixago arvensis, Trixago colorata, Trixago cordifolia, Trixella arvensis",1,1,0,0,26846,28203,1,1,Atlas
Stachys byzantina,0,"Stachys byzantina, Stachys olympica",1,1,0,0,3689,8064,0,1,ITIS
Stachys cretica,0,"Stachys cretica, Stachys germanica var. italica, Stachys italica",0,1,0,0,525,352,0,1,ITIS
Stachys macrantha,0,"Betonica grandiflora, Stachys grandiflora, Stachys macrantha",1,1,0,0,108,112,0,1,ITIS
Stachys officinalis,0,"Betonica officinalis, Stachys officinalis",1,1,0,0,158588,67855,0,1,ITIS
Stachytarpheta cayennensis,0,"Abena cayennensis, Lippia cylindrica, Stachytarpheta cayennensis, Stachytarpheta cayennensis forma albiflora, Stachytarpheta dichotoma, Stachytarpheta guatemalensis, Stachytarpheta guatemalensis forma albiflora, Stachytarpheta hirta, Stachytarpheta tabascana, Stachytarpheta urticifolia, Stachytarpheta urticifolia forma albiflora, Stachytarpheta veronicifolia, Valerianoides cayennensis, Verbena cayennensis, Verbena dichotoma, Zappania cajanensis, Zappania dichotoma, Zappania urticifolia",1,1,0,1,3971,5083,1,1,Atlas
Stachytarpheta jamaicensis,0,"Abena jamaicensis, Cymburus urticifolius, Stachytarpheta bogoriensis, Stachytarpheta friedrichsthalii, Stachytarpheta indica, Stachytarpheta indica var. jamaicensis, Stachytarpheta jamaicensis, Stachytarpheta jamaicensis forma atrocoerulea, Stachytarpheta marginata, Stachytarpheta pilosiuscula, Stachytarpheta subincisa, Stachytarpheta surinamensis, Valerianoides jamaicensis, Valerianoides jamaicensis var. sloaneana, Valerianoides jamaicensis var. spathulata, Verbena jamaicensis, Verbena pilosiuscula, Vermicularia decurrens, Zapania jamaicensis",1,1,0,0,3888,3418,0,1,ITIS
Stellaria hebecalyx,0,Stellaria hebecalyx,0,1,0,0,151,174,0,0,TNRS
Stellaria media subsp. cupaniana,0,"Stellaria cupaniana, Stellaria media subsp. cupaniana",0,0,0,0,223,349,0,1,TNRS
Stenochlaena palustris,0,Stenochlaena palustris,0,1,0,0,1277,906,0,1,TNRS
Sterculia foetida,0,Sterculia foetida,1,1,0,0,151,173,0,1,ITIS
Sternbergia lutea,0,Sternbergia lutea,1,1,0,0,792,2061,0,1,ITIS
Stipa capensis,0,"Stipa capensis, Stipa humilis, Stipa retorta, Stipa seminuda, Stipa tortilis",1,1,0,0,0,3400,0,1,ITIS
Striga asiatica,0,"Striga asiatica, Striga lutea",1,1,0,0,905,992,0,1,ITIS
Striga aspera,0,Striga aspera,0,1,0,0,283,245,0,1,TNRS
Striga densiflora,0,Striga densiflora,0,1,0,0,3,8,0,1,ITIS
Striga hermonthica,0,Striga hermonthica,1,1,0,0,1051,979,0,1,ITIS
Strobilanthes alternata,0,"Blechum cordatum, Hemigraphis alternata, Hemigraphis colorata, Ruellia alternata, Ruellia colorata, Strobilanthes alternata",1,1,0,0,190,197,1,0,Atlas
Strobilanthes hamiltoniana,0,Strobilanthes hamiltoniana,1,0,0,0,124,139,0,1,TNRS
Strobilanthes maculata,0,Strobilanthes maculata,0,0,0,0,0,53,0,0,CABI
Suaeda acuminata,0,Suaeda acuminata,1,0,0,0,117,118,0,0,TNRS
Symphyotrichum × salignum,0,"Aster salignus, Symphyotrichum × salignum",0,1,0,0,105,5299,0,1,TNRS
Symphyotrichum dumosum,0,"Aster coridifolius, Aster dumosus, Aster dumosus forma monocephalus, Aster dumosus var. albus, Aster dumosus var. coridifolius, Aster dumosus var. dodgei, Aster dumosus var. gracilentus, Aster dumosus var. gracilipes, Aster dumosus var. pergracilis, Aster dumosus var. strictior, Aster dumosus var. subracemosus, Aster dumosus var. subulifolius, Aster dumosus var. verus, Aster dumosus var. violaceus, Aster foliolosus var. coridifolius, Aster gracilipes, Aster mutabilis, Aster sparsiflorus, Symphyotrichum dumosum, Symphyotrichum dumosum var. dodgei, Symphyotrichum dumosum var. pergracilis, Symphyotrichum dumosum var. strictior, Symphyotrichum dumosum var. subulifolium",1,1,0,0,867,12581,1,1,Atlas
Symphyotrichum lateriflorum,0,"Aster acadiensis, Aster agrostifolius, Aster diffusus, Aster diffusus forma hirsuticaulis, Aster diffusus var. hirsuticaulis, Aster diffusus var. horizontalis, Aster diffusus var. variifolius, Aster divergens, Aster divergens var. diffusus, Aster divergens var. pendulus, Aster hirsuticaulis, Aster horizontalis, Aster lateriflorus, Aster lateriflorus var. angustifolius, Aster lateriflorus var. flagellaris, Aster lateriflorus var. hirsuticaulis, Aster lateriflorus var. horizontalis, Aster lateriflorus var. indutus, Aster lateriflorus var. pendulus, Aster lateriflorus var. spatelliformis, Aster lateriflorus var. tenuipes, Aster miser var. diffusus, Aster miser var. divergens, Aster miser var. hirsuticaulis, Aster miser var. pendulus, Aster miser var. vimineus, Aster pendulus, Aster saxatilis, Aster spatelliformis, Aster tenuipes, Aster tradescantii, Aster tradescantii var. saxatilis, Aster vimineus, Aster vimineus var. saxatilis, Solidago lateriflora, Symphyotrichum lateriflorum, Symphyotrichum lateriflorum var. angustifolium, Symphyotrichum lateriflorum var. flagellare, Symphyotrichum lateriflorum var. hirsuticaule, Symphyotrichum lateriflorum var. horizontale, Symphyotrichum lateriflorum var. spatelliforme, Symphyotrichum lateriflorum var. tenuipes, Symphyotrichum tradescantii",1,1,0,0,4766,4317,1,1,Atlas
Symphyotrichum novi-belgii,0,Symphyotrichum novi-belgii,1,1,0,0,14393,5437,0,1,ITIS
Symphyotrichum patulum,0,"Aster patulus, Symphyotrichum patulum",1,1,0,0,41,39,0,0,TNRS
Symphyotrichum versicolor,0,"Aster versicolor, Symphyotrichum versicolor",1,1,0,0,887,495,0,1,TNRS
Symphytum ibiricum,0,Symphytum ibiricum,0,0,0,0,5,5,0,0,TNRS
Symphytum tauricum,0,Symphytum tauricum,1,1,0,0,73,101,0,0,TNRS
Syzygium floribundum,0,Syzygium floribundum,0,1,0,0,892,799,0,1,TNRS
Syzygium grande,0,"Eugenia grandis, Syzygium grande",1,0,0,0,75,26,0,1,ITIS
Taeniatherum caput-medusae,0,"Elymus caput-medusae, Hordelymus caput-medusae, Hordeum caput-medusae, Leptothrix caput-medusae, Taeniatherum asperum, Taeniatherum caput-medusae",1,1,0,0,3044,7329,0,1,ITIS
Tagetes erecta,0,"Tagetes corymbosa, Tagetes erecta, Tagetes major, Tagetes patula, Tagetes remotiflora, Tagetes signata, Tagetes tenuifolia",1,1,0,0,6266,11985,1,1,Atlas
Talinum paniculatum,0,"Claytonia paniculata, Claytonia patens, Claytonia reflexa, Claytonia sarmentosa, Portulaca paniculata, Portulaca patens, Portulaca reflexa, Ruelingia patens, Talinum chrysanthum, Talinum dichotomum, Talinum fruticosum, Talinum paniculatum, Talinum paniculatum var. paniculatum, Talinum paniculatum var. sarmentosum, Talinum patens, Talinum patens var. sarmentosum, Talinum reflexum, Talinum reflexum forma sarmentosum, Talinum sarmentosum, Talinum spathulatum",1,1,0,0,4424,4514,1,1,Atlas
