acc_name,selected,synonyms,naturalized,weedy,fed_nox,fl_nox,occurrences,occurrences_new,Atlas,climate,acc_name_source
Capsicum baccatum,0,Capsicum baccatum,1,1,0,0,1140,295,0,1,ITIS
Cardamine glacialis,0,Cardamine glacialis,0,1,0,0,151,33,0,0,TNRS
Cardamine glanduligera,0,"Cardamine glanduligera, Dentaria glandulosa",1,1,0,0,113,118,0,0,TNRS
Cardamine macrophylla,0,Cardamine macrophylla,1,0,0,0,1024,1278,0,0,TNRS
Cardamine parviflora,0,"Cardamine arenicola, Cardamine flexuosa var. gracilis, Cardamine parviflora, Cardamine parviflora var. arenicola, Cardamine parviflora var. parviflora",1,1,0,0,3959,3261,1,0,Atlas
Cardiospermum grandiflorum,0,Cardiospermum grandiflorum,1,1,0,0,2629,2581,0,1,ITIS
Carduus acanthoides,0,Carduus acanthoides,1,1,0,0,18073,10647,0,1,ITIS
Carduus cinereus,0,Carduus cinereus,0,0,0,0,4,6,0,1,TNRS
Carduus nutans,0,"Carduus macrocephalus, Carduus macrolepis, Carduus nutans, Carduus nutans ssp. leiophyllus, Carduus nutans ssp. macrocephalus, Carduus nutans ssp. macrolepis, Carduus nutans ssp. nutans, Carduus nutans var. leiophyllus, Carduus nutans var. macrocephalus, Carduus nutans var. vestitus, Carduus thoermeri",1,1,0,0,53497,49926,0,1,ITIS
Carduus pycnocephalus,0,Carduus pycnocephalus,1,1,0,0,12055,13900,0,1,ITIS
Carex canescens ssp. canescens,0,"Carex canescens ssp. canescens, Carex curta",0,0,0,0,28820,16060,0,0,ITIS
Carex debilis,0,"Carex allegheniensis, Carex debilis, Carex debilis subsp. pubera, Carex debilis subsp. rudgei, Carex debilis var. intercursa, Carex debilis var. interjecta, Carex debilis var. prolixa, Carex debilis var. pubera, Carex debilis var. rudgei, Carex debilis var. strictior, Carex debilis var. typica, Carex flexuosa, Carex tenuis, Carex tenuis var. erectior, Carex tenuis var. interjecta",1,0,0,0,1872,1999,1,0,Atlas
Carex intumescens,0,"Carex folliculata var. intumescens, Carex folliculata var. major, Carex grayi var. rariflora, Carex intumescens, Carex intumescens forma ventriosa, Carex intumescens var. fernaldii",1,0,0,0,3396,4661,1,0,Atlas
Carex kobomugi,0,Carex kobomugi,1,1,0,0,349,546,0,1,ITIS
Carex livida,0,"Carex livida, Carex livida var. grayana, Carex livida var. radicaulis, Carex livida var. rufiniformis",1,0,0,0,10308,10003,0,0,ITIS
Carex ovalis,0,"Carex leporina, Carex ovalis, Carex tracyi",1,1,0,0,0,180271,0,1,ITIS
Carex tribuloides,0,"Carex lagopodioides, Carex scoparia var. lagopodioides, Carex tribuloides, Carex tribuloides var. sangamonensis",1,1,0,0,1426,1341,1,0,Atlas
Carludovica palmata,0,Carludovica palmata,1,1,0,0,565,771,0,1,ITIS
Carpobrotus quadrifidus,0,Carpobrotus quadrifidus,1,0,0,0,32,45,0,1,TNRS
Castilla elastica,0,"Castilla elastica, Castilla elastica ssp. costaricana, Castilla elastica ssp. elastica, Castilla panamensis",1,1,0,0,611,689,0,1,ITIS
Castilleja arvensis,0,Castilleja arvensis,0,1,0,0,1813,1908,0,1,ITIS
Catalpa longissima,0,Catalpa longissima,1,1,0,0,97,107,0,1,ITIS
Catapodium marinum,0,"Catapodium marinum, Desmazeria marina",1,1,0,0,7295,8779,0,1,TNRS
Caucalis platycarpos subsp. bischoffii,0,Caucalis platycarpos subsp. bischoffii,0,0,0,0,0,0,0,0,TNRS
Caulerpa racemosa var. cylindracea,0,Caulerpa racemosa var. cylindracea,0,0,0,0,11,12,0,1,CABI
Caulerpa taxifolia,0,Caulerpa taxifolia,0,1,1,0,1319,1256,0,1,ITIS
Caulinia orientalis,0,"Caulinia orientalis, Najas orientalis",0,0,0,0,2,3,0,1,TNRS
Cecropia schreberiana ssp. antillarum,0,"Cecropia peltata, Cecropia schreberiana ssp. antillarum",1,1,0,0,1998,3455,0,1,ITIS
Cedrela odorata,0,Cedrela odorata,1,1,0,0,3122,9339,0,1,ITIS
Celastrus orbiculatus,0,Celastrus orbiculatus,1,1,0,0,6622,8244,0,1,ITIS
Celosia argentea,0,"Celosia argentea, Celosia argentea forma cristata, Celosia argentea var. argentea, Celosia argentea var. cristata, Celosia argentea var. plumosa, Celosia argentea var. pyramidalis, Celosia argentea var. vera, Celosia aurea, Celosia castrensis, Celosia coccinea, Celosia comosa, Celosia cristata, Celosia margaritacea, Celosia pallida, Celosia pyramidalis, Celosia variegata",1,1,0,0,3213,42420,1,1,Atlas
Cenchrus biflorus,0,"Cenchrus barbatus, Cenchrus biflorus, Cenchrus catharticus, Elymus caput-medusae",1,1,0,0,5731,5686,0,1,ITIS
Cenchrus clandestinus,0,"Cenchrus clandestinus, Kikuyuochloa clandestina, Pennisetum clandestinum, Pennisetum inclusum, Pennisetum longistylum, Pennisetum longistylum var. clandestinum",1,1,1,1,13417,13321,0,1,ITIS
Cenchrus macrourus,0,"Cenchrus macrourus, Pennisetum macrourum",1,1,1,1,2450,1484,0,1,ITIS
Centaurea cheiranthifolia,0,Centaurea cheiranthifolia,0,1,0,0,168,106,0,0,TNRS
Centaurea debeauxii,0,"Centaurea debauxii, Centaurea debeauxii",0,1,0,0,11589,2286,0,1,ITIS
Centaurea diffusa,0,"Acosta diffusa, Centaurea diffusa",1,1,0,0,1282,3614,0,1,ITIS
Centaurea glastifolia,0,"Centaurea glastifolia, Chartolepis glastifolia",0,0,0,0,97,14,0,1,TNRS
Centaurea iberica,0,Centaurea iberica,1,1,0,0,1188,1034,0,1,ITIS
Centaurea macrocephala,0,Centaurea macrocephala,1,1,0,0,187,256,0,1,ITIS
Centaurea melitensis,0,Centaurea melitensis,1,1,0,0,14786,15388,0,1,ITIS
Centaurea napifolia,0,Centaurea napifolia,0,1,0,0,214,206,0,1,TNRS
Centaurea pannonica,0,Centaurea pannonica,0,1,0,0,1901,876,0,0,TNRS
Centaurea ragusina,0,Centaurea ragusina,0,0,0,0,11,22,0,1,TNRS
Centaurea salicifolia,0,Centaurea salicifolia,0,0,0,0,29,16,0,1,TNRS
Centaurea salonitana,0,Centaurea salonitana,1,1,0,0,131,207,0,0,TNRS
Centaurea sicula,0,"Centaurea nicaeensis, Centaurea sicula",0,1,0,0,275,162,0,1,TNRS
Centaurea stoebe subsp. micranthos,0,"Acosta micranthos, Centaurea maculosa subsp. micranthos, Centaurea micranthos, Centaurea stoebe subsp. micranthos",0,1,0,0,494,615,1,0,Atlas
Centaurea virgata,0,Centaurea virgata,1,1,0,0,151,402,0,1,ITIS
Centranthus longiflorus,0,Centranthus longiflorus,0,1,0,0,107,52,0,1,TNRS
Centrosema pubescens,0,"Bradburya pubescens, Centrosema pubescens",1,1,0,0,2869,3411,0,1,ITIS
Cephaleuros virescens,0,Cephaleuros virescens,0,0,0,0,60,31,0,1,ITIS
Cerastium ligusticum,0,Cerastium ligusticum,0,1,0,0,334,366,0,0,TNRS
Cerastium perfoliatum,0,Cerastium perfoliatum,0,1,0,0,339,135,0,1,TNRS
Ceratophyllum pentacanthum,0,Ceratophyllum pentacanthum,0,0,0,0,1,1,0,0,TNRS
Cestrum nocturnum,0,"Cestrum foetidissimum, Cestrum hirtellum, Cestrum leucocarpum, Cestrum multiflorum, Cestrum nocturnum, Cestrum nocturnum var. mexicanum, Cestrum propinquum, Cestrum spicatum, Cestrum suberosum, Cestrum viride, Cestrum yucatanense, Chiococca nocturna",1,1,0,0,1921,2307,1,1,Atlas
Chamaecytisus albus,0,Chamaecytisus albus,1,0,0,0,49,207,0,1,TNRS
Chenopodium acuminatum subsp. virgatum,0,"Chenopodium acuminatum subsp. virgatum, Chenopodium vachelii",0,0,0,0,24,130,0,0,TNRS
Chenopodium album,0,"Anserina candicans, Atriplex alba, Atriplex viridis, Botrys alba, Chenopodium acerifolium, Chenopodium album, Chenopodium album forma cymigerum, Chenopodium album forma dubium, Chenopodium album forma glomerulosum, Chenopodium album forma grandifolium, Chenopodium album forma lanceolatum, Chenopodium album forma linneanum, Chenopodium album forma spicatum, Chenopodium album forma viridiforme, Chenopodium album ssp. album, Chenopodium album ssp. dacoticum, Chenopodium album ssp. fallax, Chenopodium album subforma corymbosodentatum, Chenopodium album subforma corymbosolanceolatum, Chenopodium album subforma cymigerum, Chenopodium album subforma dubium, Chenopodium album subforma glomerulosum, Chenopodium album subforma medium, Chenopodium album subforma ovalifolium, Chenopodium album subforma paucidens, Chenopodium album subforma thyrsoideum, Chenopodium album subsp. amaranticolor, Chenopodium album subsp. eualbum, Chenopodium album subsp. fallax, Chenopodium album subsp. lanceolatum, Chenopodium album subvar. cymigerum, Chenopodium album var. albofarinosum, Chenopodium album var. album, Chenopodium album var. borbasii, Chenopodium album var. candicans, Chenopodium album var. centrorubrum, Chenopodium album var. commune, Chenopodium album var. cymigerum, Chenopodium album var. dacoticum, Chenopodium album var. eualbum, Chenopodium album var. glomerulosum, Chenopodium album var. integrum, Chenopodium album var. lanceolatum, Chenopodium album var. melanocarpum, Chenopodium album var. microphyllum, Chenopodium album var. missouriense, Chenopodium album var. myriostachyum, Chenopodium album var. paniculatum, Chenopodium album var. polymorphum, Chenopodium album var. spicatum, Chenopodium album var. stevensii, Chenopodium album var. typicum, Chenopodium album var. viride, Chenopodium album var. vulgare, Chenopodium amaranticolor, Chenopodium borbasii, Chenopodium candicans, Chenopodium giganteum, Chenopodium glomerulosum, Chenopodium hookerianum, Chenopodium lanceolatum, Chenopodium leiospermum, Chenopodium leiospermum var. album, Chenopodium missouriense, Chenopodium missouriense var. bushianum, Chenopodium paganum, Chenopodium standleyanum, Chenopodium suecicum, Chenopodium viride, Chenopodium viride forma lanceolatum, Vulvaria albescens",1,1,0,0,264657,5402858,1,1,Atlas
Chenopodium polyspermum,0,Chenopodium polyspermum,1,1,0,0,50311,43979,0,1,ITIS
Chenopodium strictum,0,"Chenopodium album var. microphyllum, Chenopodium album var. striatum, Chenopodium glaucophyllum, Chenopodium strictum, Chenopodium strictum ssp. glaucophyllum, Chenopodium strictum ssp. striatum, Chenopodium strictum var. glaucophyllum",1,1,0,0,1,3345,0,1,TNRS
Chimonobambusa quadrangularis,0,"Arundinaria quadrangularis, Bambusa quadrangularis, Chimonobambusa quadrangularis, Phyllostachys quadrangularis, Tetragonocalamus quadrangularis",1,1,0,0,69,76,0,1,ITIS
Chloris barbata,0,"Andropogon barbatus, Chloris barbata, Chloris barbata var. divaricata, Chloris barbata var. normalis, Chloris inflata, Chloris longifolia, Chloris paraguaiensis, Chloris rufescens",1,1,0,0,5050,9551,1,1,Atlas
Chloris pumilio,0,Chloris pumilio,0,1,0,0,288,211,0,1,TNRS
Chloris pycnothrix,0,"Chloris beyrichiana, Chloris humilis, Chloris intermedia, Chloris leptostachya, Chloris leptostachya var. intermedia, Chloris obtusifolia, Chloris pycnothrix, Chloris radiata var. beyrichiana, Chloris salzmannii, Gymnopogon beyrichianus, Gymnopogon haumanii, Gymnopogon radiatus var. beyrichianus",1,1,0,0,680,649,0,1,ITIS
Chondria collinsiana,0,Chondria collinsiana,0,0,0,0,26,25,0,1,CABI
Chondrilla juncea,0,Chondrilla juncea,1,1,0,0,27315,31988,0,1,ITIS
Chondrus giganteus,0,Chondrus giganteus,0,0,0,0,151,160,0,1,CABI
Chrysanthemoides monilifera,0,Chrysanthemoides monilifera,1,1,0,0,2400,2572,0,1,ITIS
Chrysopogon aciculatus,0,"Andropogon acicularis, Andropogon aciculatus, Andropogon javanicus, Andropogon subulatus, Centrophorum chinense, Chrysopogon acicularis, Chrysopogon aciculatus, Chrysopogon aciculatus var. longifolius, Chrysopogon subulatus, Chrysopogon trivialis, Holcus aciculatus, Rhaphis acicularis, Rhaphis aciculata, Rhaphis aciculatus, Rhaphis javanica, Rhaphis trivialis, Rhaphis zizanioides var. aciculata, Rhaphis zizanioides var. aciculatus, Sorghum aciculatum",1,1,1,1,924,866,1,1,Atlas
Cichorium endivia,0,Cichorium endivia,1,1,0,0,1394,1169,0,1,ITIS
Cinchona pubescens,0,"Cinchona pubescens, Cinchona succirubra",1,1,0,0,1274,813,0,1,ITIS
Cinnamomum verum,0,"Cinnamomum verum, Cinnamomum zeylanicum, Laurus cinnamomum",1,1,0,0,768,915,0,1,ITIS
Cirsium mexicanum,0,Cirsium mexicanum,1,1,0,0,580,641,0,1,ITIS
Cirsium ochrocentrum,0,Cirsium ochrocentrum,1,1,0,0,489,544,0,1,ITIS
Cirsium scabrum,0,Cirsium scabrum,1,1,0,0,77,52,0,1,ITIS
Citharexylum ellipticum,0,Citharexylum ellipticum,1,0,0,0,99,111,0,1,TNRS
Citrus X aurantiifolia,0,"Citrus aurantifolia, Citrus aurantiifolia, Citrus X aurantiifolia, Limonia aurantifolia, Limonia aurantiifolia",1,1,0,0,1842,2391,0,1,ITIS
Cladophora laetevirens,0,Cladophora laetevirens,0,0,0,0,446,562,0,1,CABI
Cladophora sericea,0,"Cladophora rudophiana, Cladophora sericea",0,1,0,0,3046,3571,0,1,ITIS
Cladophora socialis,0,Cladophora socialis,0,0,0,0,163,125,0,1,ITIS
Cladophora vagabunda,0,Cladophora vagabunda,0,0,0,0,1922,1670,0,1,ITIS
Claytonia sibirica,0,"Claytonia heterophylla, Claytonia sibirica, Claytonia sibirica var. bulbifera, Claytonia sibirica var. heterophylla, Claytonia sibirica var. sibirica, Montia heterophylla, Montia sibirica, Montia sibirica var. bulbifera, Montia sibirica var. heterophylla",1,1,0,0,12276,17156,0,1,ITIS
Cleome marshallii,0,Cleome marshallii,0,0,0,0,0,0,0,1,CABI
Clerodendrum bungei,0,"Clerodendrum bungei, Clerodendrum foetidum, Clerodendrum yatschuense, Pavetta esquirolii",1,1,0,0,504,597,1,1,Atlas
Clerodendrum wallichii,0,Clerodendrum wallichii,0,1,0,0,23,36,0,1,ITIS
Clidemia hirta,0,"Clidemia hirta, Clidemia hirta var. hirta, Melastoma hirtum",1,1,0,0,3860,282,0,1,ITIS
Clinopodium nepeta,0,"Calamintha nepeta, Clinopodium nepeta",1,1,0,0,19676,15758,0,1,ITIS
Clivia nobilis,0,Clivia nobilis,1,0,0,0,42,36,0,1,TNRS
Clypeola eriocarpa,0,Clypeola eriocarpa,0,0,0,0,51,2,0,1,TNRS
Cnidium silaifolium,0,"Cnidium silaifolium, Selinum silaifolium",1,1,0,0,997,272,0,0,TNRS
Codium fragile subsp. tomentosoides,0,Codium fragile subsp. tomentosoides,0,0,0,0,479,482,0,1,CABI
Codium parvulum,0,Codium parvulum,0,0,0,0,1,2,0,1,CABI
Coleus scutellarioides,0,"Calchas acuminata, Calchas atropurpureus, Calchas crispipilus, Calchas scutellarioides, Calchas scutellarioides var. angustifolia, Calchas scutellarioides var. crispipila, Calchas scutellarioides var. limnophila, Colesu scutellarioides var. gibbsiae, Coleus acuminatus, Coleus atropurpureus, Coleus atropurpureus var. densiflorus, Coleus atropurpureus var. javanicus, Coleus atropurpureus var. ramosus, Coleus batemannii, Coleus bausei, Coleus berkeleyi, Coleus blancoi, Coleus blumei, Coleus blumei var. marshallii, Coleus blumei var. murrayi, Coleus blumei var. pectinatus, Coleus blumei var. telfordii, Coleus clarkii, Coleus crispipilus, Coleus dixii, Coleus formosanus, Coleus gaudichaudii, Coleus gibbsiae, Coleus gibsonii, Coleus grandifolius, Coleus hendersonii, Coleus hybridus, Coleus igolotorum, Coleus ingratus, Coleus integrifolius, Coleus laciniatus, Coleus macranthus var. crispipilus, Coleus marmoratus, Coleus marshallii, Coleus multicolor, Coleus multiflorus, Coleus murrayi, Coleus pubescens, Coleus pumilus, Coleus reevesii, Coleus rehneltianus, Coleus ruckeri, Coleus saundersii, Coleus savannicola, Coleus scottii, Coleus scutellarioides, Coleus scutellarioides var. angustifolia, Coleus scutellarioides var. blumei, Coleus scutellarioides var. celebicus, Coleus scutellarioides var. crispipilus, Coleus scutellarioides var. gracilis, Coleus scutellarioides var. grandifolius, Coleus scutellarioides var. ingratus, Coleus scutellarioides var. integrifolius, Coleus scutellarioides var. laciniatus, Coleus scutellarioides var. laxa, Coleus scutellarioides var. limnophila, Coleus secundiflorus, Coleus telfordii, Coleus tryonii, Coleus veitchii, Coleus verschaffeltii, Coleus verschaffeltii var. marmoratus, Coleus verschaffeltii var. splendens, Coleus wilsonii, Coleus zschokkei, Majana acuminata, Majana blancoi, Majana grandifolia, Majana multiflora, Majana pumila, Majana scutellarioides, Majana scutellarioides var. atropurpureus, Majana scutellarioides var. blumei, Majana secundiflora, Ocimum peltatum, Ocimum scutellarioides, Plectranthus blumei, Plectranthus ingratus, Plectranthus laciniatus, Plectranthus nudiflorus, Plectranthus scutellarioides, Solenostemon blumei, Solenostemon scutellarioides",1,1,0,0,4227,1099,1,1,Atlas
Colpomenia peregrina,0,Colpomenia peregrina,0,1,0,0,2325,2151,0,1,ITIS
Commelina paludosa,0,Commelina paludosa,1,1,0,0,440,442,0,1,TNRS
Commicarpus africanus,0,Commicarpus africanus,0,1,0,0,191,147,0,1,TNRS
Conium maculatum,0,Conium maculatum,1,1,0,0,46249,58790,0,1,ITIS
Consolida uechtritziana,0,Consolida uechtritziana,0,1,0,0,1,0,0,0,TNRS
Convallaria bifolium,0,Convallaria bifolium,0,0,0,0,0,0,0,0,CABI
Convolvulus persicus,0,Convolvulus persicus,0,0,0,0,23,26,0,1,CABI
Conyza blakei,0,Conyza blakei,0,1,0,0,109,42,0,1,TNRS
Conyza bonariensis,0,"Conyza albida, Conyza bonariensis, Conyza bonariensis forma subleiotheca, Conyza bonariensis var. bonariensis, Conyza bonariensis var. leiotheca, Conyza bonariensis var. microcephala, Conyza chenopodioides, Conyza crispa, Conyza erigeroides, Conyza floribunda, Conyza floribunda var. laciniata, Conyza floribunda var. subleiotheca, Conyza naudinii, Conyza sinuata, Conyza sumatrensis, Conyza sumatrensis var. floribunda, Conyza sumatrensis var. leiotheca, Conyzella linifolia, Erigeron albidus, Erigeron bonariensis, Erigeron bonariensis var. floribundus, Erigeron bonariensis var. leiotheca, Erigeron bonariensis var. microcephalus, Erigeron contortus, Erigeron crispus, Erigeron floribundus, Erigeron linearifolius, Erigeron linifolius, Erigeron sordidus, Erigeron sumatrensis, Erigeron transsilviancus, Leptilon bonariense, Leptilon linifolium, Marsea bonariensis, Marsea bonariensis var. leiotheca",1,1,0,0,97880,96310,1,1,Atlas
Conyza canadensis,0,"Aster canadensis, Conyza bilbaoana, Conyza canadensis, Conyza canadensis var. glabrata, Conyza canadensis var. pusilla, Conyza myriocephala, Conyza parva, Conyzella canadensis, Erigeron canadensis, Erigeron canadensis forma coloratus, Erigeron canadensis var. glabratus, Erigeron canadensis var. pusillus, Erigeron paniculatus, Erigeron pusillus, Erigeron ruderale, Erigeron setifer, Leptilon canadense, Leptilon canadense var. pusillum, Leptilon pusillum, Marsea canadensis, Tessenia canadensis",1,1,0,0,355291,226415,1,0,Atlas
Conyza primulaefolia,0,Conyza primulaefolia,0,0,0,0,0,374,0,1,CABI
Copaifera officinalis,0,Copaifera officinalis,1,1,0,0,92,96,0,1,ITIS
Corchorus aestuans,0,"Corchorus acutangulus, Corchorus aestuans",1,1,0,0,1966,1959,1,1,Atlas
Coriandrum sativum,0,"Coriandrum globosum, Coriandrum majus, Coriandrum melphitense, Coriandrum sativum, Coriandrum sativum var. vulgare, Selinum coriandrum",1,1,0,0,3559,10392,1,1,Atlas
Corispermum pallasii subsp. membranaceum,0,"Corispermum membranaceum, Corispermum pallasii subsp. membranaceum",1,1,0,0,0,0,0,0,TNRS
Cornucopiae cucullatum,0,Cornucopiae cucullatum,0,1,0,0,54,32,0,1,TNRS
Cornus amomum,0,"Cornus amomum, Cornus amomum var. undulifolia, Cornus caerulea, Cornus cyanocarpa, Cornus ignorata, Cornus lanuginosa, Cornus rubiginosa, Cornus sericea, Cornus sericea var. oblongifolia, Cornus sericea var. ovatifolia, Swida amomum, Thelycrania amomum, Thelycrania sericea",1,1,0,0,17291,44224,1,1,Atlas
Cortaderia jubata,0,"Cortaderia jubata, Gynerium jubatum, Gynerium pygmaeum, Gynerium quila var. pygmaeum",1,1,0,0,9367,9907,0,1,ITIS
Cortaderia selloana,0,"Arundo dioeca, Arundo dioica, Arundo kila, Arundo selloana, Cortaderia argentea, Cortaderia dioica, Cortaderia selloana, Gynerium argenteum, Gynerium argenteum var. argenteum, Gynerium dioicum, Gynerium purpureum, Moorea argentea",1,1,0,0,10781,16909,1,1,Atlas
Corymbia citriodora,0,"Corymbia citriodora, Eucalyptus citriodora",1,1,0,0,2779,2448,0,1,ITIS
Corynephorus divaricatus,0,Corynephorus divaricatus,0,0,0,0,1601,1152,0,1,TNRS
Corynocarpus laevigatus,0,Corynocarpus laevigatus,1,1,0,0,1429,1148,0,1,ITIS
Costus scaber,0,Costus scaber,1,0,0,0,1751,1945,0,1,ITIS
Costus spicatus,0,"Alpinia spicata, Costus cylindricus, Costus spicatus",1,1,0,0,165,200,0,1,ITIS
Cotoneaster acuminatus,0,"Cotoneaster acuminatus, Cotoneaster mucronatus",1,1,0,0,301,287,0,0,TNRS
Cotoneaster cambricus,0,Cotoneaster cambricus,0,1,0,0,229,146,0,0,TNRS
Cotoneaster franchetii,0,"Cotoneaster amoenus, Cotoneaster franchetii",1,1,0,0,2128,4733,0,1,ITIS
Cotoneaster horizontalis,0,"Cotoneaster horizontalis, Cotoneaster horizontalis var. wilsonii",1,1,0,0,9588,16233,0,1,ITIS
Cotoneaster insculptus,0,Cotoneaster insculptus,1,1,0,0,5,4,0,0,TNRS
Cotoneaster moupinensis,0,Cotoneaster moupinensis,1,1,0,0,505,496,0,1,ITIS
Cotula mexicana,0,Cotula mexicana,1,1,0,0,209,178,0,1,ITIS
Cotula squalida,0,"Cotula squalida, Leptinella squalida",1,1,0,0,1033,620,0,0,TNRS
Crambe koktebelica,0,Crambe koktebelica,0,0,0,0,27,47,0,1,TNRS
Crassocephalum subscandens,0,Crassocephalum subscandens,0,0,0,0,0,0,0,1,TNRS
Crassula ovata,0,"Crassula argentea, Crassula ovata",1,1,0,0,436,681,0,1,ITIS
Crassula pubescens,0,Crassula pubescens,0,1,0,0,85,45,0,1,TNRS
Crepis bellidifolia,0,Crepis bellidifolia,1,0,0,0,307,308,0,1,TNRS
Crinum calamistratum,0,Crinum calamistratum,0,0,0,0,1,0,0,0,TNRS
Crinum erubescens,0,Crinum erubescens,0,0,0,0,394,389,0,0,TNRS
Crinum moonieri,0,Crinum moonieri,0,0,0,0,0,498,0,0,CABI
Crinum natans,0,Crinum natans,0,0,0,0,127,128,0,0,TNRS
Crocus speciosa,0,Crocus speciosa,0,0,0,0,0,555,0,0,CABI
Crocus vernus,0,"Crocus purpureus, Crocus vernus, Crocus vernus var. neapolitanus",1,1,0,0,17251,12873,0,0,TNRS
Crotalaria maypurensis,0,Crotalaria maypurensis,1,0,0,0,830,720,0,1,TNRS
Crotalaria pallida,0,Crotalaria pallida,1,1,0,0,3131,2146,0,1,ITIS
Croton argenteus,0,"Cieca argentea, Cieca montevidensis, Croton argenteus, Julocroton argenteus, Julocroton camporum, Julocroton elaeagnoides, Julocroton linearifolius, Julocroton montevidensis, Julocroton montevidensis var. linearifolius, Julocroton montevidensis var. pilosus, Julocroton pilosus, Julocroton quinquenervius",1,1,0,0,525,631,0,1,ITIS
Crupina vulgaris,0,Crupina vulgaris,1,1,1,1,7312,8211,0,1,ITIS
Crypsis schoenoides,0,"Crypsis schoenoides, Heleochloa schoenoides, Phleum schoenoides",1,1,0,0,0,1635,0,1,ITIS
Crypsis vaginiflora,0,"Crypsis compacta, Crypsis niliaca, Crypsis niliacea, Crypsis vaginiflora, Heleochloa compacta, Phalaris vaginiflora",1,1,0,0,5,226,0,1,ITIS
Cryptocoryne affinis,0,Cryptocoryne affinis,0,0,0,0,1,1,0,0,TNRS
Cryptocoryne albida,0,Cryptocoryne albida,0,0,0,0,11,11,0,0,TNRS
Cryptocoryne aponogetifolia,0,Cryptocoryne aponogetifolia,0,0,0,0,4,4,0,0,TNRS
Cryptocoryne bullosa,0,Cryptocoryne bullosa,0,0,0,0,1,0,0,0,TNRS
Cryptocoryne cordata,0,Cryptocoryne cordata,0,0,0,0,21,6,0,0,TNRS
Cryptocoryne crispatula var. balansae,0,"Cryptocoryne balansae, Cryptocoryne crispatula var. balansae",0,0,0,0,1,1,0,0,TNRS
Cryptocoryne crispulata,0,Cryptocoryne crispulata,0,0,0,0,0,27,0,0,CABI
Cryptocoryne griffithii,0,Cryptocoryne griffithii,0,0,0,0,0,1,0,0,TNRS
Cryptocoryne hudoroi,0,Cryptocoryne hudoroi,0,0,0,0,7,6,0,0,TNRS
Cryptocoryne lingua,0,Cryptocoryne lingua,0,0,0,0,2,1,0,1,TNRS
Cryptocoryne longicauda,0,Cryptocoryne longicauda,0,0,0,0,6,6,0,0,TNRS
Cryptocoryne minima,0,Cryptocoryne minima,0,0,0,0,3,3,0,0,TNRS
Cryptocoryne moehlmannii,0,Cryptocoryne moehlmannii,0,0,0,0,10,10,0,0,TNRS
Cryptocoryne nurii,0,Cryptocoryne nurii,0,0,0,0,0,1,0,0,TNRS
Cryptocoryne parva,0,Cryptocoryne parva,0,0,0,0,0,0,0,0,TNRS
Cryptocoryne pontederiifolia,0,Cryptocoryne pontederiifolia,0,0,0,0,2,0,0,0,TNRS
Cryptocoryne pygmaea,0,Cryptocoryne pygmaea,0,0,0,0,2,2,0,0,TNRS
Cryptocoryne retrospiralis,0,Cryptocoryne retrospiralis,0,0,0,0,6,4,0,1,TNRS
Cryptocoryne scurillis,0,Cryptocoryne scurillis,0,0,0,0,0,2,0,0,CABI
Cryptocoryne spiralis,0,"Arum spirale, Cryptocoryne spiralis",0,0,0,0,4,1,0,0,ITIS
Cryptocoryne striolata,0,Cryptocoryne striolata,0,0,0,0,14,14,0,0,TNRS
Cryptocoryne thwaitesii,0,Cryptocoryne thwaitesii,0,0,0,0,0,0,0,0,TNRS
Cryptocoryne usteriana,0,Cryptocoryne usteriana,0,0,0,0,0,0,0,0,TNRS
Cryptocoryne walkeri,0,"Cryptocoryne axelrodii, Cryptocoryne beckettii, Cryptocoryne legroi, Cryptocoryne lutea, Cryptocoryne lutea var. legroi, Cryptocoryne lutea var. minor, Cryptocoryne petchii, Cryptocoryne undulata, Cryptocoryne walkeri, Cryptocoryne walkeri var. legroi, Cryptocoryne walkeri var. lutea, Cryptocoryne wendtii, Cryptocoryne wendtii var. jahnellii, Cryptocoryne wendtii var. krauteri, Cryptocoryne wendtii var. nana, Cryptocoryne wendtii var. rubella, Cryptocoryne willisii",1,1,0,0,7,6,1,1,Atlas
Cryptocoryne walkerii,0,Cryptocoryne walkerii,0,0,0,0,0,0,0,0,CABI
Cucumis dipsaceus,0,Cucumis dipsaceus,1,1,0,0,479,516,0,1,ITIS
Cuphea hyssopifolia,0,"Cuphea hyssopifolia, Cuphea hyssopifolia forma subrevoluta, Cuphea rivularis, Parsonsia hyssopifolia",1,1,0,0,677,929,1,1,Atlas
Cuphea viscosissima,0,"Cuphea petiolata, Cuphea viscosissima, Cuphea viscossima, Parsonsia petiolata",1,1,0,0,400,469,0,1,ITIS
Cuscuta,0,Cuscuta,0,0,0,1,83319,2948,0,1,ITIS
Cuscuta approximata,0,"Cuscuta approximata, Cuscuta approximata var. approximata, Cuscuta approximata var. urceolata, Cuscuta epithymum ssp. approximata, Cuscuta planiflora",1,1,0,1,834,3641,0,1,ITIS
Cuscuta cesatiana,0,Cuscuta cesatiana,0,0,0,1,23,5,0,1,TNRS
Cuscuta epithymum,0,Cuscuta epithymum,1,1,0,1,30608,25685,0,1,ITIS
Cuscuta europaea,0,Cuscuta europaea,1,1,0,1,24289,18032,0,1,ITIS
