Preferred scientific name,International common name,Taxonomic group,ISC content,CPC content,Datasheet Type,Domain,Kingdom,Phylum,Class,Order,Family,Invasive Somewhere,Total number of presence records,Number of presence records in neighbouring countries/states,Number of presence records countries/states with matching climate,Total Hosts,Habitats,Plant parts in trade,Pathways,Datasheet URL(s)
Plebejus argus,silver-studded blue butterfly,Invertebrates,,Basic datasheet,"pest,threatenedSpecies",Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Lycaenidae,,7,0,1,6,no data,no data,no data,https://www.cabi.org/cpc/datasheet/41981
Polyommatus icarus,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Lycaenidae,,10,0,1,4,no data,no data,no data,https://www.cabi.org/cpc/datasheet/42168
Pontederia rotundifolia,,,Basic datasheet,,invasiveSpecies,,,,,,,invasive,4,0,4,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/116490
Ponticola gorlap,,Vertebrates,Basic datasheet,,invasiveSpecies,Eukaryota,Metazoa,Chordata,Actinopterygii,Perciformes,Gobiidae,invasive,1,0,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/115760
Populus longifolia,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Salicales,Salicaceae,invasive,1,0,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/116491
Pristiphora rufipes,"currant, worm, green",Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,,5,0,0,2,no data,no data,no data,https://www.cabi.org/cpc/datasheet/44149
Pseudomonas syringae pv. viburni,leaf and stem spot.,Bacteria,,Basic datasheet,pest,Bacteria,,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,5,0,4,3,no data,no data,no data,https://www.cabi.org/cpc/datasheet/45023
Pseudonapomyza atratula,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Agromyzidae,,1,0,1,2,no data,no data,no data,https://www.cabi.org/cpc/datasheet/109552
Pythium spiculum,,Fungi/Chromista,,Basic datasheet,pest,Eukaryota,Chromista,Oomycota,Oomycetes,Pythiales,Pythiaceae,,1,0,1,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/119020
Red clover mosaic virus,,Viruses,,Basic datasheet,pest,Virus,,,,Mononegavirales,Rhabdoviridae,,1,0,1,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/14190
Rhodanthe manglesii,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Asterales,Asteraceae,invasive,3,0,2,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/116719
Rhododendron tomentosum,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Ericales,Ericaceae,invasive,2,0,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/116723
Rorippa curvisiliqua,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Capparidales,Brassicaceae,invasive,1,0,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/116754
Rotylenchus paravitis,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Nematoda,,,Hoplolaimidae,,1,0,1,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/119536
Rotylenchus vitis,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Nematoda,,,Hoplolaimidae,,1,0,1,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/118912
Sarea resinae,,Fungi/Chromista,,Basic datasheet,pest,Eukaryota,Fungi,Ascomycota,Lecanoromycetes,Agyriales,Agyriaceae,,2,0,1,3,no data,no data,no data,https://www.cabi.org/cpc/datasheet/48387
Scaptomyza vittata,,Invertebrates,Basic datasheet,,invasiveSpecies,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Drosophilidae,invasive,2,0,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/116944
Scaurus punctatus,,Invertebrates,Basic datasheet,,invasiveSpecies,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Tenebrionidae,invasive,1,0,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/116945
Scirpus,bulrush,Plants,,Basic datasheet,"crop,pest,hostPlant,threatenedSpecies",Eukaryota,Plantae,Spermatophyta,Monocotyledonae,Cyperales,Cyperaceae,,1,0,1,0,no data,no data,no data,https://www.cabi.org/cpc/datasheet/49235
Sedum dendroideum,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Rosales,Crassulaceae,invasive,1,0,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/117028
Sedum rubrotinctum,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Rosales,Crassulaceae,invasive,1,0,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/117043
Senecio parviflorus,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Asterales,Asteraceae,invasive,1,0,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/117077
Septoria cyclaminis,,Fungi/Chromista,,Basic datasheet,pest,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,,1,0,0,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/49651
Sirex ermak,blue-black horntail,Invertebrates,,Full datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Siricidae,,4,0,1,7,no data,no data,no data,https://www.cabi.org/cpc/datasheet/50190
Solanum juvenale,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Solanales,Solanaceae,invasive,1,0,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/117230
Solanum microcarpum,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Solanales,Solanaceae,invasive,1,0,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/117233
Solanum triflorum,cutleaf nightshade (USA),Plants,,Basic datasheet,"crop,pest,hostPlant",Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Solanales,Solanaceae,,2,0,1,0,no data,no data,no data,https://www.cabi.org/cpc/datasheet/50555
Sphaeronema alni,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Nematoda,Secernentea,Tylenchida,Tylenchulidae,,2,0,1,3,no data,no data,no data,https://www.cabi.org/cpc/datasheet/50602
Stictocephala bubalis,,Invertebrates,Basic datasheet,,invasiveSpecies,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Membracidae,invasive,1,0,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/117341
Strobilomyia anthracina,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Anthomyiidae,,8,0,1,3,no data,no data,no data,https://www.cabi.org/cpc/datasheet/51823
Tachyta nana,,Invertebrates,Basic datasheet,,invasiveSpecies,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Carabidae,invasive,1,0,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/117418
Tanymecus palliatus,"weevil, Beet leaf",Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Curculionidae,,8,0,1,2,no data,no data,no data,https://www.cabi.org/cpc/datasheet/54124
Teira perspicillata,,Vertebrates,Basic datasheet,,invasiveSpecies,Eukaryota,Metazoa,Chordata,Reptilia,Sauria,Lacertidae,invasive,1,0,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/116414
Temnothorax longispinosus,,Invertebrates,Basic datasheet,,invasiveSpecies,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,invasive,1,0,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/117451
Tolpis barbata,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Asterales,Asteraceae,invasive,2,0,0,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/117549
Tradescantia cerinthoides,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Monocotyledonae,Commelinales,Commelinaceae,invasive,1,0,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/117572
Tubificoides pseudogaster,,Invertebrates,Basic datasheet,,invasiveSpecies,Eukaryota,Metazoa,Annelida,Oligochaeta,Haplotaxida,Tubificidae,invasive,1,0,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/117684
Ulva rigida,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Ulvales,Ulvaceae,invasive,1,0,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/117718
Verticillium fungicola,brown spot of mushrooms,Fungi/Chromista,,Basic datasheet,pest,Eukaryota,Fungi,Ascomycota,Sordariomycetes,,Plectosphaerellaceae,,6,0,1,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/56279
Xanthomonas prunicola,,Bacteria,,Basic datasheet,pest,Bacteria,,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,,1,0,1,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/10302954
Xanthoxalis stricta,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Geraniales,Oxalidaceae,invasive,2,0,2,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/117905
Xiphydria camelus,alder wood wasp,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Xiphydriidae,,3,0,1,5,no data,no data,no data,https://www.cabi.org/cpc/datasheet/57087
Acetobacter pasteurianus,bacterial brown rot of apple and pear,Bacteria,,Basic datasheet,pest,Bacteria,,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,,2,0,1,3,no data,no data,no data,https://www.cabi.org/cpc/datasheet/2629
Acremonium typhinum,choke disease: grasses,Fungi/Chromista,,Basic datasheet,pest,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,3,0,0,4,no data,no data,no data,https://www.cabi.org/cpc/datasheet/2986
Acrotina parens,,Invertebrates,Basic datasheet,,invasiveSpecies,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Staphylinidae,invasive,1,0,0,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/112035
Adota maritima,,Invertebrates,Basic datasheet,,invasiveSpecies,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Staphylinidae,invasive,1,0,0,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/112044
Aegagropila linnaei,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Chlorophyta,Ulvophyceae,Cladophorales,Pithophoraceae,invasive,1,0,0,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/113257
Aleuropteridis filicicola,,Invertebrates,Basic datasheet,,invasiveSpecies,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Aleyrodidae,invasive,1,0,0,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/112107
Alisma subcordatum,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Monocotyledonae,Alismatales,Alismataceae,invasive,1,0,0,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/112113
Allium unifolium,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Monocotyledonae,Liliales,Liliaceae,invasive,1,0,0,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/112131
Alocasia odora,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Monocotyledonae,Arales,Araceae,invasive,1,0,0,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/112138
Aloea australis,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Miridae,,1,0,0,0,no data,no data,no data,https://www.cabi.org/cpc/datasheet/118811
Amara cursitans,,Invertebrates,Basic datasheet,,invasiveSpecies,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Carabidae,invasive,1,0,0,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/112184
Ampelodesmos pliniana,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Monocotyledonae,Cyperales,Poaceae,invasive,1,0,0,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/112216
Amphorophora idaei,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Aphididae,,3,0,0,2,no data,no data,no data,https://www.cabi.org/cpc/datasheet/4970
Amsonia hubrichtii,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Gentianales,Apocynaceae,invasive,4,0,3,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/112231
Amsonia orientalis,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Gentianales,Apocynaceae,invasive,1,0,0,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/112232
Antherospora scillae,,Fungi/Chromista,,Basic datasheet,pest,Eukaryota,Fungi,Basidiomycota,Ustilaginomycetes,,,,1,0,0,2,no data,no data,no data,https://www.cabi.org/cpc/datasheet/119013
Anthocoptes rubicolens,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Arachnida,,Eriophyidae,,1,0,0,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/118772
Anthriscus yellows virus,,Viruses,,Basic datasheet,pest,Virus,,,,,,,1,0,0,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/7915
Anubias coffeefolia,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Monocotyledonae,Arales,Araceae,invasive,1,0,0,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/112323
Anubias gigantea,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Monocotyledonae,Arales,Araceae,invasive,1,0,0,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/112324
Anubias heterophylla,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Monocotyledonae,Arales,Araceae,invasive,1,0,0,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/112327
Aphanomyces cladogamus,,Fungi/Chromista,,Basic datasheet,"pest,naturalEnemy",Eukaryota,Chromista,Oomycota,Oomycetes,Saprolegniales,Leptolegniaceae,,1,0,0,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/6404
Aphis balloticola,,Invertebrates,Basic datasheet,,invasiveSpecies,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Aphididae,invasive,1,0,0,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/112339
Aponogeton capuronii,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Monocotyledonae,Hydrocharitales,Aponogetonaceae,invasive,1,0,0,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/112362
Aponogeton elongatus,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Monocotyledonae,Hydrocharitales,Aponogetonaceae,invasive,1,0,0,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/112366
Aponogeton fenestralis,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Monocotyledonae,Hydrocharitales,Aponogetonaceae,invasive,1,0,0,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/112367
Aponogeton henkelianus,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Monocotyledonae,Hydrocharitales,Aponogetonaceae,invasive,1,0,0,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/112368
Aponogeton krauseanus,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Monocotyledonae,Hydrocharitales,Aponogetonaceae,invasive,1,0,0,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/112369
Aponogeton longiplumulosus,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Monocotyledonae,Hydrocharitales,Aponogetonaceae,invasive,1,0,0,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/112370
Aponogeton rigidifolius,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Monocotyledonae,Hydrocharitales,Aponogetonaceae,invasive,1,0,0,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/112373
Aponogeton siamensis,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Monocotyledonae,Hydrocharitales,Aponogetonaceae,invasive,1,0,0,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/112374
Aponogeton ulvaceus,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Monocotyledonae,Hydrocharitales,Aponogetonaceae,invasive,1,0,0,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/112375
Arundinaria simonii,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Monocotyledonae,Cyperales,Poaceae,invasive,1,0,0,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/112465
Ascochyta dolomitica,,Fungi/Chromista,,Basic datasheet,pest,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,1,0,0,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/110133
Asellus communis,,Invertebrates,Basic datasheet,,invasiveSpecies,Eukaryota,Metazoa,Arthropoda,Malacostraca,Isopoda,Asellidae,invasive,1,0,0,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/112471
Asphondylia borzi,,Invertebrates,Basic datasheet,,invasiveSpecies,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Cecidomyiidae,invasive,1,0,0,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/112486
Aster schreberi,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Asterales,Asteraceae,invasive,1,0,0,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/112505
Attagenus gobicola,,Invertebrates,Basic datasheet,,invasiveSpecies,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Dermestidae,invasive,1,0,0,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/112600
Attagenus quadrimaculatus,,Invertebrates,Basic datasheet,,invasiveSpecies,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Dermestidae,invasive,1,0,0,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/112603
Attagenus rossi,,Invertebrates,Basic datasheet,,invasiveSpecies,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Dermestidae,invasive,1,0,0,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/112604
Attagenus simplex,,Invertebrates,Basic datasheet,,invasiveSpecies,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Dermestidae,invasive,1,0,0,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/112605
Australopacifica coxii,,Invertebrates,Basic datasheet,,invasiveSpecies,Eukaryota,Metazoa,Platyhelminthes,Turbellaria,Tricladida,Geoplanidae,invasive,1,0,0,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/112615
Axinotarsus marginalis,,Invertebrates,Basic datasheet,,invasiveSpecies,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Melyridae,invasive,1,0,0,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/112631
Bacopa lanigera,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Scrophulariales,Scrophulariaceae,invasive,1,0,0,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/112637
Bacopa myriophylloides,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Scrophulariales,Scrophulariaceae,invasive,1,0,0,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/112639
Baumea rubiginosa,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Monocotyledonae,Cyperales,Cyperaceae,invasive,1,0,0,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/112673
Bidens ferulifolia,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Asterales,Asteraceae,invasive,1,0,0,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/112696
Bolbitis fluviatilis,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Pteridophyta,Filicopsida,,Aspleniaceae,invasive,1,0,0,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/112737
Bolbitis heteroclita,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Pteridophyta,Filicopsida,,Aspleniaceae,invasive,1,0,0,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/112738
Brenneria goodwinii,,Bacteria,,Basic datasheet,pest,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,1,0,0,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/119206
Broccoli necrotic yellows virus,,Viruses,,Full datasheet,pest,Virus,,,,Mononegavirales,Rhabdoviridae,,2,0,1,6,no data,no data,no data,https://www.cabi.org/cpc/datasheet/8686
Bromopsis condensata,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Monocotyledonae,Cyperales,Poaceae,invasive,1,0,0,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/112798
Bromus interruptus,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Monocotyledonae,Cyperales,Poaceae,invasive,1,0,0,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/112808
Bruchela rufipes,,Invertebrates,Basic datasheet,,invasiveSpecies,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Anthribidae,invasive,1,0,0,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/112818
Bruchus atomarius,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Bruchidae,,4,0,0,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/9902
Calocoris norvegicus,strawberry bug,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Miridae,,8,0,1,6,no data,no data,no data,https://www.cabi.org/cpc/datasheet/14065
Caloptilla rufipennella,,Invertebrates,Basic datasheet,,invasiveSpecies,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Gracillariidae,invasive,1,0,0,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/112894
Caltha introloba,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Ranunculales,Ranunculaceae,invasive,1,0,0,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/112899
